name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,12/31/2015
TotalAssets,"2,190,880,000","2,040,660,000","1,966,092,000","1,975,127,000","1,916,775,000","1,889,942,000","1,058,747,000","1,051,120,000","1,298,552,000","1,283,429,000","1,295,230,000","1,303,375,000","1,268,856,000","1,116,501,000","1,101,033,000","1,091,557,000","1,038,926,000","852,103,000","821,086,000","739,230,000","584,065,000","451,845,000","368,915,000","296,971,000"
	CurrentAssets,"761,561,000","630,377,000","671,565,000","668,691,000","583,223,000","567,133,000","337,644,000","299,690,000","517,973,000","488,974,000","496,339,000","486,025,000","479,112,000","461,221,000","502,061,000","518,792,000","478,516,000","352,029,000","353,976,000","292,649,000","184,344,000","174,091,000","116,497,000","107,184,000"
		CashCashEquivalentsAndShortTermInvestments,"32,925,000","19,998,000","34,705,000","30,710,000","69,534,000","68,978,000","84,819,000","124,504,000","56,531,000","112,690,000","139,995,000","32,503,000","58,688,000","103,312,000","87,077,000","83,331,000","98,070,000","16,321,000","21,145,000","609,000","12,826,000","11,484,000","1,844,000","0"
			CashAndCashEquivalents,"32,925,000","19,998,000","34,705,000","30,710,000","69,534,000","68,978,000","84,819,000","124,504,000","56,531,000","112,690,000","139,995,000","32,503,000","58,688,000","103,312,000","87,077,000","83,331,000","98,070,000","16,321,000","21,145,000","609,000","12,826,000","11,484,000","1,844,000","0"
		Receivables,"514,613,000","407,454,000","434,498,000","455,249,000","336,464,000","313,949,000","144,405,000","68,519,000","335,625,000","252,910,000","246,344,000","346,381,000","321,237,000","247,961,000","325,792,000","343,850,000","293,527,000","258,788,000","267,829,000","236,332,000","125,250,000","128,560,000","83,985,000","87,813,000"
			AccountsReceivable,"371,579,000","298,531,000","325,221,000","337,197,000","200,711,000","244,433,000","105,936,000","58,569,000","281,855,000","204,413,000","203,215,000","248,160,000","223,652,000","153,589,000","241,346,000","221,464,000","211,467,000","195,961,000","196,297,000","179,249,000","92,506,000","94,749,000","72,380,000","80,033,000"
				GrossAccountsReceivable,"372,463,000","299,415,000","326,105,000","338,715,000","201,484,000","245,206,000","108,866,000","61,499,000","285,431,000","205,466,000",,,,,,,,"195,961,000","196,297,000","179,249,000","93,003,000","95,246,000","77,433,000","86,954,000"
				AllowanceForDoubtfulAccountsReceivable,"-884,000","-884,000","-884,000","-1,518,000","-773,000","-773,000","-2,930,000","-2,930,000","-3,576,000","-1,053,000",,,,,,,,,"0","0","-497,000","-497,000","-5,053,000","-6,921,000"
			DuefromRelatedPartiesCurrent,,"0",,"0",,"0","375,000","1,314,000","1,390,000","9,629,000","9,351,000","0","10,776,000","15,139,000","4,213,000","4,106,000","7,982,000","3,984,000","7,822,000","7,233,000","0","5,017,000","2,683,000","5,473,000"
			OtherReceivables,"143,034,000","108,923,000","109,277,000","118,052,000","135,753,000","69,516,000","38,094,000","8,636,000","52,380,000","38,868,000","33,778,000","98,221,000","86,809,000","79,233,000","80,233,000","118,280,000","74,078,000","58,843,000","63,710,000","49,850,000","32,744,000","28,794,000","8,922,000","2,307,000"
		Inventory,"139,721,000","134,593,000","116,795,000","120,015,000","129,338,000","118,568,000","76,989,000","81,167,000","87,616,000","88,547,000","86,985,000","86,809,000","74,348,000","60,024,000","55,836,000","62,374,000","60,072,000","55,524,000","41,840,000","38,776,000","32,103,000","28,144,000","27,730,000","16,457,000"
			RawMaterials,"139,721,000","134,593,000","116,795,000","120,015,000","129,338,000","118,568,000","76,989,000","81,167,000","87,616,000","88,547,000","86,985,000","86,809,000","74,348,000","60,024,000","55,836,000","62,374,000","60,072,000","55,524,000","41,840,000","38,776,000","32,103,000","28,144,000","27,730,000","16,457,000"
		PrepaidAssets,"74,302,000","68,332,000","85,567,000","62,717,000","47,887,000","65,638,000","31,431,000","25,500,000","38,201,000","34,827,000","23,015,000","20,332,000","24,839,000","49,924,000","33,356,000","29,237,000","26,847,000","21,396,000","23,162,000","16,932,000","14,165,000","5,903,000","2,938,000","2,914,000"
	TotalNonCurrentAssets,"1,429,319,000","1,410,283,000","1,294,527,000","1,306,436,000","1,333,552,000","1,322,809,000","721,103,000","751,430,000","780,579,000","794,455,000","798,891,000","817,350,000","789,744,000","655,280,000","598,972,000","572,765,000","560,410,000","500,074,000","467,110,000","446,581,000","399,721,000","277,754,000","252,418,000","189,787,000"
		NetPPE,"1,345,936,000","1,327,387,000","1,221,661,000","1,231,291,000","1,212,089,000","1,235,561,000","691,915,000","720,726,000","748,537,000","760,116,000","753,928,000","768,179,000","761,206,000","627,053,000","583,942,000","561,014,000","549,297,000","494,776,000","461,020,000","444,200,000","399,513,000","277,355,000","252,248,000","189,787,000"
			GrossPPE,"2,277,489,000","2,190,581,000","2,017,779,000","1,966,166,000","1,890,287,000","1,858,091,000","1,273,135,000","1,260,103,000","1,245,709,000","1,215,803,000","1,170,473,000","1,145,467,000","1,101,538,000","934,330,000","870,288,000","816,562,000","775,387,000","693,229,000","634,251,000","593,617,000","531,409,000","395,134,000","359,423,000","266,844,000"
				Properties,"0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"30,494,000","33,812,000","34,665,000","34,818,000","38,448,000",,"5,400,000","5,400,000","5,400,000","5,400,000","5,400,000","5,400,000","5,400,000","5,400,000","5,400,000","5,400,000","4,495,000","4,495,000","4,495,000","4,495,000","450,000","450,000","450,000","450,000"
				BuildingsAndImprovements,"141,216,000","148,555,000","148,333,000","147,198,000","156,499,000",,"31,881,000","31,631,000","30,908,000","29,930,000","28,900,000","28,197,000","28,057,000","27,795,000","27,603,000","26,917,000","24,713,000","24,260,000","24,647,000","22,476,000","8,021,000","8,010,000","7,982,000","7,964,000"
				MachineryFurnitureEquipment,"69,751,000","69,500,000","67,856,000","65,804,000","65,491,000",,"66,042,000","66,616,000","66,714,000","66,913,000","66,894,000","66,421,000","66,384,000","66,007,000","67,434,000","66,673,000","67,394,000","66,694,000","64,157,000","58,798,000","54,097,000","52,131,000","49,296,000","47,496,000"
				OtherProperties,"1,919,186,000","1,849,113,000","1,665,037,000","1,576,352,000","1,494,469,000","1,704,373,000","1,149,375,000","1,111,285,000","1,099,671,000","1,086,831,000","1,064,661,000","1,040,179,000","969,916,000","778,423,000","738,338,000","684,397,000","637,102,000","572,096,000","512,416,000","409,580,000","310,270,000","269,346,000","231,956,000","204,681,000"
				ConstructionInProgress,"116,842,000","89,601,000","101,888,000","141,994,000","135,380,000","153,718,000","20,437,000","45,171,000","43,016,000","26,729,000","4,618,000","5,270,000","31,781,000","56,705,000","31,513,000","33,175,000","41,683,000","25,684,000","28,536,000","98,268,000","158,571,000","65,197,000","69,739,000","6,253,000"
			AccumulatedDepreciation,"-931,553,000","-863,194,000","-796,118,000","-734,875,000","-678,198,000","-622,530,000","-581,220,000","-539,377,000","-497,172,000","-455,687,000","-416,545,000","-377,288,000","-340,332,000","-307,277,000","-286,346,000","-255,548,000","-226,090,000","-198,453,000","-173,231,000","-149,417,000","-131,896,000","-117,779,000","-107,175,000","-77,057,000"
		NonCurrentAccountsReceivable,,,,,"77,949,000",,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,"11,115,000","15,601,000",,,,,,,,,,,,
		NonCurrentDeferredAssets,"616,000","607,000",,,"43,514,000","5,360,000",,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"616,000","607,000",,,"43,514,000","5,360,000",,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"82,767,000","82,289,000","72,866,000","75,145,000","77,949,000","81,888,000","29,188,000","30,704,000","32,042,000","34,339,000","33,848,000","33,570,000","28,538,000","28,227,000","15,030,000","11,751,000","11,113,000","5,298,000","6,090,000","2,381,000","208,000","399,000","170,000",
TotalLiabilitiesNetMinorityInterest,"957,214,000","810,221,000","774,238,000","745,693,000","639,040,000","579,899,000","382,452,000","331,163,000","517,099,000","501,937,000","491,765,000","510,929,000","513,374,000","375,687,000","357,437,000","352,061,000","388,006,000","459,337,000","485,191,000","464,594,000","347,374,000","222,873,000","175,382,000","162,920,000"
	CurrentLiabilities,"623,200,000","569,247,000","509,052,000","491,144,000","393,549,000","356,146,000","166,015,000","100,952,000","283,268,000","266,495,000","253,980,000","270,696,000","274,409,000","219,736,000","204,837,000","205,697,000","250,014,000","220,505,000","222,286,000","223,200,000","214,981,000","131,795,000","80,395,000","75,480,000"
		PayablesAndAccruedExpenses,"580,686,000","523,916,000","459,869,000","439,558,000","350,992,000","311,721,000","124,036,000","64,239,000","240,883,000","226,567,000","216,600,000","235,598,000","246,905,000","219,351,000","203,270,000","201,478,000","242,860,000","211,263,000","212,237,000","208,658,000","201,263,000","118,949,000","68,176,000","52,688,000"
			Payables,"333,599,000","288,801,000","228,997,000","182,876,000","184,799,000","193,338,000","70,009,000","27,381,000","108,136,000","117,613,000","91,019,000","108,102,000","122,673,000","80,490,000","95,624,000","93,288,000","139,084,000","66,846,000","92,515,000","91,392,000","90,538,000","42,862,000","27,438,000","28,602,000"
				AccountsPayable,"333,599,000","288,801,000","228,997,000","174,254,000","184,799,000","193,338,000","70,009,000","27,381,000","108,136,000","117,613,000","91,019,000","108,102,000","122,673,000","80,490,000","95,624,000","93,288,000","139,084,000","66,846,000","92,515,000","91,392,000","89,611,000","42,862,000","27,438,000","28,602,000"
				DuetoRelatedPartiesCurrent,,,,"8,622,000",,,,,,,,,,,,,,,,,"927,000",,,
			CurrentAccruedExpenses,"247,087,000","235,115,000","230,872,000","256,682,000","166,193,000","118,383,000","54,027,000","36,858,000","132,747,000","108,954,000","125,581,000","127,496,000","124,232,000","138,861,000","107,646,000","108,190,000","103,776,000","144,417,000","119,722,000","117,266,000","110,725,000","76,087,000","40,738,000","24,086,000"
				InterestPayable,,,,,,"28,241,000","4,204,000","8,487,000","12,638,000","10,643,000",,"9,590,000","7,984,000","9,585,000","8,909,000","8,013,000","8,487,000","6,573,000","6,336,000","4,253,000","2,907,000","824,000","82,000","40,000"
		CurrentDebtAndCapitalLeaseObligation,"40,844,000","40,779,000","49,183,000","51,586,000","42,557,000","44,425,000","41,979,000","36,713,000","42,385,000","39,928,000","37,380,000","35,098,000","27,504,000","385,000","817,000","375,000","370,000","11,000","49,000","14,542,000","13,718,000","12,846,000","12,219,000","22,792,000"
			CurrentDebt,"1,010,000","1,007,000","379,000","375,000","370,000","364,000","358,000","353,000","414,000","409,000","401,000","397,000","392,000","385,000","817,000","375,000","370,000","11,000","49,000","14,542,000","13,718,000","12,727,000","11,747,000","17,267,000"
				OtherCurrentBorrowings,"1,010,000","1,007,000","379,000","375,000","370,000","364,000","358,000","353,000","414,000","409,000","401,000","397,000","392,000",,,,,,"49,000","14,542,000","13,718,000","12,727,000","11,747,000","17,267,000"
			CurrentCapitalLeaseObligation,"39,834,000","39,772,000","48,804,000","51,211,000","42,187,000","44,061,000","41,621,000","36,360,000","41,971,000","39,519,000","36,979,000","34,701,000","27,112,000",,,,,,"0","0","0","119,000","472,000","5,525,000"
		CurrentDeferredLiabilities,"1,670,000","4,552,000",,,,,,,,,,,,"0","750,000","3,844,000","6,784,000","9,231,000","10,000,000",,,,,
			CurrentDeferredRevenue,"1,670,000","4,552,000",,,,,,,,,,,,"0","750,000","3,844,000","6,784,000","9,231,000","10,000,000",,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"334,014,000","240,974,000","265,186,000","254,549,000","245,491,000","223,753,000","216,437,000","230,211,000","233,831,000","235,442,000","237,785,000","240,233,000","238,965,000","155,951,000","152,600,000","146,364,000","137,992,000","238,832,000","262,905,000","241,394,000","132,393,000","91,078,000","94,987,000","87,440,000"
		LongTermDebtAndCapitalLeaseObligation,"291,731,000","202,856,000","216,079,000","200,496,000","160,823,000","167,159,000","166,252,000","169,646,000","162,332,000","167,302,000","177,919,000","186,244,000","191,871,000","106,139,000","106,267,000","106,830,000","106,905,000","196,346,000","221,141,000","139,427,000","92,196,000","91,078,000","94,987,000","87,440,000"
			LongTermDebt,"211,192,000","121,445,000","121,125,000","105,221,000","105,317,000","105,411,000","105,504,000","105,596,000","105,625,000","105,731,000","105,837,000","106,375,000","106,041,000","106,139,000","106,267,000","106,830,000","106,905,000","196,346,000","221,141,000","139,427,000","92,196,000","91,078,000","94,987,000","87,321,000"
			LongTermCapitalLeaseObligation,"80,539,000","81,411,000","94,954,000","95,275,000","55,506,000","61,748,000","60,748,000","64,050,000","56,707,000","61,571,000","72,082,000","79,869,000","85,830,000",,,,,,,,,"0","0","119,000"
		NonCurrentDeferredLiabilities,"563,000","563,000","765,000","764,000","0","0","2,673,000","14,887,000","28,913,000","19,659,000","19,560,000","33,915,000","27,020,000","32,994,000","44,042,000","37,243,000","28,796,000",,,,,,,
			NonCurrentDeferredTaxesLiabilities,"563,000","563,000","765,000","764,000","0","0","2,673,000","14,887,000","28,913,000","19,659,000","19,560,000","33,915,000","27,020,000","32,994,000","44,042,000","37,243,000","28,796,000",,,,,,,
		TradeandOtherPayablesNonCurrent,"41,720,000","37,555,000","48,342,000","53,289,000","84,668,000","56,594,000","47,512,000","45,678,000","42,586,000","48,481,000","40,306,000","20,074,000","20,074,000","16,818,000","2,291,000","2,291,000","2,291,000",,,,,,,
		RestrictedCommonStock,,,,,,,,,,,,,,"0","0",,"0","42,486,000","41,764,000","101,967,000","40,197,000",,,
TotalEquityGrossMinorityInterest,"1,233,666,000","1,230,439,000","1,191,854,000","1,229,434,000","1,277,735,000","1,310,043,000","676,295,000","719,957,000","781,453,000","781,492,000","803,465,000","792,446,000","755,482,000","740,814,000","743,596,000","739,496,000","650,920,000","392,766,000","335,895,000","274,636,000","236,691,000","228,972,000","193,533,000","134,051,000"
	StockholdersEquity,"1,231,261,000","1,213,242,000","1,179,701,000","1,216,812,000","1,204,552,000","1,150,637,000","507,602,000","531,831,000","555,371,000","554,827,000","529,076,000","471,547,000","449,967,000","433,069,000","416,745,000","423,940,000","372,822,000","392,766,000","335,895,000","274,636,000","236,691,000","228,972,000","193,533,000","134,051,000"
		CapitalStock,"1,861,000","1,860,000","1,802,000","1,802,000","1,795,000","1,795,000","1,130,000","1,129,000","1,126,000","1,126,000","1,126,000","1,126,000","1,123,000","1,136,000","1,153,000","1,182,000","1,182,000","392,766,000","335,895,000","274,636,000","236,691,000","228,972,000","193,533,000","134,051,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
			CommonStock,"1,861,000","1,860,000","1,802,000","1,802,000","1,795,000","1,795,000","1,130,000","1,129,000","1,126,000","1,126,000","1,126,000","1,126,000","1,123,000","1,136,000","1,153,000","1,182,000","1,182,000","392,766,000","335,895,000","274,636,000","236,691,000","228,972,000","193,533,000","134,051,000"
		AdditionalPaidInCapital,"1,389,987,000","1,367,642,000","1,278,073,000","1,274,031,000","1,212,354,000","1,125,554,000","446,155,000","435,885,000","413,664,000","410,596,000","368,502,000","318,099,000","314,967,000","312,659,000","311,772,000","349,488,000","347,965,000",,,,,,,
