name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
OperatingCashFlow,"388,293,000","135,838,000","107,442,000","69,992,000","75,021,000","54,659,000","53,350,000","27,343,000","19,752,000","96,111,000","72,463,000","62,508,000","55,269,000","46,451,000","68,079,000","64,202,000","63,000,000","49,212,000","45,162,000","32,610,000","35,382,000","26,065,000","22,073,000","16,553,000","14,115,000","15,886,000","17,859,000","15,800,000","15,620,000","14,553,000","22,180,000","15,569,000","7,521,000","6,543,000","4,845,000"
	CashFlowFromContinuingOperatingActivities,"388,293,000","135,838,000","107,442,000","69,992,000","75,021,000","54,659,000","53,350,000","27,343,000","19,752,000","96,111,000","72,463,000","62,508,000","55,269,000","46,451,000","68,079,000","64,202,000","63,000,000","49,212,000","45,162,000","32,610,000","35,382,000","26,065,000","22,073,000","16,553,000","14,115,000","15,886,000","17,859,000","15,800,000","15,620,000","14,553,000","22,180,000","15,569,000","7,521,000","6,543,000","4,845,000"
		NetIncomeFromContinuingOperations,"360,859,000","128,041,000","116,995,000","73,445,000","42,378,000","23,859,000","-52,691,000","16,184,000","-33,056,000","-123,850,000","48,528,000","51,097,000","47,274,000","74,311,000","40,705,000","50,812,000","128,464,000","42,896,000","42,070,000","26,607,000","22,149,000","20,652,000","16,254,000","10,202,000","-14,020,000","-23,335,000","4,937,000","6,355,000","8,045,000","5,082,000","10,803,000","10,869,000","4,109,000","3,853,000","2,988,000"
		OperatingGainsLosses,"56,264,000","18,359,000","-1,240,000","9,599,000","29,546,000","31,504,000","16,011,000","7,088,000","31,439,000","17,609,000",,,,"-3,592,000","5,715,000","199,000","-4,465,000","-899,000",,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"56,264,000","18,359,000","-1,240,000","9,599,000","29,546,000","31,504,000","16,017,000","7,068,000","31,453,000","17,609,000",,,,"-3,592,000","5,715,000","199,000","-4,465,000","-899,000",,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"105,512,000","27,411,000","28,757,000","25,366,000","23,978,000","24,886,000","28,297,000","24,780,000","22,782,000","24,642,000","26,770,000","18,697,000","16,512,000","16,199,000","17,513,000","16,532,000","13,260,000","11,525,000","11,932,000","11,068,000","9,672,000","7,847,000","8,335,000","6,751,000","6,584,000","8,150,000","8,849,000","8,737,000","8,949,000","8,901,000","7,999,000","7,971,000","6,064,000","5,567,000","5,199,000"
			Depletion,"105,512,000","27,411,000","28,757,000","25,366,000","23,978,000","24,886,000","28,297,000","24,780,000","22,782,000","24,642,000","26,770,000","18,697,000","16,512,000","16,199,000","17,513,000","16,532,000","13,260,000","11,525,000","11,932,000","11,068,000","9,672,000","7,847,000","8,335,000","6,751,000","6,584,000","8,150,000","8,849,000","8,737,000","8,949,000","8,901,000","7,999,000","7,971,000","6,064,000","5,567,000","5,199,000"
		DeferredTax,,,"0","0","0","0","0","0","0","142,466,000","495,000","-7,541,000","119,000","-34,655,000","-1,332,000","865,000",,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,,,"0","0","0","0","0","0","0","142,466,000","495,000","-7,541,000","119,000","-34,655,000","-1,332,000","865,000",,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"0",,,,"69,202,000",,,,,,,,,,,,,"0","0","0","0","0","21,458,000","26,011,000",,,,,,,,,
