name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
OperatingCashFlow,"-1,447,960","-106,179","-226,539","-150,811","-964,431","-28,500"
	CashFlowFromContinuingOperatingActivities,"-1,447,960","-106,179","-226,539","-150,811","-964,431","-28,500"
		NetIncomeFromContinuingOperations,"13,656,529","4,390,597","546,278","12,220,745","-3,501,091","-509,878"
		OperatingGainsLosses,"-14,486,667","-4,498,417","-783,583","-12,451,334","3,246,667","347,646"
			GainLossOnInvestmentSecurities,"-14,486,667","-4,498,417","-783,583","-12,451,334","3,246,667","347,646"
		OtherNonCashItems,,"-94,944","-32,593","-26,452",,"588,646"
		ChangeInWorkingCapital,"-457,151","96,585","43,359","106,230","-703,325","133,732"
			ChangeInPrepaidAssets,"-482,854","50,393","134,126","129,925",,
			ChangeInPayablesAndAccruedExpense,"25,703","46,192","-90,767","-23,695","93,973","133,732"
				ChangeInAccruedExpense,"25,703","46,192","-90,767",,,
InvestingCashFlow,"-45,000,000","0","0","0","-45,000,000","-300,000,000"
	CashFlowFromContinuingInvestingActivities,"-45,000,000","0","0","0","-45,000,000","-300,000,000"
		NetOtherInvestingChanges,,,"0","0","-45,000,000","-300,000,000"
FinancingCashFlow,"44,539,510","-32,558","0","0","44,572,068","302,385,541"
	CashFlowFromContinuingFinancingActivities,"44,539,510","-32,558","0","0","44,572,068","302,385,541"
		NetIssuancePaymentsOfDebt,"-100,871","0","-100,871","0","0","-94,890"
			NetLongTermDebtIssuance,"-100,871","0","-100,871","0","0","-94,890"
				LongTermDebtIssuance,"0","0","0","0","0","87,500"
				LongTermDebtPayments,"-100,871","0","-100,871","0","0","-182,390"
		NetCommonStockIssuance,"44,100,000","0","0","0","44,100,000","294,000,000"
			CommonStockIssuance,"44,100,000","0","0","0","44,100,000","294,000,000"
		ProceedsFromStockOptionExercised,"900,000","0","0","0","900,000","8,500,000"
		NetOtherFinancingCharges,"-359,619","-32,558","100,871","0","-427,932","-19,569"
EndCashPosition,"448,591","448,591","587,328","813,867","964,678","2,357,041"
	ChangesInCash,"-1,908,450","-138,737","-226,539","-150,811","-1,392,363","2,357,041"
	BeginningCashPosition,"2,357,041","587,328","813,867","964,678","2,357,041","0"
IssuanceOfCapitalStock,"44,100,000","0","0","0","44,100,000","294,000,000"
IssuanceOfDebt,"0","0","0","0","0","87,500"
RepaymentOfDebt,"-100,871","0","-100,871","0","0","-182,390"
FreeCashFlow,"-1,447,960","-106,179","-226,539","-150,811","-964,431","-28,500"
