name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
OperatingCashFlow,"-7,964,000","-42,923,000","-77,310,000","-738,000","73,725,000","37,713,000","60,145,000","5,532,000","25,754,000","27,904,000","10,381,000","35,917,000","17,831,000","-10,269,000","13,922,000","38,898,000","1,917,000","29,316,000","10,768,000","29,630,000","10,769,000","35,928,000","-10,219,000","13,971,000","32,837,000","20,804,000","26,556,000","7,414,000","23,163,000","9,085,000","8,504,000","1,258,000","17,793,000","1,879,000","306,000","-3,157,000"
	CashFlowFromContinuingOperatingActivities,"-7,964,000","-42,923,000","-77,310,000","-738,000","73,725,000","37,713,000","60,145,000","5,532,000","25,754,000","27,904,000","10,381,000","35,917,000","17,831,000","-10,269,000","13,922,000","38,898,000","1,917,000","29,316,000","10,768,000","29,630,000","10,769,000","35,928,000","-10,219,000","13,971,000","32,837,000","20,804,000","26,556,000","7,414,000","23,163,000","9,085,000","8,504,000","1,258,000","17,793,000","1,879,000","306,000","-3,157,000"
		NetIncomeFromContinuingOperations,"-167,403,000","-45,307,000","-146,380,000","-71,000","2,645,000","-1,465,000","-435,000","1,411,000","8,471,000","7,633,000","929,000","8,852,000","-3,801,000","-8,923,000","9,387,000","13,356,000","3,544,000","-19,335,000","1,678,000","6,334,000","3,859,000","2,502,000","-14,788,000","13,012,000","12,020,000","7,479,000","13,197,000","6,398,000","5,561,000","-2,024,000","2,308,000","3,105,000","-1,871,000","-3,357,000","2,735,000","-1,792,000"
		OperatingGainsLosses,"18,954,000","-486,000","10,171,000","5,038,000","4,243,000","1,929,000","13,592,000","3,459,000","1,139,000","-5,864,000","17,678,000","-1,688,000","-2,275,000","2,308,000","-771,000","-2,830,000","-4,236,000","1,586,000","4,087,000","986,000","2,978,000","-735,000","5,179,000","1,489,000","155,000","1,000","2,104,000","-50,000","4,708,000","41,000",,,,"54,000",,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,"1,981,000","24,000","741,000","1,489,000","155,000","1,000",,,"9,000","18,000",,,,"-8,000",,
			NetForeignCurrencyExchangeGainLoss,"-11,000","98,000","35,000","-40,000","-92,000","119,000","-19,000","211,000","-103,000","-35,000","119,000","29,000","-63,000","92,000","-9,000","3,000","98,000","-69,000","10,000","-251,000",,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"178,000","-1,485,000","-2,139,000","1,171,000","2,631,000","166,000","8,316,000","2,325,000","482,000","-5,829,000","5,976,000","-1,929,000","-2,562,000","2,216,000","-2,999,000","-3,489,000","-3,448,000","525,000",,,,"-759,000",,,,,,,"0","23,000",,,,"-11,000",,
		DepreciationAmortizationDepletion,"93,957,000","22,559,000","27,682,000","21,737,000","22,618,000","20,882,000","27,670,000","20,597,000","15,239,000","13,965,000","15,834,000","13,291,000","11,248,000","11,208,000","11,505,000","9,801,000","10,031,000","9,408,000","14,265,000","8,703,000","8,957,000","8,436,000","7,270,000","6,439,000","7,120,000","6,893,000","9,117,000","6,306,000","10,646,000","4,669,000","4,674,000","4,777,000","4,704,000","4,854,000","4,753,000","2,655,000"
			DepreciationAndAmortization,"93,957,000","22,559,000","27,682,000","21,737,000","22,618,000","20,882,000","27,670,000","20,597,000","15,239,000","13,965,000","15,834,000","13,291,000","11,248,000","11,208,000","11,505,000","9,801,000","10,031,000","9,408,000","14,265,000","8,703,000","8,957,000","8,436,000","7,270,000","6,439,000","7,120,000","6,893,000","9,117,000","6,306,000","10,646,000","4,669,000","4,674,000","4,777,000","4,704,000","4,854,000","4,753,000","2,655,000"
		DeferredTax,"-20,929,000","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,,,,,
			DeferredIncomeTax,"-20,929,000","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,"276,000","272,000",,"393,000","387,000","381,000",,"446,000","446,000","446,000",,,,"505,000","505,000","505,000",,,"520,000","41,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,"0",,,,"10,383,000",,,,,"9,991,000",,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,"-759,000",,,,,,,,"23,000",,,,,,
		StockBasedCompensation,"58,496,000","10,260,000","48,168,000","2,398,000","2,702,000","2,656,000","6,246,000","2,346,000","2,098,000","2,158,000","1,575,000","350,000","1,013,000","2,472,000","625,000","1,781,000","2,480,000","1,343,000","-99,000","1,833,000","1,566,000","1,714,000","1,568,000","1,162,000","819,000","681,000","341,000","180,000","183,000","0",,,,"1,000",,
		OtherNonCashItems,"669,000","647,000","-37,247,000","21,721,000","5,814,000","10,476,000","9,871,000","9,864,000","1,977,000","3,593,000","4,195,000","8,007,000","11,346,000","295,000","265,000","280,000","5,167,000","-4,619,000","1,630,000","393,000","387,000","381,000","2,898,000","446,000","446,000","446,000","451,000","280,000","370,000","980,000","1,312,000","446,000","686,000","505,000","321,000","97,000"
		ChangeInWorkingCapital,"8,292,000","-30,596,000","41,925,000","-51,561,000","35,703,000","3,235,000","3,201,000","-32,145,000","-3,170,000","6,419,000","-29,830,000","7,105,000","300,000","-17,629,000","-7,089,000","16,510,000","-4,686,000","30,550,000","-10,793,000","11,381,000","-6,978,000","23,630,000","-22,337,000","-9,467,000","12,277,000","5,304,000","1,346,000","-5,700,000","-968,000","5,419,000","-198,000","-7,070,000","14,329,000","-178,000","-7,695,000","-4,117,000"
			ChangeInReceivables,"7,855,000","26,328,000","-9,376,000","-19,154,000","-3,991,000","56,609,000","-36,531,000","-6,733,000","-6,645,000","-7,604,000","-25,822,000","17,587,000","7,678,000","-14,381,000","-7,931,000","-3,991,000","-4,051,000","37,923,000","-25,000,000","3,762,000","-5,774,000","27,272,000","-44,761,000","15,383,000","-9,782,000","542,000","6,342,000","-6,460,000","-931,000","-2,563,000","8,334,000","-11,253,000","13,679,000","-6,880,000","-14,540,000","2,874,000"
				ChangesInAccountReceivables,,,"-14,050,000","-14,480,000","10,050,000","42,568,000","-45,874,000","-2,955,000","-3,802,000","-7,604,000","-25,822,000","13,659,000","2,192,000","-6,359,000","-10,774,000","-3,802,000","-2,317,000","36,123,000","-29,343,000","3,269,000","-3,435,000","28,192,000","-46,415,000","16,069,000","-9,703,000","831,000","6,436,000","-6,460,000","-931,000","-2,563,000","8,334,000","-11,253,000","13,679,000","-6,880,000","-14,540,000","2,874,000"
			ChangeInInventory,"-4,668,000","-7,733,000","-3,838,000","-5,526,000","11,602,000","-17,636,000","16,777,000","-9,682,000","665,000","-6,935,000","8,790,000","-10,661,000","-3,384,000","3,366,000","1,892,000","2,286,000","4,488,000","-16,509,000","10,159,000","-5,538,000","2,391,000","-1,254,000","-2,231,000","-8,785,000","6,171,000","-3,395,000","4,963,000","-3,694,000","-831,000","-460,000","-2,665,000","1,249,000","-780,000","3,364,000","2,786,000","-7,969,000"
			ChangeInPrepaidAssets,"239,000","-426,000","83,000","264,000","1,500,000","-124,000","-26,057,000","12,252,000","-127,000","113,000","-146,000","128,000","-268,000","-72,000","-22,000","137,000","-247,000","-50,000","288,000","228,000","670,000","-845,000","-223,000","276,000","-72,000","732,000","814,000","1,452,000","-2,692,000","483,000","1,147,000","183,000","259,000","1,889,000","-767,000","13,000"
