name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"170,227,000","38,040,000","53,818,000","38,640,000","39,727,000","37,626,000","40,255,000","48,090,000","44,140,000","-160,149,000","42,250,000","43,688,000","41,809,000","37,143,000","36,239,000","34,744,000","34,281,000","32,966,000","31,463,000","27,533,000","31,141,000","29,127,000","23,581,000","22,265,000","22,972,000","19,955,000"
	OperatingRevenue,"170,227,000","38,040,000","53,818,000","38,640,000","39,727,000","37,626,000","40,255,000","48,090,000","44,140,000","-160,149,000","42,250,000","43,688,000","41,809,000","37,143,000","36,239,000","34,744,000","34,281,000","32,966,000","31,463,000","27,533,000","31,141,000","29,127,000","23,581,000","22,265,000","22,972,000","19,955,000"
PretaxIncome,"130,594,000","23,866,000","44,542,000","29,561,000","32,624,000","32,886,000","14,666,000","38,521,000","42,989,000","-232,697,000","32,958,000","33,132,000","32,171,000","28,631,000","28,697,000","26,827,000","26,428,000","25,329,000","24,764,000","20,791,000","25,314,000","23,629,000","18,829,000","17,578,000","17,260,000","16,295,000"
TaxProvision,"218,000","85,000","-336,000","236,000","233,000","931,000","77,000","74,000","61,000","93,000","51,000","107,000","202,000","219,000","132,000","3,000","-10,000","215,000","6,000","0","-14,000","154,000","-331,000","136,000","144,000","46,000"
NetIncomeCommonStockholders,"66,908,000","20,436,000","41,464,000","26,046,000","-21,038,000","24,233,000","8,378,000","32,230,000","40,673,000","-233,061,000","32,618,000","32,909,000","31,965,000","28,409,000","28,565,000","26,824,000","26,438,000","25,111,000","24,754,000","20,787,000","25,320,000","23,475,000","19,155,000","17,439,000","17,108,000","16,249,000"
	NetIncome,"130,376,000","23,781,000","44,878,000","29,325,000","32,391,000","31,955,000","14,589,000","38,447,000","42,928,000","-232,790,000","32,907,000","33,025,000","31,969,000","28,412,000","28,565,000","26,824,000","26,438,000","25,114,000","24,758,000","20,791,000","25,328,000","23,475,000","19,160,000","17,442,000","17,116,000","16,249,000"
		NetIncomeIncludingNoncontrollingInterests,"130,376,000","23,781,000","44,878,000","29,325,000","32,391,000","31,955,000","14,589,000","38,447,000","42,928,000","-232,790,000","32,907,000","33,025,000","31,969,000","28,412,000","28,565,000","26,824,000","26,438,000","25,114,000","24,758,000","20,791,000","25,328,000","23,475,000","19,160,000","17,442,000","17,116,000","16,249,000"
			NetIncomeContinuousOperations,"130,376,000","23,781,000","44,878,000","29,325,000","32,391,000","31,955,000","14,589,000","38,447,000","42,928,000","-232,790,000","32,907,000","33,025,000","31,969,000","28,412,000","28,565,000","26,824,000","26,438,000","25,114,000","24,758,000","20,791,000","25,328,000","23,475,000","19,160,000","17,442,000","17,116,000","16,249,000"
	PreferredStockDividends,"16,986,000","3,345,000","3,414,000","3,279,000","6,947,000","6,124,000","6,211,000","6,217,000","2,255,000","3,000","5,000","3,000","4,000","3,000","0",,,"3,000","4,000","4,000","8,000",,"5,000","3,000","8,000",
	OtherunderPreferredStockDividend,,,"0",,"46,482,000","1,598,000",,,,"268,000","284,000","113,000",,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"66,908,000","20,436,000","41,464,000","26,046,000","-21,038,000","24,233,000","8,378,000","32,230,000","40,673,000","-233,061,000","32,618,000","32,909,000","31,965,000","28,409,000","28,565,000","26,824,000","26,438,000","25,111,000","24,754,000","20,787,000","25,320,000","23,475,000","19,155,000","17,439,000","17,108,000","16,249,000"
BasicEPS,,"0.26",,"0.34","-0.27","0.32",,"0.4","0.52","-3.05",,"0.44","0.43","0.42",,"0.42","0.44","0.42",,"0.35","0.64","0.387",,"0.442","0.433","0.268"
DilutedEPS,,"0.25",,"0.32","-0.27","0.3",,"0.39","0.52","-3.05",,"0.44","0.43","0.42",,"0.42","0.44","0.42",,"0.35","0.64","0.387",,"0.442","0.433","0.268"
BasicAverageShares,,"77,183,957",,"77,060,225","76,899,270","76,895,615",,"76,756,411","76,644,038","76,465,322",,"74,126,890","73,963,337","68,294,736",,"64,295,973","60,175,373","60,393,818",,"58,685,979","39,482,038","60,689,512",,"39,482,038","39,482,038","60,689,512"
DilutedAverageShares,,"81,788,723",,"82,028,975","76,899,270","80,673,236",,"78,254,661","76,644,038","76,465,322",,"74,126,890","73,963,337","68,294,736",,"64,295,973","60,175,373","60,393,818",,"58,685,979","39,482,038","60,689,512",,"39,482,038","39,482,038","60,689,512"
NetIncomeFromContinuingAndDiscontinuedOperation,"130,376,000","23,781,000","44,878,000","29,325,000","32,391,000","31,955,000","14,589,000","38,447,000","42,928,000","-232,790,000","32,907,000","33,025,000","31,969,000","28,412,000","28,565,000","26,824,000","26,438,000","25,114,000","24,758,000","20,791,000","25,328,000","23,475,000","19,160,000","17,442,000","17,116,000","16,249,000"
NormalizedIncome,"114,612,358.179","23,781,000","44,878,000","29,325,000","32,391,000","31,955,000","14,589,000","38,447,000","42,928,000","-232,790,000","32,907,000","33,025,000","31,969,000","28,412,000","28,565,000","26,824,000","26,438,000","25,114,000","24,758,000","20,791,000","25,328,000","23,475,000","19,160,000","17,442,000","17,116,000","16,249,000"
InterestIncome,"243,030,000","61,017,000","60,113,000","59,984,000","61,915,000","58,148,000","62,018,000","69,854,000","70,051,000","81,749,000","82,597,000","92,362,000","88,254,000","76,601,000","71,673,000","69,863,000","64,693,000","59,365,000","52,492,000","46,734,000","51,736,000","47,941,000","41,080,000","40,419,000","38,400,000","33,732,000"
InterestExpense,"87,301,000","22,501,000","21,804,000","20,979,000","22,017,000","20,290,000","21,465,000","21,450,000","25,865,000","38,457,000","41,174,000","47,874,000","46,426,000","39,367,000","35,576,000","34,297,000","30,154,000","25,998,000","21,683,000","19,150,000","19,635,000","17,800,000","16,706,000","16,937,000","15,076,000","12,930,000"
NetInterestIncome,"155,729,000","38,516,000","38,309,000","39,005,000","39,898,000","37,858,000","40,553,000","48,404,000","44,186,000","43,292,000","41,423,000","44,488,000","41,828,000","37,234,000","36,097,000","35,566,000","34,539,000","33,367,000","30,809,000","27,584,000","32,101,000","30,141,000","24,374,000","23,482,000","23,324,000","20,802,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"130,376,000","23,781,000","44,878,000","29,325,000","32,391,000","31,955,000","14,589,000","38,447,000","42,928,000","-232,790,000","32,907,000","33,025,000","31,969,000","28,412,000","28,565,000","26,824,000","26,438,000","25,114,000","24,758,000","20,791,000","25,328,000","23,475,000","19,160,000","17,442,000","17,116,000","16,249,000"
TotalUnusualItemsExcludingGoodwill,"15,790,000"
TotalUnusualItems,"15,790,000"
TaxRateForCalcs,"0.002","0.004","0.27","0.008","0.018","0.028","0.005","0.002","0.001","0","0.002","0.003","0.006","0.008","0.005","0","0.27","0.009","0","0","0.4","0.007","0.4","0.008","0.008","0.003"
TaxEffectOfUnusualItems,"26,358.179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
