name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
OperatingCashFlow,"-104,229,000","-35,435,000","-20,802,000","-22,555,000","-25,437,000","-23,027,000","-18,365,000","-18,513,000","-15,484,000","-17,780,000","-11,807,000","-11,783,000","-4,662,000","-12,094,000"
	CashFlowFromContinuingOperatingActivities,"-104,229,000","-35,435,000","-20,802,000","-22,555,000","-25,437,000","-23,027,000","-18,365,000","-18,513,000","-15,484,000","-17,780,000","-11,807,000","-11,783,000","-4,662,000","-12,094,000"
		NetIncomeFromContinuingOperations,"-128,588,000","-34,999,000","-30,943,000","-31,855,000","-30,791,000","-25,562,000","-24,226,000","-20,849,000","-17,731,000","-17,717,000","-16,063,000","-16,128,000","-15,032,000","-14,094,000"
		OperatingGainsLosses,,"28,000","14,000",,,,,,,,,,,
			GainLossOnSaleOfPPE,"265,000","28,000","14,000",,,,,,,"0",,,,"0"
		DepreciationAmortizationDepletion,"4,665,000","1,197,000","1,165,000","1,173,000","1,130,000","1,064,000","991,000","939,000","825,000","677,000","679,000","660,000","355,000","170,000"
			DepreciationAndAmortization,"4,665,000","1,197,000","1,165,000","1,173,000","1,130,000","1,064,000","991,000","939,000","825,000","677,000","679,000","660,000","355,000","170,000"
		AmortizationOfSecurities,"269,000","0","15,000","102,000","152,000","260,000","161,000","88,000","0","0","18,000","-54,000","-136,000","-145,000"
		StockBasedCompensation,"20,444,000","6,066,000","5,031,000","4,970,000","4,377,000","3,479,000","3,379,000","2,161,000","1,368,000","1,504,000","1,085,000","1,080,000","1,049,000","993,000"
		OtherNonCashItems,,,,,,,,,,,,,"-136,000","-145,000"
		ChangeInWorkingCapital,"-1,284,000","-7,727,000","3,916,000","2,832,000","-305,000","-2,268,000","1,330,000","-852,000","54,000","-2,244,000","2,484,000","2,659,000","9,102,000","982,000"
			ChangeInReceivables,,,"0","0","0","0","0","0","32,000","416,000","2,137,000","751,000","1,759,000","-3,807,000"
			ChangeInPrepaidAssets,"132,000","-531,000","863,000","2,644,000","-2,844,000","704,000","39,000","-356,000","-2,304,000","-210,000","-785,000","-631,000","514,000","-961,000"
			ChangeInPayablesAndAccruedExpense,"2,136,000","-4,091,000","2,813,000","625,000","2,789,000","-2,638,000","1,672,000","-185,000","2,716,000","-2,221,000","1,079,000","-97,000","2,567,000","-318,000"
				ChangeInPayable,"1,217,000","-684,000","1,503,000","-69,000","467,000","-145,000","-123,000","-2,120,000","2,103,000","-1,304,000","893,000","-1,085,000","1,600,000","-647,000"
					ChangeInAccountPayable,"1,217,000","-684,000","1,503,000","-69,000","467,000","-145,000","-123,000","-2,120,000","2,103,000","-1,304,000","893,000","-1,085,000","1,600,000","-647,000"
				ChangeInAccruedExpense,"919,000","-3,407,000","1,310,000","694,000","2,322,000","-2,493,000","1,795,000","1,935,000","613,000","-917,000","186,000","988,000","967,000","329,000"
			ChangeInOtherCurrentAssets,"-3,552,000","-3,105,000","240,000","-437,000","-250,000","-334,000","-83,000","-18,000","-134,000","-17,000","0","0","0","0"
			ChangeInOtherCurrentLiabilities,,,,,,,"-298,000","-293,000","-256,000","-212,000","53,000","2,636,000","4,262,000","6,068,000"
