name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","181,000","1,273,000",,,,"0",,
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","181,000","1,273,000",,,,"0",,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,"-1,667,000",,,"-2,457,000","-2,199,000",,"-926,000","-654,000","-750,000",,"-3,881,000","462,000","623,000",,"589,000","298,000","1,254,000",,"-849,000","16,000","-1,436,000",,"-17,654,000","21,183,000","-2,138,000","952,000","1,830,000","757,000","569,000",,"-374,000","-218,000","-74,000","-927,000","-1,118,000","-7,059,000","4,283,000",,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"90,464,000",,,,,,,,"-25,940,000","76,270,000","-1,622,000","24,409,000","-8,593,000","-27,997,000","47,122,000","-2,976,000","-38,197,000","15,197,000","6,372,000","-33,553,000","-13,587,000","31,503,000","20,145,000","834,000","13,904,000","1,334,000","2,690,000","25,880,000","12,776,000","-5,614,000","2,370,000","9,482,000","7,831,000","991,000","-2,507,000","-8,295,000","-1,077,000","334,000",,,,,,,,"15,352,000","-14,208,000","-2,894,000",,,,"-17,517,000",,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"7,419,000",,,,,,,,"2,126,000","2,082,000","1,548,000","1,239,000","2,550,000","3,305,000","3,100,000","3,123,000","2,724,000","2,319,000","1,628,000","1,842,000","1,927,000","1,850,000","1,444,000","1,461,000","1,628,000","2,596,000","2,230,000","2,204,000","2,286,000","2,741,000","2,733,000","2,844,000","2,482,000","1,579,000","1,646,000","1,616,000","1,607,000","1,185,000","1,135,000","1,128,000","1,214,000","826,000","2,715,000","126,000","187,000","167,000","2,237,000","187,000","190,000","176,000","495,000","499,000","537,000","452,000",,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"1,217,738,000","158,593,000","472,380,000","378,601,000","208,164,000","265,454,000","298,470,000","214,538,000","97,569,000","162,407,000","172,821,000","152,287,000","204,731,000","68,682,000","87,666,000","87,160,000","136,792,000","276,783,000","150,508,000","133,541,000","202,005,000","136,831,000","96,978,000","111,925,000","136,143,000","73,189,000","125,761,000","218,268,000","76,498,000","76,737,000","175,036,000","114,575,000","65,029,000","130,897,000","138,136,000","125,417,000","130,470,000","74,009,000","235,190,000","13,055,000","22,000","-5,970,000","253,881,000","-1,196,000","-1,229,000","-4,482,000","202,199,000","-2,925,000","-1,699,000","-1,724,000","275,460,000","-3,256,000","-2,450,000","-3,068,000","360,605,000","-37,103,000","-68,213,000","1,488,000","125,152,834","-391,547","-598,691","-476,596","84,826,783","-361,721","-267,494","-465,893","-247,662","-120,452","15,745,643","-15,835,084","-16,685,000","15,000"
		ChangeInWorkingCapital,"-15,023,000","-36,585,000","10,477,000","1,882,000","9,203,000","-8,167,000","10,196,000","-1,310,000","8,137,000","-11,279,000","6,025,000","149,000","6,705,000","-9,460,000","447,000","-3,388,000","2,774,000","-5,174,000","5,434,000","-5,347,000","9,082,000","-6,185,000","6,874,000","8,011,000","-668,000","-9,410,000","-2,504,000","9,555,000","3,896,000","-1,457,000","8,918,000","238,000","3,679,000","-7,119,000","2,517,000","2,977,000","2,417,000","-2,940,000","485,000","17,000","-98,000","-4,002,000","-995,000","1,966,000","-890,000","817,000","-3,110,000","149,000","6,650,000","-7,846,000","8,860,000","654,000","2,049,000","-3,148,000","11,533,000","-7,824,000","8,698,000","-5,037,000","132,387,837","2,168,137","-71,170,830","-58,583,144","66,506,364","-44,761,471","-17,822,197","1,949,513","-44,828,233","-42,576,103","-67,620,262","94,357","315,731","-559,008"
			ChangeInReceivables,"943,000","-2,289,000","494,000","1,204,000","1,534,000","-1,520,000","429,000","-48,000","-321,000","1,070,000","-361,000","-1,640,000","160,000","-1,407,000","-1,237,000","-1,314,000","-3,321,000","1,175,000","-1,755,000","-303,000","1,280,000","130,000","-753,000","-1,408,000","1,539,000","-1,753,000","-712,000","698,000","-124,000","351,000","-306,000","-446,000","-524,000","786,000","1,313,000","-31,000","-569,000","-41,000","-1,860,000","-663,000","-1,149,000","-143,000","-1,153,000","-322,000","153,000","22,000","-853,000","-86,000","353,000","-614,000","691,000","189,000","-474,000","1,081,000",,,,,,,,,,,,,,,,"-102,260","-80,902","1,000"
				ChangesInAccountReceivables,"-771,000",,,,,,,,"-321,000","1,070,000","-361,000","-1,640,000","160,000","-1,407,000","-1,237,000","-1,314,000","-3,321,000","1,175,000","-1,755,000","-303,000","1,280,000","130,000","-753,000","-1,408,000","1,539,000","-1,753,000","-712,000","698,000","-124,000","351,000","-306,000","-446,000","-524,000","786,000","1,313,000","-31,000","-569,000","-41,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPrepaidAssets,"-12,903,000","-13,229,000","-205,000","402,000","129,000","1,849,000","2,646,000","-457,000","2,713,000","-4,100,000","1,913,000","-833,000","-2,181,000","-9,272,000","-3,240,000","1,623,000","-1,352,000","1,870,000","3,000","-1,689,000","1,650,000","-1,061,000","3,006,000","9,269,000","-6,501,000","-2,540,000","-7,000","2,089,000","70,000","2,674,000","7,459,000","-517,000","3,133,000","-2,557,000","1,918,000","417,000","120,000","33,000","-50,000","482,000","-1,345,000","-75,000","-2,961,000","3,189,000","-1,981,000","2,071,000","-278,000","889,000","440,000","-788,000","2,024,000","1,357,000","-82,000","1,036,000",,,,,,,,,,,,,,,,"-191,353","8,829","11,419"
			ChangeInPayablesAndAccruedExpense,"7,572,000",,,,,,,,"5,745,000","-8,249,000","4,473,000","2,622,000","8,726,000","1,219,000","4,924,000","-3,697,000","7,447,000","-8,219,000","7,186,000","-3,355,000","6,152,000","-5,254,000","4,621,000","150,000","4,294,000","-5,117,000","-1,785,000","6,768,000","3,950,000","-4,482,000","1,765,000","1,201,000","1,070,000","-5,348,000","-714,000","2,591,000","2,866,000","-2,932,000","2,395,000","198,000","2,396,000","-3,784,000","3,119,000","-901,000","938,000","-1,276,000","2,807,000","-1,750,000","3,632,000","-7,868,000","5,999,000","-944,000","2,600,000","-5,437,000","203,000","16,000","11,000","-132,000","143,706","0","0","29,294","-864,672","-345,089",,,,,,"36,340","102,572","-571,427"
				ChangeInPayable,"0","0","0","0","0","0","1,000","-1,000","0","-16,000","-9,000","-5,000","7,000","-198,000","198,000","-431,000","438,000","-194,000","-10,000","0","-1,000","1,000","0","0","144,000","-88,000","-810,000","903,000","-228,000","-504,000","-855,000","555,000","612,000","-41,000","117,000","-718,000","905,000","-250,000","180,000","58,000","92,000","-51,000","247,000","16,000","-420,000","-406,000","445,000","-172,000","181,000","-104,000","76,000","132,000","48,000","-522,000","505,000","16,000","11,000","-132,000","-250,294","0","0","29,294","-440,193","-345,089",,,,,,"36,340","-3,129","-64"
					ChangeInTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-8,000","0","0","8,000","0","-4,000","0","-192,000","203,000","16,000","11,000","-132,000","143,706","0","0","29,294","-864,672","-345,089",,,,,,"0",,
						ChangeInIncomeTaxPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"-8,000","0","0","8,000","0","-4,000","0","-192,000","203,000","16,000","11,000","-132,000","143,706","0","0","29,294","-864,672","-345,089",,,,,,"0",,
					ChangeInAccountPayable,"-23,000",,,,,,,,"0","-16,000","-9,000","-5,000","7,000","-198,000","198,000","-431,000","438,000","-194,000","-10,000","0","-1,000","1,000","0","0","144,000","-88,000","-810,000","903,000","-228,000","-504,000","-855,000","555,000","612,000","-41,000","117,000","-718,000","905,000","-250,000","180,000","58,000","92,000","-51,000","247,000","16,000","-420,000","-406,000","453,000","-172,000","181,000","-112,000","76,000","136,000","48,000","-330,000",,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"-3,063,000","-21,067,000","10,188,000","276,000","7,540,000","-8,496,000","7,120,000","-804,000","5,745,000","-8,233,000","4,482,000","2,627,000","8,719,000","1,417,000","4,726,000","-3,266,000","7,009,000","-8,025,000","7,196,000","-3,355,000","6,153,000","-5,255,000","4,621,000","150,000","4,150,000","-5,029,000","-975,000","5,865,000","4,178,000","-3,978,000","2,620,000","646,000","458,000","-5,307,000","-831,000","3,309,000","1,961,000","-2,682,000","2,215,000","140,000","2,304,000","-3,733,000","2,872,000","-917,000","1,358,000","-870,000","2,362,000","-1,578,000","3,451,000","-7,764,000","5,923,000","-1,076,000","2,552,000","-4,915,000",,,,,,,,,,,,,,,,,"105,701","-571,363"
			ChangeInOtherCurrentLiabilities,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,330,000","-7,840,000","8,687,000","-4,905,000","-101,224,869","2,168,137","-71,170,830","-58,612,438","-37,944,541","-44,416,382",,,,,,"351,630",,
InvestingCashFlow,"-144,000","-50,000","-94,000","0","0","-12,000","-22,000","-48,000","-38,000","-29,000","-111,000","-243,000","-158,000","-83,000","-150,000","-209,000","-44,000","-72,000","3,980,000","9,375,000","-4,352,000","-4,641,000","633,000","-5,456,000","22,000","5,418,000","-3,862,000","6,374,000","10,101,000","-9,331,000","-10,635,000","1,358,000","1,240,000","1,483,000","-2,680,000","-2,057,000","-981,000","-864,000","-2,000","-45,000","-28,000","-12,000","-92,000","-86,000","1,779,000","-1,815,000","461,000","11,000","-469,000","103,000","-385,000","-68,000","-53,000","12,000","-28,000","56,000","-393,000","-247,000","1,577,923","-1,681,455","51,537","85,995","-4,463,930","805,760","961,509","1,219,659","514,515","-17,647","-49,503","0","-4,706","-1,073"
	CashFlowFromContinuingInvestingActivities,"-541,000",,,,,,,,"-38,000","-29,000","-111,000","-243,000","-158,000","-83,000","-150,000","-209,000","-44,000","-72,000","3,980,000","9,375,000","-4,352,000","-4,641,000","633,000","-5,456,000","22,000","5,418,000","-3,862,000","6,374,000","10,101,000","-9,331,000","-10,635,000","1,358,000","1,240,000","1,483,000","-2,680,000","-2,057,000","-981,000","-864,000","-2,000","-45,000","-28,000","-12,000","-92,000","-86,000","1,779,000","-1,815,000","461,000","11,000","-469,000","103,000","-385,000","-68,000","-53,000","12,000","-28,000","56,000","-393,000","-247,000","1,577,923","-1,681,455","51,537","85,995","-4,463,930","805,760","961,509","1,219,659","514,515","-17,647",,,"-4,706","-1,073"
		CapitalExpenditureReported,"-541,000",,,,,,,,"-38,000","-29,000","-111,000","-243,000","-158,000","-83,000","-150,000","-209,000","-44,000","-72,000","-147,000","-38,000","-50,000","-39,000","-25,000","-81,000","-19,000","-127,000","-29,000","-78,000","-38,000","-42,000","-96,000","-37,000","-53,000","-4,000","-71,000","-83,000","-133,000","-24,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,"-144,000","-50,000","-94,000","0","0","-12,000","-22,000","-48,000","-38,000","-29,000","-111,000","-243,000","-158,000","-83,000","-150,000","-209,000","-44,000","-72,000","-147,000","-38,000","-50,000","-39,000","-25,000","-81,000","-19,000","-127,000","-29,000","-78,000","-38,000","-42,000","-96,000","-37,000","-53,000","-4,000","-71,000","-83,000","-133,000","-24,000","-2,000","-45,000","-28,000","-12,000","-67,000","-19,000","-76,000","-27,000","-26,000","-53,000","-115,000","-50,000","-66,000","-24,000","-31,000","-13,000","-30,000","-70,000","-259,000","-247,000","-34,696","-14,668","-44,155","-87,481","-501,670","-287,709","-24,683","-2,944","-16,943","-17,647","-31,457","0","-4,706","-1,573"
			PurchaseOfPPE,"-144,000","-50,000","-94,000","0","0","-12,000","-22,000","-48,000","-38,000","-29,000","-111,000","-243,000","-158,000","-83,000","-150,000","-209,000","-44,000","-72,000","-147,000","-38,000","-50,000","-39,000","-25,000","-81,000","-19,000","-127,000","-29,000","-78,000","-38,000","-42,000","-96,000","-37,000","-53,000","-4,000","-71,000","-83,000","-133,000","-24,000","-2,000","-45,000","-28,000","-12,000","-67,000","-19,000","-76,000","-27,000","-26,000","-53,000","-115,000","-50,000","-66,000","-24,000","-31,000","-13,000",,,,,,,,,,,,,,,,,"-4,706","-1,573"
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,289,000",,"1,395,000","1,293,000","1,487,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,089,386","1,371,399","1,222,603",,,,,,
			SaleOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,089,386","1,371,399","1,222,603",,,,,,
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"4,127,000","9,413,000","-4,302,000","-4,602,000","658,000","-5,375,000","41,000","5,545,000","-3,833,000","6,452,000","10,139,000","-9,289,000","-10,539,000","1,395,000","1,293,000","1,487,000","-2,609,000","-1,974,000","-848,000","-840,000",,,,,,,"1,855,000","-1,788,000","487,000","64,000","-354,000","153,000","-319,000","-44,000","-22,000","25,000","2,000","126,000",,,"1,612,619","-1,666,787","95,692","173,476","-278,872","4,083",,,"0","0",,,"0","500"
FinancingCashFlow,"-14,633,000","114,864,000","-212,941,000","184,281,000","-100,837,000","-100,375,000","-42,234,000","-10,127,000","1,245,000","-33,923,000","93,088,000","-17,198,000","112,102,000","122,406,000","133,977,000","-8,008,000","110,416,000","-36,078,000","41,790,000","-38,240,000","-39,278,000","128,031,000","23,282,000","-8,645,000","45,762,000","-4,783,000","-12,397,000","-76,914,000","444,000","68,026,000","71,543,000","28,254,000","-26,804,000","-81,160,000","-32,881,000","-25,146,000","-26,123,000","72,512,000","181,242,000","96,913,000","32,729,000","1,658,000","35,221,000","-8,961,000","86,528,000","-15,589,000","71,150,000","15,265,000","-4,348,000","-6,737,000","-11,147,000","-10,277,000","-38,535,000","-57,889,000","-58,103,000","38,241,000","58,571,000","-1,184,000","72,458,452","9,397,695","31,225,022","79,446,831","49,834,370","26,083,620","5,792,982","12,059,409","50,725,082","-85,268","95,977,088","16,300,730","0","2,329,989"
	CashFlowFromContinuingFinancingActivities,"154,069,000",,,,,,,,"1,245,000","-33,923,000","93,088,000","-17,198,000","112,102,000","122,406,000","133,977,000","-8,008,000","110,416,000","-36,078,000","41,790,000","-38,240,000","-39,278,000","128,031,000","23,282,000","-8,645,000","45,762,000","-4,783,000","-12,397,000","-76,914,000","444,000","68,026,000","71,543,000","28,254,000","-26,804,000","-81,160,000","-32,881,000","-25,146,000","-26,123,000","72,512,000","181,242,000","96,913,000","32,729,000","1,658,000","35,221,000","-8,961,000","86,528,000","-15,589,000","71,150,000","15,265,000","-4,348,000","-6,737,000","-11,147,000","-10,277,000","-38,535,000","-57,889,000","-58,103,000","38,241,000","58,571,000","-1,184,000","72,458,452","9,397,695","31,225,022","79,446,831","49,834,370","26,083,620","5,792,982","12,059,409","50,725,082","-85,268","95,977,088","16,300,730","0","2,329,989"
		NetIssuancePaymentsOfDebt,"99,941,000","94,500,000","-173,762,000","233,857,000","-54,654,000","-55,509,000","-6,504,000","26,242,000","-1,126,000","-21,543,000","92,334,000","23,164,000","49,154,000","157,801,000","168,547,000","-6,202,000","30,835,000","-15,577,000","58,675,000","-22,202,000","-13,732,000","112,462,000","5,143,000","-12,296,000","63,338,000","11,003,000","10,000,000","-49,622,000","25,384,000","-11,876,000","99,189,000","49,482,000","-17,235,000","-60,575,000","-12,911,000","-7,796,000","-9,782,000","-9,254,000","165,000,000","112,744,000","46,511,000","-34,818,000","50,608,000","0","96,284,000","-6,705,000","11,967,000","22,345,000","5,464,000","-376,000","147,000","-564,000","-28,936,000","-56,829,000","-48,318,000","51,150,000","71,000,000","8,700,000","82,300,000","18,250,000","-79,300,000","72,000,000","-50,000,000","30,000,000","-25,000,000","10,000,000","51,000,000","0","25,000,000","0","0","0"
			NetLongTermDebtIssuance,"99,941,000","94,500,000","-173,762,000","233,857,000","-54,654,000","-55,509,000","-6,504,000","26,242,000","-1,126,000","-21,543,000","92,334,000","23,164,000","49,154,000","157,801,000","168,547,000","-6,202,000","30,835,000","-15,577,000","58,675,000","-22,202,000","-13,732,000","112,462,000","5,143,000","-12,296,000","63,338,000","11,003,000","10,000,000","-49,622,000","25,384,000","-11,876,000","99,189,000","49,482,000","-17,235,000","-60,575,000","-12,911,000","-7,796,000","-9,782,000","-9,254,000","165,000,000","112,744,000","46,511,000","-34,818,000","49,547,000","0","96,890,000","-6,250,000","11,967,000","22,345,000","5,464,000","-376,000","147,000","-564,000","-28,936,000","-56,829,000","-48,318,000","51,150,000",,,,,,,,,,,,,,,,
				LongTermDebtIssuance,"1,930,257,000","535,500,000","340,569,000","805,911,000","248,277,000","342,218,000","210,392,000","168,794,000","153,262,000","292,026,000","206,392,000","180,642,000","294,358,000","360,834,000","337,488,000","105,409,000","225,700,000","0","149,999,000","0","0","244,134,000","100,543,000","22,291,000","206,264,000","106,666,000","85,324,000","3,365,000",,,"132,645,000",,,,"0","0",,,"164,925,000","140,740,000",,,"48,750,000","0","100,000,000","18,750,000","10,000,000","22,900,000",,,"18,146,000","16,019,000","10,965,000","53,858,000","17,649,000","61,150,000",,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-1,830,316,000","-441,000,000","-514,331,000","-572,054,000","-302,931,000","-397,727,000","-216,896,000","-142,552,000","-154,388,000","-313,569,000","-114,058,000","-157,478,000","-245,204,000","-203,033,000","-168,941,000","-111,611,000","-194,865,000","-15,577,000","-91,324,000","-22,202,000","-13,732,000","-131,672,000","-95,400,000","-34,587,000","-142,926,000","-95,663,000","-75,324,000","-52,987,000","-24,616,000","-11,876,000","-33,456,000","-50,173,000","-17,235,000","-60,575,000","-12,911,000","-7,796,000","-9,782,000","-9,254,000","75,000","-27,996,000","-11,489,000","-34,818,000","797,000","0","-3,110,000","-25,000,000","1,967,000","-555,000","-1,036,000","-376,000","-17,999,000","-16,583,000","-39,901,000","-110,687,000","-65,967,000","-10,000,000",,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,700,000","82,300,000","18,250,000","-79,300,000","72,000,000","-50,000,000","30,000,000","-25,000,000","10,000,000","51,000,000","0","25,000,000","0","0","0"
