name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
TotalAssets,"6,985,453,000","7,416,324,000","6,994,639,000","7,188,340,000","6,937,858,000","7,315,967,000","6,840,602,000","6,810,294,000","6,800,346,000","7,151,294,000","6,737,344,000","6,729,641,000","6,714,675,000","6,201,474,000","5,944,817,000","6,152,937,000","6,915,028,000","7,283,173,000","7,011,492,000","6,994,887,000","3,365,300,000","2,367,335,000","2,277,740,000","2,304,521,000","2,211,509,000","2,174,686,000","2,091,542,000","1,861,039,000","1,789,370,000","1,904,351,000","1,768,953,000","1,796,808,000","1,757,713,000","1,783,582,000","1,628,398,000","1,613,787,000","1,567,395,000","1,621,277,000","1,479,148,000","1,380,115,000","1,349,848,000","1,379,872,000","1,304,431,000","1,295,972,000","1,275,374,000","1,285,658,000","1,236,373,000","1,174,271,000","1,180,827,000","1,215,279,000","996,840,000","972,208,000","948,691,000","1,093,065,000","1,115,416,000","1,120,925,000","1,095,801,000","1,133,210,000","1,106,082,000","1,079,505,000","1,057,432,000","1,039,793,000","1,013,597,000","984,754,000","979,478,000","1,026,617,000","961,583,000","950,045,000","829,122,000","861,194,000","794,290,000","915,237,000","912,352,000","917,264,000","837,358,000","799,799,000","810,906,000","827,403,000","824,850,000","805,867,000","817,745,000","829,406,000","839,002,000","793,839,000","836,092,000","951,583,000","1,002,965,000","944,126,000","938,430,000","808,700,000","803,400,000","905,600,000","896,400,000","840,200,000","832,900,000","773,300,000","751,400,000","676,600,000","645,300,000","550,400,000","524,000,000","458,900,000","444,100,000","357,800,000","339,800,000","321,500,000","300,600,000","236,600,000","232,100,000","221,000,000","232,600,000","181,900,000","178,200,000","163,200,000"
	CurrentAssets,"2,273,929,000","2,620,080,000","2,108,848,000","2,257,166,000","1,997,856,000","2,323,058,000","1,865,404,000","1,767,185,000","1,772,618,000","2,018,741,000","1,706,505,000","1,691,104,000","1,716,013,000","1,811,739,000","1,535,340,000","1,608,484,000","2,310,662,000","2,588,608,000","1,812,283,000","1,759,974,000","2,175,695,000","1,343,196,000","1,245,949,000","1,233,656,000","1,179,277,000","1,140,997,000","1,061,399,000","1,066,068,000","1,000,648,000","1,096,658,000","959,234,000","971,769,000","945,668,000","1,084,882,000","935,155,000","923,358,000","875,040,000","927,466,000","781,978,000","686,350,000","676,820,000","705,785,000","633,686,000","625,609,000","616,240,000","621,102,000","571,848,000","517,967,000","534,272,000","557,825,000","455,707,000","435,989,000","418,210,000","554,524,000","543,827,000","540,635,000","520,810,000","557,790,000","530,818,000","515,658,000","499,767,000","484,033,000","452,947,000","422,303,000","419,773,000","462,119,000","400,922,000","379,420,000","463,870,000","487,845,000","430,895,000","555,648,000","550,027,000","549,477,000","476,280,000","435,892,000","450,674,000","459,265,000","455,033,000","437,616,000","447,471,000","447,244,000","448,821,000","409,281,000","441,751,000","463,368,000","512,868,000","487,948,000","420,235,000","388,800,000","432,200,000","556,700,000","549,600,000","511,900,000","511,100,000","456,000,000","474,200,000","439,400,000","425,600,000","383,200,000","378,800,000","325,900,000","310,200,000","242,900,000","237,000,000","224,900,000","217,800,000","166,500,000","165,500,000","154,800,000","164,500,000","112,000,000","107,800,000","91,500,000"
		CashCashEquivalentsAndShortTermInvestments,"456,175,000","756,493,000","765,530,000","796,257,000","445,995,000","712,583,000","553,715,000","356,633,000","227,850,000","280,836,000","306,727,000","218,453,000","149,270,000","156,368,000","210,997,000","141,805,000","189,979,000","538,908,000","630,016,000","589,282,000","1,227,891,000","474,233,000","465,734,000","445,053,000","403,943,000","372,976,000","371,244,000","357,581,000","281,653,000","365,302,000","341,220,000","317,925,000","283,284,000","423,990,000","374,521,000","333,363,000","269,063,000","299,852,000","255,391,000","150,531,000","138,985,000","142,739,000","156,903,000","125,341,000","109,003,000","120,181,000","148,412,000","122,364,000","105,913,000","116,574,000","112,778,000","96,964,000","70,263,000","140,929,000","145,171,000","136,897,000","95,935,000","109,945,000","117,708,000","102,838,000","91,094,000","67,801,000","92,913,000","69,067,000","65,640,000","70,282,000","80,459,000","70,480,000","158,721,000","160,126,000","156,641,000","290,997,000","262,742,000","229,962,000","206,937,000","166,685,000","135,431,000","109,657,000","124,793,000","109,906,000","78,827,000","27,506,000","40,378,000","39,299,000","35,476,000","39,356,000","97,102,000","113,853,000","69,486,000","70,400,000","88,900,000","280,700,000","185,100,000","143,100,000","157,700,000","140,200,000","138,700,000","147,300,000","142,400,000","161,800,000","143,500,000","123,700,000","96,800,000","107,900,000","65,200,000","49,000,000","62,300,000","64,900,000","60,800,000","47,900,000","46,600,000","38,400,000","35,000,000","22,200,000"
			CashAndCashEquivalents,"456,175,000","756,493,000","765,530,000","796,257,000","445,995,000","712,583,000","553,715,000","356,633,000","227,850,000","280,836,000","306,727,000","218,453,000","149,270,000","156,368,000","210,997,000","141,805,000","189,979,000","538,908,000","630,016,000","589,282,000","1,227,891,000","474,233,000","465,734,000","445,053,000","403,943,000","372,976,000","371,244,000","357,581,000","281,653,000","365,302,000","341,220,000","317,925,000","283,284,000","423,990,000","374,521,000","333,363,000","269,063,000","299,852,000","255,391,000","150,531,000","138,985,000","142,739,000","156,903,000","125,341,000","109,003,000","120,181,000","148,412,000","122,364,000","105,913,000","116,574,000","112,778,000","96,964,000","70,263,000","140,929,000","145,171,000","136,897,000","95,935,000","109,945,000","117,708,000","102,838,000","91,094,000","67,801,000","92,913,000","69,067,000","65,640,000","70,282,000","80,459,000","70,480,000","158,721,000","160,126,000","156,641,000","290,997,000","262,742,000","229,962,000","206,937,000","166,685,000","135,431,000","109,657,000","124,793,000","109,888,000","78,780,000","27,431,000","37,128,000","39,291,000","31,440,000","24,320,000","61,698,000","53,304,000","69,486,000","70,400,000","88,900,000","211,200,000","185,100,000","143,100,000","157,700,000","140,200,000","138,700,000","147,300,000","142,400,000","161,800,000","143,500,000","123,700,000","96,800,000","107,900,000","65,200,000","49,000,000","62,300,000","64,900,000","60,800,000","47,900,000","46,600,000","38,400,000","35,000,000","22,200,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,000","47,000","75,000","3,250,000","8,000","4,036,000","15,036,000","35,404,000","60,549,000",,,,"69,500,000",,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,326,398,000","1,365,180,000","969,966,000","1,102,562,000","1,175,426,000","1,241,508,000","948,864,000","1,048,519,000","1,148,565,000","1,326,012,000","1,028,320,000","1,112,856,000","1,178,859,000","1,255,118,000","979,181,000","1,083,990,000","1,134,964,000","1,176,843,000","874,283,000","886,393,000","716,487,000","643,013,000","560,202,000","613,795,000","602,877,000","580,763,000","482,302,000","527,615,000","526,384,000","552,107,000","449,923,000","493,216,000","496,997,000","490,923,000","392,174,000","432,011,000","441,405,000","463,968,000","370,951,000","389,414,000","384,125,000","421,033,000","349,287,000","360,564,000","345,035,000","364,818,000","299,987,000","284,098,000","303,165,000","317,598,000","251,050,000","252,228,000","259,039,000","318,511,000","303,662,000","313,259,000","327,243,000","354,926,000","314,844,000","303,508,000","309,748,000","328,383,000","284,879,000","285,675,000","277,175,000","313,195,000","238,744,000","236,823,000","233,284,000","257,689,000","215,587,000","214,086,000","235,699,000","266,122,000","221,347,000","226,086,000","257,930,000","283,068,000","264,843,000","258,101,000","291,597,000","315,194,000","300,306,000","279,862,000","312,555,000","340,396,000","326,359,000","277,569,000","295,713,000","269,200,000","282,000,000","238,200,000","248,300,000","244,000,000","239,200,000","213,700,000","243,600,000","216,100,000","205,800,000","162,600,000","167,200,000","141,700,000","143,800,000","100,100,000","97,100,000","120,500,000","99,200,000","65,200,000","76,400,000","86,200,000","93,000,000","56,700,000","61,200,000","55,900,000"
			AccountsReceivable,"1,326,398,000","1,365,180,000","969,966,000","1,102,562,000","1,175,426,000","1,241,508,000","948,864,000","1,048,519,000","1,148,565,000","1,326,012,000","1,028,320,000","1,112,856,000","1,178,859,000","1,255,118,000","979,181,000","1,083,990,000","1,134,964,000","1,176,843,000","874,283,000","886,393,000","716,487,000","643,013,000","560,202,000","613,795,000","602,877,000","580,763,000","482,302,000","527,615,000","526,384,000","552,107,000","449,923,000","493,216,000","496,997,000","490,923,000","392,174,000","432,011,000","441,405,000","463,968,000","370,951,000",,,"421,033,000",,,,,,,,,,,,,"303,662,000","313,259,000","327,243,000","354,926,000",,,,,"284,879,000","285,675,000",,,,"236,823,000","233,284,000","257,689,000",,,,,,,,,,,,"315,194,000","300,306,000","279,862,000","312,555,000",,"326,359,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"1,334,398,000","1,371,680,000","975,966,000","1,110,562,000","1,184,426,000","1,251,508,000","958,864,000","1,059,519,000","1,157,565,000","1,334,012,000","1,036,120,000","1,120,656,000","1,186,559,000","1,262,818,000","986,881,000",,"1,142,064,000","1,189,543,000","884,283,000","895,793,000","724,387,000","650,413,000","567,202,000","621,145,000","610,077,000","587,663,000","488,862,000","534,415,000","532,984,000","558,807,000","456,823,000","500,716,000","504,097,000","497,923,000","398,274,000","438,311,000","447,525,000","470,368,000",,,,"428,293,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-8,000,000","-6,500,000","-6,000,000","-8,000,000","-9,000,000","-10,000,000","-10,000,000","-11,000,000","-9,000,000","-8,000,000","-7,800,000","-7,800,000","-7,700,000","-7,700,000","-7,700,000",,"-7,100,000","-12,700,000","-10,000,000","-9,400,000","-7,900,000","-7,400,000","-7,000,000","-7,350,000","-7,200,000","-6,900,000","-6,560,000","-6,800,000","-6,600,000","-6,700,000","-6,900,000","-7,500,000","-7,100,000","-7,000,000","-6,100,000","-6,300,000","-6,120,000","-6,400,000",,,,"-7,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,"23,990,000","22,696,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
