name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"822,519,000","222,116,000","209,232,000","199,125,000","192,046,000","182,261,000","172,868,000","175,223,000","168,280,000","177,897,000","173,455,000","171,834,000","163,787,000","156,638,000","146,704,000","137,005,000","131,205,000","125,842,000","120,124,000","110,544,000","114,208,000","107,971,000","102,141,000","96,998,000","91,970,000","85,234,000","79,612,000","74,791,000","68,900,000","61,459,000","55,162,000","50,928,000","45,022,000","39,329,000","33,363,000","29,101,000"
	OperatingRevenue,"814,825,000","217,525,000","209,111,000","197,056,000","191,824,000","181,891,000","172,743,000","174,346,000","167,865,000","174,832,000","172,255,000","167,559,000","163,305,000","156,122,000","146,285,000","136,645,000","130,692,000","125,421,000","119,686,000","109,541,000","113,596,000","107,685,000","101,991,000","96,782,000","91,803,000","85,182,000","79,575,000","74,751,000","68,879,000","61,436,000","55,137,000","50,912,000","44,668,000","39,324,000","32,916,000","29,095,000"
CostOfRevenue,"17,822,000","4,241,000","4,146,000","4,267,000","5,168,000","4,663,000","7,422,000","3,309,000","5,290,000","6,004,000","3,033,000","3,162,000","2,014,000","2,584,000","1,413,000","755,000","741,000","1,341,000","1,501,000","1,335,000","1,131,000","806,000","1,548,000","807,000","1,226,000","486,000","393,000","471,000","356,000","295,000","72,000","256,000","108,000","37,000","99,000","9,000"
GrossProfit,"804,697,000","217,875,000","205,086,000","194,858,000","186,878,000","177,598,000","165,446,000","171,914,000","162,990,000","171,893,000","170,422,000","168,672,000","161,773,000","154,054,000","145,291,000","136,250,000","130,464,000","124,501,000","118,623,000","109,209,000","113,077,000","107,165,000","100,593,000","96,191,000","90,744,000","84,748,000","79,219,000","74,320,000","68,544,000","61,164,000","55,090,000","50,672,000","44,914,000","39,292,000","33,264,000","29,092,000"
OperatingExpense,"350,992,000","89,655,000","95,634,000","84,579,000","81,124,000","88,573,000","76,115,000","75,848,000","73,430,000","67,217,000","71,799,000","69,485,000","69,266,000","65,699,000","62,032,000","57,290,000","55,068,000","53,161,000","51,282,000","47,844,000","46,685,000","45,458,000","41,724,000","39,216,000","37,580,000","35,870,000","31,873,000","30,409,000","28,778,000","25,527,000","22,303,000","20,440,000","18,032,000","15,744,000","13,160,000","11,377,000"
	SellingGeneralAndAdministration,"76,107,000","17,016,000","25,546,000","17,456,000","16,089,000","25,006,000","13,943,000","14,729,000","13,134,000","7,879,000","14,459,000","13,566,000","14,266,000","11,983,000","12,513,000","11,509,000","10,852,000","10,851,000","11,203,000","10,255,000","9,289,000","10,243,000","8,732,000","8,104,000","8,545,000","9,391,000","6,989,000","7,138,000","7,210,000","6,635,000","5,468,000","4,960,000","4,883,000","4,183,000","3,672,000","3,306,000"
		GeneralAndAdministrativeExpense,"76,107,000","17,016,000","25,546,000","17,456,000","16,089,000","25,006,000","13,943,000","14,729,000","13,134,000","7,879,000","14,459,000","13,566,000","14,266,000","11,983,000","12,513,000","11,509,000","10,852,000","10,851,000","11,203,000","10,255,000","9,289,000","10,243,000","8,732,000","8,104,000","8,545,000","8,591,000","6,989,000","7,138,000","7,210,000","6,635,000","5,468,000","4,960,000","4,883,000","4,183,000","3,672,000","3,306,000"
			OtherGandA,"76,107,000","17,016,000","25,546,000","17,456,000","16,089,000","25,006,000","13,943,000","14,729,000","13,134,000","7,879,000","14,459,000","13,566,000","14,266,000","11,983,000","12,513,000","11,509,000","10,852,000","10,851,000","11,203,000","10,255,000","9,289,000","10,243,000","8,732,000","8,104,000","8,545,000","8,591,000","6,989,000","7,138,000","7,210,000","6,635,000","5,468,000","4,960,000","4,883,000","4,183,000","3,672,000","3,306,000"
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,"0","0",,"0",,"0","800,000",,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"274,885,000","72,639,000","70,088,000","67,123,000","65,035,000","63,567,000","62,172,000","61,119,000","60,296,000","59,338,000","57,340,000","55,919,000","55,000,000","53,716,000","49,519,000","45,781,000","44,216,000","42,310,000","40,079,000","37,589,000","37,396,000","35,215,000","32,992,000","31,112,000","29,035,000","26,479,000","24,884,000","23,271,000","21,568,000","18,892,000","16,835,000","15,480,000","13,149,000","11,561,000","9,488,000","8,071,000"
