name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992
OperatingCashFlow,"574,000,000","18,000,000","150,000,000","154,000,000","252,000,000","53,000,000","435,500,000","245,400,000","223,100,000","-79,300,000","365,100,000","240,900,000","231,900,000","-172,100,000","-73,800,000","200,000","-110,100,000","-190,100,000","209,700,000","141,400,000","136,700,000","28,400,000","247,100,000","147,300,000","188,600,000","58,400,000","238,200,000","173,700,000","149,600,000","27,700,000","195,400,000","177,600,000","123,700,000","29,900,000","188,500,000","159,600,000","121,800,000","-11,900,000","180,300,000","145,800,000","110,000,000","32,500,000","188,900,000","81,300,000","111,500,000","6,100,000","164,000,000","73,400,000","125,900,000","-25,200,000","181,400,000","147,400,000","172,200,000","1,900,000","141,400,000","26,800,000","89,400,000","-73,400,000","96,300,000","36,200,000","42,000,000","-32,800,000","78,700,000","38,900,000","61,900,000","-42,900,000","98,300,000","42,400,000","64,400,000","-35,600,000","122,300,000","72,500,000","91,000,000","-22,000,000","95,100,000","43,227,000","26,126,000","-7,653,000","28,014,000","53,682,000","25,734,000","14,665,000","58,103,000","24,688,000","55,473,000","13,435,000","46,457,000","28,237,000","6,975,000","-18,371,000","26,900,000","52,900,000","40,800,000","14,500,000","30,800,000","35,200,000","22,500,000","8,800,000","26,000,000","21,700,000","54,600,000","15,100,000","28,700,000","23,400,000","6,900,000","-12,800,000","46,300,000","24,700,000","26,100,000","100,000","14,100,000","25,400,000","12,500,000","-6,800,000","700,000","8,900,000","15,300,000","8,400,000","-10,800,000"
	CashFlowFromContinuingOperatingActivities,"574,000,000","18,000,000","150,000,000","154,000,000","252,000,000","53,000,000","435,500,000","245,400,000","223,100,000","-79,300,000","365,100,000","240,900,000","231,900,000","-172,100,000","-73,800,000","200,000","-110,100,000","-190,100,000","209,700,000","141,400,000","136,700,000","28,400,000","247,100,000","147,300,000","188,600,000","58,400,000","238,200,000","173,700,000","149,600,000","27,700,000","195,400,000","177,600,000","123,700,000","29,900,000","188,500,000","159,600,000","121,800,000","-11,900,000","180,300,000","145,800,000","110,000,000","32,500,000","188,900,000","81,300,000","111,500,000","6,100,000","164,000,000","73,400,000","125,900,000","-25,200,000","181,400,000","147,400,000","172,200,000","1,900,000","141,400,000","26,800,000","89,400,000","-73,400,000","96,300,000","36,200,000","42,000,000","-32,800,000","78,700,000","38,900,000","61,900,000","-42,900,000","98,300,000","42,400,000","64,400,000","-35,600,000","122,300,000","72,500,000","91,000,000","-22,000,000","95,100,000","43,227,000","26,126,000","-7,653,000","28,014,000","53,682,000","25,734,000","14,665,000","58,103,000","24,688,000","55,473,000","13,435,000","46,457,000","28,237,000","6,975,000","-18,371,000","26,900,000","52,900,000","40,800,000","14,500,000","30,800,000","35,200,000","22,500,000","8,800,000","26,000,000","21,700,000","54,600,000","15,100,000","28,700,000","23,400,000","6,900,000","-12,800,000","46,300,000","24,700,000","26,100,000","100,000","14,100,000","25,400,000","12,500,000","-6,800,000","700,000","8,900,000","15,300,000","8,400,000","-10,800,000"
		NetIncomeFromContinuingOperations,"261,000,000","107,000,000","39,000,000","73,000,000","42,000,000","62,000,000","77,100,000","79,300,000","66,700,000","-19,800,000","43,900,000","70,000,000","86,100,000","78,100,000","63,300,000","122,000,000","66,000,000","42,700,000","173,900,000","47,300,000","42,000,000","37,000,000","34,900,000","57,800,000","77,800,000","57,500,000","57,200,000","60,200,000","57,600,000","55,100,000","41,500,000","53,000,000","-40,300,000","34,800,000","45,300,000","45,700,000","21,100,000","34,600,000","22,500,000","38,900,000","41,400,000","17,300,000",,,,"26,700,000","19,600,000","17,600,000","-32,800,000","6,300,000","31,800,000","33,200,000","19,600,000","-28,200,000","-57,700,000","-14,400,000","-4,300,000","-23,300,000","-700,000","-13,900,000","-21,300,000","-38,700,000","-39,000,000","-4,000,000","-26,000,000","-31,500,000","-42,500,000","600,000","-24,500,000","-24,700,000","-35,100,000","5,500,000","200,000","-12,400,000","-14,000,000","-70,601,000","1,744,000","-43,000","2,248,000","947,000","-177,174,000","-4,671,000","-2,604,000","1,630,000","3,729,000","3,681,000","1,000,000","-281,000","-4,261,000","-3,456,000","-9,000,000","15,500,000","11,300,000","9,700,000","10,800,000","-7,500,000","12,600,000","5,400,000","9,500,000","1,000,000","10,400,000","6,800,000","-43,500,000","8,600,000","9,700,000","-66,800,000","-1,600,000","6,900,000","10,000,000","8,600,000","5,400,000","6,700,000","4,700,000","3,400,000","2,600,000","3,700,000","4,700,000","2,000,000","-19,800,000"
		OperatingGainsLosses,"-18,000,000","-5,000,000","-1,000,000","-13,000,000","1,000,000","-11,000,000","1,900,000","-11,800,000","2,700,000","154,300,000","40,900,000","-4,500,000","2,700,000","2,400,000","-2,100,000","-39,300,000","-700,000","-1,200,000","-91,200,000","-24,200,000","-3,500,000","-11,900,000","-6,200,000","-22,200,000","4,600,000","-6,700,000","-11,300,000","-13,300,000","-4,800,000","-8,100,000","-29,200,000","-4,700,000","154,800,000","6,400,000","-11,600,000","-34,200,000","7,500,000","-700,000",,,,,"-8,100,000","-20,800,000","-6,900,000","-3,000,000",,"-10,900,000",,,,,,,"-17,900,000","26,400,000","15,000,000","-21,200,000","-3,800,000","3,000,000","2,300,000","1,900,000","5,000,000","-400,000","-5,300,000","7,000,000","9,700,000","-10,200,000","6,900,000","10,100,000","9,600,000","6,400,000","5,900,000","10,300,000","9,500,000","39,778,000","155,000","1,267,000","921,000","1,140,000","182,237,000","15,766,000","5,900,000","0","1,000,000","-1,650,000","-9,160,000","-2,405,000","0","-1,987,000","5,500,000",,,,"1,800,000","25,500,000","0","7,200,000","4,000,000","16,200,000",,,"63,300,000","200,000","300,000","70,200,000","-200,000",,,"300,000",,,"300,000","400,000","-3,400,000","-100,000","0","1,000,000","22,700,000"
			PensionAndEmployeeBenefitExpense,"-18,000,000","-5,000,000","-1,000,000","-13,000,000","1,000,000","-11,000,000","1,900,000","-11,800,000","2,700,000","154,300,000","40,900,000","-4,500,000","2,700,000","2,400,000","-2,100,000","-700,000","-700,000","-1,200,000","-87,500,000","-24,200,000","-3,500,000","-11,900,000","-7,000,000","-22,200,000","4,600,000","-6,700,000","-10,600,000","-15,200,000","-5,500,000","-8,100,000","-32,400,000","-4,700,000","-9,700,000","500,000","-11,600,000","-7,600,000","7,500,000","-700,000",,,,,"-8,100,000","-20,800,000",,,,"-10,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"511,000,000","139,000,000","133,000,000","122,000,000","117,000,000","117,000,000","119,300,000","120,500,000","122,400,000","113,600,000","109,400,000","110,500,000","110,200,000","117,100,000","98,800,000","110,700,000","111,300,000","109,800,000","93,100,000","87,000,000","75,200,000","75,000,000","75,200,000","78,200,000","75,200,000","70,700,000","67,700,000","73,500,000","71,200,000","68,100,000","67,800,000","65,800,000","69,400,000","67,000,000","68,900,000","74,800,000","68,300,000","65,400,000","64,800,000","67,200,000","66,900,000","67,900,000","69,200,000","69,800,000","68,400,000","71,000,000","70,700,000","70,400,000","73,300,000","74,300,000","77,400,000","76,200,000","75,400,000","76,400,000","68,400,000","74,500,000","69,200,000","52,200,000","46,500,000","47,500,000","52,300,000","55,400,000","51,600,000","50,000,000","51,200,000","52,000,000","52,300,000","50,700,000","56,200,000","54,400,000","58,100,000","60,900,000","59,000,000","59,600,000","57,600,000","78,047,000","16,358,000","15,995,000","15,785,000","15,828,000","16,064,000","16,597,000","21,230,000","21,759,000","22,108,000","22,104,000","28,500,000","20,701,000","21,321,000","21,437,000","26,500,000","22,500,000","15,500,000","14,500,000","16,900,000","11,900,000","14,900,000","13,800,000","11,300,000","10,300,000","10,600,000","10,500,000","12,500,000","12,400,000","11,600,000","13,000,000","13,100,000","12,500,000","11,800,000","12,500,000","12,500,000","11,900,000","10,800,000","10,900,000","10,800,000","10,700,000","10,400,000","9,700,000","9,500,000"
			DepreciationAndAmortization,"511,000,000","139,000,000","133,000,000","122,000,000","117,000,000","117,000,000","119,300,000","120,500,000","122,400,000","113,600,000","109,400,000","110,500,000","110,200,000","117,100,000","98,800,000","110,700,000","111,300,000","109,800,000","93,100,000","87,000,000","75,200,000","75,000,000","75,200,000","78,200,000","75,200,000","70,700,000","67,700,000","73,500,000","71,200,000","68,100,000","67,800,000","65,800,000","69,400,000","67,000,000","68,900,000","74,800,000","68,300,000","65,400,000","64,800,000","67,200,000","66,900,000","67,900,000","69,200,000","69,800,000","68,400,000","71,000,000","70,700,000","70,400,000","73,300,000","74,300,000","77,400,000","76,200,000","75,400,000","76,400,000","68,400,000","74,500,000","69,200,000","52,200,000","46,500,000","47,500,000","52,300,000","55,400,000","51,600,000","50,000,000","51,200,000","52,000,000","52,300,000","50,700,000","56,200,000","54,400,000","58,100,000","60,900,000","59,000,000","59,600,000","57,600,000","78,047,000","16,358,000","15,995,000","15,785,000","15,828,000","16,064,000","16,597,000","21,230,000","21,759,000","22,108,000","22,104,000","28,500,000","20,701,000","21,321,000","21,437,000","26,500,000","22,500,000","15,500,000","14,500,000","16,900,000","11,900,000","14,900,000","13,800,000","11,300,000","10,300,000","10,600,000","10,500,000","12,500,000","12,400,000","11,600,000","13,000,000","13,100,000","12,500,000","11,800,000","12,500,000","12,500,000","11,900,000","10,800,000","10,900,000","10,800,000","10,700,000","10,400,000","9,700,000","9,500,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,300,000","67,100,000","50,600,000","45,100,000","46,200,000","50,300,000","53,200,000","49,400,000","47,800,000","49,000,000","49,800,000","50,100,000","48,600,000","54,200,000","52,400,000","55,900,000","58,800,000","56,700,000","57,500,000","55,500,000","73,699,000","15,776,000","15,425,000","15,215,000","15,234,000","15,487,000","15,229,000","-1,294,000","19,809,000","20,088,000","20,154,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,200,000","2,100,000","1,600,000","1,400,000","1,300,000","2,000,000","2,200,000","2,200,000","2,200,000","2,200,000","2,200,000","2,200,000","2,100,000","2,000,000","2,000,000","2,200,000","2,100,000","2,300,000","2,100,000","2,100,000","4,348,000","582,000","570,000","570,000","594,000","577,000","1,368,000","22,524,000","1,950,000","2,020,000","1,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,200,000","2,100,000","1,600,000","1,400,000","1,300,000","2,000,000","2,200,000","2,200,000","2,200,000","2,200,000","2,200,000","2,200,000","2,100,000","2,000,000","2,000,000","2,200,000","2,100,000","2,300,000","2,100,000","2,100,000","4,348,000","582,000","570,000","570,000","594,000","577,000","1,368,000","22,524,000","1,950,000","2,020,000","1,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
