name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,05/31/2021,04/30/2021,01/31/2021,10/31/2020,08/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
TotalAssets,"49,091,000,000","49,086,000,000","49,829,000,000","48,461,000,000","48,811,000,000","48,811,000,000","48,662,000,000","48,465,000,000","47,543,000,000","47,543,000,000","46,942,000,000","45,256,000,000","45,393,000,000","44,462,000,000","44,319,000,000","38,118,000,000","38,141,000,000","36,957,000,000","36,561,000,000","37,197,000,000","37,028,000,000","36,600,000,000","35,799,000,000","36,505,000,000","36,507,000,000","34,662,000,000","33,801,000,000","33,897,000,000","31,907,000,000","30,781,000,000","30,468,000,000","30,556,000,000","30,222,000,000","29,079,000,000","28,913,000,000","29,281,000,000","25,480,000,000","24,472,000,000","24,227,000,000","24,652,000,000","24,658,000,000","23,547,000,000","23,791,000,000","23,476,000,000","23,960,000,000","23,398,000,000","23,111,000,000","23,505,000,000","23,755,000,000","23,276,000,000","22,881,000,000","23,093,000,000","23,084,000,000","23,145,000,000","23,429,000,000","23,211,000,000","23,181,000,000","22,300,000,000","22,430,000,000","22,299,000,000","21,903,000,000","21,061,000,000","20,996,000,000","21,215,000,000","20,921,000,000","20,905,000,000","20,735,000,000","20,482,000,000","20,577,000,000","20,088,000,000","19,924,000,000","20,491,000,000","21,091,000,000","20,284,000,000","20,477,000,000","20,184,000,000","20,608,000,000","20,123,000,000","20,004,000,000","20,102,000,000","20,010,000,000","19,298,000,000","19,261,000,000","19,087,000,000","19,137,000,000","18,527,000,000","18,547,000,000","18,190,000,000","18,106,000,000","17,355,000,000","17,620,000,000","17,966,000,000","17,938,000,000","17,042,000,000","6,734,000,000","6,700,100,000","6,468,200,000","6,155,400,000","6,242,000,000","6,301,300,000","6,034,700,000","5,730,100,000","5,835,300,000","5,825,400,000","5,590,000,000","5,194,000,000","5,093,100,000","5,044,700,000","4,840,000,000","4,645,100,000","4,633,200,000","4,707,700,000","4,506,700,000","4,371,000,000","4,436,800,000","4,480,500,000","4,306,200,000","4,297,500,000","4,268,900,000","4,303,100,000","4,204,700,000","4,044,300,000","4,077,000,000","4,114,400,000","4,113,700,000","4,082,700,000","4,108,000,000","4,118,500,000","4,115,400,000","4,006,000,000","4,064,300,000","4,242,000,000","4,145,500,000","4,140,900,000","4,614,000,000","4,460,100,000","4,076,400,000","4,177,800,000"
	CurrentAssets,"12,276,000,000","12,174,000,000","13,380,000,000","12,332,000,000","12,545,000,000","12,545,000,000","12,503,000,000","12,946,000,000","12,286,000,000","12,286,000,000","12,175,000,000","10,890,000,000","11,025,000,000","10,140,000,000","10,162,000,000","10,803,000,000","10,753,000,000","9,746,000,000","10,286,000,000","11,117,000,000","10,925,000,000","10,147,000,000","9,538,000,000","10,340,000,000","10,403,000,000","9,244,000,000","9,216,000,000","9,892,000,000","9,277,000,000","8,526,000,000","8,583,000,000","8,911,000,000","8,886,000,000","8,295,000,000","8,368,000,000","8,830,000,000","8,212,000,000","7,518,000,000","7,434,000,000","7,959,000,000","8,277,000,000","7,251,000,000","7,596,000,000","7,325,000,000","7,823,000,000","7,429,000,000","7,203,000,000","7,621,000,000","7,907,000,000","7,546,000,000","7,182,000,000","7,450,000,000","7,530,000,000","6,706,000,000","7,239,000,000","7,206,000,000","7,319,000,000","6,704,000,000","6,950,000,000","7,114,000,000","6,903,000,000","6,240,000,000","6,447,000,000","6,755,000,000","6,673,000,000","6,783,000,000","6,656,000,000","6,466,000,000","6,573,000,000","6,044,000,000","5,872,000,000","6,406,000,000","6,197,000,000","5,562,000,000","5,838,000,000","5,619,000,000","5,480,000,000","5,286,000,000","5,274,000,000","5,566,000,000","5,667,000,000","5,147,000,000","5,343,000,000","5,512,000,000","5,671,000,000","5,156,000,000","5,478,000,000","5,416,000,000","5,358,000,000","4,784,000,000","5,109,000,000","5,531,000,000","5,597,000,000","5,064,000,000","2,555,000,000","2,673,200,000","2,349,300,000","2,289,200,000","2,490,300,000","2,640,600,000","2,260,900,000","2,135,200,000","2,284,100,000","2,352,800,000","2,273,300,000","2,131,800,000","2,056,300,000","2,107,000,000","2,075,800,000","2,004,100,000","2,069,100,000","2,152,100,000","2,096,200,000","2,064,900,000","2,158,200,000","2,225,800,000","2,123,700,000","2,118,200,000","2,117,800,000","2,168,500,000","2,110,700,000","1,959,100,000","1,985,200,000","1,992,000,000","2,006,800,000","1,929,700,000","1,947,100,000","1,950,200,000","1,958,100,000","1,863,600,000","1,886,200,000","2,048,200,000","1,906,900,000","1,945,100,000","2,469,800,000","2,155,500,000","1,950,700,000","2,001,100,000"
		CashCashEquivalentsAndShortTermInvestments,"2,492,000,000","2,903,000,000","3,428,000,000","3,280,000,000","3,320,000,000","3,320,000,000","2,783,000,000","3,282,000,000","3,878,000,000","3,878,000,000","3,868,000,000","1,578,000,000","1,579,000,000","1,612,000,000","1,475,000,000","1,610,000,000","1,527,000,000","1,378,000,000","1,744,000,000","1,508,000,000","1,515,000,000","1,796,000,000","1,308,000,000","1,232,000,000","1,417,000,000","1,278,000,000","1,283,000,000","1,200,000,000","1,236,000,000","1,202,000,000","1,214,000,000","1,256,000,000","1,206,000,000","1,204,000,000","1,202,000,000","1,359,000,000","1,225,000,000","440,000,000","1,098,000,000","1,193,000,000","435,000,000","238,000,000","1,350,000,000","974,000,000","1,095,000,000","1,449,000,000","1,147,000,000","1,491,000,000","1,513,000,000","1,785,000,000","1,277,000,000","1,078,000,000","1,186,000,000","997,000,000","1,295,000,000","263,000,000","280,000,000","270,000,000","307,000,000","242,000,000","166,000,000","164,000,000","188,000,000","189,000,000","141,000,000","1,345,000,000","659,000,000","698,000,000","799,000,000","889,000,000","656,000,000","650,000,000","697,000,000","623,000,000","636,000,000","159,000,000","135,000,000","406,000,000","156,000,000","171,000,000","137,000,000","167,000,000","185,000,000","161,000,000","143,000,000","137,000,000","160,000,000","161,000,000","131,000,000","155,000,000","163,000,000","281,000,000","283,000,000","304,000,000","68,000,000","121,400,000","74,800,000","61,700,000","59,300,000","65,500,000",,,,,,,,,"43,900,000","47,900,000","48,400,000","27,200,000","74,000,000","105,600,000","110,100,000","121,300,000","79,300,000","142,100,000","80,400,000","104,000,000","107,900,000","62,400,000","81,600,000","4,000,000","110,200,000","85,300,000","65,900,000","54,500,000","104,900,000","103,000,000","107,100,000","115,500,000","92,200,000","129,600,000","211,000,000","113,500,000","212,200,000","105,500,000"
			CashAndCashEquivalents,"1,382,000,000","1,821,000,000","2,288,000,000","2,225,000,000","2,309,000,000","2,309,000,000","1,687,000,000","2,180,000,000","2,820,000,000","2,820,000,000","2,726,000,000","399,000,000","545,000,000","629,000,000","409,000,000","429,000,000","429,000,000","361,000,000","691,000,000","347,000,000","352,000,000","819,000,000","356,000,000","322,000,000","374,000,000","319,000,000","391,000,000","277,000,000","274,000,000","268,000,000","252,000,000","268,000,000","264,000,000","248,000,000","265,000,000","401,000,000","344,000,000","440,000,000","247,000,000","238,000,000","435,000,000","238,000,000","511,000,000","188,000,000","1,095,000,000","1,449,000,000","431,000,000","825,000,000","1,513,000,000","1,037,000,000","602,000,000","424,000,000","1,186,000,000","997,000,000","1,295,000,000","263,000,000","280,000,000","270,000,000","307,000,000","242,000,000","166,000,000","164,000,000","150,000,000","189,000,000","141,000,000","803,000,000","659,000,000","210,000,000","237,000,000","379,000,000","135,000,000","144,000,000","130,000,000","127,000,000","143,000,000","159,000,000","135,000,000","406,000,000","156,000,000","171,000,000","137,000,000","167,000,000","185,000,000","161,000,000","143,000,000","137,000,000","160,000,000","161,000,000","131,000,000","155,000,000","163,000,000","281,000,000","283,000,000","304,000,000","68,000,000","121,400,000","74,800,000","61,700,000","59,300,000","65,500,000",,,,,,,,,"43,900,000","47,900,000","48,400,000","27,200,000","74,000,000","105,600,000","110,100,000","121,300,000","79,300,000","142,100,000","80,400,000","104,000,000","107,900,000","62,400,000","81,600,000","4,000,000","110,200,000","85,300,000","65,900,000","54,500,000","104,900,000","103,000,000","107,100,000","115,500,000","92,200,000","129,600,000","211,000,000","113,500,000","212,200,000","105,500,000"
				CashFinancial,"245,000,000","311,000,000","324,000,000","339,000,000","360,000,000","360,000,000","371,000,000","367,000,000",,"372,000,000","425,000,000","393,000,000","417,000,000","354,000,000","365,000,000","411,000,000","393,000,000","316,000,000","315,000,000","339,000,000","334,000,000","319,000,000","335,000,000","310,000,000","362,000,000","319,000,000","375,000,000","277,000,000","274,000,000","268,000,000","252,000,000","268,000,000","264,000,000","248,000,000","265,000,000","260,000,000","242,000,000","226,000,000","247,000,000","237,100,000","269,100,000","234,900,000","190,700,000",,"879,000,000","806,000,000","716,000,000",,"755,000,000","154,900,000","675,000,000","654,000,000","669,000,000","628,000,000","657,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"1,137,000,000","1,510,000,000","1,964,000,000","1,886,000,000","1,949,000,000","1,949,000,000","1,316,000,000","1,813,000,000",,"2,448,000,000","2,301,000,000","6,000,000","128,000,000","275,000,000","44,000,000","18,000,000","36,000,000","45,000,000","376,000,000","8,000,000","18,000,000","500,000,000","21,000,000","12,000,000","12,000,000",,"16,000,000",,,,,"0","0","0",,"141,000,000","102,000,000","214,000,000","0","800,000","1,085,900,000","903,000,000","1,159,200,000","974,000,000","216,000,000","643,000,000","431,000,000","1,491,000,000","758,000,000","747,700,000","602,000,000","424,000,000","517,000,000","369,000,000","638,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"1,110,000,000","1,082,000,000","1,140,000,000","1,055,000,000","1,011,000,000","1,011,000,000","1,096,000,000","1,102,000,000","1,058,000,000","1,058,000,000","1,142,000,000","1,179,000,000","1,034,000,000","983,000,000","1,066,000,000","1,181,000,000","1,098,000,000","1,017,000,000","1,053,000,000","1,161,000,000","1,163,000,000","977,000,000","952,000,000","910,000,000","1,043,000,000","959,000,000","892,000,000","923,000,000","962,000,000","934,000,000","962,000,000","988,000,000","942,000,000","956,000,000","937,000,000","958,000,000","881,000,000","850,000,000","851,000,000","955,000,000",,,"839,000,000","786,000,000",,"461,100,000","716,000,000","666,000,000","602,000,000","748,000,000","675,000,000","654,000,000","359,400,000","210,200,000",,,,,,,,,"38,000,000",,,"542,000,000",,"488,000,000","562,000,000","510,000,000","521,000,000","506,000,000","567,000,000","496,000,000","493,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,887,000,000","1,828,000,000","1,914,000,000","1,961,000,000","1,936,000,000","1,936,000,000","1,781,000,000","1,610,000,000","1,526,000,000","1,526,000,000","1,552,000,000","1,706,000,000","1,600,000,000","1,567,000,000","1,560,000,000","1,589,000,000","1,510,000,000","1,488,000,000","1,583,000,000","1,637,000,000","1,452,000,000","1,536,000,000","1,394,000,000","1,649,000,000","1,488,000,000","1,316,000,000","1,314,000,000","1,734,000,000","1,253,000,000","1,319,000,000","1,218,000,000","1,266,000,000","1,154,000,000","1,174,000,000","1,108,000,000","1,116,000,000","1,044,000,000","942,000,000","961,000,000","1,051,000,000","1,039,000,000","941,000,000","922,000,000","949,000,000","877,000,000","859,000,000","854,000,000","845,000,000","847,000,000","805,000,000","828,000,000","909,000,000","817,000,000","774,000,000","795,000,000","944,000,000","807,000,000","770,000,000","781,000,000","786,000,000","735,000,000","680,000,000","719,000,000","778,000,000","718,000,000","709,000,000","696,000,000","686,000,000","664,000,000","641,000,000","616,000,000","828,000,000","644,000,000","607,000,000","629,000,000","740,000,000","623,000,000","581,000,000","589,000,000","677,000,000","678,000,000","604,000,000","641,000,000","679,000,000","685,000,000","649,000,000","672,000,000","687,000,000","618,000,000","573,000,000","608,000,000","622,000,000","620,000,000","544,000,000","379,000,000","456,900,000","381,800,000","385,900,000","377,000,000","400,500,000","345,200,000","318,700,000","305,200,000","324,100,000","306,300,000","276,800,000","256,300,000","288,100,000","266,100,000","263,200,000","244,000,000","270,800,000","257,100,000","249,400,000","242,300,000","287,900,000","247,000,000","260,000,000","265,700,000","275,200,000","254,400,000","229,600,000","249,000,000","261,100,000","239,000,000","235,000,000","237,800,000","277,000,000","270,200,000","235,500,000","230,600,000","280,500,000","245,900,000","221,000,000","258,300,000","252,600,000","264,900,000","215,400,000"
			AccountsReceivable,"1,887,000,000","1,828,000,000","1,914,000,000","1,961,000,000","1,936,000,000","1,936,000,000","1,781,000,000","1,610,000,000","1,526,000,000","1,526,000,000","1,552,000,000","1,706,000,000","1,600,000,000","1,567,000,000","1,560,000,000","1,589,000,000","1,510,000,000","1,488,000,000","1,583,000,000","1,637,000,000","1,452,000,000","1,536,000,000","1,394,000,000","1,649,000,000","1,488,000,000","1,316,000,000","1,314,000,000","1,734,000,000","1,253,000,000","1,319,000,000","1,218,000,000","1,266,000,000","1,154,000,000","1,174,000,000","1,108,000,000","1,116,000,000","1,044,000,000","942,000,000","961,000,000","1,051,000,000",,,"922,000,000","949,000,000",,,"854,000,000","845,000,000",,"805,000,000","828,000,000","909,000,000",,,,"944,000,000","807,000,000","770,000,000","781,000,000","786,000,000","735,000,000","680,000,000","719,000,000","773,000,000","718,000,000","709,000,000","696,000,000","680,000,000","664,000,000","641,000,000","616,000,000","661,000,000","644,000,000","607,000,000","629,000,000","674,000,000","623,000,000","581,000,000","589,000,000","677,000,000","678,000,000","604,000,000","641,000,000","679,000,000","685,000,000","649,000,000","672,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000",,,,"6,000,000",,,,"167,000,000",,,,"66,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
