name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"954,699,000","913,265,000","729,358,000","665,140,000","582,357,000","591,792,000","605,754,000","577,953,000","596,109,000","626,519,000","672,610,000","772,039,000","764,877,000","745,497,000","969,352,000","1,104,107,000","1,266,512,000","1,322,229,000","1,459,897,000","1,586,806,000","1,537,840,000","1,529,143,000","1,579,223,000","1,531,584,000","1,610,097,000","1,663,045,000","1,611,674,000","1,537,399,000","1,493,297,000","1,522,806,000"
	CurrentAssets,"540,969,000","582,434,000","446,768,000","460,856,000","391,376,000","388,800,000","393,565,000","367,858,000","384,216,000","412,220,000","494,991,000","586,594,000","556,769,000","549,619,000","650,365,000","672,771,000","722,112,000","732,257,000","760,028,000","804,515,000","747,495,000","777,534,000","772,601,000","843,948,000","924,311,000","978,184,000","981,022,000","897,651,000","841,045,000","854,694,000"
		CashCashEquivalentsAndShortTermInvestments,"108,137,000","224,874,000","115,747,000","143,598,000","53,833,000","57,338,000","38,934,000","36,815,000","35,384,000","43,772,000","32,063,000","35,190,000","43,527,000","43,214,000","32,483,000","28,512,000","37,382,000","56,667,000","48,137,000","67,867,000","46,270,000","95,887,000","65,068,000","251,002,000","286,817,000","369,188,000","334,900,000","312,660,000","233,924,000","221,082,000"
			CashAndCashEquivalents,"108,137,000","224,874,000","115,747,000","143,598,000","53,833,000","57,338,000","38,934,000","36,815,000","35,384,000","43,772,000","32,063,000","35,190,000","43,527,000","43,214,000","32,483,000","28,512,000","37,382,000","56,667,000","48,137,000","67,867,000","46,270,000","95,887,000","65,068,000","251,002,000","286,817,000","365,192,000","334,150,000","307,562,000","226,768,000","219,085,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,"3,996,000","750,000","5,098,000","7,156,000","1,997,000"
		Receivables,"306,255,000","246,797,000","235,115,000","230,900,000","241,052,000","223,067,000","252,860,000","226,334,000","245,492,000","257,043,000","321,795,000","413,830,000","396,633,000","386,592,000","406,503,000","423,565,000","514,881,000","531,894,000","556,805,000","571,191,000","540,666,000","522,113,000","539,822,000","428,520,000","481,136,000","464,181,000","447,447,000","399,381,000","423,902,000","447,759,000"
			AccountsReceivable,"170,464,000","132,068,000","129,908,000","132,341,000","144,125,000","128,317,000","126,841,000","112,658,000","139,252,000","142,201,000","182,736,000","200,586,000","203,244,000","197,203,000","206,368,000","236,718,000","279,297,000","291,704,000","320,202,000","290,830,000","311,156,000","282,347,000","304,425,000","243,119,000","272,931,000","291,242,000","274,679,000","233,836,000","246,575,000","279,497,000"
				GrossAccountsReceivable,,"143,968,000",,,,"145,517,000",,,,"167,301,000",,,,"218,603,000",,,,"302,704,000",,,,"291,747,000",,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-11,900,000",,,,"-17,200,000",,,,"-25,100,000",,,,"-21,400,000",,,,"-11,000,000",,,,"-9,400,000",,,,,,,,
			OtherReceivables,"135,791,000","114,729,000","105,207,000","98,559,000","96,927,000","94,750,000","126,019,000","113,676,000","106,240,000","114,842,000","139,059,000","213,244,000","193,389,000","189,389,000","200,135,000","186,847,000","235,584,000","240,190,000","236,603,000","280,361,000","229,510,000","239,766,000","235,397,000","185,401,000","208,205,000","172,939,000","172,768,000","165,545,000","177,327,000","168,262,000"
