name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-91,219,000","-28,148,000","-20,585,000","-24,578,000","-17,908,000","-20,390,000","-14,418,000","3,731,000","-16,360,000","-18,943,000","-14,075,000","-13,696,000","-14,068,000","188,000","92,559,000","-5,319,000","-5,477,000","-5,426,000"
	CashFlowFromContinuingOperatingActivities,"-91,219,000","-28,148,000","-20,585,000","-24,578,000","-17,908,000","-20,390,000","-14,418,000","3,731,000","-16,360,000","-18,943,000","-14,075,000","-13,696,000","-14,068,000","188,000","92,559,000","-5,319,000","-5,477,000","-5,426,000"
		NetIncomeFromContinuingOperations,"-105,742,000","-31,484,000","-21,402,000","-25,041,000","-27,815,000","-21,284,000","-17,749,000","5,354,000","-15,858,000","-16,746,000","-19,831,000","-8,864,000","-9,433,000","-5,200,000","-5,344,000","-7,077,000","-6,230,000","-5,180,000"
		OperatingGainsLosses,,,"0","0","1,000","3,000",,,,,"-1,000",,,,,,,
			GainLossOnSaleOfPPE,"1,000","0","0","0","1,000","3,000",,,,,,,,"0",,,,"0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,"-1,000",,,,,,,
		DepreciationAmortizationDepletion,"1,038,000","263,000","276,000","246,000","253,000","255,000","274,000","283,000","286,000","283,000","245,000","211,000","199,000","166,000","144,000","135,000","133,000","127,000"
			DepreciationAndAmortization,"1,038,000","263,000","276,000","246,000","253,000","255,000","274,000","283,000","286,000","283,000","245,000","211,000","199,000","166,000","144,000","135,000","133,000","127,000"
		AmortizationOfSecurities,"1,738,000","607,000","684,000","326,000","121,000","84,000","21,000","121,000","169,000","139,000","-4,000","-324,000","-716,000","-516,000","0","0","0","0"
		StockBasedCompensation,"23,507,000","6,765,000","5,643,000","5,791,000","5,308,000","4,442,000","3,024,000","2,996,000","2,489,000","2,544,000","1,377,000","989,000","667,000","499,000","603,000","136,000","135,000","123,000"
		OtherNonCashItems,,,,,,,,,,,,,,,"17,000","8,000","9,000","9,000"
		ChangeInWorkingCapital,"-11,761,000","-4,299,000","-5,786,000","-5,900,000","4,224,000","-3,890,000","12,000","-5,023,000","-3,446,000","-5,163,000","4,161,000","-5,802,000","-4,785,000","5,239,000","97,110,000","1,479,000","476,000","-505,000"
			ChangeInReceivables,"720,000","268,000","311,000","-1,304,000","1,445,000","4,555,000","-5,679,000","1,896,000","154,000","-218,000","-1,103,000","-1,419,000","-567,000","-378,000","0","0","0","0"
				ChangesInAccountReceivables,"720,000","268,000","311,000","-1,304,000","1,445,000","4,555,000","-5,679,000","1,896,000","154,000","-218,000","-1,103,000","-1,419,000","-567,000","-378,000","0","0","0","0"
			ChangeInPrepaidAssets,"-1,106,000","1,157,000","-2,682,000","-1,296,000","1,715,000","-1,772,000","-237,000","-1,446,000","637,000","279,000","-164,000","-1,490,000","-156,000","-58,000","-751,000","-149,000","119,000","38,000"
			ChangeInPayablesAndAccruedExpense,"2,873,000","-4,277,000","5,022,000","-1,494,000","3,622,000","-4,713,000","3,525,000","-1,359,000","1,615,000","-1,331,000","3,201,000","1,317,000","669,000","1,366,000","1,295,000","1,616,000","383,000","-544,000"
				ChangeInPayable,"1,234,000","-1,302,000","1,812,000","-2,218,000","2,942,000","-1,566,000","822,000","-842,000","-744,000","-307,000","1,624,000","379,000","19,000","1,142,000","-2,000","751,000","-100,000","213,000"
					ChangeInAccountPayable,"1,234,000","-1,302,000","1,812,000","-2,218,000","2,942,000","-1,566,000","822,000","-842,000","-744,000","-307,000","1,624,000","379,000","19,000","1,142,000","-2,000","751,000","-100,000","213,000"
				ChangeInAccruedExpense,"1,639,000","-2,975,000","3,210,000","724,000","680,000","-3,147,000","2,703,000","-517,000","2,359,000","-1,024,000","1,577,000","938,000","650,000","224,000","1,297,000","865,000","483,000","-757,000"
			ChangeInOtherCurrentAssets,"1,049,000","162,000","1,106,000","16,000","16,000","19,000","20,000","4,000","18,000","33,000","-89,000","26,000",,,,"8,000",,
			ChangeInOtherCurrentLiabilities,"-1,044,000","-235,000",,,,,"0","0",,,"0","-13,000","-20,000","0","-25,000","13,000","0","0"
			ChangeInOtherWorkingCapital,"-14,253,000","-1,374,000","-8,446,000","-1,822,000","-2,574,000","-1,979,000","2,383,000","-4,118,000","-5,870,000","-3,926,000","2,316,000","-4,223,000","-4,697,000","4,309,000","96,582,000","-9,000","-9,000","1,000"
InvestingCashFlow,"-213,003,000","-26,074,000","5,186,000","-211,961,000","19,846,000","73,749,000","-11,295,000","-46,051,000","41,911,000","23,616,000","-44,201,000","34,204,000","17,681,000","-143,670,000","-164,000","-286,000","25,000","-231,000"
	CashFlowFromContinuingInvestingActivities,"-213,003,000","-26,074,000","5,186,000","-211,961,000","19,846,000","73,749,000","-11,295,000","-46,051,000","41,911,000","23,616,000","-44,201,000","34,204,000","17,681,000","-143,670,000","-164,000","-286,000","25,000","-231,000"
