name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalAssets,"15,569,532,000","15,480,630,000","15,135,134,000","15,232,166,000","14,548,700,000","14,707,636,000","14,189,510,000","13,956,013,000","13,890,308,000","14,060,918,000","14,083,639,000","14,192,007,000","14,155,902,000","14,183,039,000","8,518,988,000","8,266,700,000","8,287,871,000","8,231,402,000","8,334,411,000","8,317,249,000","8,197,828,000","8,453,954,000","8,468,285,000","8,682,571,000","8,703,251,000","8,754,673,000","8,888,428,000","8,967,604,000","8,730,530,000","8,637,328,000","8,501,449,000","8,293,748,000","8,339,468,000","4,678,950,000","4,726,360,000","4,635,360,000","4,609,614,000","4,609,042,000","4,782,495,000","1,438,615,000","1,458,986,000","1,462,623,000","1,468,889,000","1,459,706,000","1,144,202,000","1,172,326,000","1,157,730,000","1,124,406,000","1,090,157,000","1,093,336,000","1,096,739,000","1,137,045,000","1,129,247,000","1,111,136,000","1,124,854,000","1,131,066,000","1,126,088,000","1,153,284,000","1,150,288,000","1,123,717,000","1,107,457,000","1,093,010,000","996,613,000","997,922,000","1,000,075,000","983,262,000","967,474,000","962,411,000","993,001,000","1,013,539,000","1,016,220,000","884,131,000","890,216,000","906,505,000","881,078,000","878,606,000","879,574,000","893,524,000","870,763,000","891,069,000","898,079,000","915,883,000","919,896,000","904,533,000","901,862,000","904,242,000","970,034,000","960,301,000","871,095,000","856,259,000","863,900,000","859,100,000","836,400,000","813,264,000","801,800,000","794,500,000","725,300,000"
	CurrentAssets,"218,997,000","175,522,000","143,350,000","187,200,000","248,163,000","293,509,000","167,188,000","148,231,000","259,980,000","357,854,000","522,100,000","386,579,000","314,802,000","292,486,000","367,889,000","200,530,000","280,053,000","267,531,000","334,644,000","332,822,000","272,784,000","480,555,000","387,644,000","505,134,000","331,373,000","278,030,000","342,476,000","407,488,000","256,170,000","238,295,000","554,566,000","252,561,000","324,108,000","233,676,000","149,557,000","105,970,000","142,628,000","161,351,000","266,301,000","73,708,000","64,946,000","67,666,000","76,754,000","58,475,000","69,419,000","103,486,000","74,467,000","68,683,000","58,521,000","54,448,000","53,141,000","54,528,000","57,268,000","69,873,000","71,679,000","62,545,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"205,403,000","165,427,000","129,686,000","164,515,000","229,153,000","248,662,000","152,215,000","137,157,000","220,929,000","196,028,000","331,687,000","202,279,000","243,325,000","217,644,000","176,612,000","122,430,000","171,331,000","162,312,000","169,770,000","171,587,000","152,834,000","155,482,000","209,483,000","173,305,000","267,064,000","157,227,000","191,318,000","233,629,000","207,391,000","198,683,000","530,276,000","214,971,000","198,947,000","117,519,000","93,620,000","62,765,000","111,564,000","123,904,000","236,744,000","39,800,000","30,713,000","29,297,000","37,095,000","26,461,000","34,078,000","64,693,000","46,250,000","39,449,000","33,096,000","18,450,000","19,008,000","23,469,000","21,585,000","16,799,000","20,485,000","14,419,000","274,914,000","254,814,000","219,526,000","202,276,000","188,690,000","188,255,000","164,845,000","155,879,000","148,655,000","147,581,000","140,107,000","136,418,000","139,587,000","127,094,000","131,852,000","114,353,000","104,658,000","107,159,000","86,489,000","78,771,000","16,570,000","21,304,000","71,848,000","12,906,000","65,320,000","8,870,000","12,660,000","9,176,000","12,431,000","10,165,000","19,523,000","8,517,000","42,129,000","2,297,000",,,,"5,673,000",,,
			CashAndCashEquivalents,"205,403,000","165,427,000","129,686,000","164,515,000","229,153,000","248,662,000","152,215,000","137,157,000","220,929,000","196,028,000","331,687,000","202,279,000","243,325,000","217,644,000","176,612,000","122,430,000","171,331,000","162,312,000","169,770,000","171,587,000","152,834,000","155,482,000","209,483,000","173,305,000","267,064,000","157,227,000","191,318,000","233,629,000","207,391,000","198,683,000","530,276,000","214,971,000","198,947,000","117,519,000","93,620,000","62,765,000","111,564,000","123,904,000","236,744,000","39,800,000","30,713,000","29,297,000","37,095,000","26,461,000","34,078,000","64,693,000","46,250,000","39,449,000","33,096,000","18,450,000","19,008,000","23,469,000","21,585,000","16,799,000","20,485,000","14,419,000","17,625,000","12,137,000","17,068,000","19,050,000","13,300,000","22,108,000","17,999,000","15,593,000","14,833,000","13,014,000","12,376,000","15,112,000","24,428,000","16,715,000","23,154,000","15,200,000","15,721,000","24,359,000","17,047,000","14,884,000","16,570,000","21,304,000","11,998,000","12,906,000","12,913,000","8,870,000","12,660,000","9,176,000","12,431,000","10,165,000","19,523,000","8,517,000","9,209,000","2,297,000",,,,"5,673,000",,,
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,620,000",,"111,564,000","123,904,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"257,289,000","242,677,000","202,458,000","183,226,000","175,390,000","166,147,000","146,846,000","140,286,000","133,822,000","134,567,000","127,731,000","121,306,000","115,159,000","110,379,000","108,698,000","99,153,000","88,937,000","82,800,000","69,442,000","63,887,000",,,"59,850,000",,"52,407,000",,,,,,,,"32,920,000",,,,,,,,
		Receivables,"13,594,000","1,826,000","1,992,000","17,003,000","4,027,000","26,257,000","4,347,000","11,074,000","39,051,000","57,816,000","86,400,000","81,523,000","71,477,000","74,842,000","82,547,000","78,100,000","75,540,000","105,219,000","154,278,000","128,765,000","105,186,000","298,826,000","49,699,000","55,493,000","60,562,000","61,757,000","146,295,000","173,859,000","48,779,000","32,357,000","24,290,000","37,590,000","29,952,000","29,334,000","37,962,000","21,949,000","29,559,000","36,002,000","29,557,000","33,908,000","34,233,000","38,369,000","39,659,000","32,014,000","35,341,000","38,793,000","28,217,000","29,234,000","25,425,000","35,998,000","34,133,000","31,059,000","35,683,000","53,074,000","51,194,000","48,126,000","48,496,000","88,329,000","84,671,000","76,877,000","78,648,000","88,884,000","83,111,000","78,939,000","76,417,000","82,933,000","59,697,000","57,926,000","53,670,000","63,471,000","62,142,000","52,417,000","45,662,000","50,917,000","51,406,000","46,611,000","44,557,000","40,241,000","26,955,000","22,774,000","18,520,000","18,789,000","13,294,000","12,166,000","10,053,000","7,945,000","6,253,000","1,266,000",,,,,,,,,
			AccountsReceivable,"241,000","336,000","98,000","89,000","1,119,000","305,000","280,000","2,461,000","908,000","1,118,000","853,000","1,218,000","997,000","1,425,000","1,706,000","1,735,000","4,507,000","4,089,000","5,358,000","4,847,000","4,828,000","5,005,000","21,903,000","21,994,000","21,181,000","15,711,000","4,083,000","5,068,000","4,982,000","2,680,000","1,862,000","3,623,000","1,203,000","3,716,000","1,292,000","2,459,000","2,371,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"11,033,000","0","0","15,029,000","0","21,144,000","0","0","30,760,000","47,721,000","75,436,000","70,449,000","59,312,000","58,824,000","58,350,000","57,919,000","57,502,000","84,031,000","132,210,000","72,040,000","50,554,000","237,613,000",,,,,,"122,724,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,005,000",,,,,"11,002,000",,,"15,034,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
