name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988,12/31/1987
TotalAssets,"5,128,900,000","5,047,800,000","4,870,300,000","4,525,200,000","4,513,700,000","4,632,700,000","4,783,600,000","4,312,700,000","4,763,900,000","4,430,529,000","4,527,422,000","4,364,212,000","4,408,717,000","4,124,915,000","4,148,031,000","3,239,478,000","3,219,607,000","3,089,593,000","3,133,066,000","3,114,972,000","3,135,999,000","3,099,597,000","2,470,325,000","2,395,644,000","2,379,773,000","2,387,462,000","2,310,071,000","2,181,554,000","2,080,783,000","2,074,935,000","2,008,832,000","1,919,049,000","1,764,449,000","1,685,488,000","1,923,219,000","1,610,402,000","1,500,889,000","1,486,492,000","1,471,428,000","1,276,351,000","1,222,833,000","1,228,024,000","1,198,060,000","1,091,262,000","1,057,083,000","1,061,647,000","972,057,000","821,308,000","740,932,000","763,653,000","759,968,000","691,238,000","711,796,000","751,148,000","803,095,000","786,381,000","769,202,000","769,881,000","808,110,000","740,975,000","731,821,000","778,791,000","786,080,000","762,225,000","752,830,000","768,956,000","791,742,000","717,003,000","736,768,000","792,925,000","766,159,000","663,294,000","631,980,000","671,352,000","678,184,000","622,043,000","626,856,000","608,646,000","609,727,000","565,648,000","565,434,000","565,163,000","583,772,000","576,510,000","577,045,000","490,186,000","545,023,000","500,011,000","485,132,000","442,000,000","467,400,000","445,000,000","435,200,000","378,700,000","430,600,000","399,400,000","382,500,000","384,700,000","411,100,000","380,600,000","339,100,000","351,700,000","424,400,000","382,200,000","340,900,000","314,400,000","329,100,000","312,000,000","319,900,000","331,200,000","250,400,000","198,900,000","173,300,000","180,500,000","181,000,000","153,300,000","145,000,000","146,700,000","150,000,000","132,100,000","124,800,000","135,500,000","157,000,000","132,400,000","114,800,000","138,700,000","155,300,000","131,000,000","117,700,000","137,600,000","118,100,000","116,100,000"
	CurrentAssets,"2,655,100,000","2,559,000,000","2,447,700,000","2,133,400,000","2,133,100,000","2,207,500,000","2,379,700,000","1,883,700,000","1,985,200,000","1,626,960,000","1,743,138,000","1,570,804,000","1,638,950,000","1,485,703,000","1,531,553,000","1,414,194,000","1,384,586,000","1,253,504,000","1,248,650,000","1,216,879,000","1,250,477,000","1,190,989,000","1,149,671,000","1,065,553,000","1,076,670,000","1,154,725,000","1,271,566,000","1,173,919,000","1,102,255,000","1,096,555,000","1,080,565,000","993,447,000","890,507,000","865,698,000","1,162,504,000","939,937,000","1,006,360,000","1,017,841,000","1,090,830,000","916,765,000","864,937,000","878,676,000","891,989,000","797,296,000","801,472,000","808,145,000","728,579,000","567,839,000","476,395,000","491,500,000","478,369,000","400,022,000","413,751,000","443,612,000","477,286,000","460,237,000","443,417,000","447,556,000","498,740,000","432,820,000","406,930,000","392,961,000","401,004,000","372,328,000","360,226,000","373,988,000","406,543,000","377,005,000","404,857,000","465,655,000","463,544,000","372,975,000","347,426,000","387,716,000","403,261,000","351,138,000","361,657,000","343,659,000","357,689,000","316,046,000","312,222,000","305,317,000","334,041,000","327,590,000","330,712,000","240,912,000","301,733,000","265,687,000","251,457,000","214,700,000","256,200,000","247,900,000","239,200,000","183,800,000","240,700,000","217,100,000","208,900,000","217,500,000","242,000,000","216,400,000","176,000,000","193,400,000","269,000,000","231,000,000","192,800,000","175,800,000","193,400,000","181,900,000","190,800,000","206,500,000","178,400,000","127,000,000","103,200,000","109,700,000","110,700,000","82,300,000","74,600,000","75,000,000","77,100,000","59,500,000","50,400,000","59,200,000","82,200,000","64,300,000","45,200,000","66,900,000","82,900,000","55,700,000","41,700,000","60,300,000","36,400,000","25,400,000"
		CashCashEquivalentsAndShortTermInvestments,"375,400,000","509,200,000","316,500,000","288,800,000","432,400,000","634,700,000","820,600,000","544,400,000","424,400,000","157,064,000","122,216,000","96,081,000","151,439,000","161,164,000","183,411,000","181,753,000","166,357,000","138,345,000","132,260,000","127,378,000","137,494,000","127,325,000","122,696,000","146,633,000","145,763,000","155,349,000","225,264,000","118,819,000","111,005,000","137,600,000","169,018,000","119,040,000","101,789,000","92,248,000","387,804,000","217,674,000","380,750,000","417,015,000","412,898,000","289,294,000","285,889,000","325,336,000","335,747,000","262,174,000","345,921,000","393,927,000","264,511,000","166,272,000","124,395,000","140,240,000","72,763,000","30,036,000","17,895,000","27,127,000","43,162,000","21,909,000","17,578,000","63,281,000","86,967,000","33,849,000","45,115,000","19,566,000","9,086,000","10,563,000","10,913,000","19,675,000","13,410,000","14,320,000","41,257,000","138,469,000","106,574,000","38,836,000","26,269,000","82,761,000","38,291,000","11,825,000","17,950,000","81,193,000","67,506,000","46,060,000","41,790,000","40,530,000","11,736,000","3,304,000","1,871,000","2,369,000","5,854,000","5,560,000","537,000","6,200,000","3,200,000","11,100,000","2,700,000","1,500,000","14,500,000","6,800,000","1,000,000","1,200,000","5,400,000","-18,100,000","8,500,000","5,800,000","7,300,000","6,900,000","1,200,000","3,500,000","2,600,000","18,100,000","38,900,000","62,900,000","53,700,000","23,600,000","7,000,000","33,800,000","14,500,000","9,300,000","14,200,000","19,100,000","7,400,000","400,000","4,900,000","20,100,000","17,900,000","7,300,000","15,400,000","32,000,000","15,700,000","1,900,000","5,900,000","27,900,000","15,600,000","1,100,000"
			CashAndCashEquivalents,"375,400,000","509,200,000","316,500,000","288,800,000","432,400,000","634,700,000","820,600,000","544,400,000","424,400,000","157,064,000","122,216,000","96,081,000","151,439,000","161,164,000","183,411,000","181,753,000","166,357,000","138,345,000","132,260,000","127,378,000","137,494,000","127,325,000","122,696,000","146,633,000","145,763,000","155,349,000","225,264,000","118,819,000","111,005,000","137,600,000","169,018,000","119,040,000","101,789,000","92,248,000","387,804,000","217,674,000","380,750,000","417,015,000","412,898,000","289,294,000","285,889,000","325,336,000","335,747,000","262,174,000","345,921,000","393,927,000","264,511,000","166,272,000","124,395,000","140,240,000","72,763,000","30,036,000","17,895,000","27,127,000","43,162,000","21,909,000","17,578,000","63,281,000","86,967,000","33,849,000","45,115,000","19,566,000","9,086,000","10,563,000","10,913,000","19,675,000","13,410,000","14,320,000","41,257,000","138,469,000","106,574,000","38,836,000","26,269,000","82,761,000","38,291,000","11,825,000","17,950,000","81,193,000","67,506,000","46,060,000","41,790,000","40,530,000","11,736,000","3,304,000","1,871,000","2,369,000","5,854,000","5,560,000","537,000","6,200,000","3,200,000","11,100,000","2,700,000","1,500,000","14,500,000","6,800,000","1,000,000","1,200,000","5,400,000","-18,100,000","8,500,000","5,800,000","7,300,000","6,900,000","1,200,000","3,500,000","2,600,000","18,100,000","38,900,000","62,900,000","53,700,000","23,600,000","7,000,000","33,800,000","14,500,000","9,300,000","14,200,000","19,100,000","7,400,000","400,000","4,900,000","20,100,000","17,900,000","7,300,000","15,400,000","32,000,000","15,700,000","1,900,000","5,900,000","27,900,000","15,600,000","1,100,000"
		Receivables,"253,300,000","244,500,000","243,300,000","220,600,000","237,600,000","261,100,000","247,000,000","209,400,000","213,800,000","222,877,000","232,189,000","231,538,000","232,362,000","233,556,000","223,559,000","200,612,000","199,057,000","229,745,000","193,609,000","188,290,000","231,179,000","225,494,000","207,438,000","162,447,000","152,679,000","196,953,000","186,273,000","166,678,000","178,507,000","207,567,000","174,262,000","160,301,000","153,494,000","198,430,000","172,672,000","162,245,000","138,526,000","135,499,000","144,282,000","144,040,000","139,626,000","140,025,000","117,926,000","150,303,000","121,696,000","89,294,000","98,151,000","96,638,000","91,335,000","90,405,000","88,073,000","54,027,000","61,859,000","103,119,000","77,275,000","73,014,000","67,112,000","82,884,000","69,934,000","53,368,000","51,957,000","63,815,000","79,006,000","55,555,000","60,712,000","78,350,000","68,527,000","57,344,000","61,625,000","71,172,000","77,285,000","68,009,000","55,047,000","51,885,000","73,022,000","46,050,000","56,442,000","51,001,000","52,639,000","41,693,000","37,738,000","56,119,000","89,032,000","74,347,000","73,328,000","56,130,000","82,702,000","51,293,000","48,925,000","53,300,000","68,800,000","36,500,000","39,100,000","43,000,000","64,600,000","18,600,000","24,100,000","42,600,000","43,800,000","30,600,000","24,900,000","36,200,000","61,100,000","49,900,000","30,900,000","40,400,000","57,700,000","27,800,000","26,000,000","29,700,000","42,100,000","22,100,000","20,800,000","21,300,000","34,200,000","11,500,000","15,400,000","16,900,000","27,900,000","13,700,000","7,700,000","10,500,000","28,300,000","13,600,000","4,400,000","9,200,000","26,000,000","3,100,000","5,700,000","10,500,000","5,500,000","3,400,000"
			AccountsReceivable,"251,100,000","240,500,000","242,700,000","220,300,000","237,200,000","257,200,000","241,300,000","195,200,000","167,900,000","190,430,000","217,231,000","224,501,000","206,812,000","197,082,000","217,694,000","190,343,000","186,044,000","200,144,000","184,074,000","169,314,000","176,277,000","174,832,000","152,342,000","142,434,000","124,553,000","150,778,000","176,221,000","151,495,000","173,199,000","204,876,000","153,839,000","135,411,000","150,464,000","186,213,000","157,015,000","148,725,000","129,332,000","119,769,000","136,346,000","134,876,000","139,626,000","115,302,000","108,889,000","136,903,000","121,696,000","89,294,000","98,151,000","96,638,000","91,335,000","90,405,000","88,073,000","54,027,000","57,581,000","98,598,000","77,275,000","73,014,000","67,112,000","82,884,000","69,934,000","53,368,000","51,957,000","63,815,000","79,006,000","55,555,000","60,712,000","78,350,000","68,527,000","57,344,000","61,625,000","71,172,000","77,285,000","68,009,000","55,047,000","51,885,000","73,022,000","46,050,000","56,442,000","51,001,000","52,639,000","41,693,000","37,738,000","56,119,000","89,032,000","74,347,000","73,328,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"249,800,000",,,,"262,500,000",,,,"199,881,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-9,300,000",,,,"-5,300,000",,,,"-9,451,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"2,200,000","4,000,000","600,000","300,000","400,000","3,900,000","5,700,000","14,200,000","45,900,000","32,447,000","14,958,000","7,037,000","25,550,000","36,474,000","5,865,000","10,269,000","13,013,000","29,601,000","9,535,000","18,976,000","54,902,000","50,662,000","55,096,000","20,013,000","28,126,000","46,175,000","10,052,000","15,183,000","5,308,000","2,691,000","20,423,000","24,890,000","3,030,000","12,217,000","15,657,000","13,520,000","9,194,000","15,730,000","7,936,000","9,164,000","0","24,723,000","9,037,000","13,400,000",,,,,"0","0","0","0","4,278,000","4,521,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"1,879,700,000","1,644,800,000","1,773,600,000","1,514,900,000","1,339,900,000","1,177,600,000","1,213,500,000","1,026,400,000","1,234,800,000","1,121,111,000","1,270,110,000","1,130,264,000","1,148,637,000","969,511,000","1,019,517,000","925,243,000","922,925,000","783,961,000","841,922,000","815,990,000","800,611,000","746,534,000","755,943,000","692,272,000","710,004,000","710,001,000","674,612,000","708,269,000","629,285,000","565,685,000","582,193,000","559,876,000","482,874,000","417,948,000","460,592,000","428,634,000","370,856,000","344,996,000","410,034,000","357,960,000","314,042,000","298,042,000","338,285,000","286,137,000","244,436,000","235,927,000","279,778,000","222,608,000","180,316,000","179,315,000","220,836,000","219,645,000","245,600,000","222,312,000","268,319,000","278,396,000","279,262,000","218,342,000","257,776,000","267,858,000","236,739,000","230,533,000","243,936,000","241,302,000","220,005,000","202,022,000","249,890,000","236,818,000","229,257,000","173,624,000","198,426,000","200,843,000","201,282,000","182,835,000","226,200,000","229,471,000","227,424,000","155,858,000","181,005,000","174,228,000","179,307,000","152,717,000","176,827,000","197,493,000","211,199,000","143,491,000","171,012,000","169,158,000","164,295,000","118,100,000","145,100,000","164,300,000","164,400,000","107,400,000","127,800,000","161,500,000","152,000,000","139,500,000","163,500,000","150,600,000","115,900,000","122,900,000","173,600,000","150,700,000","136,600,000","104,600,000","108,800,000","114,500,000","105,400,000","88,700,000","78,600,000","79,100,000","73,300,000","52,100,000","59,600,000","60,100,000","43,600,000","37,600,000","39,400,000","43,100,000","36,000,000","27,000,000","34,400,000","42,000,000","22,800,000","22,500,000","38,300,000","49,300,000","28,700,000","20,600,000","14,000,000","18,000,000"
