name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003
TotalRevenue,"770,106,000","189,881,000","212,532,000","192,867,000","174,826,000","132,070,000","136,778,000","104,993,000","169,566,000","178,009,000","203,018,000","193,842,000","188,297,000","195,545,000","202,279,000","186,430,000","219,413,000","220,971,000","216,088,000","206,057,000","212,036,000","205,123,000","194,348,000","170,058,000","169,946,000","83,366,000","72,364,000","68,255,000","71,930,000","68,919,000","57,433,000","49,889,000","47,634,000","37,430,897","31,541,000"
	OperatingRevenue,"770,106,000","189,881,000","212,532,000","192,867,000","174,826,000","132,070,000","136,778,000","104,993,000","169,566,000","178,009,000","203,018,000","193,842,000","188,297,000","195,545,000","202,279,000","186,430,000","219,413,000","220,971,000","216,088,000","206,057,000","212,036,000","205,123,000","194,348,000","170,058,000","169,946,000","83,366,000","72,364,000","68,255,000","71,930,000","68,919,000","57,433,000","49,889,000","47,634,000","37,430,897","31,541,000"
CostOfRevenue,"382,656,000","96,431,000","107,206,000","94,151,000","84,868,000","65,945,000","67,483,000","52,404,000","65,015,000","71,602,000","94,318,000","81,164,000","67,153,000","66,609,000","67,741,000","61,204,000","70,710,000","74,448,000","75,389,000","73,640,000","75,451,000","72,536,000","69,718,000","61,925,000","62,081,000","28,600,000","26,550,000","24,707,000","27,876,000","27,445,000","25,455,000","53,879,000","17,672,000","14,817,737","6,462,000"
GrossProfit,"387,450,000","93,450,000","105,326,000","98,716,000","89,958,000","66,125,000","69,295,000","52,589,000","104,551,000","106,407,000","108,700,000","112,678,000","121,144,000","128,936,000","134,538,000","125,226,000","148,703,000","146,523,000","140,699,000","132,417,000","136,585,000","132,587,000","124,630,000","108,133,000","107,865,000","54,766,000","45,814,000","43,548,000","44,054,000","41,474,000","31,978,000","-3,990,000","29,962,000","22,613,160","25,079,000"
OperatingExpense,"303,360,000","76,352,000","80,007,000","74,328,000","72,673,000","69,294,000","64,006,000","58,791,000","86,107,000","84,487,000","89,859,000","91,985,000","99,419,000","104,943,000","107,379,000","98,492,000","114,151,000","112,245,000","118,689,000","106,636,000","102,479,000","99,293,000","97,446,000","87,914,000","79,729,000","49,955,000","39,209,000","37,993,000","36,282,000","35,443,000","30,656,000","28,136,000","27,435,000","19,203,800","17,020,000"
	SellingGeneralAndAdministration,"112,547,000","28,545,000","31,724,000","27,203,000","25,075,000","23,978,000","18,907,000","15,014,000","56,661,000","54,995,000","59,826,000","-3,777,000","86,801,000","93,920,000","97,483,000","88,418,000","103,289,000","101,508,000","108,244,000","95,853,000","92,838,000","89,775,000","88,236,000","79,394,000","73,044,000","46,259,000","23,115,000","34,519,000","32,999,000","32,298,000","17,712,000","-6,515,000","25,040,000","17,412,757",
		GeneralAndAdministrativeExpense,,,,"38,516,000","36,755,000","34,531,000","27,250,000","22,219,000","56,661,000","54,995,000","59,826,000",,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,"49,920,000","48,130,000","53,167,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,"38,516,000","36,755,000","34,531,000","27,250,000","22,219,000","6,741,000","6,865,000","6,659,000",,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"48,727,000","13,773,000","11,961,000","11,313,000","11,680,000","10,553,000","8,343,000","7,205,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"142,086,000","34,034,000","36,322,000","35,812,000","35,918,000","34,763,000","36,756,000","36,572,000","10,993,000","10,895,000","10,686,000","11,073,000","10,898,000","11,023,000","9,896,000","10,074,000","10,862,000","10,737,000","10,445,000","10,783,000","9,641,000","9,518,000","9,210,000","8,520,000","6,685,000","3,696,000","3,408,000","3,474,000","3,283,000","3,145,000","2,640,000","2,463,000","2,395,000","1,791,043","1,779,000"
		DepreciationAndAmortizationInIncomeStatement,"142,086,000","34,034,000","36,322,000","35,812,000","35,918,000","34,763,000","36,756,000","36,572,000","10,993,000","10,895,000","10,686,000","11,073,000","10,898,000","11,023,000","9,896,000","10,074,000","10,862,000","10,737,000","10,445,000","10,783,000","9,641,000","9,518,000","9,210,000","8,520,000","6,685,000","3,696,000","3,408,000","3,474,000","3,283,000","3,145,000","2,640,000","2,463,000","2,395,000","1,791,043","1,779,000"
