name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016
OperatingCashFlow,"113,842,000","-30,477,000","-16,724,000","141,656,000","19,387,000","-40,728,000","-51,693,000","57,359,000","63,365,000","-58,730,000","10,718,000","27,524,000","3,386,000","17,541,000","6,701,000","50,966,000","10,682,000","27,761,000","8,944,000","24,791,000","2,635,000","-13,543,000","7,928,000","41,604,000"
	CashFlowFromContinuingOperatingActivities,"113,842,000","-30,477,000","-16,724,000","141,656,000","19,387,000","-40,728,000","-51,693,000","57,359,000","63,365,000","-58,730,000","10,718,000","27,524,000","3,386,000","17,541,000","6,701,000","50,966,000","10,682,000","27,761,000","8,944,000","24,791,000","2,635,000","-13,543,000","7,928,000","41,604,000"
		NetIncomeFromContinuingOperations,"-89,311,000","-78,040,000","-30,912,000","-1,827,000","21,468,000","-18,846,000","-21,039,000","9,541,000","-44,467,000","-33,903,000","11,431,000","-178,000","7,179,000","7,048,000","11,976,000","10,678,000","18,284,000","9,487,000","3,641,000","13,488,000","-4,507,000","-9,563,000","233,000","13,243,000"
		OperatingGainsLosses,,,,,,,,,,,,,"124,000",,,,"9,000","15,000","-1,614,000","-8,940,000","3,374,000","12,865,000","1,112,000","1,530,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,"124,000","24,000","0","0","9,000","15,000","0","131,000",,,"-34,000","27,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,"0","0","-1,614,000","-9,071,000","3,374,000","12,858,000","1,146,000","1,503,000"
		DepreciationAmortizationDepletion,"35,181,000","9,811,000","9,039,000","8,335,000","7,996,000","7,727,000","7,245,000","6,961,000","6,353,000","5,917,000","5,695,000","4,652,000","4,140,000","3,735,000","3,281,000","3,175,000","3,004,000","2,650,000","2,618,000","2,270,000","2,235,000","2,035,000","1,924,000","1,461,000"
			DepreciationAndAmortization,"35,181,000","9,811,000","9,039,000","8,335,000","7,996,000","7,727,000","7,245,000","6,961,000","6,353,000","5,917,000","5,695,000","4,652,000","4,140,000","3,735,000","3,281,000","3,175,000","3,004,000","2,650,000","2,618,000","2,270,000","2,235,000","2,035,000","1,924,000","1,461,000"
				Depreciation,"35,181,000","9,811,000","9,039,000","8,335,000","7,996,000","7,727,000","7,245,000","6,961,000","6,353,000","5,917,000","5,695,000","4,652,000","4,140,000","3,735,000","3,281,000","3,175,000","3,004,000","2,650,000","2,618,000","2,270,000","2,235,000","2,035,000","1,924,000","1,461,000"
		DeferredTax,,,,,"64,000","0","0","0","-7,966,000","-7,442,000","-2,905,000","-1,960,000","-4,371,000","-1,544,000","-1,227,000","-1,061,000","813,000","277,000","6,864,000","-1,366,000","-3,999,000","-1,882,000","-199,000","-648,000"
