name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207,000","227,000","167,000","235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"207,000","227,000","167,000","235,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"58,476,000","74,679,000","2,737,000","-21,736,000","2,796,000","3,223,000","973,000","-12,062,000","481,000","3,076,000","1,890,000","-3,216,000","3,831,000","2,714,000","3,330,000","8,614,000","1,316,000","1,002,000","-15,765,000","369,000","3,890,000","3,003,000","3,527,000","-9,116,000","4,789,000","3,519,000","3,997,000","9,150,000","1,949,000","1,967,000","2,500,000","-1,872,000","2,356,000","2,703,000","2,361,000","-12,485,000","3,100,000","3,332,000","2,820,000","2,294,000","3,499,000","3,569,000","5,049,000","10,430,000","6,302,000","9,001,000","-444,000","18,420,000","-360,000","-121,000","-519,000","24,073,000","2,322,000","-317,000","-365,000","907,000","2,795,000","-113,527,000","108,000","18,029,000","-540,000","-494,000","-389,000","6,372,000","-395,000","-416,000","-273,000",,,,,,,,,,,"0","-34,511,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000"
			DeferredIncomeTax,"58,476,000","74,679,000","2,737,000","-21,736,000","2,796,000","3,223,000","973,000","-12,062,000","481,000","3,076,000","1,890,000","-3,216,000","3,831,000","2,714,000","3,330,000","8,614,000","1,316,000","1,002,000","-15,765,000","369,000","3,890,000","3,003,000","3,527,000","-9,116,000","4,789,000","3,519,000","3,997,000","9,150,000","1,949,000","1,967,000","2,500,000","-1,872,000","2,356,000","2,703,000","2,361,000","-12,485,000","3,100,000","3,332,000","2,820,000","2,294,000","3,499,000","3,569,000","5,049,000","10,430,000","6,302,000","9,001,000","-444,000","18,420,000","-360,000","-121,000","-519,000","24,073,000","2,322,000","-317,000","-365,000","907,000","2,795,000","-113,527,000","108,000","18,029,000","-540,000","-494,000","-389,000","6,372,000","-395,000","-416,000","-273,000",,,,,,,,,,,"0","-34,511,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000"
		AssetImpairmentCharge,,,,,,,,"0",,,,,,,,,,,,"0","0","0","0","19,367,000","0","0","3,337,000","7,272,000","0","537,000","0","5,870,000","0","0","1,731,000",,,,,,,,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"24,212,000","6,292,000","5,187,000","6,087,000","6,646,000","5,725,000","4,669,000","4,940,000","5,619,000","4,271,000","4,152,000","4,218,000","4,537,000","3,075,000","2,832,000","3,035,000","3,031,000","2,856,000","2,680,000","2,926,000","2,910,000","2,592,000","2,687,000","2,287,000","2,491,000","1,360,000","2,218,000","2,345,000","2,286,000","2,092,000","1,592,000","1,313,000","1,787,000","2,798,000","1,780,000","3,401,000","4,717,000","6,198,000","1,576,000","2,168,000","1,678,000","1,798,000","1,866,000","1,727,000","2,252,000","1,848,000","1,620,000","1,573,000","1,373,000","764,000","1,846,000","2,446,000","1,817,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,"0","0","-2,741,000","-4,039,000","-8,810,000","-4,356,000","-2,143,000","-3,545,000","-281,000","-900,000","-1,469,000","-334,000","-311,000","-40,000","-76,000","-101,000","-150,000","-171,000","-43,000","-56,000","-215,000","-74,000","-943,000","-739,000","-125,000","-74,000","-154,000","-379,000","-297,000","-115,000","-116,000","-298,000","-226,000","-196,000","-406,000","-62,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"52,468,000","12,730,000","12,063,000","14,394,000","13,281,000","10,521,000","9,772,000","10,617,000","11,510,000","10,013,000","9,433,000","169,000","887,000","240,000","-34,000","-434,000","205,000","2,620,000","1,197,000","3,098,000","496,000","627,000","1,139,000","1,137,000","556,000","381,000","417,000","1,978,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,"1,072,000","32,042,000","2,333,000","7,845,000","400,898,000","1,217,000","798,000","835,000","158,000","-2,890,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,,,,,,,,"0","-100,000",,,,"100,000","-300,000","200,000",,,"0","-100,000",,,,"100,000"
		ChangeInWorkingCapital,"-271,144,000","-361,876,000","-141,924,000","55,049,000","177,607,000","-195,985,000","-80,610,000","141,341,000","77,779,000","-148,313,000","-42,090,000","94,865,000","103,371,000","-146,689,000","-13,361,000","62,150,000","53,051,000","-133,118,000","-49,920,000","52,892,000","91,658,000","-126,060,000","-31,963,000","45,114,000","100,149,000","-97,968,000","-9,945,000","7,304,000","123,285,000","-151,008,000","8,985,000","49,627,000","111,830,000","-126,135,000","28,777,000","52,610,000","66,902,000","-174,951,000","-25,808,000","24,274,000","121,420,000","-131,727,000","2,444,000","44,670,000","72,188,000","-161,018,000","6,319,000","13,565,000","63,171,000","-94,715,000","38,375,000","41,973,000","118,295,000","-101,231,000","24,224,000","59,637,000","88,573,000","-13,590,000","-112,980,000","14,758,000","89,186,000","-142,427,000","-7,110,000","78,351,000","26,440,000","-101,925,000","-4,426,000","11,639,000","40,317,000","-79,804,000","7,943,000","3,692,000","53,242,000","-61,204,000","1,955,000","4,771,000","12,431,000","-23,635,000","-4,125,000","9,740,000","32,334,000","-23,635,000","-4,125,000","22,445,000","34,825,000","-35,602,000","-14,636,000","55,651,000","17,034,000","-33,815,000","-23,300,000","11,400,000","37,800,000","-31,200,000","1,600,000","22,200,000","19,400,000","-7,200,000","-59,200,000","6,000,000","-9,400,000","-9,400,000","-800,000","-15,200,000","-27,400,000","20,600,000","-22,300,000","25,400,000","4,400,000","-4,400,000","-26,100,000","32,300,000","2,400,000","-6,000,000","10,200,000","3,100,000","-8,200,000"
			ChangeInReceivables,"26,321,000","-275,654,000","41,508,000","118,234,000","142,233,000","-260,261,000","68,929,000","111,670,000","-42,341,000","-192,972,000","32,173,000","95,260,000","66,158,000","-185,511,000","25,578,000","72,867,000","53,104,000","-157,534,000","2,822,000","41,815,000","65,085,000","-150,909,000","11,590,000","40,680,000","98,435,000","-145,407,000","33,736,000","20,375,000","99,155,000","-179,273,000","50,650,000","20,054,000","111,404,000","-180,058,000","51,255,000","49,425,000","78,825,000","-171,720,000","51,655,000","43,477,000","63,440,000","-169,953,000","56,195,000","61,459,000","69,621,000","-183,959,000","52,916,000","31,659,000","53,679,000","-148,784,000","77,578,000","52,558,000","55,789,000","-152,362,000","94,061,000","31,751,000","50,001,000","-159,738,000","64,763,000","29,475,000","55,581,000","-155,987,000","63,174,000","39,552,000","25,664,000","-102,099,000","28,850,000","22,242,000","36,883,000","-93,092,000","40,323,000","4,640,000","50,861,000","-104,280,000","32,236,000","23,188,000","12,568,000","-57,290,000","6,443,000","28,299,000","33,355,000","-57,290,000","6,443,000","23,836,000","28,020,000","-54,364,000","15,607,000","70,819,000","25,066,000","-126,973,000","37,800,000","76,400,000","48,300,000","-139,700,000","9,100,000","66,100,000","15,300,000","-72,000,000","-5,500,000","49,700,000","4,200,000","-44,600,000","-16,400,000","62,800,000","-54,200,000","-19,700,000","-4,900,000","-3,800,000","-31,200,000","6,000,000","34,100,000","200,000","-38,600,000","6,100,000","30,200,000","-400,000","-36,800,000"
				ChangesInAccountReceivables,,,,,,,,,,,,"95,260,000","66,158,000","-185,511,000","25,578,000","72,867,000","53,104,000","-157,534,000","2,822,000","41,815,000","65,085,000","-150,909,000","11,590,000","40,680,000","98,435,000","-145,407,000","33,736,000","20,375,000","99,155,000","-179,273,000","50,650,000","20,054,000","111,404,000","-180,058,000","51,255,000","49,425,000","78,825,000","-171,720,000","51,655,000","43,477,000","63,440,000","-169,953,000","56,195,000",,"69,621,000","-183,959,000","52,916,000",,"53,679,000","-148,784,000","77,578,000",,"55,789,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-203,279,000","-43,064,000","-159,932,000","-46,788,000","46,505,000","5,748,000","-137,635,000","-13,399,000","91,221,000","38,856,000","-89,327,000","154,000","55,780,000","6,506,000","-66,136,000","-231,000","43,109,000","287,000","-58,252,000","1,462,000","46,428,000","3,903,000","-67,678,000","-591,000","29,292,000","25,881,000","-61,101,000","18,194,000","42,949,000","17,128,000","-73,868,000","38,342,000","41,943,000","24,753,000","-35,340,000","21,484,000","22,900,000","-38,608,000","-67,473,000","5,025,000","45,871,000","-14,930,000","-36,130,000","13,965,000","38,100,000","-27,917,000","-55,831,000","20,477,000","24,437,000","-3,619,000","-42,522,000","28,828,000","67,512,000","13,351,000","-46,805,000","21,287,000","45,661,000","18,629,000","-55,745,000","-2,920,000","28,057,000","-2,727,000","-73,935,000","11,274,000","39,768,000","-9,375,000","-52,371,000","6,632,000","38,376,000","-16,244,000","-50,279,000","11,999,000","20,694,000","3,483,000","-26,755,000","-4,923,000","-18,683,000","13,290,000","-13,681,000","-6,725,000","31,859,000","13,290,000","-13,681,000","13,177,000","29,704,000","15,795,000","-33,232,000","-51,983,000","47,737,000","77,965,000","-61,200,000","22,600,000","70,200,000","4,800,000","-117,600,000","-18,900,000","127,600,000","-20,900,000","-71,200,000","-400,000","69,100,000","-39,600,000","-49,900,000","-51,700,000","-2,000,000","-4,700,000","-31,100,000","23,100,000","2,000,000","-38,200,000","12,300,000","23,400,000","1,200,000","-35,800,000","15,500,000","24,900,000","-4,000,000"
			ChangeInPrepaidAssets,"-80,198,000","-81,348,000","-3,635,000","-20,201,000","24,986,000","9,947,000","-1,362,000","3,676,000","7,058,000","2,014,000","-8,065,000","-2,404,000","2,533,000","8,933,000","-11,705,000","10,487,000","-4,017,000","-8,021,000","-2,252,000","-8,929,000","4,855,000","8,157,000","-1,238,000","408,000","4,744,000","8,670,000","-6,921,000","-1,506,000","3,975,000","8,304,000","-15,098,000","-1,594,000","3,119,000","14,149,000","-13,743,000","4,947,000","5,951,000","9,071,000","-15,171,000","555,000","4,205,000","16,200,000","-13,494,000","-15,175,000","4,890,000","10,230,000","-3,284,000","-12,655,000","182,000","19,098,000","-2,948,000","1,573,000","-2,174,000","4,827,000","-3,554,000","5,088,000","-4,438,000","83,307,000","-75,560,000","12,195,000","934,000","3,256,000","-10,704,000","31,121,000","-12,607,000","-2,832,000","-3,503,000","4,104,000","-768,000","-3,662,000","-2,316,000","-4,224,000","-267,000","5,184,000","-4,015,000","-3,682,000","1,138,000","11,026,000","2,972,000","-10,614,000","1,171,000","11,026,000","2,972,000","-11,083,000","-117,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"16,200,000","49,797,000","-8,640,000","-647,000","-24,310,000","59,533,000","-3,259,000","48,874,000","30,791,000","13,382,000","31,278,000","-262,000","-19,154,000","23,628,000","38,522,000","-20,362,000","-39,761,000","32,351,000","6,513,000","19,345,000","-25,013,000","13,100,000","25,443,000","1,656,000","-30,178,000","12,937,000","24,026,000","-30,699,000","-22,802,000","3,015,000","47,214,000","-6,789,000","-44,587,000","16,573,000","26,924,000","-24,726,000","-40,482,000","26,473,000","7,088,000","-24,968,000","6,917,000","36,693,000","-3,882,000","-15,555,000","-40,637,000","41,200,000","12,497,000","-26,134,000","-15,075,000","38,720,000","6,388,000","-40,827,000","-1,138,000","26,902,000","-12,769,000","15,667,000","-9,026,000","-11,013,000","392,000","-3,731,000","-9,253,000","5,495,000","20,701,000","22,845,000","-41,755,000","2,919,000","23,508,000","-3,472,000","-40,253,000","18,180,000","13,085,000","-967,000","-30,971,000","25,939,000","9,000","-798,000","3,609,000","-712,000","6,208,000","-3,158,000","-33,426,000","-712,000","6,208,000","8,733,000","-26,722,000","1,953,000","20,936,000","44,211,000","-60,025,000","9,638,000","10,200,000","-74,700,000","-89,600,000","91,300,000","106,900,000","2,000,000","-141,300,000","94,400,000","20,100,000","-33,800,000","-90,100,000","73,700,000","69,100,000","-21,000,000","20,300,000","44,100,000","14,400,000","5,300,000","31,200,000","27,300,000","-68,900,000","6,500,000","38,200,000","26,100,000","-33,500,000","-24,400,000","32,000,000"
				ChangeInPayable,"13,385,000","50,045,000","1,150,000","2,721,000","-40,531,000","52,259,000","10,134,000","22,168,000","-7,978,000","2,157,000","35,700,000","10,745,000","-21,604,000","8,477,000","32,855,000","-50,000","-41,825,000","17,653,000","23,059,000","-5,044,000","-35,140,000","6,178,000","31,863,000","5,234,000","-35,442,000","4,011,000","23,404,000","-6,451,000","-49,780,000","11,384,000","40,090,000","-1,634,000","-53,021,000","21,382,000","16,952,000","-8,321,000","-53,949,000","34,779,000","3,625,000","2,037,000","-24,885,000","27,940,000","4,713,000","1,868,000","-48,861,000","43,528,000","10,869,000","-7,524,000","-27,812,000","30,308,000","7,946,000","-7,529,000","-20,595,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"13,385,000","50,045,000","1,150,000","2,721,000","-40,531,000","52,259,000","10,134,000","22,168,000","-7,978,000","2,157,000","35,700,000","10,745,000","-21,604,000","8,477,000","32,855,000","-50,000","-41,825,000","17,653,000","23,059,000","-5,044,000","-35,140,000","6,178,000","31,863,000","5,234,000","-35,442,000","4,011,000","23,404,000","-6,451,000","-49,780,000","11,384,000","40,090,000","-1,634,000","-53,021,000","21,382,000","16,952,000","-8,321,000","-53,949,000","34,779,000","3,625,000","2,037,000","-24,885,000","27,940,000","4,713,000","1,868,000","-48,861,000","43,528,000","10,869,000","-7,524,000","-27,812,000","30,308,000","7,946,000","-7,529,000","-20,595,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
