name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
OperatingCashFlow,"98,939,000","-179,623,000","-92,458,000","72,222,000","298,798,000","-84,061,000","-36,115,000","175,353,000","181,578,000","-74,636,000","-18,022,000","112,170,000","172,123,000","-86,119,000","6,800,000","96,350,000","111,720,000","-69,745,000","-24,213,000","71,661,000","138,890,000","-82,929,000","-13,313,000","61,843,000","140,426,000","-50,362,000","-481,000","30,852,000","155,118,000","-114,373,000","15,852,000","57,616,000","128,894,000","-90,052,000","30,009,000","37,176,000","96,706,000","-134,123,000","-28,041,000","25,015,000","157,600,000","-96,925,000","3,479,000","52,511,000","104,718,000","-110,919,000","4,698,000","43,856,000","100,903,000","-53,818,000","44,288,000","88,223,000","160,229,000","-52,893,000","26,079,000","86,889,000","118,265,000","-90,478,000","352,000","41,434,000","112,960,000","-112,470,000","-3,389,000","93,281,000","66,507,000","-68,688,000","4,066,000","27,342,000","67,813,000","-52,669,000","15,173,000","20,656,000","75,875,000","-38,044,000","5,927,000","23,367,000","37,621,000","-8,436,000","-1,350,000","24,121,000","58,478,000","-8,436,000","-1,350,000","24,397,000","50,824,000","-23,607,000","-12,800,000","44,131,000","36,031,000","-16,086,000","-24,000,000","11,800,000","56,700,000","-11,200,000","6,300,000","36,700,000","43,400,000","8,700,000","-58,000,000","11,200,000","4,400,000","-3,400,000","-2,000,000","-11,800,000","-17,800,000","21,100,000","-23,900,000","27,800,000","6,000,000","-8,200,000","-27,600,000","38,000,000","4,900,000","-7,100,000","10,700,000","8,400,000","-6,300,000"
	CashFlowFromContinuingOperatingActivities,"98,939,000","-179,623,000","-92,458,000","72,222,000","298,798,000","-84,061,000","-36,115,000","175,353,000","181,578,000","-74,636,000","-18,022,000","112,170,000","172,123,000","-86,119,000","6,800,000","96,350,000","111,720,000","-69,745,000","-24,213,000","71,661,000","138,890,000","-82,929,000","-13,313,000","61,843,000","140,426,000","-50,362,000","-481,000","30,852,000","155,118,000","-114,373,000","15,852,000","57,616,000","128,894,000","-90,052,000","30,009,000","37,176,000","96,706,000","-134,123,000","-28,041,000","25,015,000","157,600,000","-96,925,000","3,479,000","52,511,000","104,718,000","-110,919,000","4,698,000","43,856,000","100,903,000","-53,818,000","44,288,000","88,223,000","160,229,000","-52,893,000","26,079,000","86,889,000","118,265,000","-90,478,000","352,000","41,434,000","112,960,000","-112,470,000","-3,389,000","93,281,000","66,507,000","-68,688,000","4,066,000","27,342,000","67,813,000","-52,669,000","15,173,000","20,656,000","75,875,000","-38,044,000","5,927,000","23,367,000","37,621,000","-8,436,000","-1,350,000","24,121,000","58,478,000","-8,436,000","-1,350,000","24,397,000","50,824,000","-23,607,000","-12,800,000","44,131,000","36,031,000","-16,086,000","-24,000,000","11,800,000","56,700,000","-11,200,000","6,300,000","36,700,000","43,400,000","8,700,000","-58,000,000","11,200,000","4,400,000","-3,400,000","-2,000,000","-11,800,000","-17,800,000","21,100,000","-23,900,000","27,800,000","6,000,000","-8,200,000","-27,600,000","38,000,000","4,900,000","-7,100,000","10,700,000","8,400,000","-6,300,000"
		NetIncomeFromContinuingOperations,"153,014,000","70,286,000","9,196,000","-3,222,000","76,754,000","73,599,000","5,642,000","13,580,000","69,337,000","43,142,000","-4,539,000","1,945,000","46,341,000","42,722,000","1,639,000","10,367,000","41,537,000","45,766,000","26,450,000","3,803,000","32,889,000","35,249,000","7,789,000","-5,893,000","26,666,000","33,435,000","-8,623,000","-4,395,000","19,123,000","23,980,000","-5,693,000","-4,190,000","5,334,000","21,489,000","-12,812,000","-22,919,000","14,406,000","22,960,000","-15,347,000","-10,409,000","23,822,000","21,967,000","-13,267,000","-11,526,000",,,"-9,678,000","-8,746,000","27,026,000","31,935,000","-2,419,000","8,036,000","31,076,000","33,020,000","-6,184,000","-13,910,000","15,648,000","20,453,000","-289,526,000","-1,695,000","15,515,000","21,450,000","-2,966,000","6,019,000","30,730,000","26,225,000","2,560,000","6,716,000","22,183,000","22,372,000","2,516,000","5,210,000","17,941,000","18,844,000","-645,000","4,599,000","132,852,000","10,936,000","-113,746,000","-111,486,000","18,367,000","10,936,000","-1,509,000","-13,049,000","7,664,000","2,694,000","-4,452,000","-30,308,000","12,875,000","12,120,000","-6,500,000","-4,300,000","13,700,000","15,500,000","-400,000","2,900,000","19,000,000","12,300,000","-500,000","2,600,000","11,800,000","5,000,000","-1,800,000","1,300,000","9,400,000","100,000","-2,400,000","1,900,000","700,000","-3,000,000","-2,600,000","5,200,000","1,800,000","-1,700,000","-500,000","4,800,000","1,400,000"
		OperatingGainsLosses,"506,000","19,000","81,000","-318,000","724,000","2,000","10,524,000","1,176,000","4,000","-1,000","-8,000","672,000","74,000","-58,000","42,000","291,000","-7,000","7,000","-18,000","-31,000","56,000","135,000","-2,145,000","375,000","-1,764,000","22,000","-14,000","40,000","547,000","71,000","44,000","-2,403,000","-1,483,000","51,000","23,000","-277,000","-174,000","222,000","776,000","282,000","-104,000","-15,000","17,000","114,000","24,000","21,000","-49,000","0","3,867,000","191,000","-30,000","4,831,000","-408,000","3,176,000","-142,000","117,000","564,000","262,000","-6,138,000","283,000","408,000","731,000","71,000","100,000","-1,647,000","1,436,000","1,020,000",,,,,,,,,"379,000","-146,923,000","0","146,748,000","147,144,000",,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"0","0","0","0","0","0","2,611,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234,000",,,,"44,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"337,000","19,000","-88,000","-318,000","724,000","2,000","-664,000","1,176,000","4,000","-1,000","-8,000","672,000","74,000","-58,000","42,000","291,000","-7,000","7,000","-18,000","-31,000","56,000","135,000","-2,145,000","375,000","-1,764,000","22,000","-14,000","40,000","547,000","71,000","44,000","-2,403,000","-1,483,000","51,000","23,000","135,000","-5,000","268,000","149,000","282,000","-104,000","-15,000","17,000",,"24,000","21,000","-49,000","0",,,"112,000",,"-1,395,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-169,000","-46,000","627,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"81,407,000","18,247,000","20,202,000","21,968,000","20,990,000","18,854,000","12,915,000","15,761,000","13,282,000","13,176,000","13,140,000","13,517,000","13,082,000","11,877,000","12,352,000","12,327,000","12,587,000","11,122,000","11,163,000","11,345,000","11,030,000","10,335,000","10,009,000","10,715,000","11,084,000","9,170,000","9,032,000","8,627,000","8,262,000","8,350,000","8,464,000","9,098,000","9,171,000","9,192,000","8,320,000","8,810,000","7,811,000","8,331,000","8,016,000","7,349,000","8,024,000","7,608,000","7,444,000","7,250,000","7,106,000","7,165,000","7,045,000","7,160,000","7,246,000","7,232,000","7,231,000","7,270,000","7,189,000","7,222,000","7,474,000","8,096,000","8,352,000","8,079,000","7,990,000","8,842,000","7,593,000","7,435,000","6,847,000","5,329,000","7,451,000","5,992,000","5,185,000","5,646,000","5,313,000","4,763,000","4,714,000","4,891,000","4,692,000","4,316,000","4,617,000","4,581,000","4,750,000","4,263,000","4,284,000","4,788,000","4,281,000","4,263,000","4,284,000","4,437,000","8,336,000","9,301,000","6,288,000","8,504,000","6,122,000","5,709,000","5,700,000","5,700,000","5,100,000","4,600,000","5,100,000","5,800,000","5,100,000","3,500,000","1,700,000","1,800,000","1,900,000","1,000,000","700,000","1,400,000","500,000","500,000","700,000","700,000","700,000","200,000","1,000,000","500,000","800,000","700,000","900,000","500,000","500,000"
			DepreciationAndAmortization,"81,407,000","18,247,000","20,202,000","21,968,000","20,990,000","18,854,000","12,915,000","15,761,000","13,282,000","13,176,000","13,140,000","13,517,000","13,082,000","11,877,000","12,352,000","12,327,000","12,587,000","11,122,000","11,163,000","11,345,000","11,030,000","10,335,000","10,009,000","10,715,000","11,084,000","9,170,000","9,032,000","8,627,000","8,262,000","8,350,000","8,464,000","9,098,000","9,171,000","9,192,000","8,320,000","8,810,000","7,811,000","8,331,000","8,016,000","7,349,000","8,024,000","7,608,000","7,444,000","7,250,000","7,106,000","7,165,000","7,045,000","7,160,000","7,246,000","7,232,000","7,231,000","7,270,000","7,189,000","7,222,000","7,474,000","8,096,000","8,352,000","8,079,000","7,990,000","8,842,000","7,593,000","7,435,000","6,847,000","5,329,000","7,451,000","5,992,000","5,185,000","5,646,000","5,313,000","4,763,000","4,714,000","4,891,000","4,692,000","4,316,000","4,617,000","4,581,000","4,750,000","4,263,000","4,284,000","4,788,000","4,281,000","4,263,000","4,284,000","4,437,000","8,336,000","9,301,000","6,288,000","8,504,000","6,122,000","5,709,000","5,700,000","5,700,000","5,100,000","4,600,000","5,100,000","5,800,000","5,100,000","3,500,000","1,700,000","1,800,000","1,900,000","1,000,000","700,000","1,400,000","500,000","500,000","700,000","700,000","700,000","200,000","1,000,000","500,000","800,000","700,000","900,000","500,000","500,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,439,000","5,086,000","4,596,000","4,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
