name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalAssets,"1,009,312,000","1,056,561,000","1,043,307,000","947,330,000","903,569,000","840,979,000","751,966,000","766,057,000","791,477,000","797,411,000","730,759,000","701,894,000","681,734,000","653,341,000","622,461,000","561,813,000","559,899,000","519,611,000","506,327,000","474,895,000","443,311,000","401,450,000","404,849,000","376,682,000","350,266,000","355,485,000","331,871,000","307,329,000","304,975,000","301,832,000","203,186,000","200,896,000","192,448,000","198,612,000","176,971,000","162,546,000","166,758,000","152,742,000","147,662,000","142,994,000","140,330,000","132,010,000","125,997,000","129,405,000","144,205,000","165,015,000","145,597,000","149,608,000","143,035,000","136,082,000","139,272,000","138,880,000","135,925,000","169,527,000","163,910,000","186,252,000","193,000,000","217,816,000","222,935,000","227,336,000","241,177,000","240,737,000","235,649,000","243,530,000","256,509,000","265,013,000","243,255,000","249,163,144","234,725,833","228,397,916","205,534,611","184,323,117","200,721,138","192,184,009","190,728,177","173,816,582","172,857,135","169,054,738","102,137,733","95,817,065","87,462,789","83,362,802","97,927,246","94,121,173","86,798,518","83,538,926","63,630,440","59,602,618"
	CurrentAssets,,,,,,,,,,"87,352,000","66,153,000","81,782,000","78,696,000","77,208,000","74,444,000","42,389,000","57,666,000","31,341,000","58,082,000","54,339,000","57,229,000","29,081,000","52,041,000","46,110,000","48,695,000","62,351,000","56,801,000","53,580,000","48,847,000","39,539,000","44,796,000","51,253,000","49,272,000","59,327,000","52,738,000","47,732,000","61,525,000","51,150,000","62,045,000","61,485,000","102,469,000","54,793,000","53,262,000","50,810,000","80,712,000","52,000,000","33,682,000","33,480,000","39,875,000","90,448,000","92,840,000","90,404,000","85,001,000","110,950,000","136,215,000","129,299,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,"37,073,000","1,762,000","3,596,000","3,585,000","3,083,000","2,316,000","2,646,000","3,575,000","2,606,000","2,464,000","3,915,000","3,550,000","5,995,000","2,051,000","2,718,000","3,221,000","3,614,000","4,308,000","3,098,000","6,092,000","8,593,000","20,813,000","7,828,000","12,306,000","14,158,000","17,242,000","10,251,000","16,930,000","15,276,000","15,125,000","18,304,000","23,061,000","15,341,000","11,363,000","13,678,000","11,701,000","13,851,000","10,382,000","7,301,000","17,170,000","9,146,000","64,528,000","68,802,000","68,234,000","62,751,000","87,411,000","78,973,000","97,024,000","20,230,000","26,680,000","29,202,000","30,438,000","33,088,000","37,544,000","33,599,000","32,235,000","43,141,000","38,036,000","57,317,000","63,880,059","51,604,907","54,131,079","42,624,980","39,205,016","44,148,128","35,164,790","37,892,875","42,082,749","46,168,953","46,224,821","36,189,460","43,402,592","35,263,256","45,622,194","32,415,339","33,173,865","38,812,301","34,697,081","22,444,693","25,049,536"
			CashAndCashEquivalents,"4,911,000","2,397,000","20,193,000","18,798,000","3,716,000","2,073,000","5,966,000","13,385,000","37,073,000","1,762,000","3,596,000","3,585,000","3,083,000","2,316,000","2,646,000","3,575,000","2,606,000","2,464,000","3,915,000","3,550,000","5,995,000","2,051,000","2,718,000","3,221,000","3,614,000","4,308,000","3,098,000","6,092,000","8,593,000","17,813,000","4,402,000","9,001,000","10,234,000","12,508,000","7,761,000","13,999,000","11,998,000","14,229,000","18,304,000","23,061,000","15,341,000","11,363,000","13,678,000","11,701,000","13,851,000","10,382,000","7,301,000","17,170,000","9,146,000","12,581,000","68,802,000","68,234,000","62,751,000","16,852,000","78,973,000","97,024,000","20,230,000","25,372,000","28,165,000","28,015,000","29,866,000","26,685,000","30,150,000","27,438,000","35,248,000","23,940,000","53,719,000","59,581,112","48,295,721","50,921,982","40,610,488","37,649,541","42,564,071","33,444,611","35,000,307","38,027,412","42,669,303","41,171,358","36,189,460","43,402,592","35,263,256","31,171,966","32,415,339","33,173,865","38,812,301","34,697,081","22,444,693","25,049,536"
				CashFinancial,"4,911,000","2,397,000","20,193,000","18,798,000","3,716,000","2,073,000","5,966,000","13,385,000","37,073,000","1,762,000","3,596,000","3,585,000","3,083,000","2,316,000","2,646,000","3,575,000","2,606,000","2,464,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,170,000",,"64,528,000","68,802,000","68,234,000","62,751,000","87,411,000","78,973,000","97,024,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,"0","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","9,000","35,000","35,000","35,000","35,000","35,000","35,000","35,000","36,000","226,000","6,000,000","3,000,000","3,426,000","3,305,000","3,924,000","4,734,000","2,490,000","2,931,000","3,278,000","896,000",,"48,485,000",,,,,,,,,,,,,,,,,,"1,308,000","1,037,000","2,423,000","3,222,000","10,859,000","3,449,000","4,797,000","7,893,000","14,096,000","3,598,000","4,298,947","3,309,186","3,209,097","2,014,492","1,555,475","1,584,057","1,720,179","2,892,568","4,055,337","3,499,650","5,053,463",,,,"14,450,228",,,,,,
		Receivables,"21,537,000","48,932,000","66,718,000","42,264,000","26,969,000","58,842,000","15,043,000","5,274,000","5,536,000","54,145,000","38,397,000","52,094,000","48,950,000","45,849,000","44,271,000","14,104,000","32,101,000","10,794,000","27,556,000","27,160,000","22,236,000","6,150,000","24,507,000","22,859,000","26,075,000","35,139,000","26,945,000","28,764,000","17,008,000","3,337,000","21,503,000","20,131,000","24,545,000","25,208,000","32,088,000","21,700,000","31,139,000","27,569,000","22,279,000","18,418,000","71,523,000","15,404,000","20,805,000","19,742,000","14,894,000","22,048,000","17,313,000","16,310,000","16,067,000","11,479,000","5,524,000","4,996,000","4,674,000","5,175,000","4,290,000","10,411,000","3,673,000","4,506,000","5,471,000","5,818,000","6,466,000","7,103,000","2,619,000","2,529,000","2,570,000","2,525,000","1,879,000","9,140,911","9,317,315","3,736,200","3,555,085","3,177,509","3,802,154","3,421,193","3,369,592","3,231,070","3,463,034","3,884,811",,,,,,,,,,
			AccountsReceivable,,,,,,,,,,"51,173,000","34,486,000","48,533,000","45,354,000","42,617,000","39,259,000","10,978,000","29,833,000","8,539,000","25,003,000","23,815,000","17,852,000","2,402,000","21,495,000","19,861,000","23,256,000","32,083,000","22,238,000","24,772,000","12,959,000","114,000","21,503,000","20,131,000","24,545,000","25,478,000","32,088,000","21,700,000","31,139,000","28,062,000","11,746,000","12,775,000","12,503,000","10,493,000","10,139,000","10,946,000","10,813,000","9,990,000","9,455,000","8,245,000","6,794,000","5,012,000","5,524,000","4,996,000","4,674,000","5,175,000","4,290,000","4,765,000","3,673,000","3,957,000","4,945,000","5,301,000","5,935,000","1,568,000","2,084,000","2,005,000","2,154,000","2,109,000","1,400,000","1,794,514","1,474,635","1,561,252","1,456,228","902,157","673,010","469,768","664,107","387,503","511,793","661,351",,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,493,000","13,408,000",,"10,801,000","10,769,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
