name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,12/31/2009
TotalAssets,"4,339,631,000","5,205,989,000","5,116,862,000","3,943,121,000","3,203,965,000","4,650,975,000","5,299,703,000","3,793,049,000","3,311,975,000","2,675,199,000","2,981,001,000","2,994,217,000","2,968,893,000","2,782,057,000","3,568,236,000","2,560,580,000","2,051,277,000","2,208,427,000","4,500,460,000","2,766,035,000","2,481,538,000","3,052,432,000","2,431,117,000","3,296,024,000","1,495,305,000","3,514,991,000","2,169,196,000","1,911,534,000","2,227,503,000","2,014,027,000","1,654,215,000","1,465,578,000","1,141,558,000","1,128,966,000","1,067,716,000","1,098,232,000","1,059,555,000","1,688,633,000","1,878,704,000","676,196,000","517,456,000","522,596,000","376,414,000","680,790,000","311,316,000","485,620,000","284,093,000","276,104,000","243,732,000"
	CurrentAssets,"1,501,160,000","2,790,173,000","3,553,650,000","2,559,581,000","1,821,351,000","3,353,100,000","4,062,731,000","2,602,705,000","2,050,524,000","1,633,852,000","1,964,735,000","1,996,440,000","1,995,573,000","1,849,268,000","2,677,821,000","1,649,777,000","1,191,012,000","1,355,786,000","3,659,931,000","1,971,866,000","1,724,393,000","2,321,661,000","1,769,449,000","2,677,585,000","943,545,000","2,968,932,000","1,613,253,000","1,373,429,000","1,709,063,000","1,513,336,000","1,187,758,000","1,013,134,000","695,647,000","669,366,000","624,164,000","631,800,000","626,418,000","1,257,600,000","1,459,873,000","505,042,000","355,787,000","366,608,000","226,370,000","541,444,000","187,734,000","368,826,000","172,964,000","139,753,000","147,278,000"
		CashCashEquivalentsAndShortTermInvestments,"141,375,000","305,635,000","318,188,000","326,518,000","277,277,000","321,097,000","294,873,000","275,202,000","205,309,000","120,685,000","65,641,000","74,184,000","109,862,000","90,058,000","165,062,000","81,531,000","193,695,000","191,218,000","85,363,000","53,338,000","50,745,000","118,756,000","83,887,000","60,993,000","98,224,000","136,988,000","60,163,000","67,789,000","65,516,000","113,354,000","84,613,000","66,275,000","63,249,000","170,563,000","60,968,000","66,289,000","65,405,000","65,027,000","99,039,000","62,545,000","47,758,000","53,817,000","86,086,000","38,234,000","43,390,000","33,285,000","20,058,000","20,862,000","10,390,000"
			CashAndCashEquivalents,"141,375,000","305,635,000","318,188,000","326,518,000","277,277,000","321,097,000","294,873,000","275,202,000","205,309,000","120,685,000","65,641,000","74,184,000","109,862,000","90,058,000","165,062,000","81,531,000","193,695,000","191,218,000","85,363,000","53,338,000","50,745,000","118,756,000","83,887,000","60,993,000","98,224,000","136,988,000","60,163,000","67,789,000","65,516,000","113,354,000","84,613,000","66,275,000","63,249,000","170,563,000","60,968,000","66,289,000","65,405,000","65,027,000","82,613,000","46,153,000","40,811,000","53,817,000","86,086,000","38,234,000","43,390,000","33,285,000","20,058,000","20,862,000","10,390,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,426,000","16,392,000","6,947,000",,,,,,,,
		Receivables,"1,169,554,000","2,292,730,000","3,051,813,000","2,070,673,000","1,389,699,000","2,875,335,000","3,621,180,000","2,188,313,000","1,692,975,000","1,382,723,000","1,769,654,000","1,787,513,000","1,750,584,000","1,622,058,000","2,387,471,000","1,432,457,000","878,267,000","1,060,032,000","3,462,287,000","1,810,359,000","1,577,435,000","2,108,194,000","1,589,259,000","2,520,490,000","760,090,000","2,754,448,000","1,474,322,000","1,227,363,000","1,553,650,000","1,318,409,000","1,022,670,000","879,197,000","570,550,000","443,725,000","510,712,000","516,134,000","518,682,000","1,151,962,000","28,443,000","17,540,000","15,140,000","18,501,000","21,094,000","21,116,000","13,364,000","13,829,000","13,166,000","12,153,000","15,790,000"
			AccountsReceivable,"249,305,000","212,019,000","106,228,000","80,196,000","59,526,000","65,735,000","51,837,000","50,188,000","52,185,000","52,146,000","56,149,000","51,982,000","52,643,000","50,419,000","49,457,000","44,804,000","30,829,000","41,693,000","34,476,000","34,794,000","35,882,000","29,459,000","28,316,000","36,300,000","21,712,000","23,844,000","27,653,000","29,290,000","28,724,000","23,234,000","29,244,000","23,522,000","23,811,000","27,592,000","26,638,000","25,704,000","29,416,000","40,933,000",,,,,,,,,,,
			LoansReceivable,"920,249,000","2,080,711,000","2,945,585,000","1,990,477,000","1,330,173,000","2,809,600,000","3,569,343,000","2,138,125,000","1,640,790,000","1,330,577,000","1,713,505,000","1,735,531,000","1,697,941,000","1,571,639,000","2,338,014,000","1,387,653,000","847,438,000","1,018,339,000","3,427,811,000","1,775,565,000","1,541,553,000","2,078,735,000","1,560,943,000","2,484,190,000","738,378,000","2,730,604,000","1,446,669,000","1,198,073,000","1,524,926,000","1,295,175,000","993,426,000","855,675,000","546,739,000","416,133,000","484,074,000","490,430,000","489,266,000","1,111,029,000",,,,,,,,,,,
		RestrictedCash,"190,231,000","191,808,000","183,649,000","162,390,000","154,375,000","156,668,000","146,678,000","139,190,000","152,240,000","130,444,000","129,440,000","134,743,000","135,127,000","137,152,000","125,288,000","135,789,000","119,050,000","104,536,000","112,281,000","108,169,000","96,213,000","94,711,000","96,303,000","96,102,000","85,231,000","77,496,000","78,768,000","78,277,000","89,897,000","81,573,000","80,475,000","67,662,000","61,848,000","55,078,000","52,484,000","49,377,000","42,331,000","40,611,000","6,991,000","4,583,000","5,083,000","7,164,000","5,302,000","3,008,000","7,287,000","4,580,000","3,241,000",,"7,516,000"
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,293,320,000","399,230,000","268,207,000","268,167,000","96,330,000",,,"302,851,000",,"94,092,000","101,939,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,080,000","21,144,000","19,599,000","18,959,000","17,558,000","479,086,000","123,693,000","14,281,000","136,499,000","12,646,000","11,643,000"
	TotalNonCurrentAssets,"2,838,471,000","2,415,816,000","1,563,212,000","1,383,540,000","1,382,614,000","1,297,875,000","1,236,972,000","1,190,344,000","1,261,451,000","1,041,347,000","1,016,266,000","997,777,000","973,320,000","932,789,000","890,415,000","910,803,000","860,265,000","852,641,000","840,529,000","794,169,000","757,145,000","730,771,000","661,668,000","618,439,000","551,760,000","546,059,000","555,943,000","538,105,000","518,440,000","500,691,000","466,457,000","452,444,000","445,911,000","459,600,000","443,552,000","466,432,000","433,137,000","431,033,000","418,831,000","171,154,000","161,669,000","155,988,000","150,044,000","139,346,000","123,582,000","116,794,000","111,129,000","136,351,000","96,454,000"
		GoodwillAndOtherIntangibleAssets,"2,096,703,000","1,836,384,000","1,271,528,000","1,183,537,000","1,172,790,000","1,113,651,000","1,056,657,000","1,029,434,000","969,743,000","901,758,000","880,472,000","871,313,000","861,395,000","847,239,000","804,265,000","796,154,000","755,557,000","759,299,000","712,480,000","697,780,000","687,200,000","619,302,000","588,018,000","559,482,000","513,090,000","503,836,000","495,912,000","487,410,000","451,364,000","452,493,000","413,919,000","410,399,000","409,226,000","414,801,000","406,939,000","404,882,000","399,714,000","379,903,000","360,595,000","149,533,000","142,621,000","137,079,000","131,588,000","119,828,000","114,077,000","107,455,000","100,981,000","91,604,000","82,825,000"
			Goodwill,"908,744,000","698,635,000","333,249,000","266,465,000","261,189,000","248,958,000","248,958,000","248,958,000","244,886,000","180,424,000","180,424,000","180,424,000","180,424,000","173,904,000","157,077,000","157,240,000","124,526,000","123,767,000","124,571,000","124,621,000","124,670,000","96,420,000","91,340,000","91,389,000","91,439,000","90,338,000","91,962,000","92,390,000","76,205,000","76,586,000","61,215,000","61,232,000","61,250,000","61,777,000","60,212,000","60,212,000","59,969,000","59,735,000","53,401,000",,,,,,,,,,
			OtherIntangibleAssets,"1,187,959,000","1,137,749,000","938,279,000","917,072,000","911,601,000","864,693,000","807,699,000","780,476,000","724,857,000","721,334,000","700,048,000","690,889,000","680,971,000","673,335,000","647,188,000","638,914,000","631,031,000","635,532,000","587,909,000","573,159,000","562,530,000","522,882,000","496,678,000","468,093,000","421,651,000","413,498,000","403,950,000","395,020,000","375,159,000","375,907,000","352,704,000","349,167,000","347,976,000","353,024,000","346,727,000","344,670,000","339,745,000","320,168,000","307,194,000","149,533,000","142,621,000","137,079,000","131,588,000","119,828,000","114,077,000","107,455,000","100,981,000","91,604,000","82,825,000"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0"
		FinancialAssets,"112,023,000","37,364,000","85,486,000","36,751,000","58,130,000","49,786,000","37,290,000","27,085,000","158,233,000","15,568,000","25,554,000","22,420,000","27,605,000","35,536,000","28,182,000","26,632,000","20,417,000","10,357,000","43,853,000","24,991,000","15,446,000","61,824,000","33,796,000","28,358,000","16,130,000","11,678,000","15,821,000","27,427,000","38,495,000","14,535,000","26,494,000","18,505,000","14,216,000","19,563,000","13,357,000","39,651,000","8,306,000","21,258,000","37,986,000","9,501,000","10,264,000","10,638,000","12,926,000","15,365,000","6,800,000","6,354,000","5,940,000","42,913,000","11,153,000"
		OtherNonCurrentAssets,"629,745,000","542,068,000","206,198,000","163,252,000","151,694,000","134,438,000","143,025,000","133,825,000","133,475,000","124,021,000","110,240,000","104,044,000","84,320,000","50,014,000","57,968,000","88,017,000","84,291,000","82,985,000","84,196,000","71,398,000","54,499,000","49,645,000","39,854,000","30,599,000","22,540,000","30,545,000","44,210,000","23,268,000","28,581,000","33,663,000","26,044,000","23,540,000","22,469,000","25,236,000","23,256,000","21,899,000","25,117,000","29,872,000","20,250,000","12,120,000","8,784,000","8,271,000","5,530,000","4,153,000","2,705,000","2,985,000","4,208,000","1,834,000","2,476,000"
