name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
TotalRevenue,"20,100,000","0","20,000,000","0","100,000","0","0","0","0","0","2,500,000","2,500,000","2,500,000","2,500,000"
	OperatingRevenue,"20,100,000","0","20,000,000","0","100,000","0","0","0","0","0","2,500,000","2,500,000","2,500,000","2,500,000"
OperatingExpense,"84,830,000","24,126,000","24,866,000","20,197,000","15,641,000","15,769,000","13,291,000","11,948,000","10,914,000","10,504,000","5,228,000","4,826,000","5,151,000","5,358,000"
	SellingGeneralAndAdministration,"23,104,000","6,048,000","6,033,000","5,365,000","5,658,000","4,274,000","3,617,000","3,553,000","3,650,000","1,977,000","1,067,000","972,000","654,000","491,000"
		GeneralAndAdministrativeExpense,"23,104,000","6,048,000","6,033,000","5,365,000","5,658,000","4,274,000","3,617,000","3,553,000","3,650,000","1,977,000","1,067,000","972,000","654,000","491,000"
			SalariesAndWages,,,,,,,,,,"642,000",,,,"291,000"
			OtherGandA,"23,104,000","6,048,000","6,033,000","5,365,000","5,658,000","4,274,000","3,617,000","3,553,000","3,650,000","1,335,000","-391,000","972,000","654,000","200,000"
	ResearchAndDevelopment,"61,726,000","18,078,000","18,833,000","14,832,000","9,983,000","11,495,000","9,674,000","8,395,000","7,264,000","8,527,000","4,161,000","3,854,000","4,497,000","4,867,000"
OperatingIncome,"-64,730,000","-24,126,000","-4,866,000","-20,197,000","-15,541,000","-15,769,000","-13,291,000","-11,948,000","-10,914,000","-10,504,000","-2,728,000","-2,326,000","-2,651,000","-2,858,000"
NetNonOperatingInterestIncomeExpense,"-4,000","-1,000","-1,000","-1,000","-1,000","-1,000","-1,000","-2,000","-1,000","-2,000","-1,000","-3,000","-2,000","-2,000"
	InterestExpenseNonOperating,"4,000","1,000","1,000","1,000","1,000","1,000","1,000","2,000","1,000","2,000",,"3,000","2,000","2,000"
	TotalOtherFinanceCost,,,,,,,,,"1,000","2,000",,,"2,000","2,000"
OtherIncomeExpense,"-350,000","-59,000","-74,000","-137,000","-80,000","-65,000","2,616,000","-86,000","158,000","-1,558,000","-22,000","-1,220,000","-200,000","-323,000"
	OtherNonOperatingIncomeExpenses,"-350,000","-59,000","-74,000","-137,000","-80,000","-65,000","2,616,000","-86,000","158,000","-1,558,000","-22,000","-1,220,000","-200,000","-323,000"
