name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010
MarketCap,"2,213,098,926","2,599,323,140","2,638,167,056","2,688,151,913","2,608,321,634","2,459,547,556","2,365,049,485","2,214,515,925","1,948,573,303","1,680,623,559","2,469,385,363","2,499,280,485","1,078,455,764","1,080,349,631","996,362,719","1,125,122,312","1,095,575,815","1,068,770,919","1,084,306,728","1,118,950,517","1,132,576,510","1,135,216,042","1,012,536,233","1,022,446,865","932,833,482","891,659,223","854,445,848","819,777,073","848,856,211","828,802,458","845,785,303","751,555,982","833,051,024","835,939,725","827,951,732","749,876,791","590,703,949","546,569,093","457,113,257","408,041,831","386,899,055","385,704,232","336,875,486","322,748,449","324,487,161","280,189,287","303,677,930","271,000,390","255,413,440"
EnterpriseValue,,,,,,,,,,,,,,"2,057,052,633","1,833,074,721","2,000,444,325","1,920,987,817","164,434,926","172,130,732","1,985,645,533","1,987,139,526","2,014,212,049","205,480,558","1,875,604,874","1,761,428,482","1,687,736,235","132,798,857","1,636,753,084","1,600,610,227","1,538,092,470","190,577,317","1,463,727,993","1,410,613,031","1,395,614,726","207,906,738","172,948,796","179,011,960","157,257,097","67,801,269","83,139,843","688,478,059","110,111,242","68,381,496","54,254,459","64,077,171","41,263,301","73,874,932","38,912,393","28,187,442"
PeRatio,"7.708","8.266","7.606","7.027","5.507","24.78","38.216",,,,,"15.966","14.59","13.545","12.036","12.584","12.365","12.17","12.552","13.737","13.956","15.654","13.827","13.17","12.725","11.388","11.549","10.725","11.189","12.359","12.451","12.176","13.615","13.118","14.156","12.464","14","12.14","11.75","14.587","12.681","14.825","14.22","13.624","11.287","12.289","12.723","10.325","9.26"
ForwardPeRatio,"10.788","11.793","12.755","13.175",,"10.152","12.626","11.82","10.493","9.166","13.774","14.728","13.908",,,,,,,,,,,,"12.27","11.751","12.151","11.468","11.521","11.312","12.469","10.142","11.186","10.917","11.806","11.087","11.862","10.627","10.989","12.255","10.256","11.416","11.312","11.186","11.455","12.626","11.723",,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.414","1.559","1.268","1.398","1.365","1.476","1.386","1.483","1.329","1.374","1.531","1.282","1.426","1.414","1.398","1.431","1.578","1.466",,
PsRatio,"7.527","8.045","7.422","7.037","5.799","19.986","31.505",,,"60.076",,"14.736","13.479","12.654","11.255","11.89","11.708","11.539","11.825","12.812","12.949","14.382","12.723","12.147","11.742","10.511","10.629","9.92","10.376","11.375","11.439","10.988","12.188","11.862","12.696","11.124","12.087","10.782","10.435","7.058","7.023","7.417","7.772","7.447","9.076","8.514","9.658","8.175","7.247"
PbRatio,"0.844","0.997","1.021","1.055","1.044","1.007","0.987","0.942","0.996","0.754","1.111","2.581","1.119","1.123","1.028","1.164","1.139","1.118","1.135","1.182","1.249","1.305","1.156","1.247","1.143","1.092","1.054","1.016","1.151","1.13","1.154","1.034","1.154","1.267","1.258","1.247","1.394","1.329","1.09","1.091","1.028","1.238","1.065","1.02","1.012","1.07","1.161","1.04","0.983"
EnterprisesValueRevenueRatio,"7.257",,,,,,,,,,,,,"106.91","92.453","116.427","82.994","6.697","7.57","83.949","92.511","91.067","10.099","107.208","89.809","107.822","5.949","78.156","81.076","79.128","11.499","68.014","80.03","89.371","12.827","12.501","12.733","11.643","6.471","-15.393","46.484","7.672","5.481","5.009","6.363","4.529","8.085","5.236","3.899"
EnterprisesValueEBITDARatio,"18.934"
