name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
OperatingCashFlow,"89,076,000","17,703,000","27,415,000","40,631,000","3,327,000","76,520,000","63,225,000","-26,038,000","69,071,000","-42,863,000","38,914,000","18,015,000","19,331,000","-9,314,000","36,361,000","23,647,000","5,655,000","8,478,000","31,384,000","35,464,000","-16,787,000","-9,713,000","42,337,000","8,860,000","8,192,000","4,400,000","35,250,000","26,366,000","-19,912,000","16,851,000","39,427,000","9,056,000","6,289,000","2,882,000","21,636,000","6,743,000","13,030,000","-2,789,000","7,673,000","20,906,000","-31,433,000","28,704,000","20,770,000","13,234,000","-20,158,000","17,029,000","21,070,000","6,362,000","-8,328,000","10,319,000","17,359,000","12,488,000","-449,000","-1,501,000","21,285,000","-2,988,000","10,818,000","2,963,000","22,187,000","-12,685,000","18,152,000","-7,775,000","25,609,000","1,897,000","-3,755,000","5,516,000","29,363,000","7,320,000","2,191,000","-5,189,000","21,005,000","4,323,000","3,177,000","627,000","17,934,000","-10,820,000","-137,000","883,000","14,688,000","151,000","98,000","12,784,000","15,295,000","3,393,000","1,180,000","2,462,000","5,775,000","6,915,000","-6,071,000","-3,509,000","2,555,000","1,600,000","-2,600,000","-1,200,000","11,700,000","2,400,000","3,300,000","1,200,000","8,000,000","3,300,000","2,900,000","-3,600,000","4,500,000","2,000,000","1,800,000","1,700,000","-2,200,000","4,700,000","3,200,000","0","-1,500,000","-8,200,000","-4,200,000","-3,000,000","-5,400,000","-4,000,000","900,000"
	CashFlowFromContinuingOperatingActivities,"89,076,000","17,703,000","27,415,000","40,631,000","3,327,000","76,520,000","63,225,000","-26,038,000","69,071,000","-42,863,000","38,914,000","18,015,000","19,331,000","-9,314,000","36,361,000","23,647,000","5,655,000","8,478,000","31,384,000","35,464,000","-16,787,000","-9,713,000","42,337,000","8,860,000","8,192,000","4,400,000","35,250,000","26,366,000","-19,912,000","16,851,000","39,427,000","9,056,000","6,289,000","2,882,000","21,636,000","6,743,000","13,030,000","-2,789,000","7,673,000","20,906,000","-31,433,000","28,704,000","20,770,000","13,234,000","-20,158,000","17,029,000","21,070,000","6,362,000","-8,328,000","10,319,000","17,359,000","12,488,000","-449,000","-1,501,000","21,285,000","-2,988,000","10,818,000","2,963,000","22,187,000","-12,685,000","18,152,000","-7,775,000","25,609,000","1,897,000","-3,755,000","5,516,000","29,363,000","7,320,000","2,191,000","-5,189,000","21,005,000","4,323,000","3,177,000","627,000","17,934,000","-10,820,000","-137,000","883,000","14,688,000","151,000","98,000","12,784,000","15,295,000","3,393,000","1,180,000","2,462,000","5,775,000","6,915,000","-6,071,000","-3,509,000","2,555,000","1,600,000","-2,600,000","-1,200,000","11,700,000","2,400,000","3,300,000","1,200,000","8,000,000","3,300,000","2,900,000","-3,600,000","4,500,000","2,000,000","1,800,000","1,700,000","-2,200,000","4,700,000","3,200,000","0","-1,500,000","-8,200,000","-4,200,000","-3,000,000","-5,400,000","-4,000,000","900,000"
		NetIncomeFromContinuingOperations,"138,536,000","26,897,000","20,591,000","46,836,000","44,212,000","43,242,000","7,443,000","14,678,000","10,060,000","-16,190,000","3,483,000","13,726,000","11,832,000","13,873,000","1,359,000","12,046,000","11,775,000","12,955,000","-3,891,000","10,697,000","3,896,000","8,231,000","-920,000","9,672,000","4,104,000","10,661,000","4,168,000","9,386,000","4,817,000","10,396,000","2,975,000","10,817,000","2,584,000","9,151,000","598,000","10,916,000","5,838,000","9,519,000","3,211,000",,,,,,,"9,919,000","4,360,000","9,096,000","4,118,000","9,247,000","2,554,000","7,498,000","982,000","4,132,000","-3,049,000","2,607,000","977,000","4,784,000","1,127,000","4,186,000","167,000","7,327,000","5,126,000","8,376,000","2,862,000","7,400,000","3,015,000","7,150,000","2,704,000","5,921,000","1,084,000","4,934,000","1,944,000","4,567,000","113,000","5,499,000","1,541,000","5,080,000","1,669,000","4,955,000","3,555,000","5,661,000","1,158,000","4,625,000","2,502,000","4,290,000","741,000","3,805,000","1,746,000","3,431,000","461,000","4,200,000","3,300,000","4,000,000","600,000","3,700,000","2,800,000","3,100,000","500,000","3,100,000","2,000,000","1,800,000","100,000","2,200,000","900,000","-8,700,000","600,000","600,000","300,000","-1,600,000","1,000,000","1,000,000","800,000","1,300,000","2,100,000","1,800,000","700,000"
		OperatingGainsLosses,"669,000","22,000","284,000","86,000","277,000","757,000","380,000","138,000","200,000","2,089,000","736,000","562,000","41,000","164,000","148,000","-1,185,000","-279,000","52,000","3,680,000","126,000","964,000","741,000","4,294,000","441,000","12,000","47,000","812,000","536,000","283,000","139,000","406,000","431,000","196,000","71,000","691,000","230,000","99,000","160,000","143,000",,,"13,000","-3,462,000","3,645,000","-729,000","1,212,000","1,144,000","849,000","329,000","652,000","494,000","1,002,000","564,000","151,000","-711,000","-969,000","-851,000","-284,000","-1,192,000","326,000","46,000","9,000","661,000","4,000","-834,000","353,000","1,223,000","484,000","1,023,000","396,000","1,102,000","251,000","-33,000","605,000","537,000","516,000","408,000","91,000","560,000","71,000","-27,000","12,000","85,000","-21,000","-70,000","67,000","22,000","30,000","-70,000","-78,000","-28,000","-100,000","-100,000","-100,000","0",,,"-100,000","100,000","0","200,000","100,000","-600,000","100,000",,"3,600,000","-100,000","-200,000","100,000",,,,,"300,000","0",,
		DepreciationAmortizationDepletion,"19,114,000","4,677,000","5,065,000","4,761,000","4,611,000","4,315,000","4,080,000","4,168,000","4,035,000","3,831,000","4,298,000","4,257,000","4,118,000","4,277,000","5,292,000","5,332,000","5,586,000","5,633,000","5,860,000","5,983,000","6,126,000","5,835,000","6,001,000","5,925,000","5,920,000","5,853,000","5,946,000","5,754,000","5,804,000","5,574,000","5,350,000","5,195,000","4,872,000","4,646,000","4,580,000","4,428,000","4,302,000","4,118,000","4,155,000","4,037,000","3,932,000","3,831,000","3,713,000","3,679,000","3,565,000","3,493,000","3,483,000","3,437,000","3,306,000","3,509,000","3,672,000","3,720,000","3,707,000","3,883,000","4,260,000","4,299,000","4,148,000","4,138,000","4,025,000","3,947,000","3,958,000","3,876,000","3,755,000","3,581,000","3,565,000","3,567,000","3,612,000","3,720,000","3,784,000","3,650,000","3,600,000","3,572,000","3,624,000","3,632,000","3,546,000","3,479,000","3,473,000","3,335,000","3,320,000","3,194,000","3,088,000","2,882,000","2,881,000","2,877,000","2,744,000","2,670,000","2,734,000","2,660,000","2,552,000","2,400,000","2,278,000","2,200,000","2,000,000","1,900,000","2,000,000","1,600,000","1,500,000","1,500,000","1,600,000","1,400,000","1,400,000","1,400,000","1,300,000","1,400,000","1,300,000","1,300,000","1,100,000","1,200,000","1,100,000","1,300,000","900,000","600,000","600,000","500,000","500,000","300,000","400,000"
			DepreciationAndAmortization,"19,114,000","4,677,000","5,065,000","4,761,000","4,611,000","4,315,000","4,080,000","4,168,000","4,035,000","3,831,000","4,298,000","4,257,000","4,118,000","4,277,000","5,292,000","5,332,000","5,586,000","5,633,000","5,860,000","5,983,000","6,126,000","5,835,000","6,001,000","5,925,000","5,920,000","5,853,000","5,946,000","5,754,000","5,804,000","5,574,000","5,350,000","5,195,000","4,872,000","4,646,000","4,580,000","4,428,000","4,302,000","4,118,000","4,155,000","4,037,000","3,932,000","3,831,000","3,713,000","3,679,000","3,565,000","3,493,000","3,483,000","3,437,000","3,306,000","3,509,000","3,672,000","3,720,000","3,707,000","3,883,000","4,260,000","4,299,000","4,148,000","4,138,000","4,025,000","3,947,000","3,958,000","3,876,000","3,755,000","3,581,000","3,565,000","3,567,000","3,612,000","3,720,000","3,784,000","3,650,000","3,600,000","3,572,000","3,624,000","3,632,000","3,546,000","3,479,000","3,473,000","3,335,000","3,320,000","3,194,000","3,088,000","2,882,000","2,881,000","2,877,000","2,744,000","2,670,000","2,734,000","2,660,000","2,552,000","2,400,000","2,278,000","2,200,000","2,000,000","1,900,000","2,000,000","1,600,000","1,500,000","1,500,000","1,600,000","1,400,000","1,400,000","1,400,000","1,300,000","1,400,000","1,300,000","1,300,000","1,100,000","1,200,000","1,100,000","1,300,000","900,000","600,000","600,000","500,000","500,000","300,000","400,000"
		DeferredTax,"5,374,000","3,108,000","454,000","983,000","829,000","670,000","648,000","1,006,000","-40,000","584,000","675,000","-658,000","1,139,000","1,463,000","-756,000","-482,000","-163,000","-39,000","2,587,000","-697,000","-303,000","-169,000","-1,437,000","1,562,000","-236,000","-1,270,000","-1,328,000","1,266,000","-1,360,000","-1,613,000","3,695,000","-863,000","-1,700,000","-1,682,000","-457,000","187,000","-52,000","-399,000","-499,000","-717,000","-1,517,000","-614,000","698,000","346,000","1,061,000","935,000","-75,000","-209,000","-411,000","-708,000","-410,000","-274,000","-247,000","-111,000","-432,000","835,000","288,000","89,000","-227,000","56,000","-55,000","-161,000","-1,115,000","-577,000","-313,000","-378,000","-473,000","-1,301,000","-1,091,000","-959,000","-1,502,000","962,000","296,000","548,000","2,036,000","23,000","-12,000","-527,000","-12,000","357,000","130,000","-179,000","287,000","514,000","-362,000","-323,000","325,000","340,000","300,000","272,000","731,000","300,000",,,"100,000","100,000","100,000","100,000","-100,000","200,000",,,"600,000","-100,000","700,000","-2,100,000","100,000",,,"-100,000","100,000",,,"0","0","0","900,000"
			DeferredIncomeTax,"5,374,000","3,108,000","454,000","983,000","829,000","670,000","648,000","1,006,000","-40,000","584,000","675,000","-658,000","1,139,000","1,463,000","-756,000","-482,000","-163,000","-39,000","2,587,000","-697,000","-303,000","-169,000","-1,437,000","1,562,000","-236,000","-1,270,000","-1,328,000","1,266,000","-1,360,000","-1,613,000","3,695,000","-863,000","-1,700,000","-1,682,000","-457,000","187,000","-52,000","-399,000","-499,000","-717,000","-1,517,000","-614,000","698,000","346,000","1,061,000","935,000","-75,000","-209,000","-411,000","-708,000","-410,000","-274,000","-247,000","-111,000","-432,000","835,000","288,000","89,000","-227,000","56,000","-55,000","-161,000","-1,115,000","-577,000","-313,000","-378,000","-473,000","-1,301,000","-1,091,000","-959,000","-1,502,000","962,000","296,000","548,000","2,036,000","23,000","-12,000","-527,000","-12,000","357,000","130,000","-179,000","287,000","514,000","-362,000","-323,000","325,000","340,000","300,000","272,000","731,000","300,000",,,"100,000","100,000","100,000","100,000","-100,000","200,000",,,"600,000","-100,000","700,000","-2,100,000","100,000",,,"-100,000","100,000",,,"0","0","0","900,000"
		AssetImpairmentCharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,000",,"119,000","588,000","184,000","52,000","1,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"5,544,000","1,240,000","1,413,000","1,432,000","1,459,000","1,227,000","1,002,000","989,000","838,000","1,054,000","1,279,000","1,767,000","1,482,000","1,958,000","2,558,000","4,201,000","2,212,000","1,191,000","2,944,000","1,146,000","881,000","46,000","384,000","1,315,000","1,488,000","635,000","1,107,000","843,000","860,000","892,000","772,000","-1,520,000","1,026,000","786,000","633,000","791,000","914,000","957,000","492,000","669,000","2,196,000","692,000","-278,000","591,000","597,000","1,225,000","1,830,000","1,240,000","1,113,000","1,285,000","891,000","537,000","450,000","-230,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
