name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
OperatingCashFlow,"236,417,000","76,572,000","28,675,000","82,108,000","49,062,000","77,555,000","68,444,000","99,760,000","67,945,000","99,129,000","66,522,000","74,962,000","67,263,000","81,400,000","55,242,000","65,490,000","42,760,000","62,455,000","50,861,000","49,757,000","46,511,000","54,787,000","54,170,000","82,982,000","65,697,000","71,223,000","111,779,000","128,489,000","52,678,000","134,634,000","99,247,000","157,519,000","68,711,000","53,892,000","127,466,000","147,623,000","57,873,000","22,742,000","245,542,000","90,656,000","15,136,000","38,591,000","45,868,000","79,275,000","-30,933,000","26,114,000","116,218,000","56,374,000","84,733,000","107,050,000","153,003,000","182,859,000","69,293,000","72,363,000","138,774,000","64,523,000","168,403,000","112,417,000","131,869,000","7,764,000","57,530,000","42,547,000","79,363,000","33,477,000","34,777,000","64,594,000","55,259,000","44,560,000","21,833,000","57,523,000","30,633,000","24,067,000","27,450,000","68,976,000","30,236,000","39,416,000","39,233,000","65,206,000","26,115,000","56,516,000","40,264,000","42,116,000","32,669,000","18,029,000","74,886,000","4,962,000","6,093,000","2,690,000"
	CashFlowFromContinuingOperatingActivities,"236,417,000","76,572,000","28,675,000","82,108,000","49,062,000","77,555,000","68,444,000","99,760,000","67,945,000","99,129,000","66,522,000","75,231,000","67,263,000","81,400,000","55,242,000","65,490,000","42,760,000","62,455,000","50,861,000","49,802,000","46,511,000","54,742,000","54,103,000","82,982,000","65,600,000","71,387,000","10,114,000","126,399,000","53,493,000","132,468,000","97,612,000","156,031,000","67,284,000","52,853,000","125,381,000","147,196,000","56,663,000","19,428,000","245,880,000","89,387,000","14,013,000","38,591,000","45,868,000","78,601,000","-30,933,000","25,452,000","116,218,000","56,374,000","88,613,000","107,050,000","153,122,000","182,859,000","68,464,000","72,363,000","138,376,000","64,523,000","168,403,000","112,815,000","131,869,000","7,764,000","57,530,000","42,547,000","79,363,000","33,477,000","34,777,000","64,594,000","55,259,000","44,560,000","21,833,000","57,523,000","30,633,000","24,067,000","27,450,000","68,976,000","30,236,000","39,416,000","39,233,000","65,206,000","26,115,000","56,516,000","40,264,000","42,116,000","32,669,000","18,029,000","74,886,000","4,962,000","6,093,000","2,690,000"
		NetIncomeFromContinuingOperations,"25,769,000","1,721,000","5,992,000","9,304,000","8,752,000","4,169,000","4,791,000","18,332,000","-30,381,000","-61,187,000","46,044,000","20,407,000","11,423,000","19,729,000","12,968,000","9,974,000","4,149,000","2,069,000","49,142,000","-12,629,000","-4,036,000","-14,013,000","-45,695,000","-10,038,000","-2,358,000","-6,726,000","-166,272,000","-23,009,000","7,535,000","22,372,000","9,792,000","24,155,000","3,094,000","16,167,000","12,358,000","27,750,000","26,079,000","25,541,000","3,116,000","8,430,000","-123,470,000","7,912,000","-62,629,000","-213,045,000","-29,655,000","-28,326,000","-125,537,000","-66,413,000","27,078,000","6,308,000","-25,491,000","22,602,000","-188,435,000","-57,900,000","-1,055,811,000","37,033,000","21,660,000","49,371,000","58,494,000","-63,416,000","25,167,000","14,324,000","20,005,000","24,960,000","20,894,000","21,797,000","17,679,000","18,136,000","-4,490,000","14,125,000","12,190,000","11,785,000","11,724,000","11,732,000","9,300,000","-1,969,000","6,925,000","8,582,000","7,660,000","10,351,000","12,319,000","13,751,000","12,793,000","10,545,000","-4,988,000","3,508,000","1,753,000","-4,664,000"
		OperatingGainsLosses,"-18,239,000","-1,481,000","-36,000","-14,696,000","-2,026,000","-9,961,000","1,514,000","-7,980,000","6,892,000","-3,920,000","-6,380,000","-8,120,000","1,460,000","-394,000","-3,077,000","-867,000","1,527,000","-938,000","-1,068,000","-1,615,000","-557,000","39,000","-3,439,000","-1,596,000","746,000","-120,000","25,269,000","-4,144,000","-7,335,000","-5,631,000","-797,000","-6,933,000","-5,953,000","-6,991,000","-8,349,000","-9,609,000","-16,096,000","-12,045,000","-7,381,000","-10,035,000","4,375,000","-43,130,000","11,151,000","-1,489,000","-390,000","-2,750,000","-6,255,000","-7,815,000","363,000","193,000","-36,776,000","-7,696,000","-4,998,000","89,178,000","627,000","-3,717,000","-8,432,000","-2,827,000","31,174,000","-20,484,000","1,100,000","526,000","1,588,000","35,000","-1,702,000","1,356,000","-626,000","457,000","28,586,000","-1,713,000","16,000","-2,435,000","1,418,000","-1,279,000","4,290,000","9,509,000","2,725,000","5,128,000","10,343,000","-277,000","5,281,000","4,822,000","4,651,000","5,033,000","11,606,000","-1,977,000","10,897,000","-1,302,000"
			GainLossOnSaleOfBusiness,"-12,950,000","0","0","-12,950,000","0","-5,995,000","0","-9,303,000","0","-3,172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","-193,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,"-706,000","-993,000","-1,195,000","-1,223,000","-2,663,000","-1,032,000","-757,000","-3,914,000","-2,062,000","420,000","-443,000","582,000","664,000","-2,402,000","-489,000","-1,897,000","-2,089,000","-1,131,000","-2,362,000","-3,553,000","-4,974,000","-11,526,000","-7,380,000","-2,758,000","-121,000","-1,445,000","-364,000","-3,652,000","-1,751,000","-390,000","-2,750,000","-2,069,000","-2,687,000","-1,325,000","-1,241,000","-25,225,000","-260,000","-6,961,000","-710,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"3,099,000","631,000","673,000","697,000","1,098,000","1,071,000","1,084,000","1,166,000","732,000","196,000","-8,000","-261,000","-392,000","-410,000","-297,000","-161,000","70,000","257,000","155,000","1,048,000","475,000","505,000","475,000","466,000","326,000","323,000","334,000","276,000","129,000","-136,000","139,000","107,000","87,000","64,000","39,000","143,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,084,000","-5,062,000","-5,006,000","0","-4,951,000","-4,909,000","-4,693,000","-4,835,000","-4,778,000","-4,722,000","-4,665,000","-4,623,000","-4,793,000","-4,728,000","-37,339,000","209,000","262,000",,,"261,000","0","348,000","0","-1,541,000","1,011,000","567,000","91,117,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"179,983,000","43,819,000","44,719,000","46,311,000","45,134,000","46,662,000","48,110,000","48,207,000","49,695,000","50,603,000","50,867,000","49,135,000","46,195,000","44,818,000","43,381,000","43,779,000","43,331,000","44,455,000","46,080,000","47,463,000","47,248,000","47,772,000","51,095,000","52,068,000","51,896,000","53,927,000","-55,930,000","94,924,000","94,325,000","95,808,000","90,337,000","98,256,000","111,956,000","85,522,000","82,803,000","81,305,000","80,751,000","82,646,000","91,579,000","85,248,000","86,712,000","87,308,000","91,698,000","91,018,000","92,676,000","90,478,000","105,012,000","98,503,000","106,188,000","91,775,000","97,028,000","87,781,000","75,037,000","92,939,000","96,452,000","92,566,000","93,478,000","91,106,000","103,035,000","98,961,000","36,384,000","35,456,000","32,275,000","31,618,000","30,477,000","30,272,000","27,456,000","26,705,000","26,089,000","24,278,000","24,455,000","23,914,000","23,447,000","22,725,000","22,178,000","22,183,000","20,698,000","16,740,000","9,901,000","20,347,000","14,672,000","12,905,000","12,405,000","12,033,000","11,924,000","8,130,000","7,082,000","7,827,000"
			DepreciationAndAmortization,"179,983,000","43,819,000","44,719,000","46,311,000","45,134,000","46,662,000","48,110,000","48,207,000","49,695,000","50,603,000","50,867,000","49,135,000","46,195,000","44,818,000","43,381,000","43,779,000","43,331,000","44,455,000","46,080,000","47,463,000","47,248,000","47,772,000","51,095,000","52,068,000","51,896,000","53,927,000","-55,930,000","94,924,000","94,325,000","95,808,000","90,337,000","98,256,000","111,956,000","85,522,000","82,803,000","81,305,000","80,751,000","82,646,000","91,579,000","85,248,000","86,712,000","87,308,000","91,698,000","91,018,000","92,676,000","90,478,000","105,012,000","98,503,000","106,188,000","91,775,000","97,028,000","87,781,000","75,037,000","92,939,000","96,452,000","92,566,000","93,478,000","91,106,000","103,035,000","98,961,000","36,384,000","35,456,000","32,275,000","31,618,000","30,477,000","30,272,000","27,456,000","26,705,000","26,089,000","24,278,000","24,455,000","23,914,000","23,447,000","22,725,000","22,178,000","22,183,000","20,698,000","16,740,000","9,901,000","20,347,000","14,672,000","12,905,000","12,405,000","12,033,000","11,924,000","8,130,000","7,082,000","7,827,000"
