name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001
		AssetImpairmentCharge,"3,700,000","0","1,700,000","0","2,000,000","0","0","4,000,000","7,400,000",,,,,,,,,,,,,,,,,,,,,,,,"100,000",,,,"0","300,000",,,"200,000","0",,,"200,000","100,000",,,"1,700,000","-300,000","3,700,000","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"37,700,000","9,900,000","10,000,000","7,600,000","10,200,000","7,100,000","7,500,000","7,700,000","5,700,000","7,800,000","8,000,000","16,700,000","6,300,000","7,600,000","7,500,000","7,800,000","7,900,000","7,600,000","8,300,000","8,500,000","7,900,000","8,100,000","8,100,000","7,900,000","7,800,000","6,900,000","6,600,000","6,400,000","5,400,000","4,400,000","4,300,000","4,100,000","4,500,000","4,500,000","4,200,000","4,500,000","3,700,000","4,200,000","4,300,000","4,300,000","3,500,000","3,200,000","3,400,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,,"300,000","700,000","-400,000","-5,800,000","-5,900,000","-5,400,000","-400,000","-13,900,000","-5,000,000","-400,000","-3,000,000","-9,200,000","100,000","-600,000","-4,700,000","-5,200,000","-2,000,000","-800,000","-400,000","-5,400,000","-600,000","-200,000","-3,000,000","-1,100,000","-200,000","-1,600,000","-600,000","-2,900,000","-1,300,000","-1,200,000","-200,000","-100,000","174,000","15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-83,100,000","33,600,000","19,700,000","29,900,000","3,300,000","5,100,000","1,200,000","-1,100,000","-6,600,000","14,100,000","3,200,000","-200,000","3,374,000","3,388,000","940,000","2,524,000","6,770,000","2,267,000","-4,446,000","764,000","1,940,000","1,198,000","-3,404,000","-6,136,000","3,072,000",,,,,,,,,,,,,,,,,,,
		ChangeInWorkingCapital,"-241,300,000","-100,700,000","-64,700,000","-35,800,000","-40,100,000","-14,200,000","-6,700,000","27,600,000","20,800,000","68,000,000","-5,200,000","31,200,000","48,300,000","5,300,000","-39,800,000","22,800,000","-74,300,000","21,600,000","-54,100,000","40,800,000","25,000,000","-3,400,000","-58,700,000","-55,200,000","6,300,000","30,300,000","-19,400,000","-23,000,000","43,800,000","11,400,000","-29,900,000","-11,000,000","34,300,000","13,200,000","-29,300,000","-11,800,000","2,900,000","24,500,000","-24,900,000","-50,600,000","15,700,000","17,200,000","-20,000,000","-9,300,000","19,600,000","14,200,000","-8,800,000","-23,700,000","14,900,000","18,200,000","-26,400,000","8,600,000","18,885,000","-5,262,000","-20,305,000","-32,579,000","59,317,000","-1,830,000","-8,241,000","-12,998,000","51,087,000","14,840,000","-8,035,000","19,000","38,046,000","12,643,000","-10,885,000","-22,014,000","34,923,000","22,943,000","20,315,000","-43,430,000","23,160,000","-9,007,000","-2,195,000","-19,005,000","36,850,000","9,563,000","19,373,000","-9,297,000","20,853,000","20,721,000","8,095,000","-5,724,000"
			ChangeInReceivables,"-92,700,000","-50,700,000","-16,700,000","40,200,000","-65,500,000","-57,700,000","-1,800,000","56,300,000","-45,400,000","53,000,000","600,000","66,300,000","25,600,000","-67,500,000","37,600,000","102,000,000","-69,300,000","-66,700,000","15,600,000","57,600,000","-47,700,000","-19,300,000","22,100,000","47,600,000","-78,700,000","-34,200,000","5,900,000","12,400,000","-20,600,000","-37,400,000","12,600,000","-700,000","-21,400,000","-43,100,000","23,100,000","-14,000,000","-19,200,000","-16,500,000","-12,500,000","-6,600,000","7,500,000","-13,900,000","5,800,000","-1,700,000","-7,300,000","-11,700,000","10,400,000","11,500,000","-19,000,000","-12,500,000","-6,300,000","8,600,000","-5,774,000","2,173,000","28,724,000","18,042,000","19,754,000","-17,955,000","13,761,000","11,013,000","-1,251,000","-45,290,000","-1,271,000","42,298,000","-21,601,000","-33,622,000","779,000","20,591,000","-21,983,000","-15,233,000","23,698,000","-3,921,000","-18,217,000","-20,663,000","14,567,000","-9,400,000","12,148,000","-7,126,000","-2,666,000","13,579,000","-13,111,000","-1,772,000","-12,985,000","-3,954,000"
				ChangesInAccountReceivables,"-92,700,000","-50,700,000","-16,700,000","40,200,000","-65,500,000","-57,700,000","-1,800,000","56,300,000","-45,400,000","53,000,000","600,000","66,300,000","25,600,000","-67,500,000","37,600,000","102,000,000","-69,300,000","-66,700,000","15,600,000","57,600,000","-47,700,000","-19,300,000","22,100,000","47,600,000","-78,700,000","-34,200,000","5,900,000","12,400,000","-20,600,000","-37,400,000","12,600,000","-700,000","-21,400,000","-43,100,000","23,100,000","-14,000,000","-19,200,000","-16,500,000","-12,500,000","-6,600,000","7,500,000","-13,900,000","5,800,000","-1,700,000","-7,300,000","-11,700,000","10,400,000","11,500,000","-19,000,000","-12,500,000","-6,300,000","8,600,000","-5,774,000","2,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-162,200,000","-56,900,000","-76,300,000","-41,300,000","12,300,000","-47,400,000","-4,500,000","4,100,000","37,000,000","-7,300,000","3,400,000","4,900,000","50,300,000","21,800,000","7,900,000","-9,200,000","-8,000,000","-73,200,000","17,900,000","-11,100,000","14,700,000","12,400,000","-19,200,000","-40,300,000","-9,800,000","-10,700,000","10,100,000","-13,600,000","31,600,000","-19,300,000","-24,500,000","-2,900,000","1,400,000","14,800,000","-20,200,000","-5,000,000","-1,800,000","-5,900,000","700,000","500,000","-24,900,000","-10,300,000","3,700,000","2,900,000","12,300,000","-3,200,000","3,400,000","-17,800,000","-5,500,000","4,200,000","-3,100,000","-4,200,000","17,875,000","14,309,000","-3,147,000","-18,753,000","4,569,000","-3,644,000","231,000","-345,000","15,390,000","3,400,000","2,404,000","-2,567,000","8,491,000","-937,000","8,859,000","-10,244,000","5,173,000","-3,370,000","13,457,000","-8,590,000","-4,410,000","-16,286,000","814,000","-14,232,000","5,144,000","2,114,000","20,367,000","418,000","-3,823,000","1,449,000","5,983,000","862,000"
			ChangeInPrepaidAssets,"-55,900,000","13,500,000","-4,100,000","-47,700,000","-17,600,000","7,000,000","12,700,000","-20,300,000","-300,000","17,200,000","-700,000","-3,300,000","-10,400,000","-1,800,000","-7,000,000","-14,800,000","100,000","9,800,000","100,000","-9,300,000","9,500,000","5,400,000","1,800,000","-10,700,000","-1,500,000","2,400,000","2,200,000","-13,600,000","-1,300,000","10,900,000","-100,000","-8,800,000","-6,500,000","9,500,000","-4,900,000","-4,700,000","2,000,000","5,700,000","-500,000","-5,300,000","-100,000","6,100,000","-2,700,000","-5,500,000","100,000","6,300,000","-300,000","-5,400,000","4,500,000","9,600,000","-7,200,000","-5,100,000","6,307,000","7,349,000","2,630,000","-4,078,000","5,105,000","3,566,000","582,000","3,496,000","1,049,000","5,093,000","-2,762,000","-8,445,000","2,129,000","-3,083,000","-348,000","-3,288,000","6,875,000","2,580,000","-5,095,000","-2,147,000","2,284,000",,,"-26,000","2,654,000","-837,000","-3,877,000","-1,722,000","-1,343,000","8,875,000","-384,000","-5,820,000"
			ChangeInPayablesAndAccruedExpense,"71,700,000","-4,500,000","45,700,000","17,700,000","12,800,000","57,000,000","4,900,000","-9,200,000","-4,900,000","-2,400,000","10,400,000","-22,700,000","-40,000,000","31,100,000","-41,100,000","-61,500,000","-10,400,000","116,900,000","-21,500,000","-32,500,000","33,100,000","-5,500,000","-25,000,000","-7,200,000","46,400,000","35,100,000","-27,000,000","10,800,000","6,100,000","21,300,000","4,500,000","-8,800,000","31,000,000","12,100,000","-100,000","-5,400,000","9,900,000","24,500,000","9,200,000","-28,400,000","29,400,000","14,100,000","-9,700,000","-4,200,000","15,600,000","12,500,000","-10,800,000","-11,800,000","30,600,000","7,400,000","-5,600,000","1,100,000","5,106,000","-5,058,000","-21,078,000","-23,386,000","17,093,000","9,460,000","-10,040,000","-21,139,000","14,480,000","15,053,000","3,431,000","-30,371,000","24,200,000","34,510,000","-16,885,000","-20,076,000","21,488,000","30,579,000","-9,871,000","-27,539,000","20,280,000","26,537,000","5,685,000","-12,094,000","9,687,000","-1,438,000","23,201,000","-27,463,000","39,347,000","13,647,000","14,601,000","13,463,000"
				ChangeInPayable,"71,700,000","-4,500,000","45,700,000","17,700,000","12,800,000","57,000,000","4,900,000","-9,200,000","-4,900,000","-2,400,000","10,400,000","-22,700,000","-40,000,000","31,100,000","-41,100,000","-61,500,000","-10,400,000","116,900,000","-21,500,000","-32,500,000","33,100,000","-5,500,000","-25,000,000","-7,200,000","46,400,000","35,100,000","-27,000,000","10,800,000","6,100,000","21,300,000","4,500,000","-8,800,000","31,000,000","12,100,000","-100,000","-5,400,000","9,900,000","24,500,000","9,200,000","-28,400,000","29,400,000","14,100,000","-9,700,000","-4,200,000","15,600,000","12,500,000","-10,800,000","-11,800,000","30,600,000","7,400,000","-5,600,000","1,100,000","5,106,000","-5,058,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"71,700,000","-4,500,000","45,700,000","17,700,000","12,800,000","57,000,000","4,900,000","-9,200,000","-4,900,000","-2,400,000","10,400,000","-22,700,000","-40,000,000","31,100,000","-41,100,000","-61,500,000","-10,400,000","116,900,000","-21,500,000","-32,500,000","33,100,000","-5,500,000","-25,000,000","-7,200,000","46,400,000","35,100,000","-27,000,000","10,800,000","6,100,000","21,300,000","4,500,000","-8,800,000","31,000,000","12,100,000","-100,000","-5,400,000","9,900,000","24,500,000","9,200,000","-28,400,000","29,400,000","14,100,000","-9,700,000","-4,200,000","15,600,000","12,500,000","-10,800,000","-11,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,420,000",,,,"-3,774,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,"7,600,000","-17,800,000","-28,300,000","9,700,000","17,300,000","-37,300,000","-1,600,000","21,700,000","37,200,000","-65,300,000","25,500,000","17,900,000","2,200,000","-37,900,000","-45,700,000","48,200,000","41,600,000","-13,400,000","-15,800,000","31,100,000","39,300,000","-17,800,000","6,700,000","34,200,000","29,900,000","-24,100,000","19,800,000","15,100,000","20,100,000","-17,600,000","-9,900,000","3,700,000","26,500,000","-13,300,000","-7,200,000","3,400,000","13,800,000","-8,000,000","-8,700,000","8,400,000","14,400,000","-3,400,000","2,400,000","-1,576,000","-23,520,000","-26,355,000","-11,077,000","9,258,000","7,549,000","-11,303,000","-16,407,000","24,859,000","41,161,000","-13,259,000","-3,622,000","24,798,000","19,880,000","-9,744,000","-11,743,000","25,140,000","7,862,000","-8,846,000","-4,638,000","23,223,000","4,880,000","-17,249,000","11,625,000","-2,382,000","23,148,000","-22,530,000","4,471,000","-217,000","-1,478,000","-2,894,000","-6,501,000"
			ChangeInOtherWorkingCapital,"-2,200,000","-2,100,000","-13,300,000","-4,700,000","17,900,000","26,900,000","-18,000,000","-3,300,000","-4,100,000","-100,000","-1,100,000","14,300,000","13,100,000","4,400,000","100,000","7,900,000","-8,400,000","-2,400,000","-900,000","10,600,000","-2,500,000","1,400,000","-500,000","1,100,000","1,700,000","-3,900,000","2,800,000","-3,200,000","-3,100,000","-3,400,000","-4,600,000","3,500,000","-4,400,000","-10,000,000","-3,100,000","-2,500,000","-3,100,000","-3,400,000","-4,200,000","-900,000","100,000","-5,300,000","-3,800,000","6,400,000","-4,500,000","-3,500,000","-3,500,000","8,500,000","-4,100,000","-4,900,000","-800,000","5,800,000","-3,053,000","-515,000","-1,079,000","6,673,000","3,538,000","-806,000","-1,472,000","10,384,000","-3,440,000","-4,577,000","3,422,000","2,726,000","29,000","-4,105,000","6,454,000","2,746,000","-1,770,000","525,000","6,972,000","3,405,000",,,,"5,122,000",,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"11,000","-299,000",,,"3,599,000","-1,000","0","652,000",,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-129,700,000","-16,100,000","-18,100,000","-9,000,000","-86,500,000","-7,500,000","-9,800,000","-14,100,000","-16,800,000","-13,500,000","-14,400,000","-315,100,000","-16,100,000","-14,900,000","-10,700,000","-11,300,000","-10,000,000","-148,400,000","-37,000,000","-10,300,000","-12,100,000","-19,300,000","-16,300,000","-1,100,000","-31,500,000","-17,900,000","-395,100,000","-260,200,000","-26,800,000","-18,600,000","-8,500,000","-18,500,000","-10,400,000","-8,300,000","-8,000,000","-7,600,000","-9,000,000","-24,400,000","-13,900,000","-11,200,000","-12,500,000","-9,400,000","-5,200,000","-8,000,000","-6,000,000","-14,200,000","-49,500,000","-42,800,000","-28,600,000","-6,200,000","-5,200,000","-4,300,000","-5,795,000","-134,358,000","-30,571,000","-12,422,000","-5,694,000","-10,257,000","-8,258,000","-6,669,000","-53,936,000","-8,603,000","-8,219,000","-7,725,000","-11,357,000","-6,213,000","-5,303,000","-785,000","-4,136,000","-6,839,000","-7,049,000","-11,374,000","-21,171,000","-11,660,000","-10,309,000","-6,443,000","-9,375,000","-5,190,000","-4,892,000","-6,882,000","-6,687,000","-10,493,000","-2,057,000","-30,652,000"
	CashFlowFromContinuingInvestingActivities,"-129,700,000","-16,100,000","-18,100,000","-9,000,000","-86,500,000","-7,500,000","-9,800,000","-14,100,000","-16,800,000","-13,500,000","-14,400,000","-315,100,000","-16,100,000","-14,900,000","-10,700,000","-11,300,000","-10,000,000","-148,400,000","-37,000,000","-10,300,000","-12,100,000","-19,300,000","-16,300,000","-1,100,000","-31,500,000","-17,900,000","-395,100,000","-260,200,000","-26,800,000","-18,600,000","-8,500,000","-18,500,000","-10,400,000","-8,300,000","-8,000,000","-7,600,000","-9,000,000","-24,400,000","-13,900,000","-11,200,000","-12,500,000","-9,400,000","-5,200,000","-8,000,000","-6,000,000","-14,200,000","-49,500,000","-42,800,000","-28,600,000","-6,200,000","-5,200,000","-4,300,000","-5,795,000","-134,358,000","-30,571,000","-12,422,000","-5,694,000","-10,257,000","-8,258,000","-6,259,000","-53,936,000","-8,603,000","-8,219,000","-7,725,000","-11,357,000","-6,213,000","-5,303,000","-785,000","-4,136,000","-6,839,000","-7,049,000","-11,374,000","-21,171,000","-11,660,000","-10,309,000","-6,443,000","-9,375,000","-5,190,000","-4,892,000","-6,882,000","-6,687,000","-10,493,000","-2,057,000","-30,652,000"
		NetPPEPurchaseAndSale,"-42,300,000","-13,900,000","-5,900,000","-9,300,000","-13,200,000","-5,100,000","-9,800,000","-11,000,000","-16,600,000","-13,400,000","-13,100,000","-11,600,000","-13,200,000","-14,900,000","-10,900,000","-14,000,000","-11,400,000","-11,300,000","-10,600,000","-10,300,000","-12,100,000","-19,300,000","-16,300,000","-14,100,000","-22,000,000","-17,900,000","-20,600,000","-21,000,000","-13,900,000","-14,300,000","-8,500,000","-18,500,000","-10,400,000","-8,300,000","-8,000,000","-7,600,000","-9,000,000","-2,200,000","-10,600,000","-11,200,000","-12,500,000","-9,400,000","-5,200,000","-4,200,000","-6,000,000","-4,300,000","-5,200,000","-6,600,000","-6,000,000","-6,200,000","-5,200,000","-4,300,000","-6,128,000","-3,329,000","-7,186,000","-4,422,000","-5,694,000","-6,757,000","-8,258,000","-6,259,000","-10,454,000","-8,644,000","-8,260,000","-7,766,000","-11,398,000","-6,323,000","-5,303,000","-785,000","-4,136,000","-6,839,000","-7,049,000","-11,374,000","-21,171,000","-11,660,000","-10,309,000","-6,443,000","-9,375,000","-5,190,000","-4,892,000","-6,882,000","-3,634,000","-6,725,000","-6,000,000","-8,765,000"
			PurchaseOfPPE,"-51,200,000","-13,900,000","-14,800,000","-9,300,000","-13,200,000","-9,400,000","-9,800,000","-11,400,000","-16,600,000","-13,400,000","-13,300,000","-11,600,000","-13,200,000","-14,900,000","-10,900,000","-14,000,000","-11,400,000","-11,300,000","-10,600,000","-10,300,000","-12,100,000","-19,400,000","-16,300,000","-19,500,000","-21,900,000","-18,000,000","-20,700,000","-23,100,000","-14,200,000","-15,300,000","-8,500,000","-18,500,000","-10,500,000","-8,300,000","-8,000,000","-8,500,000","-9,200,000","-9,500,000","-10,700,000","-11,200,000","-12,600,000","-9,400,000","-5,200,000","-4,200,000","-5,900,000","-5,600,000","-5,100,000","-6,700,000","-6,000,000","-6,400,000","-5,200,000","-4,300,000","-6,170,000","-3,342,000","-7,232,000","-4,504,000","-5,759,000","-6,795,000","-8,267,000","-6,345,000","-11,999,000","-8,801,000","-8,289,000","-7,780,000","-12,473,000","-7,072,000","-5,425,000","-3,590,000","-6,675,000","-7,161,000","-7,159,000","-11,641,000","-21,438,000","-11,923,000","-10,579,000","-9,881,000","-9,544,000","-5,160,000","-6,285,000","-7,257,000","-9,610,000","-7,416,000","-7,511,000","-8,945,000"
