name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,09/30/1991,06/30/1991,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalAssets,"7,968,000,000","5,942,400,000","5,544,300,000","5,249,800,000","4,925,400,000","4,500,300,000","4,392,300,000","4,881,000,000","5,498,900,000","5,992,400,000","5,797,500,000","5,751,200,000","5,733,200,000","5,676,900,000","6,008,000,000","5,757,000,000","5,472,100,000","5,587,800,000","5,723,100,000","5,286,000,000","5,263,600,000","5,412,600,000","5,152,500,000","4,748,500,000","4,419,700,000","4,549,400,000","4,972,900,000","5,102,500,000","4,788,000,000","4,879,980,000","5,523,665,000","5,538,530,000","5,266,966,000","4,739,277,000","4,656,400,000","4,529,138,000","4,409,257,000","4,107,751,000","4,178,465,000","3,887,894,000","3,925,804,000","3,697,246,000","3,616,896,000","3,362,058,000","3,037,783,000","2,566,450,000","2,269,015,000","1,943,443,000","1,846,892,000","1,741,228,000","1,670,416,000","1,570,467,000","1,364,512,000","1,404,626,000","1,928,302,000","2,576,652,000","2,122,206,000","1,798,046,000","1,575,266,000","1,498,786,000","1,321,826,000","1,277,400,000","1,185,306,000","1,162,536,000","1,139,809,000","1,014,001,000","1,122,081,000","850,218,000","782,203,000","712,171,000","656,920,000","563,180,000","440,304,000","357,678,000","326,258,000","300,637,000","320,839,000","298,798,000","284,185,000","257,923,000","209,693,000","232,410,000","215,630,000","222,165,000","215,573,000","221,279,000","217,470,000","226,776,000","219,500,000","216,500,000","184,100,000","165,900,000","156,900,000","155,100,000","148,700,000","143,300,000","143,000,000","137,200,000","127,500,000","123,100,000","131,600,000","118,500,000","109,100,000","112,000,000","114,800,000","100,200,000","94,900,000","89,500,000","64,700,000","59,200,000","59,300,000","53,700,000","53,500,000","53,900,000","53,500,000","54,700,000","52,800,000","56,000,000","52,100,000","55,400,000","50,900,000","44,000,000","49,900,000","40,100,000","16,300,000","9,900,000","6,800,000","3,800,000"
	CurrentAssets,"5,025,300,000","4,019,700,000","3,693,200,000","3,358,600,000","3,064,500,000","2,639,300,000","2,534,800,000","2,931,400,000","3,533,800,000","4,170,100,000","3,969,500,000","3,925,000,000","3,894,700,000","3,974,800,000","4,327,900,000","4,076,800,000","3,770,700,000","3,940,400,000","4,025,300,000","3,588,800,000","3,589,200,000","3,836,600,000","3,752,500,000","3,514,800,000","3,110,600,000","3,254,600,000","3,700,700,000","3,882,500,000","3,595,600,000","3,674,843,000","4,329,377,000","4,407,106,000","4,140,107,000","3,815,501,000","3,775,789,000","3,684,123,000","3,580,948,000","3,281,377,000","3,527,562,000","3,296,845,000","3,356,633,000","3,122,227,000","3,040,166,000","2,793,932,000","2,511,286,000","2,067,867,000","1,929,016,000","1,655,210,000","1,559,521,000","1,463,978,000","1,392,661,000","1,286,446,000","1,127,616,000","1,172,150,000","1,688,219,000","2,321,104,000","1,986,071,000","1,665,308,000","1,482,167,000","1,406,583,000","1,234,643,000","1,196,091,000","1,108,378,000","1,088,492,000","1,067,346,000","948,310,000","1,053,130,000","782,533,000","716,274,000","648,068,000","590,906,000","498,159,000","394,102,000","311,021,000","277,105,000","247,974,000","270,503,000","253,391,000","239,786,000","213,139,000","171,108,000","193,580,000","176,737,000","188,225,000","184,178,000","192,926,000","186,561,000","195,270,000","189,600,000","168,300,000","135,100,000","126,800,000","118,200,000","118,500,000","113,000,000","107,500,000","113,300,000","106,500,000","97,000,000","93,400,000","102,600,000","90,000,000","79,500,000","83,300,000","85,600,000","70,000,000","64,500,000","58,000,000","44,600,000","40,000,000","39,700,000","33,700,000","33,400,000","35,600,000","35,600,000","39,300,000","35,500,000","36,400,000","32,800,000","37,000,000","34,000,000","27,300,000","34,400,000","28,800,000","10,200,000","5,500,000","3,800,000","1,600,000"
		CashCashEquivalentsAndShortTermInvestments,"266,200,000","652,200,000","796,000,000","742,700,000","735,300,000","658,800,000","572,700,000","645,700,000","537,000,000","186,100,000","218,500,000","218,100,000","194,000,000","211,700,000","142,100,000","187,600,000","152,900,000","372,300,000","546,000,000","575,600,000","619,300,000","698,600,000","872,300,000","737,200,000","689,700,000","582,500,000","609,600,000","489,700,000","391,000,000","302,264,000","388,544,000","396,591,000","446,499,000","292,061,000","333,223,000","232,480,000","159,600,000","172,740,000","139,401,000","136,676,000","242,593,000","205,415,000","151,854,000","149,735,000","93,374,000","272,893,000","434,947,000","317,557,000","328,324,000","306,943,000","375,859,000","404,237,000","449,807,000","322,452,000","167,126,000","62,829,000","84,116,000","44,251,000","142,553,000","220,587,000","192,089,000","188,995,000","140,198,000","159,154,000","159,677,000","143,284,000","165,677,000","93,831,000","54,346,000","64,178,000","57,526,000","65,328,000","76,013,000","76,256,000","65,520,000","67,576,000","49,800,000","55,333,000","47,697,000","58,172,000","56,179,000","43,297,000","34,963,000","38,977,000","19,050,000","19,114,000","25,872,000","32,773,000","10,800,000","10,600,000","10,300,000","16,300,000","11,800,000","11,100,000","9,900,000","14,500,000","17,500,000","15,200,000","18,300,000","11,000,000","16,000,000","15,600,000","12,300,000","12,900,000","15,100,000","17,000,000","15,900,000","10,900,000","18,800,000","11,700,000","12,800,000","7,700,000","6,200,000","4,100,000","2,800,000","3,700,000","2,300,000","500,000","500,000","5,000,000","5,100,000","5,800,000","7,300,000","3,700,000","2,700,000","2,300,000","2,200,000","600,000"
			CashAndCashEquivalents,"266,200,000","652,200,000","796,000,000","742,700,000","735,300,000","658,800,000","572,700,000","645,700,000","537,000,000","186,100,000","218,500,000","218,100,000","194,000,000","211,700,000","142,100,000","187,600,000","152,900,000","372,300,000","546,000,000","575,600,000","619,300,000","698,600,000","872,300,000","737,200,000","689,700,000","582,500,000","609,600,000","489,700,000","391,000,000","302,264,000","388,544,000","396,591,000","446,499,000","292,061,000","333,223,000","232,480,000","159,600,000","172,740,000","139,401,000","136,676,000","242,593,000","205,415,000","151,854,000","149,735,000","93,374,000","272,893,000","424,869,000","297,386,000","303,080,000","298,843,000","348,504,000","352,811,000","386,328,000","314,352,000","159,026,000","54,729,000","76,016,000","36,151,000","134,453,000","220,587,000","164,545,000","176,495,000","130,198,000","159,154,000","149,677,000","133,284,000","165,677,000","93,831,000","54,346,000","64,178,000","57,526,000","65,328,000","76,013,000","76,256,000","65,520,000","67,576,000","49,800,000","55,333,000","47,697,000","58,172,000","56,179,000","43,297,000","34,963,000","38,977,000","19,050,000","19,114,000","25,872,000","32,773,000","10,800,000","10,600,000","10,300,000","16,300,000","11,800,000","11,100,000","9,900,000","14,500,000","17,500,000","15,200,000","18,300,000","11,000,000","16,000,000","15,600,000","12,300,000","12,900,000","15,100,000","17,000,000","15,900,000","10,900,000","18,800,000","11,700,000","12,800,000","7,700,000","6,200,000","4,100,000","2,800,000","3,700,000","2,300,000","500,000","500,000","5,000,000","5,100,000","5,800,000","7,300,000","3,700,000","2,700,000","2,300,000","2,200,000","600,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","10,078,000","20,171,000","25,244,000","8,100,000","27,355,000","51,426,000","63,479,000","8,100,000","8,100,000","8,100,000","8,100,000","8,100,000","8,100,000",,"27,544,000","12,500,000","10,000,000",,"10,000,000","10,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"3,510,200,000","2,355,300,000","2,032,500,000","1,835,000,000","1,669,200,000","1,238,400,000","1,244,100,000","1,415,900,000","1,985,100,000","2,891,900,000","2,688,800,000","2,747,900,000","2,728,700,000","2,739,600,000","3,106,900,000","2,951,900,000","2,666,300,000","2,705,600,000","2,583,400,000","2,241,400,000","2,209,100,000","2,344,000,000","2,062,600,000","2,030,700,000","1,673,200,000","1,812,600,000","2,039,100,000","2,358,200,000","2,202,300,000","2,307,852,000","2,837,050,000","2,921,830,000","2,771,626,000","2,538,642,000","2,514,683,000","2,587,977,000","2,494,373,000","2,193,866,000","2,380,451,000","2,124,645,000","2,290,085,000","2,160,561,000","2,256,588,000","2,065,299,000","1,947,459,000","1,441,825,000","1,163,383,000","1,115,878,000","1,035,425,000","951,398,000","864,562,000","763,349,000","587,782,000","676,100,000","1,311,305,000","2,037,900,000","1,633,346,000","1,457,187,000","1,178,623,000","1,049,366,000","933,322,000","860,084,000","829,069,000","776,359,000","758,513,000","688,129,000","772,244,000","618,803,000","580,911,000","490,780,000","434,839,000","367,526,000","252,771,000","192,119,000","167,552,000","145,901,000","182,913,000","168,905,000","165,659,000","132,586,000","95,636,000","127,432,000","120,467,000","125,863,000","137,154,000","148,751,000","139,604,000","142,250,000","140,400,000","145,200,000","114,100,000","92,900,000","89,000,000","90,000,000","87,100,000","81,600,000","81,000,000","80,400,000","69,300,000","70,800,000","73,900,000","61,700,000","59,300,000","62,700,000","62,800,000","45,500,000","41,300,000","38,800,000","18,600,000","18,100,000","17,100,000","19,900,000","21,400,000","22,100,000","24,000,000","27,000,000","25,600,000","29,600,000","26,600,000","26,800,000","24,200,000","17,600,000","23,200,000","20,600,000","6,700,000","2,700,000","1,100,000","600,000"
			AccountsReceivable,"3,510,200,000","2,355,300,000","2,032,500,000","1,835,000,000","1,669,200,000","1,238,400,000","1,244,100,000","1,415,900,000","1,985,100,000","2,891,900,000","2,688,800,000","2,747,900,000","2,728,700,000","2,739,600,000","3,106,900,000","2,951,900,000","2,666,300,000","2,705,600,000","2,583,400,000","2,241,400,000","2,209,100,000","2,344,000,000","2,062,600,000","2,030,700,000","1,673,200,000","1,812,600,000","2,039,100,000","2,358,200,000","2,202,300,000","2,307,852,000","2,837,050,000","2,921,830,000","2,771,626,000","2,538,642,000","2,514,683,000","2,587,977,000","2,494,373,000","2,193,866,000","2,380,451,000","2,124,645,000","2,290,085,000","2,160,561,000","2,166,712,000","1,982,962,000","1,892,307,000","1,386,700,000","1,163,383,000","1,115,878,000","1,035,425,000","951,398,000","864,562,000","763,349,000","587,782,000","676,100,000","1,311,305,000","1,858,732,000","1,633,346,000","1,370,656,000","1,138,372,000","1,005,303,000","886,260,000","860,084,000","829,069,000","776,359,000","758,513,000","688,129,000","683,101,000","582,645,000","541,178,000","490,780,000","434,839,000","367,526,000","245,600,000","192,119,000","167,552,000","145,901,000","182,913,000","168,905,000","165,659,000","132,586,000","95,636,000","127,432,000","120,467,000","125,863,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"3,527,400,000","2,381,400,000","2,057,900,000","1,871,100,000","1,713,000,000","1,292,200,000","1,295,900,000","1,461,500,000","2,038,000,000","2,927,400,000","2,726,100,000","2,785,900,000","2,763,700,000","2,779,000,000","3,131,500,000","2,977,300,000","2,690,900,000","2,733,400,000","2,611,700,000","2,269,100,000","2,236,500,000","2,369,000,000","2,087,000,000","2,054,500,000","1,697,400,000","1,836,500,000","2,063,900,000","2,383,500,000","2,227,600,000","2,333,544,000","2,865,079,000","2,949,782,000","2,801,003,000","2,567,830,000","2,541,692,000","2,614,055,000","2,518,503,000","2,217,585,000","2,405,639,000","2,148,464,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202,657,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-17,200,000","-26,100,000","-25,400,000","-36,100,000","-43,800,000","-53,800,000","-51,800,000","-45,600,000","-52,900,000","-35,500,000","-37,300,000","-38,000,000","-35,000,000","-39,400,000","-24,600,000","-25,400,000","-24,600,000","-27,800,000","-28,300,000","-27,700,000","-27,400,000","-25,000,000","-24,400,000","-23,800,000","-24,200,000","-23,900,000","-24,800,000","-25,300,000","-25,300,000","-25,692,000","-28,029,000","-27,952,000","-29,377,000","-29,188,000","-27,009,000","-26,078,000","-24,130,000","-23,719,000","-25,188,000","-23,819,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,538,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,876,000","82,337,000","55,152,000","55,125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
