name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
TotalAssets,"16,776,171,000","16,804,872,000","16,637,879,000","16,181,857,000","16,119,792,000","15,031,623,000","14,642,075,000","14,405,607,000","12,780,950,000","12,604,031,000","12,097,842,000","11,847,374,000","11,740,285,000","11,871,317,000","10,514,303,000","10,379,194,000","10,317,264,000","9,763,209,000","10,443,086,000","10,199,820,000","10,068,378,000","9,793,668,000","9,841,028,000","9,916,205,000","9,745,594,000","9,796,298,000","5,312,310,000","5,194,258,000","5,211,372,000","4,723,899,000","4,759,389,000","4,745,299,000","4,488,296,000","4,388,166,000","4,282,553,000","4,236,290,000","4,237,626,000","4,265,564,000","4,268,664,000","4,221,427,000","4,160,764,000","4,257,312,000","4,291,764,000","4,206,067,000","4,299,703,000","4,406,082,000","4,597,187,000","4,701,606,000","4,581,711,000","4,722,221,000","4,788,008,000","4,532,542,000","4,510,124,000","4,584,368,000","4,650,259,000","4,636,344,000","4,572,225,000","4,492,658,000","4,300,361,000","4,269,049,000","3,569,775,000","3,495,566,000","3,453,040,000","3,397,000,000","3,121,957,000","3,040,554,000","3,186,047,000","3,139,870,000","2,972,782,000","2,897,067,000","2,830,162,000","2,760,070,000","2,712,985,000","2,635,313,000","2,502,366,000","2,514,699,000","2,417,854,000","2,263,172,000","2,231,242,000","2,164,698,000","2,152,259,000","2,087,094,000","2,094,833,000","2,044,777,000","2,011,005,000","1,982,831,000","1,987,794,000","1,947,583,000","1,896,351,000","1,754,100,000","1,703,800,000","1,631,900,000","1,469,500,000","1,436,700,000","1,362,100,000","1,154,100,000","1,136,700,000","1,098,600,000","1,074,200,000","1,007,600,000","977,100,000","947,000,000","764,700,000","743,200,000","594,900,000"
TotalLiabilitiesNetMinorityInterest,"15,212,391,000","15,114,545,000","14,970,760,000","14,512,646,000","14,500,975,000","13,365,359,000","12,995,546,000","12,780,504,000","11,179,250,000","11,009,997,000","10,566,907,000","10,326,319,000","10,229,094,000","10,392,722,000","9,242,105,000","9,126,184,000","9,063,141,000","8,490,583,000","9,116,075,000","8,889,969,000","8,744,974,000","8,487,958,000","8,509,757,000","8,577,688,000","8,425,439,000","8,496,239,000","4,641,108,000","4,533,608,000","4,560,059,000","4,140,275,000","4,185,331,000","4,182,286,000","3,940,772,000","3,849,194,000","3,752,561,000","3,715,957,000","3,721,564,000","3,758,645,000","3,702,569,000","3,634,235,000","3,611,974,000","3,724,862,000","3,770,273,000","3,695,041,000","3,794,959,000","3,894,610,000","4,072,348,000","4,147,648,000","4,174,987,000","4,317,093,000","4,381,285,000","4,123,068,000","4,085,581,000","4,151,020,000","4,263,329,000","4,254,931,000","4,142,687,000","4,054,812,000","3,886,777,000","3,866,742,000","3,288,305,000","3,245,339,000","3,211,320,000","3,164,498,000","2,896,272,000","2,818,889,000","2,964,861,000","2,919,152,000","2,759,119,000","2,681,847,000","2,619,647,000","2,557,776,000","2,503,450,000","2,432,513,000","2,249,181,000","2,279,818,000","2,225,423,000","2,072,795,000","2,038,058,000","1,967,715,000","1,960,340,000","1,894,754,000","1,901,769,000","1,846,468,000","1,813,722,000","1,789,036,000","1,800,257,000","1,764,122,000","1,715,468,000","1,575,200,000","1,525,400,000","1,448,300,000","1,298,600,000","1,264,600,000","1,191,000,000","1,003,900,000","984,600,000","948,300,000","921,300,000","859,000,000","829,200,000","797,700,000","615,900,000","589,100,000","441,400,000"
TotalEquityGrossMinorityInterest,"1,563,780,000","1,690,327,000","1,667,119,000","1,669,211,000","1,618,817,000","1,666,264,000","1,646,529,000","1,625,103,000","1,601,700,000","1,594,034,000","1,530,935,000","1,521,055,000","1,511,191,000","1,478,595,000","1,272,198,000","1,253,010,000","1,254,123,000","1,272,626,000","1,327,011,000","1,309,851,000","1,323,404,000","1,305,710,000","1,331,271,000","1,338,517,000","1,320,155,000","1,300,059,000","671,202,000","660,650,000","651,313,000","583,624,000","574,058,000","563,013,000","547,524,000","538,972,000","529,992,000","520,333,000","516,062,000","506,919,000","566,095,000","587,192,000","548,790,000","532,450,000","521,491,000","511,026,000","504,744,000","511,472,000","524,839,000","553,958,000","406,724,000","405,128,000","406,723,000","409,474,000","424,543,000","433,348,000","386,930,000","381,413,000","429,538,000","437,846,000","413,584,000","402,307,000","281,470,000","250,227,000","241,720,000","232,502,000","225,685,000","221,665,000","221,186,000","220,718,000","213,663,000","215,220,000","210,515,000","202,294,000","209,535,000","202,800,000","253,185,000","234,881,000","192,431,000","190,377,000","193,184,000","196,983,000","191,919,000","192,340,000","193,064,000","198,309,000","197,283,000","193,795,000","187,537,000","183,461,000","180,883,000","178,900,000","178,400,000","183,600,000","170,900,000","172,100,000","171,100,000","150,200,000","152,100,000","150,300,000","152,900,000","148,600,000","147,900,000","149,300,000","148,800,000","154,100,000","153,500,000"
	StockholdersEquity,"1,563,780,000","1,690,327,000","1,667,119,000","1,669,211,000","1,618,817,000","1,666,264,000","1,646,529,000","1,625,103,000","1,601,700,000","1,594,034,000","1,530,935,000","1,521,055,000","1,511,191,000","1,478,595,000","1,272,198,000","1,253,010,000","1,254,123,000","1,272,626,000","1,327,011,000","1,309,851,000","1,323,404,000","1,305,710,000","1,331,271,000","1,338,517,000","1,320,155,000","1,300,059,000","671,202,000","660,650,000","651,313,000","583,624,000","574,058,000","563,013,000","547,524,000","538,972,000","529,992,000","520,333,000","516,062,000","506,919,000","566,095,000","587,192,000","548,790,000","532,450,000","521,491,000","511,026,000","504,744,000","511,472,000","524,839,000","553,958,000","406,724,000","405,128,000","406,723,000","409,474,000","424,543,000","433,348,000","386,930,000","381,413,000","429,538,000","437,846,000","413,584,000","402,307,000","281,470,000","250,227,000","241,720,000","232,502,000","225,685,000","221,665,000","221,186,000","220,718,000","213,663,000","215,220,000","210,515,000","202,294,000","209,535,000","202,800,000","198,185,000","194,881,000","192,431,000","190,377,000","193,184,000","196,983,000","191,919,000","192,340,000","193,064,000","198,309,000","197,283,000","193,795,000","187,537,000","183,461,000","180,883,000","178,900,000","178,400,000","183,600,000","170,900,000","172,100,000","171,100,000","150,200,000","152,100,000","150,300,000","152,900,000","148,600,000","147,900,000","149,300,000","148,800,000","154,100,000","153,500,000"
		CapitalStock,"1,298,212,000","1,299,381,000","1,297,145,000","1,311,455,000","1,326,269,000","1,349,879,000","1,347,612,000","1,345,096,000","1,343,699,000","1,373,940,000","1,286,711,000","1,306,888,000","1,338,386,000","1,337,436,000","1,175,250,000","1,173,656,000","1,172,960,000","1,187,127,000","1,215,482,000","1,215,316,000","1,214,517,000","1,213,837,000","1,243,205,000","1,263,085,000","1,262,050,000","1,261,174,000","628,958,000","628,327,000","627,553,000","568,882,000","568,255,000","567,483,000","566,964,000","569,028,000","568,535,000","568,408,000","568,116,000","567,907,000","639,901,000","676,476,000","661,224,000","651,851,000","643,560,000","637,633,000","633,376,000","628,457,000","625,020,000","606,336,000","453,682,000","446,958,000","444,419,000","439,243,000","434,916,000","432,655,000","306,741,000","299,425,000","292,061,000","300,486,000","282,636,000","278,447,000","161,845,000","135,149,000","132,887,000","132,284,000","131,574,000","130,573,000","128,516,000","128,210,000","127,829,000","127,460,000","125,672,000","125,438,000","124,730,000","123,375,000","121,383,000","121,384,000","121,119,000","120,554,000","120,836,000","127,250,000","126,375,000","126,844,000","129,987,000","129,843,000","131,955,000","133,839,000","120,654,000","121,153,000","121,707,000",,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0",,,,,"0","0","0","0","72,242,000","121,610,000","121,156,000","120,702,000","120,276,000","119,851,000","119,426,000","119,000,000","118,602,000","118,204,000","117,805,000","117,407,000","117,034,000","116,661,000","116,288,000","115,915,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,298,212,000","1,299,381,000","1,297,145,000","1,311,455,000","1,326,269,000","1,349,879,000","1,347,612,000","1,345,096,000","1,343,699,000","1,373,940,000","1,286,711,000","1,306,888,000","1,338,386,000","1,337,436,000","1,175,250,000","1,173,656,000","1,172,960,000","1,187,127,000","1,215,482,000","1,215,316,000","1,214,517,000","1,213,837,000","1,243,205,000","1,263,085,000","1,262,050,000","1,261,174,000","628,958,000","628,327,000","627,553,000","568,882,000","568,255,000","567,483,000","566,964,000","569,028,000","568,535,000","568,408,000","568,116,000","567,907,000","567,659,000","554,866,000","540,068,000","531,149,000","523,284,000","517,782,000","513,950,000","509,457,000","506,418,000","488,132,000","335,877,000","329,551,000","327,385,000","322,582,000","318,628,000","316,740,000","306,741,000","299,425,000","292,061,000","300,486,000","282,636,000","278,447,000","161,845,000","135,149,000","132,887,000","132,284,000","131,574,000","130,573,000","128,516,000","128,210,000","127,829,000","127,460,000","125,672,000","125,438,000","124,730,000","123,375,000","121,383,000","121,384,000","121,119,000","120,554,000","120,836,000","127,250,000","126,375,000","126,844,000","129,987,000","129,843,000","131,955,000","133,839,000","120,654,000","121,153,000","121,707,000",,,,,,,,,,,,,,,,
		RetainedEarnings,"419,659,000","390,762,000","355,035,000","319,505,000","279,582,000","247,316,000","222,959,000","201,448,000","177,922,000","186,838,000","203,704,000","178,257,000","152,911,000","134,055,000","109,942,000","84,485,000","79,773,000","90,535,000","111,405,000","94,541,000","110,783,000","95,328,000","80,053,000","63,967,000","50,230,000","39,615,000","41,269,000","32,096,000","22,623,000","15,000,000","6,780,000","-4,541,000","-18,026,000","-25,073,000","-33,701,000","-42,440,000","-51,851,000","-61,102,000","-74,212,000","-89,266,000","-112,465,000","-119,465,000","-122,384,000","-126,268,000","-126,318,000","-115,348,000","-99,575,000","-53,768,000","-45,775,000","-42,077,000","-36,402,000","-27,826,000","-9,210,000","2,150,000","82,377,000","84,204,000","139,722,000","139,636,000","133,278,000","126,249,000","122,070,000","120,206,000","114,479,000","108,626,000","101,417,000","96,783,000","101,817,000","98,124,000","95,082,000","92,327,000","88,796,000","85,494,000","82,801,000","80,286,000","77,411,000","74,966,000","72,545,000","70,813,000","73,733,000","72,054,000","70,276,000","68,104,000","65,724,000","72,853,000","69,889,000","66,893,000","78,146,000","75,074,000","72,066,000","65,600,000","62,700,000","60,000,000","57,300,000","54,300,000","75,600,000","73,000,000","70,200,000","67,700,000","65,100,000","62,600,000","60,200,000","57,600,000","57,300,000","55,400,000","53,600,000"
		GainsLossesNotAffectingRetainedEarnings,"-154,091,000","184,000","14,939,000","38,251,000","12,966,000","69,069,000","75,958,000","78,559,000","80,079,000","33,256,000","40,520,000","35,910,000","19,894,000","7,104,000","-12,994,000","-5,131,000","1,390,000","-5,036,000","124,000","-6,000","-1,896,000","-3,455,000","8,013,000","11,465,000","7,875,000","-730,000","975,000","227,000","1,137,000","-258,000","-977,000","71,000","-1,414,000","-2,996,000","-2,855,000","-3,648,000","1,784,000","2,101,000","2,393,000","1,969,000","2,018,000","2,051,000","2,302,000","1,648,000","-327,000","350,000","1,381,000","1,390,000","804,000","249,000","703,000","-1,925,000","850,000","-1,457,000","-2,188,000","-2,216,000","-2,245,000","-2,276,000","-2,330,000","-2,389,000","-2,445,000","-5,128,000","-5,646,000","-8,408,000","-7,306,000","-5,691,000","-9,147,000","-5,616,000","-9,248,000","-4,567,000","-3,953,000","-8,638,000","2,004,000","-861,000","-609,000","-1,469,000","-1,233,000","2,498,000","-1,385,000","-2,321,000","-4,732,000","-2,608,000","-2,647,000","-4,387,000","-4,561,000","-6,937,000","-11,263,000","-12,766,000","-12,890,000","-2,200,000","600,000","2,300,000",,"3,500,000","2,600,000","2,700,000","2,700,000","1,900,000","1,100,000","-400,000","600,000","200,000","100,000","800,000","800,000"
			UnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,381,000","1,390,000",,"249,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
