name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalRevenue,"240,269,166","70,101,563","64,689,186","57,064,967","42,078,561","26,896,778","15,418,403","11,148,302","9,018,847","5,129,353","2,633,480","2,833,237","4,184,295","1,284,922","444,417","1,311,368","1,118,689","1,766,685","40,592","152,612","315,579","653,784","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0",,,"12,518,810","2,634,590","4,343,044","4,031,020","12,859,302","2,807,460","6,500,000","2,600,000","8,200,000","2,834,536","9,900,000","6,600,000","8,200,000","6,724,751","5,100,000","4,000,000","3,900,000"
	OperatingRevenue,"240,269,166","70,101,563","64,689,186","61,002,085","44,476,332","24,189,244","16,620,244","12,012,872","9,659,970","4,755,221","2,772,009","2,954,555","4,298,580","1,363,685","489,080","1,462,859","1,250,028","1,960,688","171,707","152,612","315,579","653,784","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0",,,"12,518,810","2,634,590","4,343,044","4,031,020","12,859,302","2,807,460","6,500,000","2,600,000","8,200,000","2,834,536","9,900,000","6,600,000","8,200,000","6,724,751","5,100,000","4,000,000","3,900,000"
	ExciseTaxes,"452,895",,,"3,937,118","2,397,771",,"1,201,841","864,570","641,123",,"138,529","121,318","114,285","78,763","44,663","151,491","131,339","194,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CostOfRevenue,"151,505,657","49,047,882","42,166,320","30,848,899","23,107,667","21,213,064","12,076,497","9,858,676","7,947,442","6,543,445","3,523,667","3,551,281","4,837,511","1,756,321","535,503","1,123,149","974,117","1,473,611","302,519","99,119","283,309","466,433",,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0",,,"5,694,996","4,221,978","3,608,152","3,550,413","5,510,954","2,322,097","5,700,000","2,200,000","7,300,000","2,791,906","9,100,000","5,700,000","7,000,000","5,824,565","4,400,000",,
GrossProfit,"88,763,509","21,053,681","22,522,866","26,216,068","18,970,894","5,683,714","3,341,906","1,289,626","1,071,405","-1,414,092","-890,187","-718,044","-653,216","-471,399","-91,086","188,219","144,572","293,074","-261,927","53,493","32,270","187,351",,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","0","0","0",,,"6,823,814","-1,587,388","734,892","480,607","7,348,348","485,363","800,000","400,000","900,000","42,630","800,000","900,000","1,200,000","900,186","700,000",,
OperatingExpense,"51,614,147","18,422,972","11,913,045","11,987,750","9,290,380","6,144,763","3,770,713","2,999,566","2,851,594","2,881,029","1,759,907","2,526,893","2,994,125","2,982,314","2,077,499","1,767,251","1,923,901","2,095,388","1,704,959","598,017","619,096","863,601","8,876","1,236","1,158","1,820","634","942","934","861","1,363","1,095","1,149","1,356","1,001","924","975","3,868","2,723","2,849","4,539","6,229","3,111","142","8,148","1,206","3,620","3,245","11,563","2,809","4,374","3,490","1,688","7,902","-586","3,597","4,084","19,949","3,500","9,859","1,570","28,726",,,"790,021","736,956","1,555,378","983,084","784,826","844,841","400,000","500,000","600,000","499,884","600,000","400,000","600,000","309,255","300,000",,
	SellingGeneralAndAdministration,"37,911,999","14,765,818","8,187,124","8,279,738","6,679,319","5,728,329","3,354,088","2,583,881","2,441,095","2,130,533","1,816,154","2,076,513","2,539,263","2,949,169","2,049,112","1,747,878","1,908,504","2,089,535","1,702,252","596,108","618,041","863,222","6,826","1,236","1,158","1,820","634","942","934","861","1,363","1,095","1,149","1,356","1,001","924","975","3,868","2,723","2,849","4,539","6,229","3,111","142","8,148","1,206","3,620","3,245","11,563","2,809","4,374","3,490","1,688","7,902","-586","3,597","4,084","19,949",,,"1,570","28,726",,,"790,021","736,956","1,547,600","633,627","784,826","844,841","400,000","500,000","600,000","599,884","500,000","400,000","600,000","309,255","300,000",,
		GeneralAndAdministrativeExpense,"30,601,783","11,682,419","6,676,550","6,729,344","5,513,470","5,093,524","2,811,817","2,251,451","2,071,473","1,686,537","1,577,715","1,788,866","2,317,335","2,502,235","1,661,452","1,519,488","1,557,088","1,504,241","1,451,337","475,704","347,140","746,389","6,826","1,236","1,158","1,820","634","942","934","861","1,363","1,095","1,149","1,356","1,001","924","975","3,868","2,723","2,849","4,539","6,229","3,111","142","8,148","1,206","3,620","3,245","11,563","2,809",,"3,490","1,688","7,902",,,,,,,,,,,"700,269","440,197","1,377,277","484,135","606,446",,,,,,,,,,,,
			SalariesAndWages,"13,615,439","5,672,363","2,939,095","2,647,108","2,356,873","1,707,210","1,172,765","1,174,257","982,489","739,608","846,724","834,516","1,217,692","1,331,699","847,729","796,751","878,988","914,258","535,073","193,519","150,088","167,987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"16,986,344","6,010,056","3,737,455","4,082,236","3,156,597","3,386,314","1,639,052","1,077,194","1,088,984","946,929","730,991","954,350","1,099,643","1,170,536","813,723","722,737","678,100","589,983","916,264","282,185","197,052","578,402","6,826","1,236","1,158","1,820","634","942","934","861","1,363","1,095","1,149","1,356","1,001","924","975","3,868","2,723","2,849","4,539","6,229","3,111","142","8,148","1,206","3,620","3,245","11,563","2,809",,"3,490","1,688","7,902",,,,,,,,,,,"700,269","440,197","1,377,277","484,135","606,446",,,,,,,,,,,,
