name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
				AllowanceForDoubtfulAccountsReceivable,"-370,000","-117,000","-121,000","-147,000","-150,000","-58,000","-38,000","-44,000","-22,000","-20,000","-911,000","-1,665,000","-1,665,000","-410,000","-686,000","-686,000","-692,000","-692,000","-702,000","-690,000"
		Inventory,"85,284,000","84,828,000","91,853,000","95,782,000","96,510,000","101,204,000","98,482,000","85,965,000","81,014,000","93,604,000","98,203,000","74,066,000","67,773,000","50,997,000","41,233,000","33,705,000","29,354,000","36,148,000","49,443,000","65,975,000"
			RawMaterials,"59,467,000","53,934,000","49,297,000","43,597,000","45,794,000","50,904,000","43,269,000","32,233,000","28,455,000","24,000,000","13,000,000","8,407,000","8,805,000","6,524,000","4,646,000","4,371,000","4,753,000","5,135,000","8,719,000","5,037,000"
			WorkInProcess,,"0",,"1,000","14,000","19,000","0","1,000","0","17,000","5,271,000","0","148,000","571,000","17,000",,"0","7,000","11,000","103,000"
			FinishedGoods,"25,817,000","30,894,000","42,556,000","52,184,000","50,702,000","50,281,000","55,213,000","53,731,000","58,674,000","75,186,000","84,156,000","67,160,000","60,978,000","46,667,000","42,035,000","36,549,000","32,230,000","39,665,000","45,921,000","65,354,000"
			InventoriesAdjustmentsAllowances,,,,,,,,,"-6,115,000","-5,599,000","-4,224,000","-1,501,000","-2,158,000","-2,765,000","-5,465,000","-7,215,000","-7,629,000","-8,659,000","-5,208,000","-4,519,000"
		PrepaidAssets,"8,679,000","29,709,000","24,441,000","22,057,000","24,362,000","17,951,000","16,718,000","16,615,000","16,902,000","8,101,000","7,137,000","5,334,000","6,615,000","4,145,000","3,926,000","4,732,000","5,731,000","5,689,000","5,725,000","7,217,000"
		RestrictedCash,,,,,,,,,,,,"113,680,000",,,,,,,,
	TotalNonCurrentAssets,"110,869,000","113,693,000","116,624,000","117,140,000","120,431,000","122,232,000","125,405,000","127,941,000","131,177,000","135,869,000","166,853,000","60,390,000","58,876,000","57,138,000","54,585,000","53,993,000","42,823,000","44,406,000","56,004,000","55,663,000"
		NetPPE,"22,360,000","23,508,000","24,647,000","25,471,000","27,239,000","28,880,000","31,081,000","32,303,000","34,231,000","35,910,000","37,006,000","30,062,000","29,482,000","29,879,000","29,641,000","29,237,000","29,166,000","29,363,000","27,928,000","25,682,000"
			GrossPPE,"87,338,000","88,965,000","88,936,000","88,375,000","89,326,000","88,758,000","93,130,000","91,873,000","90,971,000","90,141,000","88,896,000","64,676,000","62,280,000","61,191,000","59,505,000","57,322,000","55,553,000","53,494,000","50,114,000","42,461,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000","3,091,000"
				BuildingsAndImprovements,"12,050,000","12,056,000","12,047,000","12,020,000","12,009,000","12,009,000","12,008,000","11,997,000","11,996,000","11,541,000","10,275,000","10,121,000","10,052,000","10,010,000","9,954,000","9,883,000","9,769,000","9,671,000","9,585,000","9,489,000"
				MachineryFurnitureEquipment,"64,553,000","65,772,000","65,381,000","64,699,000","65,415,000","64,210,000","67,751,000","66,092,000","65,684,000","65,090,000","64,716,000","43,179,000","40,791,000","39,634,000","37,631,000","35,628,000","34,006,000","32,006,000","28,726,000","22,256,000"
				OtherProperties,"3,384,000","3,848,000","4,232,000","4,383,000","4,639,000","5,300,000","5,836,000","6,279,000","5,816,000","6,039,000","6,455,000","6,779,000","6,992,000","7,116,000","7,507,000","7,444,000","7,392,000","7,458,000","7,541,000","6,581,000"
				Leases,"4,260,000","4,198,000","4,185,000","4,182,000","4,172,000","4,148,000","4,444,000","4,414,000","4,384,000","4,380,000","4,359,000","1,506,000","1,354,000","1,340,000","1,322,000","1,276,000","1,295,000","1,268,000","1,171,000","1,044,000"
			AccumulatedDepreciation,"-64,978,000","-65,457,000","-64,289,000","-62,904,000","-62,087,000","-59,878,000","-62,049,000","-59,570,000","-56,740,000","-54,231,000","-51,890,000","-34,614,000","-32,798,000","-31,312,000","-29,864,000","-28,085,000","-26,387,000","-24,131,000","-22,186,000","-16,779,000"
		GoodwillAndOtherIntangibleAssets,"79,792,000","81,321,000","82,838,000","84,348,000","85,874,000","86,021,000","87,046,000","88,642,000","90,068,000","91,495,000","92,368,000",,,,,,,,,
			Goodwill,"50,177,000","50,177,000","50,177,000","50,177,000","50,177,000","50,177,000","50,177,000","50,347,000","50,347,000","50,347,000","49,794,000",,,,,,,,,
			OtherIntangibleAssets,"29,615,000","31,144,000","32,661,000","34,171,000","35,697,000","35,844,000","36,869,000","38,295,000","39,721,000","41,148,000","42,574,000",,,,,,,,,
		NonCurrentAccountsReceivable,"57,000","115,000",,"65,000","65,000","143,000","156,000","324,000","522,000","575,000","937,000","1,181,000","1,997,000","2,388,000","3,062,000","3,243,000","4,326,000","4,710,000","5,528,000","6,629,000"
		NonCurrentDeferredAssets,"108,000","101,000","1,704,000","1,060,000","1,088,000","1,150,000","1,168,000","665,000","319,000","69,000","32,497,000","26,367,000","23,703,000","21,578,000","18,791,000","19,953,000","8,719,000","9,718,000","21,951,000","22,604,000"
			NonCurrentDeferredTaxesAssets,"108,000","101,000","1,704,000","1,060,000","1,088,000","1,150,000","1,168,000","665,000","319,000","69,000","32,497,000","26,367,000","23,703,000","21,578,000","18,791,000","19,953,000","8,719,000","9,718,000","19,839,000","21,140,000"
		OtherNonCurrentAssets,"8,552,000","8,648,000","7,435,000","6,196,000","6,165,000","6,038,000","5,954,000","6,007,000","6,037,000","7,820,000","4,045,000","2,780,000","3,694,000","3,293,000","3,091,000","1,560,000","612,000","615,000","597,000","748,000"
TotalLiabilitiesNetMinorityInterest,"371,937,000","386,788,000","383,696,000","387,246,000","397,771,000","416,592,000","414,886,000","392,824,000","379,937,000","405,748,000","395,525,000","366,038,000","382,332,000","399,793,000","402,128,000","398,943,000","402,036,000","419,541,000","452,965,000","557,259,000"
	CurrentLiabilities,"73,924,000","90,857,000","84,507,000","88,179,000","100,818,000","119,161,000","102,953,000","84,733,000","71,151,000","94,466,000","89,525,000","60,027,000","75,973,000","89,111,000","85,090,000","81,624,000","81,460,000","100,581,000","139,052,000","240,720,000"
		PayablesAndAccruedExpenses,"36,620,000","50,317,000","40,827,000","41,435,000","48,184,000","63,383,000","58,404,000","40,722,000","28,883,000","39,469,000","33,080,000","19,866,000","30,586,000","36,499,000","33,359,000","31,404,000","35,561,000","40,490,000","93,549,000","162,980,000"
			Payables,"25,351,000","33,078,000","26,861,000","30,120,000","35,054,000","48,729,000","44,006,000","27,098,000","18,287,000","26,640,000","21,496,000","10,541,000","21,957,000","22,070,000","22,157,000","22,266,000","24,979,000","26,612,000","9,499,000","141,036,000"
				AccountsPayable,"14,031,000","28,087,000","22,841,000","26,299,000","25,513,000","41,203,000","38,763,000","26,488,000","17,622,000","25,890,000","19,128,000","9,203,000","17,814,000","17,776,000","17,796,000","16,251,000","14,741,000","15,833,000","3,820,000","21,704,000"
				TotalTaxPayable,"11,320,000","4,991,000","4,020,000","3,821,000","9,491,000","7,463,000","5,158,000","486,000","110,000","0","1,407,000","92,000","1,568,000","958,000","172,000","841,000","1,818,000","118,000","5,679,000","11,823,000"
					IncomeTaxPayable,"11,320,000","4,991,000","4,020,000","3,821,000","9,491,000","7,463,000","5,158,000","486,000","110,000","0","1,407,000","92,000","1,568,000","958,000","172,000","841,000","1,818,000","118,000","5,679,000","11,823,000"
				DividendsPayable,,,,,"50,000","63,000","85,000","124,000","555,000","750,000","961,000","1,246,000","2,575,000","3,336,000","4,189,000","5,174,000","8,420,000","10,661,000",,"107,509,000"
			CurrentAccruedExpenses,"11,269,000","17,239,000","13,966,000","11,315,000","13,130,000","14,654,000","14,398,000","13,624,000","10,596,000","12,829,000","11,584,000","9,325,000","8,629,000","14,429,000","11,202,000","9,138,000","10,582,000","13,878,000","84,050,000","21,944,000"
		CurrentProvisions,"2,262,000","2,392,000","2,483,000","2,597,000","2,463,000","2,354,000","2,399,000","2,112,000","2,234,000","2,448,000","2,569,000","736,000","877,000","926,000","777,000","972,000","1,131,000","1,246,000",,"1,256,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"13,976,000","21,751,000","16,919,000","15,505,000","12,977,000","22,722,000","17,486,000","15,464,000","12,735,000","18,540,000","17,721,000","11,792,000","11,007,000","18,301,000","18,696,000","15,613,000","14,787,000","22,465,000",,"18,475,000"
		CurrentDebtAndCapitalLeaseObligation,"1,927,000","1,924,000","8,421,000","8,418,000","15,207,000","15,171,000","1,893,000","8,374,000","8,449,000","8,524,000","8,599,000","2,189,000","2,184,000","2,179,000","2,173,000","2,168,000","2,161,000","2,156,000","2,150,000","2,133,000"
			CurrentDebt,"1,927,000","1,924,000","8,421,000","8,418,000","15,207,000","15,171,000","1,893,000","8,374,000","8,449,000","8,524,000","8,599,000","2,189,000","2,184,000","2,179,000","2,173,000","2,168,000","2,161,000","2,156,000","2,150,000","2,133,000"
				LineOfCredit,,"0","6,500,000","6,500,000",,"6,500,000",,,,,,,,,,,,,,
				OtherCurrentBorrowings,"1,927,000","1,924,000","1,921,000","1,918,000","15,207,000","8,671,000","1,893,000","8,374,000","8,449,000","8,524,000","8,599,000","2,189,000","2,184,000","2,179,000","2,173,000","2,168,000","2,161,000","2,156,000","2,150,000","2,133,000"
		CurrentDeferredLiabilities,"19,139,000","14,473,000","15,857,000","20,224,000","21,987,000","15,531,000","22,771,000","18,061,000","18,850,000","25,485,000","27,556,000","25,444,000","31,319,000","31,206,000","30,085,000","31,467,000","27,820,000","34,224,000","43,353,000","55,876,000"
			CurrentDeferredRevenue,"19,139,000","14,473,000","15,857,000","20,224,000","21,987,000","15,531,000","22,771,000","18,061,000","18,850,000","25,485,000","27,556,000","25,444,000","31,319,000","31,206,000","30,085,000","31,467,000","27,820,000","34,224,000","43,353,000","55,876,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"298,013,000","295,931,000","299,189,000","299,067,000","296,953,000","297,431,000","311,933,000","308,091,000","308,786,000","311,282,000","306,000,000","306,011,000","306,359,000","310,682,000","317,038,000","317,319,000","320,576,000","318,960,000","313,913,000","316,539,000"
		LongTermDebtAndCapitalLeaseObligation,"273,710,000","274,193,000","274,672,000","275,153,000","275,575,000","276,085,000","289,831,000","283,805,000","284,282,000","284,756,000","285,224,000","292,179,000","292,731,000","293,280,000","293,824,000","294,368,000","294,915,000","295,459,000","295,997,000","297,618,000"
			LongTermDebt,"273,710,000","274,193,000","274,672,000","275,153,000","275,575,000","276,085,000","289,831,000","283,805,000","284,282,000","284,756,000","285,224,000","292,179,000","292,731,000","293,280,000","293,824,000","294,368,000","294,915,000","295,459,000","295,997,000","297,618,000"
		NonCurrentDeferredLiabilities,"12,140,000","12,305,000","11,576,000","12,687,000","10,496,000","10,802,000","11,585,000","12,712,000","13,315,000","13,576,000","13,139,000","8,801,000","8,504,000","12,479,000","14,094,000","15,120,000","16,576,000","14,691,000","15,852,000","18,458,000"
			NonCurrentDeferredTaxesLiabilities,"5,666,000","5,293,000","6,504,000","7,359,000","7,362,000","7,282,000","8,259,000","9,166,000","9,166,000","8,993,000","7,064,000",,,,,,,,,
			NonCurrentDeferredRevenue,"6,474,000","7,012,000","5,072,000","5,328,000","3,134,000","3,520,000","3,326,000","3,546,000","4,149,000","4,583,000","6,075,000","8,801,000","8,504,000","12,479,000","14,094,000","15,120,000","16,576,000","14,691,000","15,852,000","18,458,000"
		TradeandOtherPayablesNonCurrent,"10,389,000","7,732,000","11,359,000","9,921,000","9,716,000","9,520,000","9,683,000","10,887,000","10,667,000","12,381,000","7,126,000","5,031,000","5,124,000","4,923,000","9,120,000","7,831,000","9,085,000","8,810,000","2,064,000","463,000"
		OtherNonCurrentLiabilities,"1,774,000","1,701,000","1,582,000","1,306,000","1,166,000","1,024,000","834,000","687,000","522,000","569,000","511,000",,,,,,,,,
TotalEquityGrossMinorityInterest,"49,581,000","81,919,000","86,545,000","81,957,000","80,835,000","76,374,000","47,878,000","39,712,000","38,921,000","38,564,000","62,974,000","69,613,000","65,434,000","74,856,000","85,716,000","107,264,000","71,833,000","50,156,000","-60,730,000","25,776,000"
	StockholdersEquity,"49,581,000","81,919,000","86,545,000","81,957,000","80,835,000","76,374,000","47,878,000","39,712,000","38,921,000","38,564,000","62,974,000","69,613,000","65,434,000","74,856,000","85,716,000","107,264,000","71,833,000","50,156,000","-60,730,000","25,776,000"
		CapitalStock,"88,000","88,000","88,000","87,000","86,000","85,000","85,000","85,000","85,000","84,000","84,000","84,000","84,000","83,000","85,000","86,000","82,000","81,000","74,000","97,512,000"
			PreferredStock,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","97,479,000"
			CommonStock,"88,000","88,000","88,000","87,000","86,000","85,000","85,000","85,000","85,000","84,000","84,000","84,000","84,000","83,000","85,000","86,000","82,000","81,000","74,000","33,000"
		AdditionalPaidInCapital,"194,973,000","193,654,000","191,399,000","185,809,000","182,088,000","183,041,000","179,382,000","175,496,000","171,914,000","169,561,000","166,565,000","163,526,000","159,992,000","156,939,000","153,580,000","147,211,000","131,536,000","128,798,000","47,436,000","0"
		RetainedEarnings,"-131,640,000","-99,056,000","-100,583,000","-99,707,000","-96,514,000","-102,263,000","-125,457,000","-128,930,000","-125,902,000","-127,064,000","-101,404,000","-92,906,000","-94,197,000","-81,008,000","-66,523,000","-39,724,000","-61,141,000","-78,917,000","-107,780,000","-69,997,000"
		TreasuryStock,"14,837,000","13,645,000","4,826,000","4,826,000","4,826,000","4,826,000","4,826,000","4,826,000","4,793,000","1,795,000",,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"997,000","878,000","467,000","594,000","1,000","337,000","-1,306,000","-2,113,000","-2,383,000","-2,222,000","-2,271,000","-1,091,000","-445,000","-1,158,000","-1,426,000","-309,000","1,356,000","194,000","-460,000","-1,739,000"
TotalCapitalization,"323,291,000","356,112,000","361,217,000","357,110,000","356,410,000","352,459,000","337,709,000","323,517,000","323,203,000","323,320,000","348,198,000","361,792,000","358,165,000","368,136,000","379,540,000","401,632,000","366,748,000","345,615,000","235,267,000","323,394,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,"97,479,000"
CommonStockEquity,"49,581,000","81,919,000","86,545,000","81,957,000","80,835,000","76,374,000","47,878,000","39,712,000","38,921,000","38,564,000","62,974,000","69,613,000","65,434,000","74,856,000","85,716,000","107,264,000","71,833,000","50,156,000","-60,730,000","-71,703,000"
NetTangibleAssets,"-30,211,000","598,000","3,707,000","-2,391,000","-5,039,000","-9,647,000","-39,168,000","-48,930,000","-51,147,000","-52,931,000","-29,394,000","69,613,000","65,434,000","74,856,000","85,716,000","107,264,000","71,833,000","50,156,000","-60,730,000","25,776,000"
WorkingCapital,"236,725,000","264,157,000","269,110,000","263,884,000","257,357,000","251,573,000","234,406,000","219,862,000","216,530,000","213,977,000","202,121,000","315,234,000","312,917,000","328,400,000","348,169,000","370,590,000","349,586,000","324,710,000","197,179,000","286,652,000"
InvestedCapital,"325,218,000","358,036,000","369,638,000","365,528,000","371,617,000","367,630,000","339,602,000","331,891,000","331,652,000","331,844,000","356,797,000","363,981,000","360,349,000","370,315,000","381,713,000","403,800,000","368,909,000","347,771,000","237,417,000","228,048,000"
TangibleBookValue,"-30,211,000","598,000","3,707,000","-2,391,000","-5,039,000","-9,647,000","-39,168,000","-48,930,000","-51,147,000","-52,931,000","-29,394,000","69,613,000","65,434,000","74,856,000","85,716,000","107,264,000","71,833,000","50,156,000","-60,730,000","-71,703,000"
TotalDebt,"275,637,000","276,117,000","283,093,000","283,571,000","290,782,000","291,256,000","291,724,000","292,179,000","292,731,000","293,280,000","293,823,000","294,368,000","294,915,000","295,459,000","295,997,000","296,536,000","297,076,000","297,615,000","298,147,000","299,751,000"
NetDebt,"107,057,000","121,414,000","126,633,000","114,917,000","145,821,000","133,801,000","135,533,000","143,031,000","157,979,000","179,642,000","170,253,000","163,858,000","30,504,000","14,872,000",,,,"36,795,000","114,628,000",
ShareIssued,"88,452,000","87,815,000","87,678,000","87,116,000","86,502,000","85,329,000","85,246,000","84,856,000","84,726,000","84,333,000","84,204,000","84,028,000","83,734,000","82,961,000","84,847,000","86,223,000","81,801,000","81,043,000","82,497,475","82,497,475"
OrdinarySharesNumber,"84,855,000","84,422,000","85,956,000","85,394,000","84,780,000","83,607,000","83,524,000","84,856,000","83,015,000","83,838,000","84,204,000","84,028,000","83,734,000","82,961,000","84,847,000","86,223,000","81,801,000","81,043,000","82,497,475","82,497,475"
TreasurySharesNumber,"3,597,000","3,393,000","1,722,000","1,722,000","1,722,000","1,722,000","1,722,000",,"1,711,000","495,000",,,,,,,,,,
