name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"13,223,000,000","2,993,000,000","3,251,773,000","3,121,083,000","3,857,626,000","3,477,518,000","3,670,851,000","3,839,570,000","4,304,672,000","2,330,063,000","2,533,490,000","2,305,487,000","2,343,251,000","1,944,829,000","2,014,004,000","1,705,645,000","1,655,256,000","1,404,269,000","1,439,016,000","1,198,198,000","1,122,856,000","960,825,000","984,559,000","861,525,000","786,928,000","747,348,000","739,790,000","593,972,000","491,752,000","424,371,000","408,619,000","336,188,000","295,437,000","278,707,000","295,333,000","237,302,000"
	OperatingRevenue,"13,223,000,000","2,993,000,000","3,251,773,000","3,121,083,000","3,857,626,000","3,477,518,000","3,670,851,000","3,839,570,000","4,304,672,000","2,330,063,000","2,564,437,000","2,299,680,000","2,331,759,000","1,931,181,000","1,995,812,000","1,692,456,000","1,640,921,000","1,388,890,000","1,419,207,000","1,181,223,000","1,122,856,000","940,352,000","959,008,000","832,398,000","755,657,000","711,846,000","685,573,000","544,971,000","440,297,000","369,396,000","346,650,000","285,502,000","243,534,000","226,000,000","223,388,000","181,693,000"
CostOfRevenue,"9,528,000,000","2,190,000,000","2,370,588,000","2,238,355,000","2,729,566,000","2,474,491,000","2,606,261,000","2,692,142,000","2,983,642,000","1,750,940,000","1,956,135,000","1,765,566,000","1,783,651,000","1,474,373,000","1,528,882,000","1,312,875,000","1,270,249,000","1,080,445,000","1,106,851,000","917,889,000","853,390,000","723,942,000","745,979,000","659,864,000","598,414,000","568,292,000","564,088,000","452,586,000","370,951,000","321,536,000","310,209,000","257,161,000","226,983,000","213,500,000","224,609,000","178,656,000"
GrossProfit,"3,695,000,000","803,000,000","881,185,000","882,728,000","1,128,060,000","1,003,027,000","1,064,590,000","1,147,428,000","1,321,030,000","579,123,000","577,355,000","539,921,000","559,600,000","470,456,000","485,122,000","392,770,000","385,007,000","323,824,000","332,165,000","280,309,000","269,466,000","236,883,000","238,580,000","201,661,000","188,514,000","179,056,000","175,702,000","141,386,000","120,801,000","102,835,000","98,410,000","79,027,000","68,454,000","65,207,000","70,724,000","58,646,000"
OperatingExpense,"4,125,000,000","1,113,000,000","1,077,148,000","952,526,000","982,853,000","964,473,000","964,025,000","925,574,000","1,021,032,000","841,191,000","882,776,000","799,630,000","730,777,000","664,090,000","614,727,000","538,036,000","480,346,000","426,893,000","399,903,000","354,266,000","307,018,000","293,089,000","282,338,000","263,281,000","237,244,000","221,165,000","191,696,000","160,023,000","140,274,000","130,081,000","170,894,000","102,906,000","91,720,000","93,362,000","75,110,000","62,316,000"
	SellingGeneralAndAdministration,"4,125,000,000","1,113,000,000","1,077,148,000","952,526,000","982,853,000","964,473,000","964,025,000","925,574,000","1,021,032,000","841,191,000","882,776,000","799,630,000","730,777,000","664,090,000","614,727,000","538,036,000","480,346,000","426,893,000","399,903,000","354,266,000","307,018,000","293,089,000","282,338,000","263,281,000","237,244,000","221,165,000","191,499,000","159,815,000","140,038,000","129,831,000","170,662,000","102,657,000","91,470,000","93,113,000","74,861,000","62,132,000"
		GeneralAndAdministrativeExpense,"2,777,000,000","777,000,000","731,810,000","637,502,000","631,078,000","598,610,000","589,414,000","581,549,000","603,255,000","565,431,000","-1,052,789,000","517,784,000","471,611,000","420,121,000","382,353,000","335,449,000","302,764,000","265,247,000","394,197,000","155,618,000","130,472,000","124,030,000","118,793,000","113,398,000","99,545,000","85,632,000","71,506,000","62,021,000","54,685,000","48,598,000","114,932,000","25,218,000","35,699,000","33,738,000","16,702,000","15,530,000"
			OtherGandA,"2,777,000,000","777,000,000","731,810,000","637,502,000","631,078,000","598,610,000","589,414,000","581,549,000","603,255,000","565,431,000","-1,052,789,000","517,784,000","471,611,000","420,121,000","382,353,000","335,449,000","302,764,000","265,247,000","394,197,000","155,618,000","130,472,000","124,030,000","118,793,000","113,398,000","99,545,000","85,632,000","71,506,000","62,021,000","54,685,000","48,598,000","114,932,000","25,218,000","35,699,000","33,738,000","16,702,000","15,530,000"
		SellingAndMarketingExpense,"1,348,000,000","336,000,000","345,338,000","315,024,000","351,775,000","365,863,000","374,611,000","344,025,000","417,777,000","275,760,000","1,935,565,000","281,846,000","259,166,000","243,969,000","232,374,000","202,587,000","177,582,000","161,646,000","5,706,000","198,648,000","176,546,000","169,059,000","163,545,000","149,883,000","137,699,000","135,533,000","119,993,000","97,794,000","85,353,000","81,233,000","55,730,000","77,439,000","55,771,000","59,375,000","58,159,000","46,602,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,000","208,000","236,000","250,000","232,000","249,000","250,000","249,000","249,000","184,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,000","208,000","236,000","250,000","232,000","249,000","250,000","249,000","249,000","184,000"
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,"197,000","208,000","236,000","250,000","232,000","249,000","250,000","249,000","249,000","184,000"
