name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
TotalRevenue,"46,013,000","7,654,000","20,078,000","8,500,000","9,781,000","7,426,000","8,262,000","8,447,000","9,670,000","6,816,000","8,209,000","5,364,000"
	OperatingRevenue,"46,013,000","7,654,000","20,078,000","8,500,000","9,781,000","7,426,000","8,262,000","8,447,000","9,670,000","6,816,000","8,209,000","5,364,000"
OperatingExpense,"139,007,000","39,023,000","35,333,000","32,754,000","31,897,000","27,935,000","27,165,000","26,796,000","20,529,000","19,154,000","18,708,000","15,365,000"
	SellingGeneralAndAdministration,"38,665,000","12,820,000","8,782,000","8,452,000","8,611,000","7,409,000","6,732,000","2,861,000","2,769,000","2,842,000","2,691,000","2,417,000"
		GeneralAndAdministrativeExpense,"38,665,000","12,820,000","8,782,000","8,452,000","8,611,000","7,409,000","6,732,000","2,861,000","2,769,000","2,842,000","2,691,000","2,417,000"
			SalariesAndWages,"26,921,000","8,548,000","6,186,000","6,244,000","5,943,000","4,640,000","3,917,000","912,000","1,170,000","1,930,000","1,608,000","1,611,000"
			OtherGandA,"11,744,000","4,272,000","2,596,000","2,208,000","2,668,000","2,769,000","2,815,000","1,949,000","1,599,000","912,000","1,083,000","806,000"
	ResearchAndDevelopment,"100,342,000","26,203,000","26,551,000","24,302,000","23,286,000","20,526,000","20,433,000","23,935,000","17,760,000","16,312,000","16,017,000","12,948,000"
OperatingIncome,"-92,994,000","-31,369,000","-15,255,000","-24,254,000","-22,116,000","-20,509,000","-18,903,000","-18,349,000","-10,859,000","-12,338,000","-10,499,000","-10,001,000"
NetNonOperatingInterestIncomeExpense,"-1,547,000","-251,000","-403,000","-429,000","-464,000","-462,000","-437,000","-555,000","-102,000","259,000","378,000","558,000"
	InterestIncomeNonOperating,"591,000","276,000","136,000","110,000","69,000","72,000",,,"25,000","259,000","378,000","558,000"
	InterestExpenseNonOperating,"2,138,000","527,000","539,000","539,000","533,000","534,000","1,059,000","352,000","127,000","0",,
	TotalOtherFinanceCost,,,,,,,,"203,000",,,,
OtherIncomeExpense,,,,,,,"-2,579,000","-3,098,000",,,"2,000","-1,000"
	GainOnSaleOfSecurity,,,,,,,"-2,535,000","-3,141,000",,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,"43,000",,,"2,000","-1,000"
PretaxIncome,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,919,000","-22,002,000","-10,961,000","-12,079,000","-10,119,000","-9,444,000"
TaxProvision,"0","0","0","0","0","0","-124,000","-167,000","-168,000","-167,000","-96,000","650,000"
NetIncomeCommonStockholders,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-11,432,000","-27,047,000","-13,701,000","-14,023,000","-3,492,000","-12,295,000"
	NetIncome,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,795,000","-21,835,000","-10,793,000","-11,912,000","-10,023,000","-10,094,000"
		NetIncomeIncludingNoncontrollingInterests,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,795,000","-21,835,000","-10,793,000","-11,912,000","-10,023,000","-10,094,000"
			NetIncomeContinuousOperations,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,795,000","-21,835,000","-10,793,000","-11,912,000","-10,023,000","-10,094,000"
	PreferredStockDividends,,,,,,,,"5,212,000","2,908,000","2,111,000",,"2,201,000"
	OtherunderPreferredStockDividend,,,,,,,"-10,363,000","5,212,000",,,"1,937,000","2,201,000"
DilutedNIAvailtoComStockholders,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-11,432,000","-27,047,000","-13,701,000","-14,023,000","-3,492,000","-12,295,000"
BasicEPS,,"-0.65",,"-0.51","-0.51","-0.49",,"-0.663","-0.336","-0.814",,"-0.713"
DilutedEPS,,"-0.65",,"-0.51","-0.51","-0.49",,"-0.663","-0.336","-0.814",,"-0.713"
BasicAverageShares,,"48,734,827",,"48,490,533","43,855,420","43,084,978",,"40,769,194","40,769,194","17,233,018",,"17,233,018"
DilutedAverageShares,,"48,734,827",,"48,490,533","43,855,420","43,084,978",,"40,769,194","40,769,194","17,233,018",,"17,233,018"
TotalOperatingIncomeAsReported,"-92,994,000","-31,369,000","-15,255,000","-24,254,000","-22,116,000","-20,509,000","-18,903,000","-18,349,000","-10,859,000","-12,338,000","-10,499,000","-10,001,000"
TotalExpenses,"139,007,000","39,023,000","35,333,000","32,754,000","31,897,000","27,935,000","27,165,000","26,796,000","20,529,000","19,154,000","18,708,000","15,365,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,795,000","-21,835,000","-10,793,000","-11,912,000","-10,023,000","-10,094,000"
NormalizedIncome,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-19,274,340.983","-18,717,840.878","-10,793,000","-11,912,000","-10,023,000","-10,094,000"
InterestIncome,"591,000","276,000","136,000","110,000","69,000","72,000",,,"25,000","259,000","378,000","558,000"
InterestExpense,"2,138,000","527,000","539,000","539,000","533,000","534,000","1,059,000","352,000","127,000","0",,
NetInterestIncome,"-1,547,000","-251,000","-403,000","-429,000","-464,000","-462,000","-437,000","-555,000","-102,000","259,000","378,000","558,000"
EBIT,"-92,403,000","-31,093,000","-15,119,000","-24,144,000","-22,047,000","-20,437,000","-20,860,000","-21,650,000","-10,834,000","-12,079,000","-10,499,000","-10,001,000"
EBITDA,"-91,057,000"
ReconciledDepreciation,"1,346,000","305,000","323,000","330,000","388,000","451,000","365,000","420,000","416,000","416,000","422,000","421,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-94,541,000","-31,620,000","-15,658,000","-24,683,000","-22,580,000","-20,971,000","-21,795,000","-21,835,000","-10,793,000","-11,912,000","-10,023,000","-10,094,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,"-2,535,000","-3,141,000",,,,
TotalUnusualItems,,,,,,,"-2,535,000","-3,141,000",,,,
NormalizedEBITDA,"-91,057,000","-30,788,000","-14,796,000","-23,814,000","-21,659,000","-19,986,000","-17,960,000","-18,089,000","-10,418,000","-11,663,000","-10,077,000","-9,580,000"
TaxRateForCalcs,"0","0","0","0","0","0","0.006","0.008","0.015","0.014","0.009","0.27"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","-14,340.983","-23,840.878","0","0","0","0"
