name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"0","0","0","0","0","0","0","0","42,620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,000"
	OperatingRevenue,"0","0","0","0","0","0","0","0","42,620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,000"
OperatingExpense,"69,005,000","18,034,000","14,572,000","10,789,000","25,610,000","7,057,000","3,807,370","3,181,980","3,408,885","3,929,102","4,279,242","2,713,811","3,060,000","4,512,000","5,472,000","6,989,000","7,284,000","6,093,000","6,033,000","5,713,000","6,374,000","6,830,000","7,706,000","6,648,000","7,955,000","7,798,000","8,004,000","8,039,000","7,593,000","7,873,000","6,479,000","14,940,000","6,010,000","5,173,000","5,457,000","4,308,000"
	SellingGeneralAndAdministration,"28,854,000","10,119,000","7,470,000","4,508,000","6,757,000","4,185,000","2,213,652","1,704,598","1,779,016","2,276,784","2,532,250","1,408,350","2,614,000","2,929,000","2,145,000","2,426,000","2,826,000","2,807,000","2,667,000","2,225,000","2,166,000","2,326,000","2,389,000","1,768,000","2,161,000","2,212,000","2,231,000","2,191,000","1,735,000","2,109,000","1,903,000","1,703,000","1,341,000","1,799,000","1,917,000","750,000"
		GeneralAndAdministrativeExpense,"28,854,000","10,119,000","7,470,000","4,508,000","6,757,000","4,185,000","2,213,652","1,704,598","1,779,016","2,276,784","2,532,250","1,408,350","2,614,000","2,929,000","2,145,000","2,426,000","2,826,000","2,807,000","2,667,000","2,225,000","2,166,000","2,326,000","2,389,000","1,768,000","2,161,000","2,212,000","2,231,000","2,191,000","1,735,000","2,109,000","1,903,000","1,703,000","1,341,000","1,799,000","1,917,000","750,000"
			OtherGandA,"28,854,000","10,119,000","7,470,000","4,508,000","6,757,000","4,185,000","2,213,652","1,704,598","1,779,016","2,276,784","2,532,250","1,408,350","2,614,000","2,929,000","2,145,000","2,426,000","2,826,000","2,807,000","2,667,000","2,225,000","2,166,000","2,326,000","2,389,000","1,768,000","2,161,000","2,212,000","2,231,000","2,191,000","1,735,000","2,109,000","1,903,000","1,703,000","1,341,000","1,799,000","1,917,000","750,000"
	ResearchAndDevelopment,"40,151,000","7,915,000","7,102,000","6,281,000","18,853,000","2,872,000","1,593,718","1,477,382","1,629,869","1,652,318","1,746,992","1,305,461","446,000","1,583,000","3,327,000","4,563,000","4,458,000","3,286,000","3,366,000","3,488,000","4,208,000","4,504,000","5,317,000","4,880,000","5,794,000","5,586,000","5,773,000","5,848,000","5,858,000","5,764,000","4,576,000","13,237,000","4,669,000","3,374,000","3,540,000","3,558,000"
OperatingIncome,"-69,005,000","-18,034,000","-14,572,000","-10,789,000","-25,610,000","-7,057,000","-3,807,370","-3,181,980","-3,366,265","-3,929,102","-4,279,242","-2,713,811","-3,060,000","-4,512,000","-5,472,000","-6,989,000","-7,284,000","-6,093,000","-6,033,000","-5,713,000","-6,374,000","-6,830,000","-7,706,000","-6,648,000","-7,955,000","-7,798,000","-8,004,000","-8,039,000","-7,593,000","-7,873,000","-6,479,000","-14,940,000","-6,010,000","-5,173,000","-5,457,000","-4,305,000"
NetNonOperatingInterestIncomeExpense,,,"-35,000","-14,000","-10,000","-20,000","-165,691","-291,867","-247,710","-14,630","-14,557","-796,005","7,000","48,000","-658,000","19,000","32,000","37,000","20,000","39,000","40,000","35,000","-49,000","-3,076,000","-17,000","-19,000","-22,000","-23,000","-26,000","-62,000","-132,000","-19,000","0","0","0","0"
	InterestIncomeNonOperating,,,,"5,000","10,000",,"471","42","433","119","107","136",,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,"20,000","19,000","20,000","20,000","166,162","291,909","248,143","14,749","14,664","796,141",,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,"-7,000","-48,000","658,000","-19,000","-32,000","-37,000","-20,000","-39,000","-40,000","-35,000","49,000","3,076,000","17,000","19,000","22,000","23,000","26,000","62,000","132,000","19,000",,,,
OtherIncomeExpense,"-275,000","15,000","26,000","-4,000","-332,000",,"182,749","-7,000,000",,"-87","16,675,866","-19,263,465","-183,000","-4,951,000","5,312,000","17,755,000","3,475,000","-8,777,000","-783,000","-321,000","-208,000","-286,000","16,818,000","409,000","-66,000","-101,000","-323,000","-16,000","-14,000","-29,000","7,531,000","2,985,000","-2,292,000","1,736,000","-8,702,000","305,000"
	GainOnSaleOfSecurity,,,,,,,,,,,"16,709,246","-18,512,204","-5,000","-1,407,000","8,077,000","17,776,000","3,501,000","-8,753,000","-809,000","-269,000","-135,000","-269,000","16,968,000","539,000",,,,,,,"7,572,000","2,986,000","-2,289,000","1,738,000","-8,619,000","312,000"
	SpecialIncomeCharges,,,"0","0",,,"0","-7,000,000","0",,,,"0","-3,539,000",,,,,"0",,,,"-200,000",,,,"-310,000",,,,"-60,000",,,,"-60,000","0"
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,"0","2,789,000",,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,"0",,,,"200,000",,,,"310,000",,,,"60,000",,,,"60,000","0"
		WriteOff,,,,,,,,,,,,,"0","750,000",,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,"0","7,000,000",,,,,,,,,,,,,,,,,,,,,,,"-10,007,000",,,,,
	OtherNonOperatingIncomeExpenses,"-275,000","15,000","26,000","-4,000","-332,000",,"182,749",,,"-87","307,756","-751,261","-178,000","-5,000","1,505,000","-21,000","-26,000","-24,000","26,000","-52,000","-73,000","-17,000","50,000","-130,000","-66,000","-101,000","-13,000","-16,000","-14,000","-29,000","19,000","-1,000","-3,000","-2,000","-23,000","-7,000"
PretaxIncome,"-69,359,000","-18,019,000","-14,581,000","-10,807,000","-25,952,000","-7,077,000","-3,790,312","-10,473,847","-3,613,975","-3,943,819","12,382,067","-22,773,281","-3,236,000","-9,415,000","-818,000","10,785,000","-3,777,000","-14,833,000","-6,796,000","-5,995,000","-6,542,000","-7,081,000","9,063,000","-9,315,000","-8,038,000","-7,918,000","-8,349,000","-8,078,000","-7,633,000","-7,964,000","920,000","-11,974,000","-8,302,000","-3,437,000","-14,159,000","-4,000,000"
TaxProvision,,,"0","-52,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"-69,307,000","-18,019,000","-14,581,000","-10,755,000","-25,952,000","-7,077,000","-3,790,312","-10,473,847","-16,160,315","-3,943,819","12,382,067","-22,773,281","-3,230,000","-9,394,000","-865,000","10,650,000","-3,697,000","-14,370,000","-6,119,000","-5,080,000","-5,454,000","-5,832,000","11,334,000","-9,234,000","-8,038,000","-7,918,000","-8,349,000","-8,078,000","-7,633,000","-7,964,000","13,203,000","-11,974,000","-11,822,000","-3,437,000","-14,159,000","-4,000,000"
	NetIncome,"-69,307,000","-18,019,000","-14,581,000","-10,755,000","-25,952,000","-7,077,000","-3,790,312","-10,473,847","-3,613,975","-3,943,819","12,382,067","-22,773,281","-3,236,000","-9,415,000","-818,000","10,785,000","-3,777,000","-14,833,000","-6,796,000","-5,995,000","-6,542,000","-7,081,000","9,063,000","-9,315,000","-8,038,000","-7,918,000","-8,349,000","-8,078,000","-7,633,000","-7,964,000","920,000","-11,974,000","-8,302,000","-3,437,000","-14,159,000","-4,000,000"
		NetIncomeIncludingNoncontrollingInterests,"-69,307,000","-18,019,000","-14,581,000","-10,755,000","-25,952,000","-7,077,000","-3,790,312","-10,473,847","-3,613,975","-3,943,819","12,382,067","-22,773,281","-3,236,000","-9,415,000","-818,000","10,785,000","-3,777,000","-14,833,000","-6,796,000","-5,995,000","-6,542,000","-7,081,000","9,063,000","-9,315,000","-8,038,000","-7,918,000","-8,349,000","-8,078,000","-7,633,000","-7,964,000","920,000","-11,974,000","-8,302,000","-3,437,000","-14,159,000","-4,000,000"
			NetIncomeContinuousOperations,"-69,307,000","-18,019,000","-14,581,000","-10,755,000","-25,952,000","-7,077,000","-3,790,312","-10,473,847","-3,613,975","-3,943,819","12,382,067","-22,773,281","-3,236,000","-9,415,000","-818,000","10,785,000","-3,777,000","-14,833,000","-6,796,000","-5,995,000","-6,542,000","-7,081,000","9,063,000","-9,315,000","-8,038,000","-7,918,000","-8,349,000","-8,078,000","-7,633,000","-7,964,000","920,000","-11,974,000","-8,302,000","-3,437,000","-14,159,000","-4,000,000"
	PreferredStockDividends,,,,,,,,,,,,,"-6,000","-21,000","47,000","135,000","-80,000","-463,000","-677,000","-915,000","-1,088,000","-1,249,000","-2,271,000","-81,000",,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,"0",,"0","0","12,546,340",,,,,,,,,,,,,,,,,,,,,,,,,,,
