name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007
OperatingCashFlow,"137,281,000","5,321,000","86,641,000","43,714,000","1,605,000","26,956,000","112,182,000","47,779,000","18,477,000","-5,442,000","9,244,000","-1,986,000","-9,155,000","2,852,000","34,879,000","25,813,000","12,939,000","-27,026,000","39,781,000","-10,846,000","25,945,000","40,932,000","66,599,000","13,963,000","85,309,000","-24,874,000","33,123,000","13,192,000","171,263,000","14,306,000","123,613,000","-3,148,000","-24,805,000","-54,602,000","25,112,000","-58,874,000","-42,162,000","-6,319,000","57,348,000","-79,325,000","-68,495,000","-24,853,000","-5,343,000","-99,977,000","-71,934,000","-4,931,000","6,303,000","-11,151,000","-38,480,000","8,320,000","-14,589,000","-5,667,000","-6,055,000","-21,350,000","-11,693,790","8,512,308","-3,066,705","10,463,645","7,420,260","-38,329","4,934,689","143,199"
	CashFlowFromContinuingOperatingActivities,"137,281,000","5,321,000","86,641,000","43,714,000","1,605,000","26,956,000","112,182,000","47,779,000","18,477,000","-5,442,000","9,244,000","-1,986,000","-9,155,000","2,852,000","34,879,000","25,813,000","12,939,000","-27,026,000","39,781,000","-10,846,000","25,945,000","40,932,000","66,599,000","13,963,000","85,309,000","-24,874,000","33,123,000","13,192,000","171,263,000","14,306,000","123,613,000","-3,148,000","-24,805,000","-54,602,000","25,112,000","-58,874,000","-42,162,000","-6,319,000","57,348,000","-79,325,000","-68,495,000","-24,853,000","-5,343,000","-99,977,000","-71,934,000","-4,931,000","6,303,000","-11,151,000","-38,480,000","8,320,000","-14,589,000","-5,667,000","-6,055,000","-21,350,000","-11,693,790","8,512,308","-3,066,705","10,463,645","7,420,260","-38,329","4,934,689","143,199"
		NetIncomeFromContinuingOperations,"73,040,000","17,540,000","22,435,000","21,816,000","11,249,000","10,547,000","782,000","9,912,000","6,400,000","2,262,000","673,000","8,214,000","5,511,000","-445,000","-2,159,000","10,775,000","5,180,000","-1,614,000","1,685,000","2,384,000","-5,186,000","-5,932,000","-8,239,000","264,000","-2,702,000","-3,858,000","-34,992,000","3,483,000","170,000","-6,890,000","-28,062,000","2,313,000","-3,129,000","-4,539,000","-1,018,000","5,758,000","3,967,000","-603,000","15,436,000","14,359,000","5,305,000","7,459,000",,,,"7,268,000","10,363,000","7,706,000","2,714,000","1,559,000","3,363,000","5,733,000","4,851,000","1,790,000","3,170,280","8,184,901","3,332,491","3,387,127","269,554","2,714,348","1,436,082","792,714"
		OperatingGainsLosses,,,,,,,,,,,,,,,"0","0",,,"1,115,000","214,000","-1,245,000","-84,000","326,000","369,000","429,000","-842,000","-957,000","-38,000","716,000","100,000","3,112,000",,,,,,,,,,,,,,,,,,,,,,,,"83,061","-77,112","1,375","-15,825","895,708","-15,709",,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,"214,000","-1,245,000","-84,000","326,000","369,000","429,000","-842,000","-957,000","-38,000","716,000","100,000","3,112,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"22,156,000","5,224,000","5,803,000","5,734,000","5,395,000","5,207,000","5,970,000","6,445,000","5,911,000","5,375,000","7,006,000","7,797,000","7,200,000","6,064,000","5,716,000","6,442,000","5,921,000","5,526,000","6,156,000","6,681,000","6,173,000","6,095,000","6,972,000","7,068,000","6,620,000","6,208,000","6,950,000","7,764,000","7,157,000","6,667,000","7,853,000","9,169,000","8,017,000","6,729,000","7,646,000","9,806,000","7,473,000","5,869,000","5,946,000","7,304,000","5,287,000","4,927,000","5,091,000","4,119,000","3,411,000","2,642,000","2,526,000","2,239,000","2,126,000","2,078,000","2,062,000","1,926,000","2,052,000","1,910,000","1,812,652","896,966","1,019,920","853,553","901,523","519,440","561,453","532,937"
			DepreciationAndAmortization,"22,156,000","5,224,000","5,803,000","5,734,000","5,395,000","5,207,000","5,970,000","6,445,000","5,911,000","5,375,000","7,006,000","7,797,000","7,200,000","6,064,000","5,716,000","6,442,000","5,921,000","5,526,000","6,156,000","6,681,000","6,173,000","6,095,000","6,972,000","7,068,000","6,620,000","6,208,000","6,950,000","7,764,000","7,157,000","6,667,000","7,853,000","9,169,000","8,017,000","6,729,000","7,646,000","9,806,000","7,473,000","5,869,000","5,946,000","7,304,000","5,287,000","4,927,000","5,091,000","4,119,000","3,411,000","2,642,000","2,526,000","2,239,000","2,126,000","2,078,000","2,062,000","1,926,000","2,052,000","1,910,000","1,812,652","896,966","1,019,920","853,553","901,523","519,440","561,453","532,937"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"928,401","833,881","863,659","482,219","518,937","523,304"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,519","19,672","37,864","37,221","42,516","9,633"
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,519","19,672","37,864","37,221","42,516","9,633"
