name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
MarketCap,"700,174,614","1,386,372,172","1,671,148,491","4,226,533,620","4,873,599,428","5,219,398,114","1,512,575,179","698,423,076","873,720,666","419,563,315","363,824,871","492,184,985","332,872,310","160,020,492","255,726,528","400,047,840","321,658,740","306,705,150","161,376,187","120,340,985","80,366,295","152,625,698","192,001,727","146,951,365","102,902,472","230,784,645","333,931,044","318,807,551","156,352,548","190,134,309","163,197,070","299,543,142","294,350,862","287,353,343","405,546,220","176,126,801","218,947,703","232,263,055","214,374,096","202,062,732","249,491,656","291,652,950","525,700,513","914,494,945","1,261,074,862","1,266,006,094","1,169,849,185","742,020,133"
EnterpriseValue,"1,217,227,614","1,348,013,172","1,894,360,491","4,403,596,620","5,230,219,428","5,471,433,114","1,669,914,179","827,597,076","1,096,361,666","708,358,315","589,880,871","656,738,985","497,426,310","324,574,492","407,798,528","557,269,840","460,858,740","414,902,150","308,524,187","292,484,985","299,629,295","352,400,698","366,335,727","327,305,365","264,632,472","374,027,645","476,703,044","591,358,551","354,389,548","379,989,309","324,939,070","432,801,142","424,804,862","432,362,343","519,543,220","272,135,801","303,010,703","308,348,055","290,459,096","219,657,732","217,760,656","235,720,950","418,048,513","806,842,945","1,091,406,862","1,055,408,094","924,506,185","482,981,133"
PeRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.402","2.461",,,,
ForwardPeRatio,,,,,,,,,,,,,,,,"36.101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.016","3.733","4.199","10.344","11.824","22.46","8.137","3.122","3.082","1.701","2.097","3.573","2.672","1.569","1.264","2.534","1.675","1.504","1.103","0.718","0.848","1.817","3.372","3.409","2.213","4.126","5.128","4.899","4.859","6.758","4.481","9.384","8.204","6.846","11.967","3.55","3.467","2.37","2.401","1.348","1.475","1.579","3.79","6.651","7.858","6.748","4.93","5.175"
PbRatio,,"5.514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"401.531","8.453","3.709","3.461","3.195","2.221","1.957","1.811","2.603","4.491","5.036","4.514","3.804","2.339"
EnterprisesValueRevenueRatio,"5.467","23.359","29.245","91.998","99.974","30.937","20.941","24.158","36.539","24.317","14.552","18.789","7.934","22.581","160.172","37.486","19.87","18.041","3.828","12.088","11.668","27.15","16.473","12.331","27.569","42.45","48.411","68.835","45.185","48.271","28.048","26.486","45.644","71.571","33.743","38.854","27.93","39.185","49.617","11.496","11.305","7.999","10.064","22.242","34.104","28.391","31.098","19.937"
EnterprisesValueEBITDARatio,"-22.856","-13.353","38.271","-167.488","213.539","-19.422","-17.026","-75.332","-12.935","-10.067","-9.755","-17.84","-26.212","-6.487","-7.556","-9.502","39.255","-5.076","46.228","-12.252","22.928","-15.653","-10.727","-37.245","-303.13","-94.332","-15.372","-10.389","154.418","-9.458","4.607","-17.941","-17.099","17.283","-3.963","-13.755","-9.18","-11.802","-7.621","-13.969","-5.209","-2.622","-7.511","-20.045","-27.31","-34.248","-38.946","-21.973"
