name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989
OperatingCashFlow,"70,112,000","164,838,000","74,190,000","-119,104,000","-49,812,000","40,307,000","9,256,000","107,428,000","117,388,000","80,876,000","87,321,000","104,160,000","64,369,000","70,672,000","52,038,000","44,704,000","30,445,000","78,688,000","99,920,000","19,382,000","83,355,000","80,762,000","102,706,000","31,299,000","120,905,000","119,205,000","105,784,000","50,592,000","137,803,000","74,711,000","82,876,000","1,409,000","54,485,000","8,439,000","96,824,000","29,319,000","94,464,000","77,294,000","36,304,000","88,381,000","70,998,000","36,696,000","87,438,000","64,355,000","-14,840,000","16,556,000","65,078,000","59,456,000","-69,195,000","-9,562,000","-14,120,000","37,874,000","96,227,000","50,645,000","124,686,000","56,652,000","22,343,000","72,341,000","11,431,000","21,916,000","74,833,000","132,032,000","141,178,000","10,938,000","-103,717,000","65,150,000","-43,959,000","84,347,000","121,528,000","65,549,000","-63,922,000","79,725,000","-49,081,000","17,114,000","18,345,000","26,872,000","17,036,000","65,716,000","-17,560,000","2,154,000","130,411,000","47,419,000","18,746,000","28,653,000","40,439,000","102,327,000","50,484,000","147,903,000","20,740,000","70,710,000","-23,000,000","29,000,000","62,200,000","12,100,000","9,400,000","55,000,000","27,200,000","70,200,000","26,900,000","32,300,000","71,500,000","47,700,000","4,200,000","-20,900,000","47,400,000","24,000,000","17,100,000","41,900,000","55,400,000","26,800,000","11,300,000","33,400,000","-5,100,000","4,300,000","40,700,000","2,100,000","13,800,000","21,900,000","10,900,000","9,700,000","23,400,000","22,400,000","-4,800,000","18,000,000","37,300,000","53,000,000","-5,400,000","-14,800,000","2,200,000","51,600,000","6,400,000","20,800,000","-9,100,000","54,000,000"
	CashFlowFromContinuingOperatingActivities,"70,112,000","164,838,000","74,190,000","-119,104,000","-49,812,000","40,307,000","9,256,000","107,428,000","117,388,000","80,876,000","87,321,000","104,160,000","64,369,000","70,672,000","52,038,000","44,704,000","30,445,000","78,688,000","99,920,000","19,382,000","83,355,000","80,762,000","102,706,000","31,299,000","120,905,000","119,205,000","105,784,000","50,592,000","137,803,000","74,711,000","82,876,000","1,409,000","54,485,000","8,439,000","96,824,000","29,319,000","94,464,000","77,294,000","36,304,000","88,381,000","70,998,000","36,696,000","87,438,000","64,355,000","-14,840,000","16,556,000","65,078,000","59,456,000","-69,195,000","-9,562,000","-14,120,000","37,874,000","96,227,000","50,645,000","124,686,000","56,652,000","22,343,000","72,341,000","11,431,000","21,916,000","74,833,000","132,032,000","141,178,000","10,938,000","-103,717,000","65,150,000","-43,959,000","84,347,000","121,528,000","65,549,000","-63,922,000","79,725,000","-49,081,000","17,114,000","18,345,000","26,872,000","17,036,000","65,716,000","-17,560,000","2,154,000","130,411,000","47,419,000","18,746,000","28,653,000","40,439,000","102,327,000","50,484,000","147,903,000","20,740,000","70,710,000","-23,000,000","29,000,000","62,200,000","12,100,000","9,400,000","55,000,000","27,200,000","70,200,000","26,900,000","32,300,000","71,500,000","47,700,000","4,200,000","-20,900,000","47,400,000","24,000,000","17,100,000","41,900,000","55,400,000","26,800,000","11,300,000","33,400,000","-5,100,000","4,300,000","40,700,000","2,100,000","13,800,000","21,900,000","10,900,000","9,700,000","23,400,000","22,400,000","-4,800,000","18,000,000","37,300,000","53,000,000","-5,400,000","-14,800,000","2,200,000","51,600,000","6,400,000","20,800,000","-9,100,000","54,000,000"
		NetIncomeFromContinuingOperations,"399,264,000","85,957,000","58,647,000","113,185,000","141,475,000","118,542,000","72,682,000","-68,512,000","618,738,000","11,089,000","18,888,000","56,922,000","-2,455,000","38,975,000","29,548,000","37,792,000","56,958,000","32,857,000","78,297,000","41,622,000","48,074,000","60,583,000","38,951,000","49,867,000","68,536,000","63,703,000","33,872,000","25,616,000","34,437,000","30,226,000","-23,245,000","31,455,000","48,820,000","31,248,000","44,211,000","28,340,000","56,353,000","32,017,000","37,331,000","32,622,000","34,865,000","54,414,000","28,398,000","14,201,000","28,341,000","54,564,000","32,647,000","14,469,000","22,354,000","33,057,000","-17,740,000","23,249,000","6,675,000","-13,738,000","1,554,000","-164,654,000","68,624,000","53,867,000","18,302,000","14,740,000","20,168,000","38,223,000","5,510,000","26,945,000","43,227,000","59,398,000","19,157,000","39,028,000","28,407,000","40,808,000","33,122,000","47,623,000","57,859,000","39,423,000","24,529,000","16,883,000","5,917,000","15,615,000","11,331,000","20,747,000","27,490,000","26,759,000","-45,865,000","11,323,000","14,285,000","14,430,000","1,778,000","6,880,000","12,477,000","21,951,000","23,200,000","24,700,000","24,300,000","21,800,000","2,300,000","22,200,000","16,400,000","32,600,000","22,300,000","21,900,000","22,800,000","26,900,000","26,300,000","20,500,000","19,600,000","22,700,000","20,900,000","26,200,000","21,500,000","34,300,000","28,700,000","28,300,000","25,400,000","25,800,000","26,900,000","15,800,000","16,400,000","22,800,000","15,700,000","14,800,000","12,900,000","17,200,000","11,700,000","13,900,000","12,700,000","13,500,000","6,200,000","13,100,000","11,800,000","19,100,000","10,900,000","12,100,000","11,100,000","20,800,000"
		OperatingGainsLosses,"-129,733,000","-32,807,000","-19,232,000","-31,770,000","-45,924,000","1,412,000","11,613,000","11,879,000","-802,496,000","27,557,000","-10,312,000","-19,896,000","9,734,000","7,193,000","-13,471,000","13,870,000","-7,304,000","-11,214,000","1,398,000","-7,728,000","-6,330,000","-3,248,000","619,000","-5,736,000","8,294,000","-25,189,000","-4,007,000","-16,243,000","-3,907,000","-4,129,000","2,476,000","1,557,000","-9,820,000","-7,312,000","2,038,000","-10,694,000","-21,577,000","9,651,000","-4,994,000","-9,436,000","-5,048,000","-6,723,000","4,141,000","1,129,000","-5,484,000","-10,202,000","-8,502,000","2,506,000","-2,338,000","-9,190,000","-564,000","-5,558,000","-1,494,000","-12,247,000","19,695,000","4,027,000","-9,998,000","-2,663,000","-1,568,000","2,312,000","4,105,000","30,763,000","42,515,000","9,686,000","-8,219,000","20,680,000","1,340,000","-8,055,000","-1,096,000","17,075,000","6,179,000","-15,864,000","-15,529,000","50,236,000","-4,369,000","710,000","-4,485,000","2,291,000","-2,838,000","7,343,000","9,626,000","24,421,000","57,602,000","-4,157,000","-327,000","-1,496,000","5,962,000","-5,495,000","-1,068,000","914,000",,,"400,000","8,700,000","22,500,000","-5,400,000","-5,600,000","18,400,000","-31,400,000","-5,200,000","900,000",,"-3,500,000",,,,,,,,"-9,800,000","-9,300,000","-8,900,000","-7,700,000",,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","232,000","-1,123,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,"0","-2,740,000","143,779,000","-796,141,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-113,583,000","-30,487,000","-18,604,000","-31,274,000","-33,218,000","-16,881,000","-13,288,000","4,608,000","-6,757,000","27,377,000","-4,474,000","-19,879,000","5,082,000","4,049,000","-865,000","14,182,000","-10,019,000","-11,384,000","2,835,000","2,952,000","-7,755,000","-7,841,000","-1,256,000","-2,824,000","3,898,000","-19,826,000","-622,000","-10,389,000","-5,513,000","-3,925,000","-571,000","-813,000","-6,990,000","-6,960,000","1,048,000","-3,506,000","-16,915,000","8,308,000","-4,841,000","-7,057,000","-7,358,000","-2,730,000","3,998,000","2,782,000","-5,069,000","-12,375,000","-7,310,000","2,152,000","-1,655,000","-9,689,000","-449,000","-1,349,000","-520,000","-4,721,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"98,827,000","28,248,000","27,425,000","21,090,000","22,064,000","21,990,000","21,893,000","21,560,000","22,211,000","23,125,000","22,780,000","22,596,000","24,177,000","23,959,000","23,625,000","23,525,000","24,493,000","26,373,000","25,338,000","26,283,000","25,365,000","21,639,000","21,677,000","21,645,000","21,831,000","21,951,000","20,761,000","20,547,000","21,440,000","21,760,000","21,762,000","21,200,000","20,367,000","19,967,000","20,208,000","20,095,000","19,460,000","18,333,000","17,048,000","16,101,000","14,987,000","15,247,000","14,653,000","13,119,000","12,854,000","13,799,000","15,789,000","15,647,000","15,823,000","16,222,000","16,103,000","16,432,000","15,896,000","15,846,000","15,848,000","16,011,000","16,368,000","16,423,000","15,768,000","15,736,000","15,486,000","15,597,000","15,251,000","15,690,000","14,931,000","14,983,000","14,024,000","15,749,000","14,360,000","15,295,000","14,072,000","14,448,000","14,059,000","16,921,000","16,675,000","16,754,000","16,952,000","16,216,000","17,498,000","18,195,000","17,510,000","17,474,000","17,007,000","17,418,000","16,988,000","16,651,000","18,083,000","18,005,000","17,843,000","16,997,000","18,700,000","18,000,000","17,300,000","19,700,000","19,700,000","20,500,000","18,600,000","16,000,000","15,200,000","15,400,000","14,900,000","11,200,000","16,100,000","12,000,000","12,100,000","10,600,000","10,100,000","9,400,000","9,100,000","8,100,000","8,700,000","8,800,000","8,500,000","7,800,000","8,600,000","8,300,000","7,700,000","7,300,000","7,300,000","7,400,000","7,200,000","6,900,000","7,000,000","6,700,000","6,300,000","5,500,000","6,400,000","6,100,000","5,800,000","4,900,000","5,400,000","5,300,000","5,200,000","5,100,000"
			DepreciationAndAmortization,"98,827,000","28,248,000","27,425,000","21,090,000","22,064,000","21,990,000","21,893,000","21,560,000","22,211,000","23,125,000","22,780,000","22,596,000","24,177,000","23,959,000","23,625,000","23,525,000","24,493,000","26,373,000","25,338,000","26,283,000","25,365,000","21,639,000","21,677,000","21,645,000","21,831,000","21,951,000","20,761,000","20,547,000","21,440,000","21,760,000","21,762,000","21,200,000","20,367,000","19,967,000","20,208,000","20,095,000","19,460,000","18,333,000","17,048,000","16,101,000","14,987,000","15,247,000","14,653,000","13,119,000","12,854,000","13,799,000","15,789,000","15,647,000","15,823,000","16,222,000","16,103,000","16,432,000","15,896,000","15,846,000","15,848,000","16,011,000","16,368,000","16,423,000","15,768,000","15,736,000","15,486,000","15,597,000","15,251,000","15,690,000","14,931,000","14,983,000","14,024,000","15,749,000","14,360,000","15,295,000","14,072,000","14,448,000","14,059,000","16,921,000","16,675,000","16,754,000","16,952,000","16,216,000","17,498,000","18,195,000","17,510,000","17,474,000","17,007,000","17,418,000","16,988,000","16,651,000","18,083,000","18,005,000","17,843,000","16,997,000","18,700,000","18,000,000","17,300,000","19,700,000","19,700,000","20,500,000","18,600,000","16,000,000","15,200,000","15,400,000","14,900,000","11,200,000","16,100,000","12,000,000","12,100,000","10,600,000","10,100,000","9,400,000","9,100,000","8,100,000","8,700,000","8,800,000","8,500,000","7,800,000","8,600,000","8,300,000","7,700,000","7,300,000","7,300,000","7,400,000","7,200,000","6,900,000","7,000,000","6,700,000","6,300,000","5,500,000","6,400,000","6,100,000","5,800,000","4,900,000","5,400,000","5,300,000","5,200,000","5,100,000"
		DeferredTax,"19,175,000","5,839,000","10,661,000","1,309,000","1,366,000","-4,304,000","-30,129,000","-31,776,000","71,031,000","352,000","-5,006,000","6,843,000","-3,498,000","-4,058,000","-730,000","3,289,000","18,934,000","-18,215,000","-27,373,000","-583,000","7,934,000","8,497,000","7,609,000","2,316,000","20,000","13,423,000","9,322,000","-9,851,000","-5,540,000","1,401,000","-35,334,000","-5,492,000","-535,000","-5,660,000","1,278,000","-13,110,000","-8,424,000","-8,052,000","6,491,000","-1,320,000","4,679,000","-6,736,000","-667,000","500,000","7,678,000","4,168,000","7,778,000","-1,366,000","-3,098,000","63,000","-4,870,000","-3,696,000","2,393,000","-2,183,000","26,875,000","-50,915,000","744,000","465,000","-10,169,000","4,729,000","1,747,000",,,"-670,000","844,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,500,000","-23,500,000","0","-100,000","11,200,000","11,000,000","0","-100,000","3,600,000","-200,000","0","-100,000","3,700,000","900,000","3,300,000","2,500,000","6,000,000","2,900,000","3,300,000","3,300,000","-900,000","6,100,000","1,400,000","1,300,000","4,900,000","0",,,"1,600,000","0",,,"700,000","0",,,"900,000","200,000","-400,000","-300,000","1,300,000"
