name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
OperatingCashFlow,"-2,990,000","-16,063,000","4,428,000","3,010,000","5,635,000","22,751,000","23,698,000","2,582,000","-9,752,000","11,274,000","-3,428,000","-8,602,000","-3,767,000","4,604,000","18,664,000","4,950,000","13,046,000","27,052,000","21,041,000","4,635,000","10,871,000","25,360,000","25,954,000","-2,457,000","6,892,000","31,584,000","7,727,000","-17,893,000","-15,648,000","3,904,000","14,862,000","-10,664,000","4,758,000","4,860,000","15,615,000","18,614,000","10,052,000","-12,252,000","-17,075,000","6,630,064","5,059,491","6,879,445","9,550,627","5,935,543","3,418,200","3,607,198","7,329,386","11,993,120","-23,332","2,671,900","11,295,656","8,715,449","2,521,974","2,957,332","8,719,325","10,941,958","-3,373,370","-1,796,736","7,869,475","4,657,406","293,246","8,349,246","7,102,845","4,109,354","848,463","335,318","5,755,644","746,772","-2,043,995","3,666,348","4,065,769","6,600,076","1,242,436","4,022,525","-725,051","23,226","2,040,003","3,152,306","2,452,673","2,296,646","1,549,116","698,694","2,876,425","255,442","468,352","2,644,157","-768,269","-52,123","-1,053","1,484,731","6,694,397","1,500,000","-1,800,000","-3,700,000","-200,000","3,000,000","400,000","2,500,000","2,200,000","-600,000","-2,200,000","0","-1,300,000","-400,000","-2,000,000","300,000","-200,000","300,000","300,000","-800,000","-300,000"
	CashFlowFromContinuingOperatingActivities,"-2,990,000","-16,063,000","4,428,000","3,010,000","5,635,000","22,751,000","23,698,000","2,582,000","-9,752,000","11,274,000","-3,428,000","-8,602,000","-3,767,000","4,604,000","18,664,000","4,950,000","13,046,000","27,052,000","21,041,000","4,635,000","10,871,000","25,360,000","25,954,000","-2,457,000","6,892,000","31,584,000","7,727,000","-17,893,000","-15,648,000","3,904,000","14,862,000","-10,664,000","4,758,000","4,860,000","15,615,000","18,614,000","10,052,000","-12,252,000","-17,075,000","6,630,064","5,059,491","6,879,445","9,550,627","5,935,543","3,418,200","3,607,198","7,329,386","11,993,120","-23,332","2,671,900","11,295,656","8,715,449","2,521,974","2,957,332","8,719,325","10,941,958","-3,373,370","-1,796,736","7,869,475","4,657,406","293,246","8,349,246","7,102,845","4,109,354","848,463","335,318","5,755,644","746,772","-2,043,995","3,666,348","4,065,769","6,600,076","1,242,436","4,022,525","-725,051","23,226","2,040,003","3,152,306","2,452,673","2,296,646","1,549,116","698,694","2,876,425","255,442","468,352","2,644,157","-768,269","-52,123","-1,053","1,484,731","6,694,397","1,500,000","-1,800,000","-3,700,000","-200,000","3,000,000","400,000","2,500,000","2,200,000","-600,000","-2,200,000","0","-1,300,000","-400,000","-2,000,000","300,000","-200,000","300,000","300,000","-800,000","-300,000"
		NetIncomeFromContinuingOperations,"-64,019,000","-20,948,000","-4,836,000","-18,076,000","-20,159,000","-18,911,000","10,689,000","-405,066,000","-27,951,000","-21,788,000","-2,868,000","-6,983,000","1,085,000","-2,313,000","6,228,000","-745,000","-3,577,000","-13,131,000","-10,081,000","-10,238,000","-6,153,000","-13,987,000","-14,824,000","-20,973,000","-18,653,000","-23,171,000","-232,526,000","-901,437,000","-23,144,000","-216,404,000","-92,032,000","-31,352,000","-173,000","4,087,000","-1,991,000","-6,648,000","-2,785,000","-15,483,000","-3,884,000","5,167,039","3,017,626","4,522,335","5,786,050","5,857,170","3,993,649","4,989,495","4,304,938","3,175,550","2,332,157","-443,101","2,391,830","1,578,799","849,571","-703,929","2,011,295","3,709,566","4,096,057","3,798,569","4,296,071","3,236,990","3,633,559","3,157,438","3,653,378","2,559,620","2,935,971","2,015,210","3,149,601","2,166,182","2,891,162","2,395,952","2,297,888","2,534,131","2,392,018","1,905,109","1,510,094","1,985,317","1,516,530","1,143,573","1,594,643","1,723,214","517,851","-724,926","919,391","979,667","416,309","197,818","114,162","171,481","326,894","375,764","1,143,649",,,"-200,000","-3,800,000","100,000",,,"900,000","100,000","-100,000","-400,000","2,900,000","0",,,"500,000","100,000","-100,000","-100,000","-600,000"
		OperatingGainsLosses,"65,000","2,867,000","-540,000","-2,823,000","561,000","5,299,000","-4,954,000","-2,619,000","-1,472,000","4,266,000","-1,770,000","3,113,000","-4,776,000","-1,633,000","-11,195,000","-3,945,000","6,253,000","4,395,000","-1,751,000","-1,328,000","-4,606,000","-2,744,000","6,407,000","-833,000","762,000","-4,189,000","1,720,000","887,000","-2,703,000","8,708,000",,,,,,,,,"-406,200","2,200","0","0","0","-625,522","-1","-1,360,680","0","0","0","0","268,332","45,726","0","356","38,351","0","-807","-99,328",,,,,"0",,,"412,710","45,847","0","1","43,080","239,088","0","0","16,011","-63,622","21,383",,,,"0",,,"9,423","5,136",,,,,,,,,"0","-6,500,000",,,,"100,000","200,000",,,,,,,,,,,,
			GainLossOnSaleOfBusiness,"-3,554,000",,,,,,,"0",,,"0","0",,,"24,000","-7,932,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-155,200","2,200","0","0","0","665","-1","-156,272","0","0","0","0","268,332","45,726","0","356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"2,057,000","2,792,000","-764,000","899,000","-870,000","4,181,000","-6,153,000","-3,571,000","-2,422,000","3,428,000","-2,677,000","2,380,000","-1,393,000","-210,000","1,690,000","235,000","4,893,000","-1,678,000","-1,751,000","-1,328,000","-4,606,000","-2,744,000","6,407,000","-833,000","762,000","-4,189,000","1,720,000","887,000","-2,703,000","8,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-251,000","0","0","0","0","-626,187","0","-1,204,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-1,992,000","75,000","224,000","-3,722,000","1,431,000","1,118,000","1,199,000","952,000","950,000","838,000","907,000","733,000","195,000","-1,423,000","-12,909,000","3,752,000","1,360,000","6,073,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"57,584,000","15,290,000","14,684,000","13,717,000","13,893,000","13,802,000","12,132,000","12,324,000","12,647,000","12,457,000","13,008,000","12,871,000","12,363,000","12,700,000","15,348,000","15,290,000","15,240,000","15,372,000","16,844,000","16,819,000","16,406,000","16,566,000","23,134,000","22,951,000","23,296,000","23,496,000","24,508,000","28,107,000","26,873,000","28,907,000","30,274,000","30,576,000","25,212,000","23,367,000","26,015,000","19,446,000","17,647,000","29,328,000","17,234,000","-3,255,657","2,868,939","2,649,718","2,817,736","2,782,927","2,592,876","2,154,184","2,546,765","2,586,075","2,123,440","2,086,110","2,015,604","1,979,273","2,056,046","2,204,730","1,927,868","1,746,659","1,724,116","1,605,203","1,524,286","1,271,709","1,106,503","1,071,838","1,055,664","994,733","993,891","787,946","829,872","770,965","751,782","707,171","797,892","639,775","602,112","647,301","630,417","604,425","663,490","635,411","553,915","713,604","662,085","471,605","709,682","557,529","515,711","496,653","495,295","488,847","388,642","395,296","404,039","500,000","500,000","500,000","600,000","600,000","600,000","500,000","600,000","400,000","500,000","400,000","300,000","400,000","200,000","200,000","100,000","100,000","100,000","100,000","0"
