name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011
OperatingCashFlow,"-41,194,397","-26,059,098","25,695,933","-37,122,651","-3,708,581","-3,083,261","-4,325,484","-1,358,176","-1,017,807","-1,072,237","-1,117,374","-732,173","-657,972","-811,136","-1,980,526","-652,894","-1,954,729","-3,650,422","3,996,620","-7,689,891","-2,446,711","-4,668,501","-1,041,515","-1,910,645","13,011,598","113,169","-39,733","2,670,543","-4,446,993","-1,145,055","1,220,537","833,451","599,219","1,800,367","-572,126","-253,898","-460,271","-233,175","-98,015","-507,614","-171,876","-483,899","-4,192","-5,913","-3,997","-20,171"
	CashFlowFromContinuingOperatingActivities,"-41,194,397","-26,059,098","25,695,933","-37,122,651","-3,708,581","-3,083,261","-4,325,484","-1,358,176","-1,017,807","-1,072,237","-1,117,374","-732,173","-657,972","-811,136","-955,986","-1,677,434","-1,954,729","-3,650,422","3,996,620","-7,689,891","-2,446,711","-4,668,501","-1,041,515","-1,910,645","13,011,598","113,169","-39,733","2,670,543","-4,446,993","-1,145,055","1,220,537","833,451","599,219","1,800,367","-572,126","-253,898","-460,271","-233,175","-98,015","-507,614","-171,876","-483,899","-4,192","-5,913","-3,997","-20,171"
		NetIncomeFromContinuingOperations,"-132,489,837","-12,958,589","11,525,939","-22,172,567","-108,884,620","83,356,742","-5,234,227","-1,994,417","-2,161,196","-1,057,931","-1,151,916","-754,407","-565,880","-1,044,862","-4,394,402","-1,340,457","-4,676,645","-2,402,820","-18,848,645","-6,677,485","-2,200,793","-3,606,646","-26,567,330","-6,270,686","7,902,557","-3,893,413","-3,905,123","-3,750,469","-4,502,696","-4,781,571",,"3,522,605","-317,257","-281,606","-1,098,980","-935,320","-810,499","-605,536","-488,539",,,,,"-3,588","-3,597","-20,571"
		OperatingGainsLosses,,,"817,973","-176,303","-1,259,493","1,591,950","290,937","10,669","-1,919","-5,565","-56,871","-57,315","13,518","38,342","-27,089","22,718","-90,919","-1,451,747",,,,,,,,,"762,915",,,,,,,,"-168,216",,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"-3,088","-7,636","-989","54","0","-11,206","-8,482","4,222","-22,884","11,236","-25,052","608","78,952","68,313","3,710","1,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"821,061","-168,667","-1,196,004","1,591,896","290,937","21,875","6,563","-9,787","-33,987","-68,551","38,570","37,734","-106,041","-45,595","-94,629","-1,453,257",,,,,,,,,,,,,,,,,"-168,216",,,,,,,,,,,
		DepreciationAmortizationDepletion,"32,352,104","18,565,058","6,887,167","4,339,508","3,121,371","754,533","1,237,525","825,698","545,286","552,689","544,254","178,498","177,619","176,950","616,343","616,857","592,386","244,126","45,756","457,718","640,365","706,429","1,435,290","2,031,956","1,962,469","2,027,551","2,315,344","2,886,179","3,030,889","2,600,330","2,651,285","1,481,836","940,095","455,064","179,264","385,810","458,966","17,825",,,,,,,,
			DepreciationAndAmortization,"32,352,104","18,565,058","6,887,167","4,339,508","3,121,371","754,533","1,237,525","825,698","545,286","552,689","544,254","178,498","177,619","176,950","616,343","616,857","592,386","244,126","45,756","457,718","640,365","706,429","1,435,290","2,031,956","1,962,469","2,027,551","2,315,344","2,886,179","3,030,889","2,600,330","2,651,285","1,481,836","940,095","455,064","179,264","385,810","458,966","17,825",,,,,,,,
				Depreciation,"32,280,928","18,565,058","6,869,373","4,321,715","3,103,576","736,739","1,219,731","807,904","527,492","534,895","526,459","160,704","159,825","159,156","598,548","598,549","574,592","232,006","24,858","300","477","471","482","1,070","1,058","1,652","1,910","1,910","1,889","1,869","1,876","1,524","1,416","1,417","1,416","833","833","278",,,,,,,,
				AmortizationCashFlow,,,"17,794","17,793","17,795","17,794","17,794","17,794","17,794","17,794","17,795","17,794","17,794","17,794","17,795","18,308","17,794","12,120","20,898","457,418","639,888","705,958","1,434,808","2,030,886","1,961,411","2,025,899","2,313,434","2,884,269","3,029,000","2,598,461","2,649,409","1,480,312","938,679","453,647","177,848","384,977","458,133","17,547",,,,,,,,
					AmortizationOfIntangibles,,,"17,794","17,793","17,795","17,794","17,794","17,794","17,794","17,794","17,795","17,794","17,794","17,794","17,795","18,308","17,794","12,120","20,898","457,418","639,888","705,958","1,434,808","2,030,886","1,961,411","2,025,899","2,313,434","2,884,269","3,029,000","2,598,461","2,649,409","1,480,312","938,679","453,647","177,848","384,977","458,133","17,547",,,,,,,,
		DeferredTax,"18,723,657","-4,297,064",,,,,,,,,,,,,,,,,"0","0","0","0","11,499,254","-3,378,877","5,283,248","-2,010,882","-1,990,337","-472,352","-3,319,246","-2,497,100",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"18,723,657","-4,297,064",,,,,,,,,,,,,,,,,"0","0","0","0","11,499,254","-3,378,877","5,283,248","-2,010,882","-1,990,337","-472,352","-3,319,246","-2,497,100",,,,,,,,,,,,,,,,
