name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990
OperatingCashFlow,"98,800,000","42,000,000","20,100,000","27,000,000","9,700,000","36,000,000","87,100,000","40,300,000","16,400,000","58,000,000","14,800,000","48,700,000","19,100,000","37,700,000","28,100,000","16,200,000","20,000,000","30,700,000","41,900,000","21,600,000","23,600,000","38,500,000","43,000,000","29,300,000","34,400,000","26,900,000","34,700,000","30,100,000","19,000,000","14,300,000","45,400,000","30,000,000","33,200,000","23,049,000","18,516,000","22,121,000","8,714,000","344,000","10,216,000","16,498,000","6,187,000","12,877,000","10,211,000","-4,764,000","6,501,000","-2,558,000","15,771,000","6,039,000","-2,212,000","11,479,000","262,000","7,937,000","7,688,000","4,787,000","8,966,000","18,073,000","11,342,000","21,438,000","11,635,000","25,172,000","20,758,000","11,769,000","18,018,000","10,116,000","16,471,000","7,900,000","311,000","14,894,000","6,543,000","9,769,000","18,255,000","2,854,000","14,076,000","12,170,000","13,874,000","55,000","18,027,000","13,232,000","12,122,000","7,865,000","19,511,000","2,565,000","14,204,000","12,428,000","11,650,000","9,930,000","7,023,000","1,039,605","14,508,395","14,974,000","9,600,000","6,600,000","25,600,000","9,400,000","11,300,000","700,000","10,900,000","10,900,000","11,600,000","5,400,000","10,400,000","11,000,000","13,700,000","3,100,000","17,100,000","10,100,000","16,900,000","3,200,000","13,200,000","14,300,000","15,800,000","4,000,000","3,200,000","8,100,000","8,100,000","-1,100,000","1,800,000","7,300,000","9,700,000","-200,000","1,800,000","7,100,000","5,000,000","2,900,000","6,600,000","5,400,000","4,500,000","3,600,000","2,400,000"
	CashFlowFromContinuingOperatingActivities,"98,800,000","42,000,000","20,100,000","27,000,000","9,700,000","36,000,000","87,100,000","40,300,000","16,400,000","58,000,000","14,800,000","48,700,000","19,100,000","37,700,000","28,100,000","16,200,000","20,000,000","30,790,000","41,810,000","21,600,000","23,600,000","38,500,000","43,000,000","29,300,000","34,400,000","26,900,000","34,700,000","30,100,000","19,000,000","14,300,000","45,400,000","30,000,000","33,200,000","23,049,000","18,516,000","22,121,000","8,714,000","344,000","10,216,000","16,498,000","6,187,000","12,877,000","10,211,000","-4,764,000","6,501,000","-2,558,000","15,771,000","6,039,000","-2,212,000","11,479,000","262,000","7,937,000","7,688,000","4,787,000","8,966,000","18,073,000","11,342,000","21,438,000","11,635,000","25,172,000","20,758,000","11,769,000","18,018,000","10,116,000","16,471,000","7,900,000","311,000","14,894,000","6,543,000","9,769,000","18,255,000","2,854,000","14,076,000","12,170,000","13,874,000","55,000","18,027,000","13,232,000","12,122,000","7,865,000","19,511,000","2,565,000","14,204,000","12,428,000","11,650,000","10,898,000","7,023,000","1,039,605","14,508,395","14,974,000","9,600,000","6,600,000","25,600,000","9,400,000","11,300,000","700,000","10,900,000","10,900,000","11,600,000","5,400,000","10,400,000","11,000,000","13,700,000","3,100,000","17,100,000","10,100,000","16,900,000","3,200,000","13,200,000","14,300,000","15,800,000","4,000,000","3,200,000","8,100,000","8,100,000","-1,100,000","1,800,000","7,000,000","9,600,000","-400,000","1,300,000","8,100,000","5,000,000","2,900,000","6,600,000","5,400,000","4,500,000","3,600,000","2,400,000"
		NetIncomeFromContinuingOperations,"102,200,000","16,200,000","29,400,000","27,500,000","29,100,000","31,100,000","31,900,000","38,600,000","20,700,000","30,100,000","41,200,000","23,800,000","28,300,000","22,600,000","30,700,000","14,600,000","23,700,000","36,800,000","-24,300,000","24,200,000","20,500,000","23,200,000","23,800,000","24,700,000","21,200,000","22,600,000","17,200,000","21,300,000","23,500,000","26,500,000","27,100,000","26,000,000","21,400,000","48,155,000","14,591,000","19,811,000","13,643,000","10,057,000","3,268,000","23,292,000","3,827,000","5,692,000","784,000","226,000","1,435,000","9,843,000","5,810,000","-490,000","4,030,000","16,027,000","-4,321,000","2,088,000","-13,000","-95,014,000","-26,986,000","2,701,000","6,816,000","12,919,000","9,757,000","8,806,000","8,272,000","12,132,000","4,704,000","4,888,000","4,360,000","4,290,000","2,811,000","5,241,000","4,707,000","9,727,000","4,706,000","6,508,000","4,592,000","7,560,000","1,374,000","6,456,000","4,291,000","6,655,000","4,457,000","6,177,000","4,583,000","-4,674,000","372,000","3,853,000","4,254,000","-17,950,000","13,102,000","9,058,042","8,553,958","9,688,000","7,300,000","5,400,000","8,500,000","8,800,000","7,100,000","9,200,000","7,700,000","9,600,000","7,100,000","9,400,000","9,200,000","11,000,000","9,100,000","9,100,000","8,000,000","10,600,000","7,500,000","7,600,000","6,700,000","8,300,000","6,000,000","6,000,000","5,800,000","7,400,000","5,100,000","4,900,000","3,600,000","4,700,000","3,400,000","3,900,000","3,400,000","-1,800,000","1,700,000","2,500,000","2,200,000","2,100,000","1,700,000","2,200,000","1,900,000"
		OperatingGainsLosses,"-300,000","100,000","0","0","-400,000",,,,,"0","100,000",,,"200,000","100,000",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"593,000","142,000","-197,000","0","-4,000","81,000",,,,,,,,,,,,"4,006,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,400,000","4,200,000","-6,400,000","-4,200,000",,,,,,,,
			GainLossOnSaleOfBusiness,"-300,000"
			GainLossOnSaleOfPPE,,,"0","0","-400,000",,,,,,"-400,000",,,"200,000","100,000",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"52,600,000","13,000,000","13,700,000","13,300,000","12,600,000","13,300,000","13,500,000","12,600,000","12,100,000","12,300,000","12,300,000","11,900,000","11,800,000","12,700,000","12,200,000","10,000,000","8,400,000","8,100,000","7,100,000","7,300,000","5,600,000","6,700,000","5,900,000","5,900,000","5,800,000","6,100,000","5,800,000","5,800,000","6,200,000","5,900,000","5,500,000","6,000,000","6,000,000","6,622,000","5,823,000","5,798,000","5,657,000","5,906,000","4,130,000","4,456,000","4,314,000","4,234,000","3,980,000","4,044,000","3,901,000","4,132,000","3,838,000","3,874,000","3,912,000","4,029,000","4,139,000","5,638,000","5,603,000","11,691,000","8,199,000","9,040,000","8,106,000","5,121,000","8,648,000","7,786,000","6,604,000","4,183,000","6,631,000","6,559,000","6,627,000","3,608,000","6,661,000","6,382,000","6,195,000","4,292,000","6,459,000","5,403,000","5,280,000","5,172,000","5,530,000","5,198,000","4,880,000","4,816,000","3,907,000","3,979,000","3,919,000","3,768,000","4,609,000","4,082,000","3,804,000","92,000","6,020,000","5,406,187","5,183,813","6,309,000","4,900,000","4,900,000","4,600,000","5,900,000","4,800,000","4,500,000","4,700,000","6,200,000","4,600,000","4,600,000","4,500,000","6,300,000","3,600,000","3,400,000","3,400,000","4,700,000","3,100,000","3,100,000","3,100,000","4,300,000","2,700,000","2,600,000","2,500,000","3,200,000","2,400,000","2,200,000","2,200,000","2,400,000","2,100,000","2,100,000","2,100,000","1,800,000","1,900,000","1,800,000","1,800,000","1,500,000","1,800,000","1,700,000","1,600,000"
			DepreciationAndAmortization,"52,600,000","13,000,000","13,700,000","13,300,000","12,600,000","13,300,000","13,500,000","12,600,000","12,100,000","12,300,000","12,300,000","11,900,000","11,800,000","12,700,000","12,200,000","10,000,000","8,400,000","8,100,000","7,100,000","7,300,000","5,600,000","6,700,000","5,900,000","5,900,000","5,800,000","6,100,000","5,800,000","5,800,000","6,200,000","5,900,000","5,500,000","6,000,000","6,000,000","6,622,000","5,823,000","5,798,000","5,657,000","5,906,000","4,130,000","4,456,000","4,314,000","4,234,000","3,980,000","4,044,000","3,901,000","4,132,000","3,838,000","3,874,000","3,912,000","4,029,000","4,139,000","5,638,000","5,603,000","11,691,000","8,199,000","9,040,000","8,106,000","5,121,000","8,648,000","7,786,000","6,604,000","4,183,000","6,631,000","6,559,000","6,627,000","3,608,000","6,661,000","6,382,000","6,195,000","4,292,000","6,459,000","5,403,000","5,280,000","5,172,000","5,530,000","5,198,000","4,880,000","4,816,000","3,907,000","3,979,000","3,919,000","3,768,000","4,609,000","4,082,000","3,804,000","92,000","6,020,000","5,406,187","5,183,813","6,309,000","4,900,000","4,900,000","4,600,000","5,900,000","4,800,000","4,500,000","4,700,000","6,200,000","4,600,000","4,600,000","4,500,000","6,300,000","3,600,000","3,400,000","3,400,000","4,700,000","3,100,000","3,100,000","3,100,000","4,300,000","2,700,000","2,600,000","2,500,000","3,200,000","2,400,000","2,200,000","2,200,000","2,400,000","2,100,000","2,100,000","2,100,000","1,800,000","1,900,000","1,800,000","1,800,000","1,500,000","1,800,000","1,700,000","1,600,000"
				Depreciation,,,,,,,,,,,,"7,200,000","7,000,000","7,700,000","6,700,000","6,300,000","6,500,000","6,200,000","5,100,000","6,200,000","5,000,000","6,200,000","5,300,000","5,300,000","5,200,000","5,500,000","5,200,000","5,200,000","5,600,000","5,500,000","5,200,000","5,600,000","5,600,000","6,154,000","5,410,000","5,340,000","5,196,000","5,390,000","3,635,000","4,077,000","3,910,000","3,790,000","3,511,000","3,608,000","3,439,000","3,512,000","3,195,000","3,291,000","3,356,000","3,421,000","3,573,000","5,080,000","5,038,000","10,166,000","7,448,000","6,547,000","5,942,000","5,814,000","6,283,000","5,185,000","4,864,000","4,812,000","4,809,000","4,693,000","4,601,000","4,189,000","4,457,000","4,420,000","4,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,"4,700,000","4,800,000","5,000,000","5,500,000","3,700,000","1,900,000","1,900,000","2,000,000","1,100,000","600,000","500,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","400,000","300,000","400,000","400,000","468,000","413,000","458,000","461,000","516,000","495,000","379,000","404,000","444,000","469,000","436,000","462,000","620,000","643,000","583,000","556,000","608,000","566,000","558,000","565,000","1,525,000","751,000","2,493,000","2,164,000","-693,000","2,365,000","2,601,000","1,740,000","-629,000","1,822,000","1,866,000","2,026,000","-581,000","2,204,000","1,962,000","1,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,"4,700,000","4,800,000","5,000,000","5,500,000","3,700,000","1,900,000","1,900,000","2,000,000","1,100,000","600,000","500,000","600,000","600,000","600,000","600,000","600,000","600,000","600,000","400,000","300,000","400,000","400,000","468,000","413,000","458,000","461,000","516,000","495,000","379,000","404,000","444,000","469,000","436,000","462,000","620,000","643,000","583,000","556,000","608,000","566,000","558,000","565,000","1,525,000","751,000","2,493,000","2,164,000","-693,000","2,365,000","2,601,000","1,740,000","-629,000","1,822,000","1,866,000","2,026,000","-581,000","2,204,000","1,962,000","1,795,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-2,100,000","-1,600,000","-600,000","200,000","-100,000","-3,700,000","300,000","0","-6,200,000",,,"400,000","0","-3,900,000","-100,000","0","-400,000","-500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-687,000",,,,"534,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-2,100,000","-1,600,000","-600,000","200,000","-100,000","-3,700,000","300,000","0","-6,200,000",,,"400,000","0","-3,900,000","-100,000","0","-400,000","-500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-687,000",,,,"534,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,154,000","849,000","1,110,000",,"1,366,000","199,000","342,000",,"217,000","208,000","299,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"3,100,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0","1,299,000","0","0","0","0","710,000","68,832,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,"100,000","0",,,"-10,000","-90,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"11,800,000","2,600,000","2,600,000","2,600,000","4,000,000","2,500,000","2,400,000","1,000,000","900,000","-5,300,000","1,600,000","1,500,000","2,500,000","2,300,000","800,000","8,900,000","2,000,000","700,000","-3,900,000","3,100,000","4,100,000","2,600,000","2,800,000","3,400,000","3,600,000","2,600,000","2,600,000","1,800,000","400,000","800,000","1,300,000","1,200,000","1,000,000","704,000","708,000","722,000","1,166,000","780,000","725,000","756,000","991,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"1,300,000","800,000","700,000","-100,000","-100,000","0","-100,000","200,000","600,000","300,000",,,"-100,000",,,,,,,,,,,,,,,,,,,,,,"35,000","-3,000","236,000",,"-16,000",,,,"-177,000","253,000","286,000",,"-44,000","55,000","22,000",,,"29,000","19,000","-335,000","-2,379,000",,,,,,,"4,176,000","-1,611,000","296,000","917,000","4,588,000","234,000","29,000","55,000",,"-575,000","439,000","198,000",,"56,000","56,000","47,000",,"4,000","7,000","6,000",,"111,000","160,000","193,000",,"801,000","1,238,003","89,997","-3,501,000","-5,300,000","8,900,000","-100,000",,"-300,000","1,400,000","700,000",,"900,000","900,000","700,000","-1,200,000","300,000","600,000","200,000","-1,500,000","600,000","600,000","200,000",,"300,000","400,000","400,000","-1,200,000","500,000",,,"0",,,,"4,800,000","400,000","100,000","300,000","-300,000","100,000","400,000","100,000"
