name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,08/31/1988,08/31/1987,08/31/1986,08/31/1985
TotalAssets,"2,427,134,000","2,309,433,000","2,206,361,000","2,062,567,000","1,979,770,000","1,855,795,000","1,780,990,000","1,713,700,000","1,533,040,000","1,571,927,000","1,553,624,000","1,104,231,000","1,083,203,000","1,078,136,000","1,029,973,000","1,051,805,000","965,710,000","965,326,000","924,850,000","902,512,000","890,351,000","894,721,000","882,695,000","390,718,000","380,037,000","360,342,000","354,332,000","362,174,000","346,745,000","340,931,000","354,567,000","358,302,000","340,334,000","309,126,000","314,913,000","309,145,000","302,871,000","292,157,000","291,771,000","286,072,000","243,924,000","239,317,000","231,637,000","239,927,000","241,013,000","238,910,000","229,471,000","227,357,000","220,310,000","224,976,000","223,406,000","220,466,000","268,127,000","274,198,000","282,515,000","305,455,000","335,921,000","357,628,000","364,008,000","366,510,000","404,809,000","417,849,000","395,568,000","384,715,000","386,333,000","417,897,000","412,323,000","412,960,000","411,880,000","430,093,000","406,199,000","394,556,000","388,868,000","371,180,000","338,823,000","377,462,000","366,879,000","358,205,000","359,252,000","337,077,000","341,600,000","391,469,000","353,531,000","342,033,000","335,053,000","311,143,000","315,207,000","308,686,000","313,527,000","302,891,000","281,800,000","285,900,000","267,700,000","253,800,000","231,200,000","230,600,000","240,800,000","227,900,000","235,200,000","213,500,000","222,100,000","219,100,000","238,900,000","220,600,000","229,100,000","224,700,000","219,700,000","211,600,000","216,700,000","200,100,000","189,900,000","184,000,000","168,400,000","160,800,000","154,000,000","157,100,000","145,500,000","147,400,000","135,400,000","139,800,000","133,100,000","126,600,000","135,300,000","135,100,000","149,200,000","161,800,000","180,600,000","198,500,000","195,500,000","237,500,000","301,400,000","286,300,000","341,700,000","237,000,000","231,000,000","234,700,000","202,500,000"
	CurrentAssets,"1,118,618,000","1,009,464,000","929,587,000","1,058,913,000","988,617,000","864,978,000","788,420,000","713,610,000","527,995,000","564,105,000","545,252,000","410,657,000","391,085,000","387,785,000","343,256,000","371,938,000","373,763,000","372,702,000","335,412,000","314,137,000","298,289,000","293,828,000","273,353,000","280,589,000","273,533,000","254,139,000","258,480,000","266,217,000","251,535,000","252,413,000","267,629,000","271,693,000","255,891,000","227,529,000","231,802,000","223,850,000","211,048,000","194,471,000","193,234,000","187,068,000","175,727,000","167,620,000","158,938,000","164,854,000","163,912,000","160,272,000","152,825,000","141,717,000","131,731,000","134,180,000","131,438,000","129,414,000","134,362,000","141,247,000","146,971,000","162,881,000","186,842,000","195,480,000","248,760,000","257,700,000","289,486,000","301,242,000","279,265,000","267,160,000","267,549,000","297,026,000","289,505,000","288,092,000","287,961,000","305,556,000","282,389,000","270,069,000","264,201,000","249,291,000","218,460,000","257,289,000","245,272,000","240,067,000","248,601,000","233,596,000","241,893,000","292,449,000","255,547,000","244,367,000","238,531,000","214,542,000","218,853,000","213,518,000","221,608,000","214,341,000","196,300,000","203,700,000","188,600,000","176,300,000","153,900,000","154,500,000","166,600,000","153,900,000","162,500,000","141,200,000","147,300,000","141,900,000","160,200,000","126,600,000","136,800,000","132,800,000","129,900,000","120,900,000","134,700,000","127,400,000","119,000,000","110,900,000","104,200,000","96,500,000","90,300,000","94,300,000","86,200,000","88,300,000","77,800,000","81,800,000","76,700,000","69,700,000","77,200,000","76,600,000","84,200,000","95,400,000","111,400,000","129,500,000","117,300,000","156,900,000","217,600,000","200,400,000","245,100,000","162,700,000","134,200,000","136,800,000","134,400,000"
		CashCashEquivalentsAndShortTermInvestments,"238,073,000","134,832,000","211,384,000","434,563,000","405,841,000","333,015,000","272,939,000","292,575,000","152,480,000","122,939,000","101,328,000","37,431,000","4,176,000","3,017,000","702,000","2,342,000","39,029,000","27,443,000","54,468,000","35,945,000","24,369,000","10,931,000","25,584,000","85,583,000","71,253,000","36,872,000","55,721,000","70,239,000","49,215,000","7,938,000","37,754,000","73,782,000","66,969,000","16,258,000","49,737,000","64,277,000","47,027,000","26,235,000","44,325,000","62,683,000","81,081,000","80,800,000","71,549,000","69,307,000","65,480,000","62,787,000","86,415,000","74,691,000","77,446,000","50,609,000","42,905,000","50,066,000","41,708,000","27,454,000","34,165,000","20,951,000","46,200,000","15,536,000","94,183,000","109,539,000","156,861,000","166,995,000","142,904,000","154,884,000","140,419,000","163,075,000","135,766,000","112,584,000","114,329,000","113,586,000","101,342,000","75,545,000","95,521,000","56,716,000","56,889,000","99,381,000","92,747,000","39,507,000","66,084,000","42,225,000","72,201,000","134,477,000","115,494,000","93,779,000","93,182,000","58,034,000","62,208,000","51,443,000","59,725,000","43,498,000","40,200,000","48,200,000","56,500,000","35,700,000","33,900,000","53,900,000","54,300,000","43,400,000","57,000,000","32,100,000","46,000,000","34,900,000","56,600,000","800,000","14,700,000","14,500,000","18,700,000","8,900,000","2,100,000",,"9,300,000","800,000","10,100,000","600,000","3,500,000","11,200,000","6,300,000","4,300,000","5,200,000","13,300,000","6,500,000","3,900,000","3,000,000","6,600,000","12,700,000","5,700,000","1,300,000","22,200,000","7,900,000","20,200,000",,"800,000",,"62,100,000","47,500,000","52,300,000","29,900,000"
			CashAndCashEquivalents,"238,073,000","134,832,000","211,384,000","434,563,000","405,841,000","333,015,000","272,939,000","292,575,000","152,480,000","122,939,000","101,328,000","37,431,000","4,176,000","3,017,000","702,000","2,342,000","39,029,000","27,443,000","54,468,000","35,945,000","24,369,000","10,931,000","25,584,000","85,583,000","71,253,000","36,872,000","55,721,000","70,239,000","49,215,000","7,938,000","27,803,000","57,804,000","50,490,000","16,258,000","49,737,000","64,277,000","42,422,000","26,235,000","44,075,000","62,683,000","80,831,000","80,800,000","71,299,000","69,307,000","65,230,000","62,787,000","81,165,000","74,691,000","76,296,000","41,609,000","29,205,000","36,566,000","41,308,000","27,454,000","28,765,000","17,851,000","46,200,000","15,536,000","4,836,000","6,889,000","11,911,000","12,446,000","12,954,000","24,934,000","15,419,000","18,825,000","25,766,000","19,484,000","10,302,000","16,107,000","101,342,000","75,545,000","95,521,000","56,716,000","56,889,000","99,381,000","92,747,000","39,507,000","66,084,000","42,225,000","72,201,000","134,477,000","115,494,000","93,779,000","93,182,000","58,034,000","62,208,000","51,443,000","59,725,000","43,498,000","40,200,000","48,200,000","56,500,000","35,700,000","33,900,000","53,900,000","54,300,000","43,400,000","57,000,000","32,100,000","46,000,000","34,900,000","56,600,000","800,000","14,700,000","14,500,000","18,700,000","8,900,000","2,100,000",,"9,300,000","800,000","10,100,000","600,000","3,500,000","11,200,000","6,300,000","4,300,000","5,200,000","13,300,000","6,500,000","3,900,000","3,000,000","6,600,000","12,700,000","5,700,000","1,300,000","22,200,000","7,900,000","20,200,000",,"800,000",,"62,100,000","47,500,000","52,300,000","29,900,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","9,951,000","15,978,000","16,479,000",,,,"4,605,000",,"250,000",,"250,000",,"250,000",,"250,000",,"5,250,000","0","1,150,000","9,000,000","13,700,000","13,500,000","400,000","0","5,400,000","3,100,000",,,"89,347,000","102,650,000","144,950,000","154,549,000","129,950,000","129,950,000","125,000,000","144,250,000","110,000,000","93,100,000","104,027,000","97,479,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"373,639,000","380,039,000","263,677,000","253,808,000","228,199,000","232,349,000","231,182,000","220,798,000","163,590,000","182,475,000","167,290,000","158,049,000","185,546,000","179,940,000","140,837,000","164,585,000","148,948,000","157,425,000","116,798,000","124,539,000","120,998,000","120,498,000","81,762,000","66,184,000","65,474,000","70,060,000","59,312,000","66,936,000","65,388,000","84,444,000","62,806,000","69,704,000","56,718,000","70,689,000","43,076,000","31,013,000","33,837,000","28,184,000","26,246,000","24,329,000","19,351,000","19,904,000","15,583,000","21,506,000","17,788,000","21,002,000","16,640,000","18,930,000","11,253,000","20,903,000","34,103,000","29,073,000","27,017,000","27,714,000","15,880,000","16,044,000","14,458,000","31,941,000","17,464,000","30,285,000","22,680,000","23,406,000","23,517,000","20,859,000","23,681,000","29,225,000","24,400,000","40,910,000","26,329,000","27,677,000","25,295,000","46,112,000","26,792,000","41,165,000","20,318,000","30,885,000","24,898,000","60,828,000","65,464,000","66,496,000","62,053,000","59,943,000","47,733,000","60,446,000","58,320,000","55,472,000","53,538,000","64,741,000","63,917,000","63,766,000","58,700,000","57,900,000","58,200,000","59,400,000","26,500,000","34,800,000","26,000,000","43,400,000","40,600,000","44,600,000","39,300,000","49,600,000","41,900,000","41,500,000","46,700,000","46,200,000","42,400,000","47,200,000","44,700,000","44,200,000","46,400,000","45,200,000","37,500,000","39,900,000","34,900,000","36,000,000","34,900,000","30,600,000","26,900,000","27,600,000","21,300,000","22,100,000","28,600,000","31,100,000","26,800,000","26,200,000","28,500,000","33,700,000","37,000,000","42,100,000","78,200,000","83,900,000","100,900,000","22,000,000","34,500,000","21,300,000","21,200,000"
			AccountsReceivable,"373,639,000","380,039,000","263,677,000","253,808,000","228,199,000","232,349,000","231,182,000","220,798,000","163,590,000","182,475,000","167,290,000","158,049,000","185,546,000","179,940,000","140,837,000","164,585,000","148,948,000","157,425,000","116,798,000","124,539,000","120,998,000","120,498,000","81,762,000","66,184,000","65,474,000","70,060,000","59,312,000","66,936,000","65,198,000","75,636,000","62,801,000","69,699,000","56,333,000","69,628,000","42,944,000","29,145,000","31,421,000","26,906,000","24,821,000","22,726,000","18,562,000","18,607,000","14,756,000","19,981,000","17,408,000","20,870,000","16,508,000","18,798,000","10,105,000","20,344,000","11,963,000","11,717,000","7,890,000","8,237,000","4,648,000","9,426,000","10,132,000","31,941,000","17,464,000","30,285,000","22,680,000","23,406,000","23,517,000","20,859,000","23,681,000","29,225,000","24,400,000","40,910,000","26,329,000","27,677,000","25,295,000","46,112,000","26,792,000","41,165,000","20,318,000","30,885,000",,"60,828,000","65,464,000","66,496,000","23,004,000","21,763,000","12,225,000","20,183,000","21,622,000","17,605,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"374,009,000","380,333,000","263,952,000","254,115,000","228,486,000","232,650,000","231,531,000","221,151,000","163,971,000","182,856,000","167,550,000","158,209,000","185,709,000","180,103,000","141,016,000","164,782,000","149,120,000","157,599,000",,"124,722,000","121,193,000","120,694,000","82,000,000","66,462,000","65,621,000","70,206,000","59,444,000","67,056,000",,"75,755,000","62,925,000","69,826,000","56,483,000","69,777,000","43,096,000","29,297,000","31,655,000","27,086,000",,"22,901,000",,,,"20,057,000","17,495,000",,,,"10,198,000","20,454,000",,,"8,076,000","8,394,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-370,000","-294,000","-275,000","-307,000","-287,000","-301,000","-349,000","-353,000","-381,000","-381,000","-260,000","-160,000","-163,000","-163,000","-179,000","-197,000","-172,000","-174,000",,"-183,000","-195,000","-196,000","-238,000","-278,000","-147,000","-146,000","-132,000","-120,000",,"-119,000","-124,000","-127,000","-150,000","-149,000","-152,000","-152,000","-234,000","-180,000",,"-175,000",,,,"-76,000","-87,000",,,,"-93,000","-110,000",,,"-186,000","-157,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190,000","8,808,000","5,000","5,000","385,000","1,061,000","132,000","1,868,000","2,416,000","1,278,000","1,603,000","1,603,000","875,000","1,376,000","913,000","1,525,000","380,000","132,000","132,000","132,000","1,148,000","559,000","22,140,000","17,356,000","19,127,000","19,477,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
