name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018
TotalRevenue,"4,217,427,000","1,073,800,000","1,071,376,000","1,050,756,000","1,021,495,000","956,237,000","882,485,000","777,196,000","663,520,000","328,167,000","188,251,000","166,593,000","145,826,000","121,988,000","105,800,000","90,121,000","74,526,000","60,070,000"
	OperatingRevenue,"4,217,427,000","1,073,800,000","1,071,376,000","1,050,756,000","1,021,495,000","956,237,000","882,485,000","777,196,000","663,520,000","328,167,000","188,251,000","166,593,000","145,826,000","121,988,000","105,800,000","90,121,000","74,526,000","60,070,000"
CostOfRevenue,"1,051,381,000","261,821,000","257,347,000","270,957,000","261,256,000","264,994,000","267,284,000","258,727,000","192,271,000","103,707,000","32,547,000","30,845,000","27,900,000","24,104,000","19,525,000","16,843,000","12,973,000","11,660,000"
GrossProfit,"3,166,046,000","811,979,000","814,029,000","779,799,000","760,239,000","691,243,000","615,201,000","518,469,000","471,249,000","224,460,000","155,704,000","135,748,000","117,926,000","97,884,000","86,275,000","73,278,000","61,553,000","48,410,000"
OperatingExpense,"2,141,702,000","624,914,000","562,210,000","488,942,000","465,636,000","464,931,000","359,084,000","326,227,000","283,145,000","201,075,000","145,151,000","137,427,000","115,661,000","96,327,000","80,783,000","74,341,000","58,131,000","50,094,000"
	SellingGeneralAndAdministration,"1,699,596,000","480,623,000","445,214,000","390,434,000","383,325,000","399,756,000","306,709,000","283,645,000","240,411,000","174,686,000","124,482,000","119,854,000","100,607,000","82,544,000","69,975,000","65,448,000","51,082,000","43,830,000"
		GeneralAndAdministrativeExpense,"446,521,000","117,840,000","119,799,000","96,736,000","112,146,000","154,089,000","92,691,000","93,488,000","81,238,000","53,130,000","23,577,000","23,806,000","20,955,000","18,503,000","14,923,000","11,994,000","10,028,000","7,569,000"
			SalariesAndWages,,,,,,,,"19,887,000",,"3,181,000",,,,,,,,
			OtherGandA,"446,521,000","117,840,000","119,799,000","96,736,000","112,146,000","154,089,000","92,691,000","93,488,000","81,238,000","53,130,000","23,577,000","23,806,000","20,955,000","18,503,000","14,923,000","11,994,000","10,028,000","7,569,000"
		SellingAndMarketingExpense,"1,253,075,000","362,783,000","325,415,000","293,698,000","271,179,000","245,667,000","214,018,000","190,157,000","159,173,000","121,556,000","100,905,000","96,048,000","79,652,000","64,041,000","55,052,000","53,454,000","41,054,000","36,261,000"
	ResearchAndDevelopment,"442,106,000","144,291,000","116,996,000","98,508,000","82,311,000","65,175,000","52,375,000","42,582,000","42,734,000","26,389,000","20,669,000","17,573,000","15,054,000","13,783,000","10,808,000","8,893,000","7,049,000","6,264,000"
OperatingIncome,"1,024,344,000","187,065,000","251,819,000","290,857,000","294,603,000","226,312,000","256,117,000","192,242,000","188,104,000","23,385,000","10,553,000","-1,679,000","2,265,000","1,557,000","5,492,000","-1,063,000","3,422,000","-1,684,000"
NetNonOperatingInterestIncomeExpense,,,,"-2,995,000","-2,795,000","2,619,000","8,536,000","1,779,000","2,081,000","5,790,000","6,913,000","3,231,000","2,864,000","658,000","461,000","477,000","463,000","436,000"
	InterestIncomeNonOperating,,,,,,"2,619,000","8,536,000","1,779,000","2,081,000","5,790,000","6,913,000","3,231,000","2,864,000","658,000","461,000","477,000","463,000","436,000"
	InterestExpenseNonOperating,,,,"2,995,000","2,795,000",,,,,,,,,,,,,
	TotalOtherFinanceCost,"-13,666,000",,,,,,,,,"-5,790,000","-6,913,000","-3,231,000","-2,864,000","-658,000","-461,000","-477,000","-463,000","-436,000"
OtherIncomeExpense,"-7,971,000","-43,393,000","-116,456,000","122,421,000","32,076,000",,,,,,,"978,000","1,628,000","315,000","131,000","128,000","81,000","5,000"
	GainOnSaleOfSecurity,,"-36,404,000","-110,736,000","122,421,000","32,076,000",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-15,328,000","-6,989,000","-2,549,000",,,,,,,,,"978,000","1,628,000","315,000","131,000","128,000","81,000","5,000"
PretaxIncome,"1,016,373,000","143,672,000","138,534,000","410,283,000","323,884,000","228,931,000","264,653,000","194,021,000","190,185,000","29,175,000","14,545,000","2,530,000","6,757,000","2,530,000","6,084,000","-458,000","3,966,000","-1,243,000"
TaxProvision,"-245,393,000","30,014,000","-352,107,000","69,900,000","6,800,000","1,400,000","4,043,000","-4,621,000","4,196,000","2,100,000","-794,000","319,000","1,216,000","316,000","387,000","140,000","141,000","97,000"
