name,ttm,03/31/2022,12/31/2021,09/30/2021
MarketCap,"476,525,424","1,126,870,076","1,592,336,626","2,616,299,398"
EnterpriseValue,"156,325,424","947,570,076","813,636,626","2,616,198,353"
PeRatio,"1.525"
PsRatio,"3.302","5.939","21.098",
PbRatio,"0.592","1.314","1.774",
EnterprisesValueRevenueRatio,"1.584","38.676","25.347","122.826"
