name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
TotalRevenue,"165,143,000","33,296,000","36,398,000","50,028,000","45,421,000","38,041,000","41,318,000","36,411,000","58,566,000","-119,178,000","29,813,000","-7,229,000","11,775,000","35,829,000","1,001,000","8,311,000","15,389,000","23,075,000","29,063,000","24,869,000","16,041,000","16,229,000","17,274,000","29,569,000","26,697,000","-2,287,000","-9,648,000","9,999,000","10,000,000","10,164,000","-3,143,000","1,604,000","6,762,000","5,330,000","2,904,000","461,000","56,000"
	OperatingRevenue,"165,143,000","33,296,000","36,398,000","50,028,000","45,421,000","38,041,000","41,318,000","36,411,000","58,566,000","-119,178,000","29,813,000","-7,229,000","11,775,000","35,829,000","1,001,000","8,311,000","15,389,000","23,075,000","29,063,000","24,869,000","16,041,000","16,229,000","17,274,000","29,569,000","26,697,000","-2,287,000","-9,648,000","9,999,000","10,000,000","10,164,000","-3,143,000","1,604,000","6,762,000","5,330,000","2,904,000","461,000","56,000"
OperatingExpense,"9,000,000","2,260,000","2,081,000","2,245,000","2,414,000","2,013,000","3,121,000","2,416,000","2,308,000","1,870,000","2,742,000","1,711,000","1,958,000","2,043,000","2,001,000","2,201,000","2,253,000","1,976,000","1,816,000","-674,000","540,000","56,000","-122,000","399,000","746,000","421,000","335,000","346,000","785,000","376,000","788,000","667,000","2,170,000","1,314,000","1,149,000","1,632,000","1,141,000"
	SellingGeneralAndAdministration,"7,078,000","1,743,000","1,616,000","1,810,000","1,909,000","1,494,000","1,466,000","1,688,000","1,520,000","1,280,000","1,447,000","1,166,000","1,287,000","1,475,000","1,395,000","1,618,000","1,672,000","1,451,000","1,386,000","1,138,000","1,897,000","1,261,000","1,229,000","1,284,000","1,336,000","1,202,000","1,088,000","1,005,000","1,321,000","807,000","1,035,000","720,000","1,095,000","1,088,000","859,000","1,202,000","925,000"
		GeneralAndAdministrativeExpense,"7,078,000","1,743,000","1,616,000","1,810,000","1,909,000","1,494,000","1,466,000","1,688,000","1,520,000","1,280,000","1,447,000","1,166,000","1,287,000","1,475,000","1,395,000","1,618,000","1,672,000","1,451,000","1,386,000","1,138,000","1,897,000","1,261,000","1,229,000","1,284,000","1,336,000","1,202,000","1,088,000","1,005,000","1,321,000","807,000","1,035,000","720,000","1,095,000","1,088,000","859,000","1,202,000","925,000"
	OtherOperatingExpenses,"1,922,000","517,000","465,000","435,000","505,000","519,000","1,655,000","728,000","788,000","590,000","1,295,000","545,000","671,000","568,000","606,000","583,000","581,000","525,000","430,000","-1,812,000","-1,357,000","-1,205,000","-1,351,000","-885,000","-590,000","-781,000","-753,000","-659,000","-536,000","-431,000","-247,000","-53,000","1,075,000","226,000","290,000","430,000","216,000"
PretaxIncome,"156,143,000","31,036,000","34,317,000","47,783,000","43,007,000","36,028,000","38,197,000","33,995,000","56,258,000","-121,048,000","27,071,000","-8,940,000","9,817,000","33,786,000","-1,000,000","6,110,000","13,136,000","21,099,000","27,247,000","25,543,000","15,501,000","16,173,000","17,396,000","29,170,000","25,951,000","-2,708,000","-9,983,000","9,653,000","9,215,000","9,788,000","-3,931,000","937,000","4,592,000","4,016,000","1,755,000","-1,171,000","-2,511,000"
TaxProvision,"1,011,000","353,000","356,000","163,000","139,000","124,000","34,000","387,000","100,000","52,000","235,000","49,000","60,000","60,000","160,000","30,000","30,000","10,000","95,000",,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"151,632,000","29,808,000","33,086,000","46,745,000","41,993,000","35,029,000","37,298,000","32,752,000","55,604,000","-121,100,000","26,836,000","-8,989,000","9,757,000","33,726,000","-1,160,000","6,080,000","13,106,000","21,089,000","26,983,000","25,543,000","15,501,000","16,173,000","17,396,000","29,170,000","25,951,000","-2,708,000","-9,983,000","9,653,000","9,215,000","9,788,000","-3,931,000","937,000","4,592,000","4,016,000","1,755,000","-1,171,000","-2,511,000"
	NetIncome,"155,132,000","30,683,000","33,961,000","47,620,000","42,868,000","35,904,000","38,163,000","33,608,000","56,158,000","-121,100,000","26,836,000","-8,989,000","9,757,000","33,726,000","-1,160,000","6,080,000","13,106,000","21,089,000","26,983,000","25,543,000","15,501,000","16,173,000","17,396,000","29,170,000","25,951,000","-2,708,000","-9,983,000","9,653,000","9,215,000","9,788,000","-3,931,000","937,000","4,592,000","4,016,000","1,755,000","-1,171,000","-2,511,000"
