name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"501,924,750","503,888,750","498,858,000","499,369,125","497,324,625","500,391,375"
EnterpriseValue,"502,054,723","504,018,723","498,987,973","499,499,098","497,454,598","500,521,348"
PeRatio,"98.2","70.143",,,,
PbRatio,"1.311","1.335",,,,
EnterprisesValueEBITDARatio,"-413.58","-1,945.568","-1,224.045","-1,857.378","-1,787.585","-2,105.836"
