name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
TotalRevenue,"690,409,000","168,369,000","171,429,000","176,021,000","174,590,000","168,191,000","183,935,000","177,854,000","168,315,000","180,896,000","177,692,000","186,131,000","186,722,000","185,429,000","170,098,000","182,858,000","184,841,000","182,654,000","184,148,000","177,151,000","175,506,000","174,241,000","175,501,000","166,861,000","164,069,000","187,329,000","157,637,000","166,549,000","166,226,000","164,629,000"
	OperatingRevenue,"690,409,000","168,369,000","171,429,000","176,021,000","174,590,000","168,191,000","183,935,000","177,854,000","168,315,000","180,896,000","177,692,000","186,131,000","186,722,000","185,429,000","170,098,000","182,858,000","184,841,000","182,654,000","184,148,000","177,151,000","175,506,000","174,241,000","175,501,000","166,861,000","164,069,000","187,329,000","157,637,000","166,549,000","166,226,000","164,629,000"
PretaxIncome,"349,233,000","76,957,000","70,151,000","85,661,000","116,464,000","76,720,000","80,698,000","86,199,000","26,582,000","50,245,000","91,019,000","99,595,000","97,226,000","93,858,000","81,972,000","91,056,000","93,315,000","91,835,000","94,260,000","93,699,000","90,483,000","89,913,000","93,868,000","86,469,000","86,425,000","105,067,000","80,616,000","88,125,000","87,592,000","86,894,000"
TaxProvision,"83,472,000","19,238,000","13,129,000","21,382,000","29,723,000","19,027,000","18,959,000","21,098,000","6,533,000","11,380,000","23,183,000","25,396,000","24,793,000","23,934,000","21,977,000","23,668,000","24,262,000","23,877,000","82,576,000","35,336,000","33,588,000","33,173,000","37,316,000","33,234,000","31,565,000","39,536,000","30,405,000","33,236,000","33,034,000","32,772,000"
NetIncomeCommonStockholders,"265,761,000","57,719,000","57,022,000","64,279,000","86,741,000","57,693,000","61,739,000","65,101,000","20,049,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
	NetIncome,"265,761,000","57,719,000","57,022,000","64,279,000","86,741,000","57,693,000","61,739,000","65,101,000","20,049,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
		NetIncomeIncludingNoncontrollingInterests,"265,761,000","57,719,000","57,022,000","64,279,000","86,741,000","57,693,000","61,739,000","65,101,000","20,049,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
			NetIncomeContinuousOperations,"265,761,000","57,719,000","57,022,000","64,279,000","86,741,000","57,693,000","61,739,000","65,101,000","20,049,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
DilutedNIAvailtoComStockholders,"265,761,000","57,719,000","57,022,000","64,279,000","86,741,000","57,693,000","61,739,000","65,101,000","20,049,000","38,865,000","67,836,000","74,199,000","72,433,000","69,924,000","59,995,000","67,388,000","69,053,000","67,958,000","11,684,000","58,363,000","56,895,000","56,740,000","56,552,000","53,235,000","54,860,000","65,531,000","50,211,000","54,889,000","54,558,000","54,122,000"
BasicEPS,,"0.45","0.45","0.5","0.67","0.44","0.48","0.5","0.15","0.3","0.52","0.56","0.54","0.52","0.44","0.5","0.5","0.49","0.08","0.42","0.41","0.41","0.41","0.38","0.393","0.47",,"0.394","0.391","0.388"
