name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,09/30/2008
TotalRevenue,"216,870,000","43,158,000","65,106,000","56,810,000","51,797,000","56,261,000","62,783,000","77,826,000","50,113,000","47,923,000","55,665,000","46,766,000","41,042,000","29,844,000","34,424,000","27,639,000","22,629,000","14,547,000","7,663,000","13,469,000","980,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"216,870,000","43,158,000","65,106,000","56,810,000","51,797,000","56,261,000","62,783,000","77,826,000","50,113,000","47,923,000","55,665,000","46,766,000","41,042,000","29,844,000","34,424,000","27,639,000","22,629,000","14,547,000","7,663,000","13,469,000","980,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
CostOfRevenue,"19,285,000","4,260,000","5,359,000","5,073,000","4,594,000","4,125,000","4,831,000","4,039,000","4,270,000","4,061,000","4,677,000","4,171,000","4,008,000","3,230,000","2,943,000","2,393,000","1,803,000","1,288,000","774,000","453,000","105,000",,,,,,"0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
GrossProfit,"197,585,000","38,898,000","59,747,000","51,737,000","47,203,000","52,136,000","57,952,000","73,787,000","45,843,000","43,862,000","50,988,000","42,595,000","37,034,000","26,614,000","31,481,000","25,246,000","20,826,000","13,259,000","6,889,000","13,016,000","875,000",,,,,,"0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"252,348,000","52,745,000","71,516,000","68,994,000","59,093,000","65,537,000","72,170,000","73,142,000","83,112,000","75,442,000","70,313,000","67,408,000","67,294,000","64,445,000","67,830,000","70,465,000","85,704,000","70,876,000","73,634,000","68,720,000","69,773,000","57,626,000","53,042,000","46,693,000","44,084,000","41,129,000","33,811,000","26,673,000","22,278,000","16,315,000","17,196,000","16,653,000","13,688,000","11,856,000","13,652,000","17,164,000","17,684,000","18,865,000","19,682,000","16,091,000","16,678,000","11,979,000","10,111,000","8,867,000","17,498,000","10,143","25,278","6,038","5,755","9,711","5,013","6,324","6,623","14,033","7,044"
	SellingGeneralAndAdministration,"126,465,000","30,048,000","30,018,000","34,256,000","32,143,000","34,097,000","35,798,000","33,692,000","38,231,000","36,433,000","35,786,000","35,617,000","40,115,000","41,186,000","43,898,000","43,661,000","48,579,000","48,025,000","50,734,000","47,723,000","50,121,000","38,099,000","27,463,000","19,240,000","17,193,000","13,646,000","11,585,000","8,456,000","6,000,000","4,756,000","5,629,000","2,836,000","3,070,000","2,139,000","2,186,000","1,621,000","1,444,000","1,578,000","3,260,000","1,918,000","2,179,000","2,112,000","2,268,000","1,221,000","945,000","10,143","25,278","6,038","5,755","9,711","5,013","6,324","6,623","14,033","7,044"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,"48,579,000","48,025,000","50,734,000","47,723,000","50,121,000","38,099,000","27,463,000","19,240,000","17,193,000","13,646,000","11,585,000","8,456,000","6,000,000","4,756,000","5,629,000",,"3,070,000","2,139,000","2,186,000","1,621,000","1,444,000","1,578,000","3,260,000","1,918,000","2,179,000","2,112,000",,"1,221,000","945,000","10,143","25,278","6,038","5,755","9,711","5,013","6,324","6,623","14,033","7,044"
			OtherGandA,,,,,,,,,,,,,,,,,"48,579,000","48,025,000",,"47,723,000","50,121,000","38,099,000","27,463,000","19,240,000","17,193,000","13,646,000","11,585,000","8,456,000","6,000,000","4,756,000","5,629,000",,"3,070,000","2,139,000","2,186,000","1,621,000","1,444,000","1,578,000",,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"125,883,000","22,697,000","41,498,000","34,738,000","26,950,000","31,440,000","36,372,000","39,450,000","44,881,000","39,009,000","34,527,000","31,791,000","27,179,000","23,259,000","23,932,000","26,804,000","26,324,000","22,851,000","22,900,000","20,997,000","19,652,000","19,527,000","25,579,000","27,453,000","26,891,000","27,483,000","22,226,000","18,217,000","16,278,000","11,559,000","11,567,000","13,817,000","10,618,000","9,717,000","11,466,000","15,543,000","16,240,000","17,287,000","16,422,000","14,173,000","14,499,000","9,867,000","7,843,000","7,646,000","16,553,000",,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,"0",,"10,801,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"-54,763,000","-13,847,000","-11,769,000","-17,257,000","-11,890,000","-13,401,000","-14,218,000","645,000","-37,269,000","-31,580,000","-19,325,000","-24,813,000","-30,260,000","-37,831,000","-36,349,000","-45,219,000","-64,878,000","-57,617,000","-66,745,000","-55,704,000","-68,898,000","-57,626,000","-53,042,000","-46,693,000","-44,084,000","-41,129,000","-33,811,000","-26,673,000","-22,278,000","-16,315,000","-17,196,000","-16,653,000","-13,688,000","-11,856,000","-13,652,000","-17,164,000","-17,684,000","-18,865,000","-19,682,000","-16,091,000","-16,678,000","-11,979,000","-10,111,000","-8,867,000","-17,498,000","-10,143","-25,278","-6,038","-5,755","-9,711","-5,013","-6,324","-6,623","-14,033","-7,044"
