name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989
TotalAssets,"20,728,400,000","20,385,400,000","20,866,500,000","20,417,100,000","20,417,100,000","20,071,700,000","18,739,600,000","17,849,100,000","17,298,400,000","18,046,400,000","17,847,800,000","17,744,400,000","16,970,800,000","16,185,300,000","16,661,400,000","16,504,500,000","16,831,700,000","16,568,000,000","16,691,800,000","14,902,500,000","14,428,000,000","14,247,000,000","14,483,000,000","14,199,000,000","14,410,400,000","14,221,700,000","14,422,300,000","14,465,200,000","14,150,600,000","7,301,800,000","7,231,800,000","7,144,800,000","6,992,400,000","6,965,900,000","6,686,700,000","6,591,900,000","6,569,400,000","6,795,000,000","6,814,300,000","6,098,300,000","6,130,600,000","6,136,600,000","6,053,200,000","6,168,300,000","6,201,600,000","6,187,800,000","5,047,600,000","4,958,400,000","4,934,200,000","4,837,800,000","4,830,100,000","4,713,200,000","4,827,600,000","4,669,500,000","4,620,800,000","4,687,600,000","4,580,900,000","4,368,200,000","4,214,200,000","4,003,600,000","3,959,200,000","4,000,800,000","4,165,400,000","4,048,700,000","3,884,800,000","3,875,800,000","3,898,100,000","3,852,700,000","3,690,900,000","3,600,900,000","3,526,800,000","3,474,900,000","3,479,300,000","3,414,900,000","3,332,100,000","3,349,000,000","3,303,400,000","2,611,800,000","2,653,600,000","2,139,400,000","2,052,300,000","1,929,600,000","1,820,300,000","1,763,900,000","1,703,400,000","1,666,900,000","1,639,800,000","1,633,300,000","1,599,900,000","1,590,200,000","1,612,000,000","1,627,200,000","1,638,400,000","1,640,900,000","1,595,100,000","1,569,300,000","1,634,600,000","1,658,500,000","1,802,100,000","1,834,000,000","1,911,900,000","1,917,000,000","1,908,400,000","1,836,400,000","1,836,200,000","1,837,200,000","1,826,900,000","1,795,800,000","1,027,200,000","1,012,700,000","1,018,000,000","1,016,700,000","632,400,000","585,500,000","532,600,000","497,300,000","481,200,000","477,400,000","453,900,000","427,100,000","429,000,000","411,300,000","438,600,000","416,900,000","400,100,000","374,200,000","365,600,000","415,300,000","389,500,000","368,200,000","345,600,000","340,100,000","333,300,000"
	CurrentAssets,"5,229,500,000","5,330,500,000","6,020,500,000","5,693,500,000","5,638,100,000","5,125,400,000","4,085,600,000","3,413,200,000","2,891,100,000","2,981,200,000","2,987,800,000","2,848,600,000","2,885,300,000","2,835,400,000","3,274,300,000","3,021,200,000","2,896,600,000","2,682,600,000","2,900,600,000","2,515,700,000","2,486,000,000","2,478,700,000","2,654,900,000","2,644,100,000","2,744,900,000","2,663,000,000","2,707,100,000","2,586,000,000","2,328,500,000","1,692,700,000","1,687,800,000","1,565,900,000","1,420,900,000","1,432,100,000","1,212,900,000","1,148,000,000","1,190,000,000","1,391,800,000","1,455,800,000","1,063,300,000","1,081,900,000","1,084,800,000","1,072,600,000","1,083,600,000","1,147,600,000","1,143,800,000","948,700,000","915,800,000","981,000,000","935,600,000","977,500,000","1,055,000,000","1,213,900,000","1,032,800,000","884,900,000","987,500,000","908,200,000","937,500,000","851,800,000","820,400,000","824,000,000","887,000,000","1,033,500,000","891,500,000","727,500,000","702,300,000","700,300,000","691,600,000","680,700,000","740,000,000","763,300,000","720,800,000","707,800,000","657,900,000","585,000,000","620,100,000","624,500,000","596,700,000","637,700,000","816,900,000","746,000,000","624,500,000","553,500,000","516,200,000","556,900,000","511,700,000","484,200,000","529,000,000","513,700,000","499,500,000","501,500,000","513,000,000","525,600,000","519,100,000","470,400,000","456,500,000","522,900,000","527,600,000","655,200,000","673,700,000","732,000,000","721,500,000","715,700,000","632,800,000","612,100,000","599,900,000","591,100,000","569,200,000","311,800,000","293,000,000","283,900,000","305,300,000","216,400,000","183,300,000","175,500,000","185,000,000","187,200,000","179,600,000","176,200,000","152,700,000","155,800,000","135,300,000","171,800,000","159,100,000","145,600,000","123,500,000","114,700,000","163,200,000","135,700,000","113,500,000","91,100,000","91,400,000","90,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,233,500,000","1,472,700,000","2,036,500,000","1,963,200,000","1,890,800,000","1,320,800,000","667,200,000","557,000,000","323,600,000","337,500,000","361,100,000","265,400,000","348,800,000","426,800,000","892,600,000","221,400,000","361,800,000","316,700,000","409,300,000","299,900,000","365,500,000","433,600,000","567,600,000","639,600,000","696,300,000","716,400,000","713,000,000","619,000,000","446,400,000","580,000,000","575,700,000","479,500,000","338,900,000","404,000,000","174,100,000","111,300,000","185,800,000","466,800,000","466,000,000","124,400,000","129,900,000","159,300,000","85,800,000","118,900,000","195,400,000","230,700,000","96,900,000","103,800,000","172,200,000","148,500,000","126,800,000","226,600,000","373,200,000","219,700,000","49,400,000","155,300,000","50,100,000","166,300,000","35,200,000","51,700,000","76,700,000","186,900,000","320,700,000","202,300,000","71,400,000","63,100,000","52,500,000","34,200,000","71,700,000","206,800,000","233,700,000","182,200,000","169,000,000","123,000,000","30,000,000","33,900,000","50,000,000","56,400,000","98,400,000","303,600,000","245,000,000","149,200,000","55,500,000","20,500,000","66,800,000","48,800,000","15,300,000","59,200,000","40,900,000","40,300,000","19,700,000","16,900,000","16,300,000","22,700,000","11,600,000","15,500,000","18,700,000","23,300,000","21,100,000","30,800,000","29,500,000","29,300,000","28,200,000","24,600,000","15,700,000","16,400,000","25,000,000","45,600,000","21,100,000","26,800,000","19,600,000","27,100,000","29,400,000","12,300,000","18,700,000","37,600,000","52,600,000","33,400,000","66,800,000","47,000,000","55,800,000","51,300,000","84,000,000","71,700,000","59,500,000","45,800,000","39,400,000","40,500,000","2,600,000","32,000,000","11,200,000","9,100,000","9,400,000"
			CashAndCashEquivalents,"1,233,500,000","1,472,700,000","2,036,500,000","1,963,200,000","1,890,800,000","1,320,800,000","667,200,000","557,000,000","323,600,000","337,500,000","361,100,000","265,400,000","348,800,000","426,800,000","892,600,000","221,400,000","361,800,000","316,700,000","409,300,000","299,900,000","365,500,000","433,600,000","567,600,000","639,600,000","696,300,000","716,400,000","713,000,000","619,000,000","446,400,000","580,000,000","575,700,000","479,500,000","338,900,000","404,000,000","174,100,000","111,300,000","185,800,000","466,800,000","466,000,000","124,400,000","129,900,000","159,300,000","85,800,000","118,900,000","195,400,000","230,700,000","96,900,000","103,800,000","172,200,000","148,500,000","126,800,000","226,600,000","373,200,000","219,700,000","49,400,000","155,300,000","50,100,000","56,400,000","12,500,000","8,500,000","6,500,000","51,500,000","8,600,000","16,600,000","25,200,000","45,400,000","52,500,000","34,200,000","71,700,000","186,800,000","213,700,000","182,200,000","169,000,000","123,000,000","30,000,000","33,900,000","50,000,000","56,400,000","98,400,000","303,600,000","245,000,000","149,200,000","55,500,000","20,500,000","66,800,000","48,800,000","15,300,000","59,200,000","40,900,000","40,300,000","19,700,000","16,900,000","16,300,000","22,700,000","11,600,000","15,500,000","18,700,000","23,300,000","21,100,000","30,800,000","29,500,000","29,300,000","28,200,000","24,600,000","15,700,000","16,400,000","25,000,000","45,600,000","21,100,000","26,800,000","19,600,000","27,100,000","29,400,000","12,300,000","18,700,000","37,600,000","52,600,000","33,400,000","66,800,000","47,000,000","55,800,000","51,300,000","84,000,000","71,700,000","59,500,000","45,800,000","39,400,000","40,500,000","2,600,000","32,000,000","11,200,000","9,100,000","9,400,000"
				CashFinancial,,,"2,036,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"109,900,000","22,700,000","43,200,000","70,200,000","135,400,000","312,100,000","185,700,000","46,200,000","17,700,000",,,,"20,000,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"3,039,600,000","2,978,300,000","3,055,000,000","2,847,100,000","2,903,000,000","3,016,600,000","2,698,700,000","2,196,400,000","1,960,300,000","2,025,300,000","2,094,100,000","2,064,900,000","1,985,700,000","1,862,300,000","1,856,200,000","1,871,600,000","1,961,600,000","1,716,900,000","1,823,900,000","1,626,600,000","1,577,600,000","1,518,700,000","1,562,900,000","1,517,700,000","1,500,300,000","1,374,500,000","1,397,000,000","1,364,900,000","1,351,300,000","815,700,000","841,600,000","832,600,000","822,000,000","784,700,000","813,200,000","815,700,000","793,800,000","718,500,000","768,900,000","735,700,000","751,700,000","699,800,000","718,700,000","714,800,000","717,300,000","655,600,000","631,000,000","617,600,000","614,300,000","574,200,000","636,900,000","655,300,000","669,000,000","631,600,000","663,100,000","675,700,000","717,100,000","623,200,000","662,800,000","634,200,000","609,900,000","541,300,000","567,800,000","537,000,000","522,200,000","493,400,000","519,700,000","520,000,000","489,200,000","441,400,000","451,000,000","452,500,000","451,500,000","432,500,000","446,800,000","444,500,000","440,500,000","393,000,000","418,700,000","392,900,000","390,400,000","365,500,000","389,000,000","390,800,000","388,700,000","368,000,000","378,100,000","372,700,000","368,200,000","348,000,000","360,700,000","376,500,000","383,600,000","375,400,000","375,900,000","356,200,000","342,200,000","330,600,000","513,400,000","518,100,000","519,200,000","505,600,000","494,400,000","470,300,000","450,600,000","425,600,000","436,400,000","403,000,000","217,400,000","205,400,000","214,400,000","255,100,000","139,400,000","119,000,000","136,100,000","111,300,000","97,600,000","98,100,000","88,400,000","86,000,000","80,400,000","64,900,000","68,700,000","70,200,000","70,900,000","63,400,000","65,900,000","71,800,000","75,400,000","67,800,000","69,400,000","69,900,000","68,300,000"
			AccountsReceivable,"2,239,600,000","2,261,500,000","2,335,400,000","2,210,100,000","2,323,500,000","2,479,800,000","2,095,200,000","1,661,000,000","1,482,200,000","1,543,900,000","1,617,200,000","1,576,100,000","1,563,000,000","1,467,900,000","1,536,100,000","1,520,300,000","1,613,000,000","1,481,300,000","1,556,600,000","1,379,300,000","1,356,900,000","1,328,700,000","1,346,600,000","1,314,400,000","1,328,500,000","1,217,900,000","1,235,200,000","1,201,400,000","1,187,000,000","815,700,000","841,600,000","832,600,000","822,000,000","784,700,000","813,200,000","815,700,000","793,800,000","718,500,000","768,900,000","735,700,000","751,700,000","699,800,000","718,700,000","714,800,000","717,300,000","655,600,000","631,000,000","617,600,000","614,300,000","574,200,000","636,900,000","655,300,000","669,000,000","631,600,000","663,100,000","675,700,000","717,100,000","623,200,000","662,800,000","634,200,000","609,900,000","541,300,000","567,800,000","537,000,000","522,200,000","493,400,000","519,700,000","520,000,000","489,200,000","441,400,000","451,000,000","452,500,000","451,500,000","432,500,000","446,800,000","444,500,000","440,500,000","393,000,000","418,700,000","392,900,000","390,400,000","365,500,000","389,000,000","390,800,000","388,700,000",,"378,100,000","372,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"2,259,000,000","2,283,000,000","2,353,700,000","2,231,000,000","2,344,500,000","2,501,900,000","2,121,800,000","1,690,100,000","1,511,100,000","1,562,900,000",,,,"1,483,600,000",,,,"1,742,200,000","1,825,800,000","1,635,400,000","1,602,700,000","1,564,300,000","1,597,400,000","1,559,700,000","1,561,400,000","1,434,900,000","1,469,300,000","1,435,800,000","1,411,800,000","1,027,300,000","1,057,700,000","1,036,800,000","1,022,800,000","983,000,000","1,014,700,000","1,020,800,000","992,200,000","910,000,000","976,500,000","938,000,000","957,000,000","897,400,000","911,100,000","900,300,000","890,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-19,400,000","-21,500,000","-18,300,000","-20,900,000","-21,000,000","-22,100,000","-26,600,000","-29,100,000","-28,900,000","-19,000,000",,,,"-15,700,000",,,,"-260,900,000","-269,200,000","-256,100,000","-245,800,000","-235,600,000","-250,800,000","-245,300,000","-232,900,000","-217,000,000","-234,100,000","-234,400,000","-224,800,000","-211,600,000","-216,100,000","-204,200,000","-200,800,000","-198,300,000","-201,500,000","-205,100,000","-198,400,000","-191,500,000","-207,600,000","-202,300,000","-205,300,000","-197,600,000","-192,400,000","-185,500,000","-172,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
