name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
OperatingCashFlow,"3,611,097,000","705,344,000","771,584,000","1,007,768,000","1,126,401,000","1,125,498,000","594,085,000","1,006,795,000","834,943,000","875,953,000","633,772,000","682,310,000","613,390,000","732,929,000","502,107,000","690,396,000","573,787,000","751,551,000","552,424,000","733,987,000","556,329,000","936,767,000","649,762,000","599,299,000","649,893,000","903,198,000","206,043,000","780,881,000","557,559,000","891,597,000","621,451,000","635,524,000","480,451,000","640,698,000","640,149,000","401,049,000","544,805,000","686,462,000","-22,167,000","685,978,000","489,514,000","858,550,000","582,722,000","732,811,000","414,050,000","844,295,000","605,860,000","418,081,000","389,847,000","726,014,000","302,814,000","645,886,000","344,627,000","901,216,000","362,957,000","483,498,000","436,152,000","905,737,000","720,066,000","707,189,000","684,997,000","504,469,000","570,391,000","557,922,000","520,810,000","630,119,000","402,055,000","504,594,000","390,250,000","477,175,000","246,858,000","283,323,000","174,345,000","296,916,000","-76,307,000","218,626,000","248,253,000","185,009,000","-396,543,000","96,428,000","175,023,000","191,836,000","156,947,000","178,270,000","174,589,000","-20,323,000","104,851,000","-86,234,000","-32,717,000","-104,577,000","8,093,000","-138,421,000","66,454,000","5,361,000","-776,000","-35,547,000","39,616,000","-20,183,000","40,122,000","-30,888,000","-3,868,000","-5,323,000","-65,915,000","55,238,000","-24,506,000","7,758,000","-10,400,000","-4,200,000","-1,900,000","-3,800,000"
	CashFlowFromContinuingOperatingActivities,"3,611,097,000","705,344,000","771,584,000","1,007,768,000","1,126,401,000","1,125,498,000","594,085,000","1,006,795,000","834,943,000","875,953,000","633,772,000","682,310,000","613,390,000","732,929,000","502,107,000","690,396,000","573,787,000","751,551,000","552,424,000","733,987,000","556,329,000","936,767,000","649,762,000","599,299,000","649,893,000","903,198,000","206,043,000","780,881,000","557,559,000","891,597,000","621,451,000","635,524,000","480,451,000","670,705,000","676,881,000","401,049,000","544,805,000","686,462,000","-22,167,000","685,978,000","489,514,000","858,550,000","582,722,000","732,811,000","414,050,000","844,295,000","605,860,000","418,081,000","389,847,000","726,014,000","302,814,000","645,886,000","344,627,000","901,216,000","362,957,000","483,498,000","436,152,000","905,737,000","720,066,000","707,189,000","684,997,000","504,469,000","570,391,000","557,922,000","520,810,000","630,119,000","402,055,000","504,594,000","390,250,000","477,175,000","246,858,000","283,323,000","174,345,000","296,916,000","-76,307,000","218,626,000","248,253,000","185,009,000","-396,543,000","96,428,000","175,023,000","191,836,000","156,947,000","178,270,000","174,589,000","-20,323,000","104,851,000","-86,234,000","-32,717,000","-104,577,000","8,093,000","-138,421,000","66,454,000","5,361,000","-776,000","-35,547,000","39,616,000","-20,183,000","40,122,000","-30,888,000","-3,868,000","-5,323,000","-65,915,000","55,238,000","-24,506,000","7,758,000","-10,400,000","-4,200,000","-1,900,000","-3,800,000"
		NetIncomeFromContinuingOperations,"2,263,229,000","448,846,000","565,412,000","567,520,000","681,451,000","641,563,000","761,298,000","532,958,000","480,406,000","99,274,000","413,547,000","377,157,000","340,566,000","361,299,000","357,286,000","452,598,000","460,286,000","385,321,000","1,401,305,000","315,265,000","58,762,000","390,075,000","343,981,000","312,207,000","418,306,000","394,960,000","-118,912,000","202,610,000","332,326,000","353,252,000","407,921,000","143,035,000","207,129,000","170,817,000","330,497,000","310,990,000","-15,074,000","210,676,000","203,347,000","-163,329,000","225,596,000","360,126,000","312,436,000","318,978,000",,,"251,855,000","244,978,000","256,984,000","230,915,000","178,806,000","80,493,000","63,420,000","312,684,000","216,584,000","91,895,000","335,885,000","258,583,000","175,035,000","199,680,000","224,199,000","157,140,000","152,596,000","139,616,000","168,779,000","147,281,000","132,625,000","208,864,000","855,527,000","317,524,000","70,078,000","102,261,000","85,316,000","-42,886,000","2,680,000","35,116,000","128,793,000","57,917,000","-715,555,000","-173,327,000","45,840,000","-38,608,000","-42,871,000","-7,835,000","2,249,000","-167,041,000","-172,328,000","-130,893,000","-132,860,000","-185,130,000","-219,986,000","-124,401,000","-76,129,000","-372,331,000","-113,308,000","-51,974,000","-45,714,000","-49,886,000","-71,013,000","-115,157,000","-63,789,000","-62,866,000","-48,693,000","-22,518,000","-22,554,000","-7,221,000","-7,100,000","-400,000","-1,800,000","-2,200,000"
		OperatingGainsLosses,"-29,105,000","-42,546,000","-3,559,000","9,014,000","7,986,000","6,283,000","9,549,000","12,363,000","-32,000","-58,000","636,000","-1,302,000","-838,000","-2,617,000","1,245,000","-30,578,000","-19,297,000","36,722,000","-55,530,000","-39,708,000","-2,487,000","-2,272,000","-3,022,000","-3,058,000","-46,032,000","-66,980,000","4,188,000","-28,711,000","-135,703,000","-127,024,000","15,017,000","52,404,000","-8,427,000","1,521,000","-180,083,000","-99,645,000","-96,685,000","-11,262,000",,,,,,,,,"-18,828,000","-100,174,000","-34,532,000","-4,527,000","-39,385,000","-1,027,000","89,931,000","6,606,000","49,786,000","108,728,000","13,556,000","6,147,000","34,221,000","4,044,000","23,015,000","-2,265,000","12,301,000","-5,649,000","7,224,000","-67,000,000","3,008,370,000","3,259,000","-40,581,000","-143,630,000","-19,301,000","-4,202,000","34,303,000","-1,516,000","-37,213,000","-1,141,000","5,790,000","-4,091,000","13,274,000","181,030,000","16,234,000","52,758,000","77,453,000","28,080,000","22,884,000","119,583,000","57,768,000","9,089,000","13,962,000","28,740,000","44,763,000","-16,190,000","22,956,000","277,684,000","6,397,000","2,670,000","4,982,000","3,439,000","-61,223,000","64,304,000","7,083,000","863,000","-518,000","3,601,000","-303,000","4,500,000","-15,400,000","5,700,000","12,400,000","200,000"
			GainLossOnInvestmentSecurities,"-29,105,000","-42,546,000","-3,559,000","9,014,000","7,986,000","6,283,000","9,549,000","12,363,000","-32,000","-58,000","636,000","-1,302,000","-838,000","-2,617,000","1,245,000","-30,578,000","-19,297,000","36,722,000","-55,530,000","-39,708,000","-2,487,000","-2,272,000","-3,022,000","-3,058,000","-46,032,000","-66,980,000","4,188,000","-28,711,000","-135,703,000","-127,024,000","15,017,000","52,404,000","-8,427,000","1,521,000","-180,083,000","-99,645,000","-96,685,000","-11,262,000",,,,,,,,,"-7,808,000","-22,194,000","826,000","-4,527,000","-26,707,000","831,000","40,531,000","-844,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","0","0","1,789,000","2,360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"710,808,000","176,341,000","170,786,000","177,291,000","186,390,000","190,385,000","196,525,000","199,083,000","152,124,000","166,820,000","173,555,000","154,181,000","149,702,000","153,139,000","171,065,000","175,285,000","172,702,000","192,972,000","191,939,000","209,324,000","211,671,000","204,630,000","237,416,000","232,484,000","249,619,000","233,627,000","238,753,000","252,197,000","262,886,000","246,212,000","286,931,000","269,890,000","271,895,000","249,220,000","258,588,000","260,637,000","300,474,000","234,327,000","239,829,000","235,403,000","299,119,000","208,698,000","226,181,000","229,146,000","237,049,000","229,697,000","236,998,000","242,859,000","264,446,000","239,662,000","243,045,000","228,395,000","245,300,000","223,293,000","233,970,000","245,646,000","248,246,000","272,368,000","321,209,000","344,150,000","339,067,000","324,984,000","299,012,000","297,967,000","278,990,000","248,348,000","231,123,000","210,441,000","191,979,000","170,650,000","150,058,000","135,807,000","125,861,000","113,437,000","112,418,000","105,972,000","103,072,000","103,429,000","108,677,000","100,786,000","90,927,000","84,474,000","86,689,000","75,707,000","64,717,000","60,728,000","60,559,000","46,067,000","43,244,000","41,992,000","35,381,000","28,684,000","26,745,000","36,096,000","60,953,000","56,928,000","53,229,000","57,250,000","122,640,000","8,351,000","66,189,000","59,317,000","43,100,000","27,723,000","25,609,000","8,677,000","25,200,000","700,000","-6,000,000","6,800,000"
			DepreciationAndAmortization,"710,808,000","176,341,000","170,786,000","177,291,000","186,390,000","190,385,000","196,525,000","199,083,000","152,124,000","166,820,000","173,555,000","154,181,000","149,702,000","153,139,000","171,065,000","175,285,000","172,702,000","192,972,000","191,939,000","209,324,000","211,671,000","204,630,000","237,416,000","232,484,000","249,619,000","233,627,000","238,753,000","252,197,000","262,886,000","246,212,000","286,931,000","269,890,000","271,895,000","249,220,000","258,588,000","260,637,000","300,474,000","234,327,000","239,829,000","235,403,000","299,119,000","208,698,000","226,181,000","229,146,000","237,049,000","229,697,000","236,998,000","242,859,000","264,446,000","239,662,000","243,045,000","228,395,000","245,300,000","223,293,000","233,970,000","245,646,000","248,246,000","272,368,000","321,209,000","344,150,000","339,067,000","324,984,000","299,012,000","297,967,000","278,990,000","248,348,000","231,123,000","210,441,000","191,979,000","170,650,000","150,058,000","135,807,000","125,861,000","113,437,000","112,418,000","105,972,000","103,072,000","103,429,000","108,677,000","100,786,000","90,927,000","84,474,000","86,689,000","75,707,000","64,717,000","60,728,000","60,559,000","46,067,000","43,244,000","41,992,000","35,381,000","28,684,000","26,745,000","36,096,000","60,953,000","56,928,000","53,229,000","57,250,000","122,640,000","8,351,000","66,189,000","59,317,000","43,100,000","27,723,000","25,609,000","8,677,000","25,200,000","700,000","-6,000,000","6,800,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"320,119,000","296,381,000","296,451,000","277,473,000","243,989,000","229,556,000","208,873,000","190,382,000","169,081,000","144,389,000","133,973,000","123,934,000","100,605,000","99,344,000","100,397,000","100,299,000","98,166,000","105,618,000","97,822,000","87,981,000","81,537,000","84,092,000","72,871,000","62,839,000","58,850,000","58,677,000","44,511,000","41,710,000","40,458,000","34,387,000","27,841,000","25,940,000","25,060,000","24,684,000","21,896,000","18,759,000","18,428,000","13,226,000","12,958,000","12,684,000","12,673,000","7,402,000","10,265,000","6,426,000","3,330,000",,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,865,000","2,631,000","1,516,000","1,517,000","4,359,000","1,567,000","1,568,000","1,597,000","1,569,000","5,669,000","1,834,000","1,927,000","12,832,000","13,074,000","5,575,000","2,773,000","5,263,000","3,059,000","2,964,000","2,946,000","2,937,000","2,597,000","2,836,000","1,878,000","1,878,000","1,882,000","1,556,000","1,534,000","1,534,000","994,000","843,000","805,000","11,036,000","36,269,000","35,032,000","34,470,000","38,822,000","109,414,000","-4,607,000","53,505,000","46,644,000","35,698,000","17,458,000","19,183,000","5,347,000",,,,
