name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
TotalAssets,"938,786,000","1,003,463,000","1,058,985,000","1,102,920,000","1,127,584,000","1,136,713,000","724,633,000","725,424,000","396,349,000","422,202,000","436,388,000","257,445,000","95,498,000","103,280,000"
	CurrentAssets,"927,431,000","992,462,000","1,047,141,000","1,091,420,000","1,121,912,000","1,130,679,000","718,163,000","718,876,000","389,396,000","414,947,000","429,370,000","255,168,000","91,359,000","101,523,000"
		CashCashEquivalentsAndShortTermInvestments,"918,187,000","981,582,000","1,036,014,000","1,077,806,000","1,114,777,000","1,122,508,000","711,388,000","710,430,000","380,782,000","409,151,000","423,575,000","250,170,000","90,011,000","101,029,000"
			CashAndCashEquivalents,"309,532,000","427,879,000","404,203,000","426,047,000","469,167,000","554,101,000","312,278,000","470,514,000","29,838,000","48,188,000","172,421,000","78,781,000","90,011,000","101,029,000"
			OtherShortTermInvestments,"608,655,000","553,703,000","631,811,000","651,759,000","645,610,000","568,407,000","399,110,000","239,916,000","350,944,000","360,963,000","251,154,000","171,389,000",,
		PrepaidAssets,"9,244,000","10,880,000","11,127,000","13,614,000","7,135,000","8,171,000","6,775,000","8,446,000","8,614,000","5,796,000","5,795,000","4,998,000","1,348,000","494,000"
	TotalNonCurrentAssets,"11,355,000","11,001,000","11,844,000","11,500,000","5,672,000","6,034,000","6,470,000","6,548,000","6,953,000","7,255,000","7,018,000","2,277,000","4,139,000","1,757,000"
		NetPPE,"9,314,000","8,980,000","9,823,000","9,479,000","5,565,000","5,961,000","6,202,000","6,475,000","6,880,000","7,182,000","6,945,000","2,204,000","2,487,000","1,000,000"
			GrossPPE,"12,357,000","11,635,000","12,115,000","11,443,000","7,264,000","7,407,000","7,419,000","7,468,000","7,658,000","7,753,000","7,366,000","2,536,000","2,833,000","1,271,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				BuildingsAndImprovements,"5,439,000","5,158,000","5,965,000","6,269,000","3,056,000","3,357,000","3,651,000","3,938,000","4,219,000","4,493,000","4,761,000","1,250,000","1,529,000",
				MachineryFurnitureEquipment,"1,750,000","1,641,000","1,633,000","1,632,000","1,422,000","1,313,000","1,313,000","1,301,000","1,267,000","1,267,000","909,000","101,000","225,000","204,000"
				OtherProperties,"3,611,000","3,368,000","3,110,000","2,240,000","1,678,000","1,629,000","1,347,000","1,121,000","1,064,000","885,000","785,000","508,000","400,000","388,000"
				Leases,"1,557,000","1,468,000","1,407,000","1,302,000","1,108,000","1,108,000","1,108,000","1,108,000","1,108,000","1,108,000","911,000","677,000","679,000","679,000"
			AccumulatedDepreciation,"-3,043,000","-2,655,000","-2,292,000","-1,964,000","-1,699,000","-1,446,000","-1,217,000","-993,000","-778,000","-571,000","-421,000","-332,000","-346,000","-271,000"
		NonCurrentDeferredAssets,,,,,,,,,,"0","0","0","1,579,000","684,000"
		NonCurrentPrepaidAssets,"2,041,000","2,021,000","2,021,000","2,021,000","107,000","73,000","268,000","73,000","73,000","73,000","73,000","73,000","73,000","73,000"
TotalLiabilitiesNetMinorityInterest,"47,439,000","49,038,000","41,648,000","35,413,000","26,419,000","26,815,000","23,045,000","14,597,000","14,642,000","17,851,000","15,864,000","9,530,000","155,503,000","5,770,000"
	CurrentLiabilities,"45,566,000","47,089,000","38,753,000","31,895,000","24,371,000","24,392,000","20,256,000","11,449,000","11,155,000","14,032,000","11,720,000","7,888,000","8,122,000","5,322,000"
		PayablesAndAccruedExpenses,"35,050,000","30,808,000","26,155,000","23,100,000","19,037,000","14,364,000","13,069,000","6,227,000","7,078,000","6,015,000","6,657,000","6,033,000","6,610,000","3,719,000"
			Payables,"7,610,000","5,656,000","3,188,000","7,088,000","6,784,000","5,225,000","4,552,000","1,330,000","1,846,000","2,150,000","3,811,000","4,086,000","2,697,000","1,494,000"
				AccountsPayable,"7,610,000","5,656,000","3,188,000","7,088,000","6,784,000","5,225,000","4,552,000","1,330,000","1,846,000","2,150,000","3,811,000","4,086,000","2,697,000","1,494,000"
			CurrentAccruedExpenses,"27,440,000","25,152,000","22,967,000","16,012,000","12,253,000","9,139,000","8,517,000","4,897,000","5,232,000","3,865,000","2,846,000","1,947,000","3,913,000","2,225,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"6,363,000","12,503,000","9,025,000","5,727,000","3,865,000","8,588,000","5,807,000","3,894,000","2,778,000","6,736,000","3,784,000","1,672,000","814,000","1,413,000"
		CurrentDebtAndCapitalLeaseObligation,"3,961,000","3,630,000","3,495,000","2,984,000","1,439,000","1,396,000","1,355,000","1,314,000","1,275,000","1,236,000","1,175,000","138,000","643,000",
			CurrentCapitalLeaseObligation,"3,961,000","3,630,000","3,495,000","2,984,000","1,439,000","1,396,000","1,355,000","1,314,000","1,275,000","1,236,000","1,175,000","138,000","643,000",
		OtherCurrentLiabilities,"192,000","148,000","78,000","84,000","30,000","44,000","25,000","14,000","24,000","45,000","104,000","45,000","55,000","190,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"1,873,000","1,949,000","2,895,000","3,518,000","2,048,000","2,423,000","2,789,000","3,148,000","3,487,000","3,819,000","4,144,000","1,642,000","147,381,000","448,000"
		LongTermDebtAndCapitalLeaseObligation,"1,873,000","1,949,000","2,895,000","3,518,000","2,048,000","2,423,000","2,789,000","3,148,000","3,487,000","3,819,000","4,144,000","1,382,000","1,465,000",
			LongTermCapitalLeaseObligation,"1,873,000","1,949,000","2,895,000","3,518,000","2,048,000","2,423,000","2,789,000","3,148,000","3,487,000","3,819,000","4,144,000","1,382,000","1,465,000",
		NonCurrentDeferredLiabilities,,,,,,,,,,"0",,,,"448,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","145,916,000","0"
		OtherNonCurrentLiabilities,,,,,,,,,,,,"260,000",,
TotalEquityGrossMinorityInterest,"891,347,000","954,425,000","1,017,337,000","1,067,507,000","1,101,165,000","1,109,898,000","701,588,000","710,827,000","381,707,000","404,351,000","420,524,000","247,915,000","-60,005,000","97,510,000"
	StockholdersEquity,"891,347,000","954,425,000","1,017,337,000","1,067,507,000","1,101,165,000","1,109,898,000","701,588,000","710,827,000","381,707,000","404,351,000","420,524,000","247,915,000","-60,005,000","97,510,000"
		CapitalStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","34,000","1,000","2,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0",,,,
			CommonStock,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","4,000","4,000","4,000","34,000","1,000","2,000"
		AdditionalPaidInCapital,"1,487,906,000","1,472,421,000","1,455,626,000","1,439,453,000","1,416,817,000","1,389,860,000","933,971,000","924,899,000","565,350,000","526,960,000","522,123,000","328,978,000","4,294,000","148,261,000"
		RetainedEarnings,"-591,172,000","-516,727,000","-438,278,000","-371,953,000","-315,680,000","-280,176,000","-232,800,000","-215,095,000","-183,602,000","-122,884,000","-101,925,000","-81,442,000","-64,300,000","-50,753,000"
		GainsLossesNotAffectingRetainedEarnings,"-5,392,000","-1,274,000","-16,000","2,000","23,000","209,000","412,000","1,018,000","-45,000","271,000","322,000","345,000",,
TotalCapitalization,"891,347,000","954,425,000","1,017,337,000","1,067,507,000","1,101,165,000","1,109,898,000","701,588,000","710,827,000","381,707,000","404,351,000","420,524,000","247,915,000","-60,005,000","97,510,000"
CommonStockEquity,"891,347,000","954,425,000","1,017,337,000","1,067,507,000","1,101,165,000","1,109,898,000","701,588,000","710,827,000","381,707,000","404,351,000","420,524,000","247,915,000","-60,005,000","97,510,000"
CapitalLeaseObligations,"5,834,000","5,579,000","6,390,000","6,502,000","3,487,000","3,819,000","4,144,000","4,462,000","4,762,000","5,055,000","5,319,000","1,520,000","2,108,000",
NetTangibleAssets,"891,347,000","954,425,000","1,017,337,000","1,067,507,000","1,101,165,000","1,109,898,000","701,588,000","710,827,000","381,707,000","404,351,000","420,524,000","247,915,000","-60,005,000","97,510,000"
WorkingCapital,"881,865,000","945,373,000","1,008,388,000","1,059,525,000","1,097,541,000","1,106,287,000","697,907,000","707,427,000","378,241,000","400,915,000","417,650,000","247,280,000","83,237,000","96,201,000"
InvestedCapital,"891,347,000","954,425,000","1,017,337,000","1,067,507,000","1,101,165,000","1,109,898,000","701,588,000","710,827,000","381,707,000","404,351,000","420,524,000","247,915,000","-60,005,000","97,510,000"
TangibleBookValue,"891,347,000","954,425,000","1,017,337,000","1,067,507,000","1,101,165,000","1,109,898,000","701,588,000","710,827,000","381,707,000","404,351,000","420,524,000","247,915,000","-60,005,000","97,510,000"
TotalDebt,"5,834,000","5,579,000","6,390,000","6,502,000","3,487,000","3,819,000","4,144,000","4,462,000","4,762,000","5,055,000","5,319,000","1,520,000","2,108,000",
ShareIssued,"49,664,473","49,582,638","49,464,156","49,391,738","49,117,040","48,678,540","42,213,364","42,168,889","35,922,248","35,915,119","35,839,196","31,297,423","27,757,651","27,757,651"
OrdinarySharesNumber,"49,664,473","49,582,638","49,464,156","49,391,738","49,117,040","48,678,540","42,213,364","42,168,889","35,922,248","35,915,119","35,839,196","31,297,423","27,757,651","27,757,651"
