name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"1,212,914,000","328,954,000","334,529,000","291,231,000","258,200,000","169,395,000","157,623,000","109,574,000","101,013,000","109,372,000","198,915,000","158,630,000","135,257,000","59,240,000","189,205,000","165,110,000","118,059,000","136,149,000","76,609,000","101,274,000","59,933,000","61,309,000","37,624,000","46,862,000","31,242,000","18,358,000","22,611,000","72,534,000","20,044,000","93,346,000","71,122,000","66,884,000","81,530,000","31,945,000","52,278,000","43,280,000","51,683,000","32,229,000","43,903,000","28,799,000","46,416,154","5,109,846","27,425,072","14,912,150","6,799,079","12,732,005","5,882,521","-12,334,537","24,624,352","9,100,703"
	CashFlowFromContinuingOperatingActivities,"1,212,914,000","328,954,000","334,529,000","291,231,000","258,200,000","169,395,000","157,623,000","109,574,000","101,013,000","109,372,000","198,915,000","158,630,000","135,257,000","59,240,000","189,205,000","165,110,000","118,059,000","136,149,000","76,609,000","101,274,000","59,933,000","61,309,000","37,624,000","46,862,000","31,242,000","18,358,000","22,611,000","72,534,000","20,044,000","93,346,000","71,122,000","66,884,000","81,530,000","31,945,000","52,278,000","43,280,000","51,683,000","32,229,000","43,903,000","28,799,000","46,416,154","5,109,846","27,425,072","14,912,150","6,799,079","12,732,005","5,882,521","-12,334,537","24,624,352","9,100,703"
		NetIncomeFromContinuingOperations,"795,323,000","224,185,000","231,245,000","218,062,000","121,831,000","69,498,000","-76,593,000","-266,107,000","-345,943,000","135,083,000","33,642,000","53,753,000","45,072,000","-9,485,000","144,088,000","25,115,000","65,637,000","64,924,000","42,441,000","17,979,000","31,687,000","45,900,000","104,309,000","12,048,000","-105,747,000","-107,667,000","-230,296,000","-242,015,000","-157,015,000","-50,198,000","46,546,000","29,619,000","18,226,000","16,363,000","15,374,000","20,105,000","25,120,000","-15,505,000","-21,188,000","-9,198,000","-6,675,576","3,800,576","3,416,227","6,718,202","7,152,223","-27,595,665","-996,242","2,681,453","-983,785","5,675,537"
		OperatingGainsLosses,"11,124,000","75,227,000","-98,109,000","-8,798,000","42,804,000","43,423,000","22,937,000","13,033,000","135,300,000","-136,430,000","24,172,000","-9,040,000","-6,157,000","45,719,000","-74,577,000","52,759,000","-1,429,000","-10,416,000","11,734,000","12,356,000","-13,190,000","-20,638,000","-93,160,000","-4,276,000","25,623,000","5,774,000","12,904,000","-6,734,000","23,533,000","8,654,000","-50,352,000","-16,292,000","5,234,000","3,108,000","606,000","9,327,000","-7,334,000","4,825,000","5,227,000","0",,,,,,,,,,
			GainLossOnInvestmentSecurities,"10,595,000","75,029,000","-98,189,000","-9,049,000","42,804,000","43,423,000","22,737,000","13,033,000","132,668,000","-136,430,000","24,012,000","-9,847,000","-6,157,000","45,719,000","-74,577,000","21,337,000","-1,429,000","-10,416,000","11,734,000","12,372,000","-13,190,000","-20,631,000","10,977,000","-3,203,000","26,625,000","6,839,000","13,909,000","-6,734,000","23,533,000","8,557,000","-50,352,000","-16,292,000","5,234,000","3,108,000","606,000","9,327,000","-7,526,000","4,825,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"365,895,000","95,853,000","89,537,000","89,061,000","91,444,000","74,863,000","89,749,000","88,025,000","93,350,000","90,707,000","101,043,000","92,498,000","80,133,000","76,866,000","72,478,000","70,457,000","66,838,000","55,369,000","54,436,000","47,800,000","41,274,000","33,992,000","31,863,000","30,015,000","31,247,000","28,923,000","35,370,000","45,238,000","51,769,000","46,470,000","43,767,000","35,143,000","31,797,000","24,030,000","23,802,000","26,127,000","20,234,000","28,232,000","27,655,000","21,680,000","19,913,550","11,205,450","9,175,372","7,288,091","8,178,966","7,111,211","4,664,927","3,867,913","3,701,795","3,361,835"
		DeferredTax,"124,989,000","53,119,000","73,222,000","-6,701,000","5,349,000","2,840,000","-2,230,000","26,497,000","-109,823,000","39,957,000","10,197,000","13,490,000","12,858,000","-1,013,000",,,,,,,,,,,"0","0","-1,577,000","-33,010,000","-89,350,000","-26,390,000","30,225,000","16,661,000","9,095,000","8,261,000","7,632,000","1,661,000","0","0","0","-781,000","-3,712,832","3,063,832","1,430,429","0","0","-6,906,257","-522,125","2,994,983","-515,597","2,974,522"
			DeferredIncomeTax,"124,989,000","53,119,000","73,222,000","-6,701,000","5,349,000","2,840,000","-2,230,000","26,497,000","-109,823,000","39,957,000","10,197,000","13,490,000","12,858,000","-1,013,000",,,,,,,,,,,"0","0","-1,577,000","-33,010,000","-89,350,000","-26,390,000","30,225,000","16,661,000","9,095,000","8,261,000","7,632,000","1,661,000","0","0","0","-781,000","-3,712,832","3,063,832","1,430,429","0","0","-6,906,257","-522,125","2,994,983","-515,597","2,974,522"
		AssetImpairmentCharge,,,"0","0","0",,"109,579,000","251,163,000",,,,"439,000",,,"0",,,"0","0","0","0","0","0","0","78,171,000","80,462,000","219,292,000","285,721,000","229,026,000","67,127,000","0","0","0","0","0","0","-1,000","21,230,000","26,674,000","3,596,000","33,205,000","0","0","0","0","35,673,098","0","0","0","0"
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,993,000","-15,113,652","3,269,652","-3,603,821","-2,870,086","-331,730","1,668,115","2,673,837","-2,540,813","2,821,705","-6,093,455"
