name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988
MarketCap,"11,745,839,249","11,640,884,430","12,845,075,600","12,774,833,400","15,019,477,740","14,758,865,550","10,694,979,750","11,071,121,330","11,004,053,420","10,384,346,060","14,399,666,180","13,607,268,480","12,822,085,748","13,074,626,358","16,364,530,050","22,898,613,514","20,109,695,889","17,577,827,468","17,830,975,594","10,387,615,297","13,127,862,840","12,936,276,650","13,000,293,883","14,995,706,700","15,837,255,240","17,455,401,440","13,682,008,000","13,918,740,800","16,540,910,620","19,539,061,500","22,501,902,860","23,335,023,420","20,682,652,800","18,886,710,920","18,588,838,450","18,623,935,860","21,529,777,620","21,985,154,261","24,475,740,960","25,155,044,728","24,532,672,705","23,948,086,472","22,974,944,316","20,449,182,240","24,335,059,580","12,705,089,071","14,079,427,829","11,943,942,247","10,035,166,196","10,643,755,867","10,833,643,792","9,994,893,014","3,104,990,693","2,815,892,145","2,736,782,799","3,751,151,139","3,689,881,192","3,532,053,979","4,498,067,374","5,138,691,531","5,383,855,350","4,949,400,089","4,944,664,793","4,577,915,619","4,320,578,732","4,537,311,253","4,346,427,070","4,581,572,101","4,498,677,470","4,310,982,134","4,695,302,658","4,603,479,695","4,055,202,456","3,834,683,764","4,709,159,160","4,886,154,666","5,062,403,209","3,949,708,598","4,200,042,549","3,186,019,689","4,178,989,470","4,854,566,133","4,632,436,036","4,726,494,431","4,272,917,665","4,053,540,297","5,028,854,223","3,832,492,974","4,040,523,850","5,206,008,121","6,629,941,750","5,674,175,000","5,539,679,250","6,525,786,838","6,216,796,845","4,343,406,102","4,211,273,442","3,732,481,926","3,026,902,084","2,663,197,170","2,026,809,109","1,796,231,897","1,848,430,311","2,056,319,370","1,903,552,723","1,887,044,669","1,877,185,328","1,793,228,368","1,656,458,027","1,767,620,299","1,579,101,951","1,541,047,444","1,379,954,636","1,232,554,820","1,319,541,501","1,414,704,612","1,578,618,086","1,578,012,625","1,396,242,269","1,201,406,036","927,298,759","1,099,978,522","951,293,249","874,164,671","796,255,381","952,488,023","969,806,545","726,438,908","851,245,313","789,957,033","1,097,129,114","997,156,157","844,991,287","664,955,751","567,602,652","300,059,154"
EnterpriseValue,"40,315,839,249","40,653,884,430","42,360,075,600","43,397,833,400","46,360,477,740","46,568,865,550","43,161,979,750","44,081,121,330","45,782,053,420","45,146,346,060","49,890,666,180","49,940,268,480","49,933,085,748","48,647,626,358","52,501,530,050","59,513,613,514","56,985,695,889","54,752,827,468","42,648,975,594","35,122,615,297","32,592,862,840","32,402,276,650","32,578,293,883","34,420,706,700","35,424,255,240","37,554,401,440","33,741,008,000","34,116,740,800","36,841,910,620","40,082,061,500","42,918,902,860","44,113,023,420","41,403,652,800","39,684,710,920","38,904,838,450","38,994,935,860","41,841,777,620","42,379,154,261","44,869,740,960","46,459,044,728","45,869,672,705","45,656,086,472","44,027,944,316","41,502,182,240","43,133,059,580","19,615,456,071","21,234,307,829","19,259,413,247","17,524,250,196","18,158,590,867","18,425,790,792","17,687,937,014","5,965,942,693","5,777,448,145","5,808,217,799","6,837,053,139","6,688,442,192","6,468,239,979","7,484,891,374","8,348,985,531","7,904,816,350","7,522,046,089","7,531,355,793","7,204,525,619","6,947,188,732","7,455,156,253","6,920,622,070","7,155,767,101","7,259,724,470","7,028,640,134","7,547,698,658","7,464,599,695","6,972,031,456","6,750,640,764","7,695,708,160","7,970,730,666","8,302,769,209","7,350,430,598","7,853,225,549","6,578,232,689","7,138,188,470","7,945,513,133","7,723,383,036","8,026,881,431","7,720,382,665","7,518,730,297","8,444,376,223","5,819,648,974","6,027,679,850","7,212,095,121","8,721,741,750","7,740,475,000","7,524,779,250","9,010,386,838","8,830,196,845","6,785,306,102","6,701,673,442","6,335,281,926","5,673,702,084","3,244,597,170","2,675,509,109","2,427,731,897","2,495,830,311","2,662,019,370","2,526,752,723","2,533,244,669","2,495,485,328","2,386,128,368","2,249,358,027","2,340,420,299","2,262,301,951","2,224,247,444","2,067,354,636","1,900,954,820","1,854,541,501","1,926,204,612","2,075,018,086","1,999,512,625","1,820,942,269","1,613,606,036","1,340,298,759","1,375,978,522","1,223,093,249","1,135,764,671","1,035,955,381","1,188,588,023","1,205,906,545","955,338,908","1,088,245,313","1,034,357,033","1,337,829,114","1,116,956,157","964,791,287","850,655,751","741,202,652","473,659,154"
PeRatio,"5.519","5.901",,,,,"8.193","8.929","8.798",,,,,,"6.474","9.381","9.228","7.434","28.759","27.391","23.412","20.319","14.071","15.41","17.268","20.228","19.354","19.78","21.763","25.404","28.071",,,,,"18.139","25.071","28.104","31.296","51.139","56.414","36.121","22.545","20.073","18.461","13.943","14.751","12.179","11.066","12.619","14.2","12.308","9.564","8.246","7.677","10.209","9.465","8.589","11.145","15.721","15.547","14.72","14.409","12.964","12.141","15.967","13.107","13.826","13.964","13.514","14.718","14.447","12.675","11.55","13.706","16.138","18.238","17.143","22.09","16.254","11.706","14.253","13.61","14.693","18.82","17.638","21.536","16.515","17.424","22.917","27.868","24.771","25.158","28.213","27.439","15.856","16.21","13.405","11.86","14.262","11.165","13.363","14.427","16.139","16.16","16.282","15.338","15.341","14.331","15.698","19.281","18.869","18.251","17.417","19.729","20.124","22.867","24.709","23.094","23.144","19.979","26.206","25.71","25.922","25.428","30.489","31.106","26.918","34.254","34.843","42.66","38.809","33.18","30.705","21.442","17.038"
ForwardPeRatio,"6.974","8.019","8.425","9.533","8.525","8.518","6.398","7.008","7.53","6.313","9.709","8.977","8.985","9.737",,"19.011","23.31","26.525","12.837","10.163","10.905","10.858","10.571","11.377","11.534","12.707","11.124","11.074","12.626","13.514","17.544","17.241","16","16.447","12.005","11.723","13.245","14.124","15.823","17.953","17.123","15.221","14.577","17.731","13.774","13.605","14.347","12.18",,,,"10.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"54.575",,,,,,"42.665",,,"315.754","1.497","1.375","898.396",,,,,"1.262",,,"18.023",,,,,,,"10.649","5.957","6.753","8.041",,"5.78","3.051","2.941","3.867","2.669","1.612","1.617","1.312","1.269","4.35","10.051",,,"64.782","5.373","6.25",,,,"2.533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.616","0.611","0.679","0.664","0.717","0.696","0.483","0.494","0.485","0.452","0.625","0.584","0.542","0.545","0.675","0.892","0.731","0.585","0.544","0.603","0.748","0.729","0.729","0.838","0.893","0.991","0.791","0.795","0.928","1.092","1.253","1.309","1.178","1.091","1.072","1.067","1.204","1.19","1.325","1.353","1.326","1.345","1.364","1.214","1.594","1.811","1.976","0.95","1.371","1.44","1.449","1.324","1.196","1.097","1.081","1.481","1.444","1.362","1.765","2.154","2.435","2.257","2.244","2.07","1.938","2.097","1.839","1.94","1.977","1.903","2.094","2.003","1.782","1.66","1.983","2.071","2.216","1.855","2.129","1.658","1.973","2.309","2.204","2.329","2.208","2.21","2.909","2.294","2.42","3.132","3.996","3.602","3.543","4.304","4.18","3.041","3.388","3.517","3.361","3.246","2.55","2.283","2.477","2.77","2.801","2.899","3.099","2.998","2.8","3.014","3.208","3.14","2.952","2.782","3.142","3.447","3.989","4.234","3.943","3.609","2.983","3.789","3.413","3.184","3.124","3.799","3.876","3.077","3.747","3.612","5.381","5.116","4.374","3.539","2.163","1.719"
PbRatio,"0.956","0.983","1.149","1.091","1.329","1.322","0.781","0.822","0.828","0.771","1.053","0.994","0.947","0.659","0.718","0.996","0.858","0.754","1.376","0.794","0.987","0.965","0.936","1.072","1.128","1.241","0.96","0.954","1.12","1.301","1.368","1.406","1.231","1.099","1.112","1.012","1.133","1.121","1.269","1.239","1.191","1.153","1.047","0.931","1.124","1.315","1.459","1.243","1.051","1.12","1.144","1.067","0.976","0.888","0.865","1.174","1.094","1.041","1.322","1.642","1.726","1.555","1.499","1.39","1.312","1.447","1.225","1.291","1.31","1.26","1.38","1.354","1.212","1.123","1.357","1.457","1.552","1.254","1.364","1.043","1.744","2.084","1.989","2.121","2.067","2.003","2.546","1.976","2.083","2.767","3.603","3.326","3.376","4.109","4.081","2.974","2.991","2.77","2.342","2.149","1.752","1.707","1.816","2.078","2.074","2.129","2.187","2.213","2.045","2.247","2.576","2.514","2.336","2.136","2.571","2.843","3.278","3.955","3.627","3.276","2.628","3.229","2.977","2.846","2.786","3.396","3.457","2.731","3.279","3.08","4.366","4.115","3.487","4.363","3.923","2.074"
EnterprisesValueRevenueRatio,"2.085","8.694","8.739","8.88","9.415","9.26","8.422","8.531","8.818","8.635","8.957","8.908","8.952","8.615","9.086","10.229","9.655","9.21","8.012","8.707","7.969","7.698","7.596","7.855","8.055","8.533","7.538","7.492","8.337","9.005","9.671","9.772","9.118","8.745","8.566","8.637","9.247","9.39","9.79","10.164","9.946","9.904","9.462","9.03","9.79","11.568","12.331","11.024","9.889","10.086","10.074","9.437","9.403","9.079","9.034","10.517","10.163","9.972","11.4","11.778","11.456","12.519","12.41","11.619","11.405","12.189","11.154","10.89","11.972","11.807","12.45","12.361","11.552","11.37","12.693","13.202","14.069","12.662","13.404","12.542","18.76","18.787","14.22","14.882","14.877","14.571","16.018","12.058","14.245","17.465","20.45","18.465","18.054","23.015","26.179","16.883","17.255","17.044","20.737","14.856","12.704","12.2","12.845","13.786","13.548","14.41","12.897","14.998","15.026","16.436","15.624","15.719","15.556","15.71","15.946","17.076","19.338","20.656","18.083","17.407","15.196","18.273","16.352","15.687","14.992","18.342","18.61","15.212","17.928","17.125","21.968","20.053","19.61","17.909","14.42","10.526"
EnterprisesValueEBITDARatio,"5.019","20.731","21.971","21.232","22.087","21.45","-69.955","21.172","21.916","22.109","24.42","23.326","22.533","-11.271","-93.088","27.413","27.489","26.657","24.624","24.892","24.899","21.53","24.096","21.91","21.548","22.261","18.631","19.998","22.897","23.703","26.526","25.632","23.782","22.433","21.329","84.956","22.715","21.867","23.504","24.556","27.533","24.259","24.679","23.277","26.245","23.371","24.811","22.134","19.729","19.979","22.11","23.567","20.887","19.916","19.028","22.121","21.462","20.265","24.418","23.141","21.589","25.424","25.09","24.092","23.386","25.465","22.455","21.375","22.95","22.744","23.666","24.496","21.743","21.738","25.195","25.909","27.206","24.277","25.581","24.802","35.071","37.607","29.009","30.403","30.709","30.118","32.506","23.581","28.613","36.753","42.483","36.103","34.724","45.553","68.664","32.357","33.013","33.467","44.119","30.352","27.053","26.105","28.787","28.841","28.013","29.388","32.578","27.553","28.949","30.999","31.204","30.303","30.948","31.525","34.217","34.274","39.449","41.831","35.987","34.114","29.984","36.402","31.935","33.209","32.68","41.852","40.197","33.403","39.146","38.168","46.614","44.5","45.084","17.909","-8.599","10.526"
