name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017
TotalAssets,"772,656,000","776,436,000","651,800,000","644,602,000","602,819,000","497,689,000","403,526,000","360,473,000","351,182,000","347,186,000","349,302,000","343,245,000","218,499,000","197,192,000","175,142,000","166,680,000","169,970,000","139,991,000"
	CurrentAssets,"71,447,000","66,813,000","58,123,000","49,285,000","42,990,000","44,496,000","37,975,000","31,275,000","19,768,000","19,750,000","20,571,000","20,061,000","16,781,000","15,469,000","16,565,000","13,203,000","12,731,000","15,704,000"
		CashCashEquivalentsAndShortTermInvestments,"6,340,000","3,371,000","3,641,000","4,653,000","2,352,000","10,879,000","15,568,000","9,136,000","1,591,000","335,000","1,119,000","1,509,000","1,393,000","887,000","572,000","2,473,000","755,000","955,000"
			CashAndCashEquivalents,"6,340,000","3,371,000","3,641,000","4,653,000","2,352,000","10,879,000","15,568,000","9,136,000","1,591,000","335,000","1,119,000","1,509,000","1,393,000","887,000","572,000","2,473,000","755,000","955,000"
		Receivables,"42,585,000","39,794,000","38,500,000","28,914,000","24,599,000","23,786,000","17,538,000","16,350,000","13,515,000","14,412,000","15,335,000","13,173,000","11,703,000","10,374,000","12,500,000","7,955,000","8,672,000","8,412,000"
			AccountsReceivable,"42,585,000","39,794,000","38,500,000","28,914,000","24,599,000","23,786,000","17,538,000","16,350,000","13,515,000","14,412,000","15,335,000","13,173,000","11,703,000","10,374,000","12,500,000","7,955,000","8,672,000","8,412,000"
				GrossAccountsReceivable,,,"38,681,000",,,,"17,848,000",,,,"15,567,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,"-181,000",,,,"-310,000",,,,"-232,000",,,,,,,
		Inventory,"3,909,000","3,071,000","2,220,000",,,,"1,309,000",,,,"1,294,000",,,,,,,
			FinishedGoods,,,,,,,"1,309,000",,,,"1,294,000",,,,,,,
		PrepaidAssets,"8,416,000","9,654,000","5,720,000","10,755,000","9,983,000","9,747,000","3,560,000","5,789,000","4,662,000","5,003,000","2,823,000","4,940,000","3,246,000","3,278,000","2,630,000","2,336,000","2,865,000","1,141,000"
		OtherCurrentAssets,"10,197,000","10,923,000","8,042,000","4,963,000","6,056,000","84,000",,,,,,"439,000","439,000","930,000","863,000","439,000","439,000","5,196,000"
	TotalNonCurrentAssets,"701,209,000","709,623,000","593,677,000","595,317,000","559,829,000","453,193,000","365,551,000","329,198,000","331,414,000","327,436,000","328,731,000","323,184,000","201,718,000","181,723,000","158,577,000","153,477,000","157,239,000","124,287,000"
		NetPPE,"25,517,000","26,074,000","20,381,000","20,454,000","20,750,000","16,506,000","5,339,000","5,506,000","5,035,000","5,129,000","5,026,000","3,835,000","3,055,000","3,111,000","2,958,000","2,227,000","2,136,000","1,420,000"
			GrossPPE,"25,517,000","26,074,000","24,973,000","20,454,000","20,750,000","16,506,000","8,335,000","5,506,000","5,035,000","5,129,000","6,970,000","3,835,000","3,055,000","3,111,000","4,250,000","2,227,000","2,136,000","2,766,000"
				Properties,,,"0",,,,"0",,,,"0",,,,"0",,,"0"
				MachineryFurnitureEquipment,,,"6,761,000",,,,"5,557,000",,,,"4,876,000",,,,"2,156,000",,,"1,346,000"
				OtherProperties,"25,517,000","26,074,000","15,424,000","20,454,000","20,750,000","16,506,000","584,000","5,506,000","5,035,000","5,129,000","429,000","3,835,000","3,055,000","3,111,000","588,000","2,227,000","2,136,000","991,000"
				Leases,,,"2,788,000",,,,"2,194,000",,,,"1,665,000",,,,"1,506,000",,,"429,000"
