name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
OperatingCashFlow,"151,483,000","22,154,000","-59,962,000","-105,977,000","295,268,000","122,009,000","-137,226,000","-176,940,000","-43,429,000","46,887,000","28,245,000","145,683,000","160,532,000","150,680,000","64,428,000","70,319,000","148,216,000","225,545,000","35,658,000","-39,963,000","126,491,000","208,949,000","81,000","131,841,000","86,961,000","198,505,000","86,556,000","91,952,000","135,832,000","161,688,000","48,267,000","48,194,000","114,514,000","89,455,000","35,795,000","39,352,000","95,582,000","72,541,000","61,623,000","39,650,000","90,280,000","119,464,000","66,146,000","19,346,000","35,764,000","57,508,000","47,434,000","26,923,000","30,882,000","45,058,000","24,800,000","37,467,000","23,275,000","50,909,000","-6,946,000","27,094,000","104,036,000","10,315,000","-11,948,000","24,836,000","36,268,000","32,396,000","3,953,000","10,905,000","31,574,000","16,711,000","18,207,000","13,011,000","28,194,000","-1,486,000","-2,547,000","-1,323,000","-2,797,000","-866,000","-1,773,000","0","1,000","-36,216,000","20,608,000","4,462,000","-7,782,000","-6,910,000","-9,104,000","19,728,000","26,323,000","19,857,000","-2,170,000","16,944,000","23,764,000","24,782,000","39,630,000","2,800,000","14,600,000","12,300,000","3,200,000","5,400,000","7,300,000","14,300,000","-5,900,000","7,100,000","-8,800,000","11,700,000","-17,000,000","21,800,000","4,100,000","-7,900,000","2,600,000","7,200,000","1,400,000","7,600,000"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,623,000","39,650,000","90,280,000","119,464,000","66,146,000","19,346,000","35,764,000","57,508,000","47,434,000","26,923,000","30,882,000","45,058,000","24,800,000","37,467,000","23,275,000","50,909,000","-6,946,000","27,094,000","104,036,000","10,315,000","-11,948,000","24,836,000","36,268,000","32,396,000","3,953,000","10,905,000","31,574,000","16,711,000","18,207,000","13,011,000","28,194,000","-1,486,000","-2,547,000","-1,323,000","-2,797,000","-866,000","-1,773,000","0","1,000","-36,216,000","20,608,000","4,462,000","-7,782,000","-6,910,000","-9,104,000","19,728,000","26,323,000","19,857,000","-2,170,000","16,944,000","23,764,000","24,782,000","39,630,000","2,800,000","14,600,000","12,300,000","3,200,000","5,400,000","7,300,000","14,300,000","-5,900,000","7,100,000","-8,800,000","11,700,000","-17,000,000","21,800,000","4,100,000","-7,900,000","2,600,000","7,200,000","1,400,000","7,600,000"
		NetIncomeFromContinuingOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-19,915,000","3,307,000","19,577,000","-3,941,000","-11,892,000","-9,630,000","7,759,000","-26,384,000","-12,292,000","-19,503,000","7,833,000","1,399,000","-2,095,000","-1,655,000","-1,756,000","-2,588,000","-1,263,000","-552,000","-531,000","-451,000","-15,464,000","-6,354,000","6,445,000","-31,085,000","-18,580,000","-10,159,000","12,048,000","2,964,000","216,000","-20,414,000","-220,000","4,617,000","-2,598,000","-34,695,000","3,500,000","1,900,000","800,000","200,000","6,200,000","2,900,000","-1,100,000","-800,000","1,400,000","1,200,000","-2,400,000","-4,300,000","1,400,000","1,200,000","-600,000","-1,600,000","4,800,000","-400,000","-8,300,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,033,000","1,749,000",,,,,,,"13,711,000","-13,710,000","-1,000","643,000","27,722,000","597,000","1,713,000","5,385,000","-24,110,000","-1,694,000","-470,000","-2,649,000","9,823,000","13,143,000","305,000","433,000","47,083,000","3,500,000","3,000,000","800,000","1,400,000","7,600,000","400,000","300,000","-300,000","1,700,000","300,000","300,000","-1,900,000","3,100,000","1,400,000","1,500,000","5,100,000","1,400,000","900,000","800,000"
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,019,000","61,917,000","-11,958,000","-11,169,000","-10,226,000","-7,984,000","-7,156,000","-6,961,000","-6,764,000","9,407,000","8,067,000",,,,,,,"0","0","0","1,813,000","2,397,000","10,061,000","-1,915,000","-1,966,000","-2,806,000","-4,120,000","-3,482,000","-3,575,000","-4,217,000","-4,115,000","-4,057,000","-3,932,000","-4,639,000","-4,700,000","-4,200,000","-3,600,000","-3,200,000","-3,300,000","-3,400,000","-2,700,000","-2,900,000","-2,500,000","-2,700,000","-2,600,000","-2,600,000","-2,300,000","-1,900,000","-1,900,000","-2,200,000","-2,000,000","-1,900,000","-1,900,000"
			DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,407,000","8,067,000",,,,,,,"0","0","0","1,813,000","2,397,000","10,061,000","-1,915,000","-1,966,000","-2,806,000","-4,120,000","-3,482,000","-3,575,000","-4,217,000","-4,115,000","-4,057,000","-3,932,000","-4,639,000","-4,700,000","-4,200,000","-3,600,000","-3,200,000","-3,300,000","-3,400,000","-2,700,000","-2,900,000","-2,500,000","-2,700,000","-2,600,000","-2,600,000","-2,300,000","-1,900,000","-1,900,000","-2,200,000","-2,000,000","-1,900,000","-1,900,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,575,000","2,466,000",,,,,,,"0","0","0","1,669,000","2,256,000","9,635,000","-1,915,000","-1,966,000","-2,806,000","-4,120,000","-3,482,000","-3,575,000","-4,217,000","-4,115,000","-4,057,000","-3,932,000","-4,639,000","-4,700,000","-4,200,000","-3,600,000","-3,200,000","-3,300,000","-3,400,000","-2,700,000","-2,900,000","-2,500,000","-2,700,000","-2,600,000","-2,600,000","-2,300,000","-1,900,000","-1,900,000","-2,200,000","-2,000,000","-1,900,000","-1,900,000"
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,832,000","5,601,000",,,"0","0","0","0","0","0","0","144,000","141,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,832,000","5,601,000",,,"0","0","0","0","0","0","0","144,000","141,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000","1,639,000",,,,,,,,,,,,,,,,,,,,,,
