name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalRevenue,"47,389,000,000","13,694,000,000","12,989,000,000","10,776,000,000","9,930,000,000","8,383,000,000","5,963,000,000","5,833,000,000","3,225,000,000","8,269,000,000","9,154,000,000","7,886,000,000","8,253,000,000","8,375,000,000","8,786,000,000","8,792,000,000","8,080,000,000","8,398,000,000","7,605,000,000","5,873,000,000","6,078,000,000","6,667,000,000","5,951,000,000","5,170,000,000","4,950,000,000","4,111,000,000","4,996,000,000","5,551,000,000","6,663,000,000","5,942,000,000","9,459,000,000","11,127,000,000","11,195,000,000","11,684,000,000","10,632,000,000","10,703,000,000","10,295,000,000","10,620,000,000","9,439,000,000","9,354,000,000","9,786,000,000","9,218,000,000","8,885,000,000","8,837,000,000","8,859,000,000","7,694,000,000","7,231,000,000","6,414,000,000","6,124,000,000","6,125,000,000","6,078,000,000","4,857,000,000","4,282,000,000","3,302,000,000","4,943,000,000","8,862,000,000","9,060,000,000","7,195,000,000","6,447,700,000","5,799,000,000","3,917,800,000","4,229,500,000","4,390,800,000","4,525,800,000","4,892,400,000","8,635,400,000","8,713,733,000","8,664,364,000","7,160,707,000","6,638,496,000","6,172,086,000","5,867,005,000","5,131,735,000","3,804,644,000","3,545,075,000","3,053,677,000","2,709,189,000","3,281,908,000","2,509,464,000","2,344,089,000","1,985,347,000","1,545,323,000","1,570,164,000","2,191,310,000","1,586,617,000","1,520,124,000","4,145,975,000","756,926,000","738,967,000","999,319,000","2,122,900,000","1,260,800,000","862,500,000","455,800,000"
	OperatingRevenue,"47,389,000,000","13,694,000,000","12,989,000,000","10,776,000,000","9,930,000,000","8,383,000,000","5,963,000,000","5,833,000,000","3,225,000,000","8,269,000,000","9,154,000,000","7,886,000,000","8,253,000,000","8,375,000,000","8,786,000,000","8,792,000,000","8,080,000,000","8,398,000,000","7,605,000,000","5,873,000,000","6,078,000,000","6,667,000,000","5,951,000,000","5,170,000,000","4,950,000,000","4,111,000,000","4,996,000,000","5,551,000,000","6,663,000,000","5,942,000,000","9,459,000,000","11,127,000,000","11,195,000,000","11,684,000,000","10,632,000,000","10,703,000,000","10,295,000,000","10,620,000,000","9,439,000,000","9,354,000,000","9,786,000,000","9,218,000,000","8,885,000,000","8,837,000,000","8,859,000,000","7,694,000,000","7,231,000,000","6,414,000,000","6,124,000,000","6,125,000,000","6,078,000,000","4,857,000,000","4,282,000,000","3,302,000,000","4,943,000,000","8,862,000,000","9,060,000,000","7,195,000,000","6,447,700,000","5,799,000,000","3,917,800,000","4,229,500,000","4,390,800,000","4,525,800,000","4,892,400,000","8,635,400,000","8,713,733,000","8,664,364,000","7,160,707,000","6,638,496,000","6,172,086,000","5,867,005,000","5,131,735,000","3,804,644,000","3,545,075,000","3,053,677,000","2,709,189,000","3,281,908,000","2,509,464,000","2,344,089,000","1,985,347,000","1,545,323,000","1,570,164,000","2,191,310,000","1,586,617,000","1,520,124,000","4,145,975,000","756,926,000","738,967,000","999,319,000","2,122,900,000","1,260,800,000","862,500,000","455,800,000"
CostOfRevenue,"45,916,000,000","13,361,000,000","12,303,000,000","10,526,000,000","9,725,000,000","7,788,000,000","5,856,000,000","5,521,000,000","2,944,000,000","7,839,000,000","8,716,000,000","7,327,000,000","7,731,000,000","7,581,000,000","7,501,000,000","8,225,000,000","7,912,000,000","7,938,000,000","7,278,000,000","5,761,000,000","5,753,000,000","6,002,000,000","5,665,000,000","4,751,000,000","4,731,000,000","3,762,000,000","4,584,000,000","5,158,000,000","6,375,000,000","5,495,000,000","8,861,000,000","10,645,000,000","10,740,000,000","11,102,000,000","10,154,000,000","10,328,000,000","9,821,000,000","9,859,000,000","9,315,000,000","8,816,000,000","9,149,000,000","8,751,000,000","8,373,000,000","8,359,000,000","8,425,000,000","7,276,000,000","6,867,000,000","6,147,000,000","5,812,000,000","5,785,000,000","5,784,000,000","4,580,000,000","3,989,000,000","2,942,000,000","4,709,000,000","8,531,000,000","8,876,000,000","6,980,000,000","6,252,800,000","5,588,600,000","3,665,300,000","4,025,300,000","4,243,500,000","4,355,600,000","4,746,600,000","8,509,700,000","8,592,513,000","8,532,996,000","7,039,511,000","6,549,980,000","6,084,992,000","5,776,256,000","5,050,902,000","3,731,904,000","3,491,183,000","3,003,017,000","2,653,884,000","3,224,356,000","2,459,534,000","2,299,823,000","1,943,640,000","1,506,935,000","1,531,682,000","2,151,666,000","1,550,230,000","1,487,394,000","4,113,178,000","724,366,000","706,193,000","962,767,000","2,091,900,000","1,227,500,000","836,300,000","435,900,000"
GrossProfit,"1,473,000,000","333,000,000","686,000,000","250,000,000","205,000,000","595,000,000","107,000,000","312,000,000","281,000,000","430,000,000","438,000,000","559,000,000","522,000,000","794,000,000","1,285,000,000","567,000,000","168,000,000","460,000,000","327,000,000","112,000,000","325,000,000","665,000,000","286,000,000","419,000,000","219,000,000","349,000,000","412,000,000","393,000,000","288,000,000","447,000,000","598,000,000","482,000,000","455,000,000","582,000,000","478,000,000","375,000,000","474,000,000","761,000,000","124,000,000","538,000,000","637,000,000","467,000,000","512,000,000","478,000,000","434,000,000","418,000,000","364,000,000","267,000,000","312,000,000","340,000,000","294,000,000","277,000,000","293,000,000","360,000,000","234,000,000","331,000,000","184,000,000","215,000,000","194,900,000","210,400,000","252,500,000","204,200,000","147,300,000","170,200,000","145,800,000","125,700,000","121,220,000","131,368,000","121,196,000","88,516,000","87,094,000","90,749,000","80,833,000","72,740,000","53,892,000","50,660,000","55,305,000","57,552,000","49,930,000","44,266,000","41,707,000","38,388,000","38,482,000","39,644,000","36,387,000","32,730,000","32,797,000","32,560,000","32,774,000","36,552,000","31,000,000","33,300,000","26,200,000","19,900,000"
OperatingExpense,"307,000,000","82,000,000","87,000,000","67,000,000","72,000,000","67,000,000","70,000,000","61,000,000","72,000,000","69,000,000","72,000,000","74,000,000","75,000,000","76,000,000","84,000,000","74,000,000","80,000,000","79,000,000","66,000,000","68,000,000","68,000,000","74,000,000","69,000,000","70,000,000","73,000,000","67,000,000","61,000,000","60,000,000","79,000,000","78,000,000","68,000,000","78,000,000","90,000,000","89,000,000","83,000,000","79,000,000","91,000,000","106,000,000","-278,000,000","291,000,000","175,000,000","154,000,000","153,000,000","121,000,000","136,000,000","133,000,000","150,000,000","117,000,000","120,000,000","129,000,000","121,000,000","111,000,000","110,000,000","104,000,000","91,000,000","88,000,000","103,000,000","88,000,000","81,200,000","76,300,000","99,800,000","86,700,000","75,000,000","158,900,000","48,700,000","53,400,000","53,836,000","46,483,000","45,152,000","41,229,000","47,939,000","35,693,000","35,601,000","32,259,000","41,604,000","30,192,000","23,466,000","23,943,000","23,217,000","20,493,000","18,296,000","17,725,000","18,991,000","16,699,000","21,544,000","13,659,000","18,710,000","15,260,000","12,610,000","18,764,000","12,900,000","12,000,000","9,600,000","5,000,000"
	SellingGeneralAndAdministration,"307,000,000","82,000,000","87,000,000","67,000,000","72,000,000","67,000,000","70,000,000","61,000,000","72,000,000","69,000,000","72,000,000","74,000,000","75,000,000","76,000,000","84,000,000","74,000,000","80,000,000","79,000,000","66,000,000","68,000,000","68,000,000","74,000,000","69,000,000","70,000,000","73,000,000","67,000,000","61,000,000","60,000,000","79,000,000","78,000,000","68,000,000","78,000,000","90,000,000","89,000,000","83,000,000","79,000,000","91,000,000","106,000,000","78,000,000","81,000,000","89,000,000","94,000,000","95,000,000","56,000,000","73,000,000","70,000,000","86,000,000","56,000,000","56,000,000","62,000,000","58,000,000","52,000,000","54,000,000","46,000,000","30,000,000","39,000,000","51,000,000","40,000,000","36,100,000","33,400,000","47,700,000","46,800,000","41,700,000","33,000,000","27,400,000","31,800,000","28,424,000","26,516,000","26,149,000","22,111,000","24,522,000","19,484,000","19,603,000","19,139,000","29,595,000","18,204,000","12,161,000","13,072,000","12,274,000","11,512,000","11,119,000","10,758,000","12,259,000","10,297,000","15,041,000","8,989,000","14,335,000","9,911,000","7,949,000","8,626,000","7,000,000","7,300,000","5,800,000","2,200,000"
		GeneralAndAdministrativeExpense,"307,000,000","82,000,000","87,000,000","67,000,000","72,000,000","67,000,000","70,000,000","61,000,000","72,000,000","69,000,000","72,000,000","74,000,000","75,000,000","76,000,000","84,000,000","74,000,000","80,000,000","79,000,000","66,000,000","68,000,000","68,000,000","74,000,000","69,000,000","70,000,000","73,000,000","67,000,000","61,000,000","60,000,000","79,000,000","78,000,000","68,000,000","78,000,000","90,000,000","89,000,000","83,000,000","79,000,000","91,000,000","106,000,000","78,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"307,000,000","82,000,000","87,000,000","67,000,000","72,000,000","67,000,000","70,000,000","61,000,000","72,000,000","69,000,000","72,000,000","74,000,000","75,000,000","76,000,000","84,000,000","74,000,000","80,000,000","79,000,000","66,000,000","68,000,000","68,000,000","74,000,000","69,000,000","70,000,000","73,000,000","67,000,000","61,000,000","60,000,000","79,000,000","78,000,000","68,000,000","78,000,000","90,000,000","89,000,000","83,000,000","79,000,000","91,000,000","106,000,000","78,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,000,000","86,000,000","60,000,000","58,000,000","65,000,000","63,000,000","63,000,000","64,000,000","61,000,000","64,000,000","67,000,000","63,000,000","59,000,000","56,000,000","58,000,000","61,000,000","49,000,000","52,000,000","48,000,000","45,100,000","42,900,000","52,100,000","39,900,000","33,300,000","24,200,000","21,300,000","21,600,000","24,988,000","19,946,000","19,448,000","19,118,000","21,354,000","16,768,000","15,998,000","13,120,000","12,657,000","11,988,000","11,305,000","10,871,000","10,943,000","8,981,000","7,177,000","6,967,000","6,732,000","6,402,000","6,503,000","4,670,000","4,375,000","5,349,000","4,661,000","10,138,000","5,900,000","4,700,000","3,800,000","2,800,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,000,000","86,000,000","60,000,000","58,000,000","65,000,000","63,000,000","63,000,000","64,000,000","61,000,000","64,000,000","67,000,000","63,000,000","59,000,000","56,000,000","58,000,000","61,000,000","49,000,000","52,000,000","48,000,000","45,100,000","42,900,000","52,100,000","39,900,000","33,300,000","24,200,000","21,300,000","21,600,000","24,988,000","19,946,000","19,448,000","19,118,000","21,354,000","16,768,000","15,998,000","13,120,000","12,657,000","11,988,000","11,305,000","10,871,000","10,943,000","8,981,000","7,177,000","6,967,000","6,732,000","6,402,000","6,503,000","4,670,000","4,375,000","5,349,000","4,661,000","10,138,000","5,900,000","4,700,000","3,800,000","2,800,000"
