name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996
OperatingCashFlow,"295,780,000","10,818,000","39,290,000","146,754,000","98,918,000","72,272,000","146,725,000","137,075,000","160,237,000","24,734,000","27,445,000","171,406,000","78,248,000","56,242,000","84,712,000","137,209,000","105,365,000","59,251,000","-2,533,000","123,739,000","53,804,000","77,643,000","52,351,000","72,898,000","799,000","324,570,000","37,112,000","120,109,000","44,780,000","84,684,000","37,856,000","84,193,000","59,246,000","80,211,000","44,433,000","89,575,000","40,030,000","53,013,000","39,974,000","80,460,000","51,427,000","9,898,000","2,328,000","67,823,000","26,624,000","12,999,000","7,177,000","22,963,000","35,628,000","64,712,000","61,269,000","103,494,000","63,332,000","46,356,000","5,470,000","40,003,000","56,160,000","22,818,000","6,373,000","61,012,000","36,442,000","6,510,000","13,754,000","37,471,000","27,052,000","16,461,000","-448,000","23,819,000","17,335,000","16,995,000","11,283,000","27,188,000","5,187,000","27,394,000","25,446,000","19,441,000","14,344,000","14,985,000","12,005,000","37,279,000","24,744,000","25,374,000","3,997,000","42,765,000","26,139,000","10,480,000","7,606,000","8,819,000","19,679,000","17,512,000","9,200,000","18,500,000","19,600,000","23,000,000","-1,200,000","20,200,000","9,700,000","6,400,000","6,800,000","22,000,000","18,800,000","7,200,000","8,100,000"
	CashFlowFromContinuingOperatingActivities,"295,780,000","10,818,000","39,290,000","146,754,000","98,918,000","72,272,000","146,725,000","137,075,000","160,237,000","24,734,000","27,445,000",,,,,"137,209,000","105,365,000","59,251,000","-2,533,000","123,739,000","53,804,000","77,643,000","52,351,000","72,898,000","799,000","324,570,000","37,112,000","120,109,000","44,780,000","84,684,000","37,856,000","84,193,000","59,246,000","80,211,000","44,433,000","89,575,000","40,030,000","53,013,000","39,974,000","80,460,000","51,427,000","9,898,000","2,328,000","67,823,000","26,624,000","12,999,000","7,177,000","22,963,000","35,628,000","64,712,000","61,269,000","103,494,000","63,332,000","46,356,000","5,470,000","40,003,000","56,160,000","22,818,000","6,373,000","61,012,000","36,442,000","6,510,000","13,754,000","37,471,000","27,052,000","16,461,000","-448,000","23,819,000","17,335,000","16,995,000","11,283,000","27,188,000","5,187,000","27,394,000","25,446,000","19,441,000","14,344,000","14,985,000","12,005,000","37,279,000","24,744,000","25,374,000","3,997,000","42,765,000","26,139,000","10,480,000","7,606,000","8,819,000","19,679,000","17,512,000","9,200,000","18,500,000","19,600,000","23,000,000","-1,200,000","20,200,000","9,700,000","6,400,000","6,800,000","22,000,000","18,800,000","7,200,000","8,100,000"
		NetIncomeFromContinuingOperations,"176,977,000","47,906,000","30,305,000","49,905,000","48,861,000","68,313,000","41,570,000","57,239,000","38,465,000","91,318,000","53,373,000",,,,,"74,512,000","49,117,000","38,489,000","18,260,000","62,228,000","53,626,000","38,105,000","46,548,000","63,147,000","51,047,000","41,033,000","25,611,000","50,060,000","43,753,000","43,855,000","43,784,000","51,662,000","46,001,000","44,798,000","23,383,000","52,465,000","23,663,000","42,446,000","27,368,000",,,,,"41,690,000","36,056,000",,,"32,675,000","31,865,000","24,176,000","22,446,000","23,817,000","24,997,000","18,474,000","27,064,000","34,427,000","32,414,000","29,714,000","25,325,000","36,034,000","23,974,000","20,262,000","17,887,000","17,089,000","28,918,000","11,466,000","12,427,000","11,251,000","19,746,000","12,979,000","11,995,000","6,671,000","8,213,000","9,105,000","7,393,000","1,735,000","-165,000","4,511,000","6,265,000","3,217,000","14,611,000","13,623,000","11,230,000","15,760,000","13,728,000","12,672,000","10,908,000","9,432,000","26,165,000","5,379,000","6,000,000","15,500,000","8,000,000","2,100,000","5,200,000","8,800,000","4,900,000","5,400,000","2,500,000","4,700,000","4,800,000","3,500,000","5,100,000"
		OperatingGainsLosses,"-4,051,000","-3,000","-1,538,000","-379,000","-2,131,000","-1,354,000","-588,000","-12,586,000","-27,936,000","-10,000","-13,547,000",,,,,"-4,154,000","5,005,000","-414,000","-76,000","-24,000","46,000","19,000","-3,717,000","-261,000","-2,605,000","250,029,000","-1,573,000","165,000","-23,000","-634,000","-35,000","76,000","4,000","189,000","-4,000","21,000","194,000","-186,000","42,000","-31,000","31,000","-37,000","53,000","272,000","485,000","45,000","71,000","-32,000","-156,000","-97,000","154,000","-951,000","129,000","690,000","-56,000","-166,000","62,000","1,366,000","-33,000","-296,000","-52,000","33,000","-40,000","56,000","98,000","220,000","-290,000","608,000","-8,081,000","-187,000","88,000","2,099,000","30,000","88,000","202,000","3,426,000","14,000","-74,000","-56,000","5,504,000","-44,000","-62,000","2,478,000","1,524,000","227,000","24,000","307,000","2,843,000","-25,279,000",,,"900,000","500,000","-500,000","600,000","3,100,000","1,000,000","1,700,000","1,400,000",,,,
			GainLossOnSaleOfBusiness,,,,"-379,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,000","-951,000","129,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,"0",,,,,,,,"-3,452,000","4,955,000","-18,000","-18,000","-18,000","-18,000","-18,000","-18,000","-18,000","-18,000","28,000","29,000","25,000","25,000","24,000","25,000","26,000","24,000","24,000","25,000","43,000","42,000","43,000","43,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"125,299,000","30,610,000","30,721,000","31,725,000","32,243,000","32,479,000","33,077,000","33,576,000","32,106,000","33,025,000","32,451,000",,,,,"43,994,000","29,055,000","22,012,000","21,070,000","21,330,000","20,580,000","20,094,000","18,913,000","19,115,000","17,300,000","15,559,000","17,062,000","19,481,000","18,505,000","18,676,000","18,573,000","19,673,000","18,845,000","19,719,000","19,116,000","18,013,000","18,328,000","19,951,000","17,941,000","14,747,000","17,636,000","17,807,000","18,427,000","18,094,000","19,890,000","18,512,000","18,897,000","19,161,000","18,461,000","19,058,000","18,936,000","17,882,000","17,708,000","14,353,000","14,005,000","8,275,000","8,874,000","9,004,000","9,297,000","6,377,000","9,109,000","9,189,000","8,249,000","6,677,000","7,588,000","7,522,000","7,230,000","7,252,000","7,564,000","8,431,000","8,291,000","7,838,000","7,909,000","8,702,000","8,312,000","8,432,000","8,334,000","7,912,000","7,740,000","8,500,000","7,929,000","7,862,000","7,797,000","8,063,000","8,041,000","8,414,000","8,214,000","7,405,000","8,115,000","7,299,000","7,600,000","7,100,000","7,900,000","8,500,000","8,500,000","6,800,000","7,200,000","6,200,000","6,400,000","5,000,000","5,900,000","5,900,000","6,000,000"
			DepreciationAndAmortization,"125,299,000","30,610,000","30,721,000","31,725,000","32,243,000","32,479,000","33,077,000","33,576,000","32,106,000","33,025,000","32,451,000",,,,,"43,994,000","29,055,000","22,012,000","21,070,000","21,330,000","20,580,000","20,094,000","18,913,000","19,115,000","17,300,000","15,559,000","17,062,000","19,481,000","18,505,000","18,676,000","18,573,000","19,673,000","18,845,000","19,719,000","19,116,000","18,013,000","18,328,000","19,951,000","17,941,000","14,747,000","17,636,000","17,807,000","18,427,000","18,094,000","19,890,000","18,512,000","18,897,000","19,161,000","18,461,000","19,058,000","18,936,000","17,882,000","17,708,000","14,353,000","14,005,000","8,275,000","8,874,000","9,004,000","9,297,000","6,377,000","9,109,000","9,189,000","8,249,000","6,677,000","7,588,000","7,522,000","7,230,000","7,252,000","7,564,000","8,431,000","8,291,000","7,838,000","7,909,000","8,702,000","8,312,000","8,432,000","8,334,000","7,912,000","7,740,000","8,500,000","7,929,000","7,862,000","7,797,000","8,063,000","8,041,000","8,414,000","8,214,000","7,405,000","8,115,000","7,299,000","7,600,000","7,100,000","7,900,000","8,500,000","8,500,000","6,800,000","7,200,000","6,200,000","6,400,000","5,000,000","5,900,000","5,900,000","6,000,000"
