name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004
TotalAssets,"7,495,685,000","7,074,649,000","6,497,948,000","6,303,092,000","6,005,488,000","5,700,754,000","5,438,070,000","5,300,163,000","5,217,596,000","5,432,293,000","5,585,098,000","5,800,063,000","5,848,447,000","5,969,867,000","6,199,482,000","5,838,820,000","5,851,145,000","5,917,513,000","5,979,102,000","6,172,789,000","6,153,104,000","6,178,148,000","6,259,490,000","6,276,707,000","6,246,328,000","6,330,372,000","6,570,479,000","6,798,054,000","6,755,146,000","6,716,417,000","6,833,065,000","6,477,269,000","6,352,862,000","5,194,022,000","4,783,571,000","4,448,217,000","4,047,017,000","3,529,721,000","2,912,597,000","2,255,254,000","1,816,009,000","1,802,222,000","1,727,547,000","1,549,317,000","1,338,862,000","1,076,095,000","870,600,000","832,695,000","750,527,000","689,080,000","615,495,000","667,025,000","602,806,000","587,977,000","587,718,000","541,778,000","480,007,000","475,229,000","369,741,000","376,502,000","314,561,000","298,430,000","194,089,000","138,480,000","106,082,000","105,384,000","104,072,000","103,909,000","98,446,000","98,878,000","97,801,000"
	CurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,250,000","73,209,000","60,448,000","71,032,000","109,159,000","145,235,000","18,849,000","76,099,000","25,033,000","11,101,000","19,554,000","21,122,000","47,765,000",,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,003,000","62,566,000","50,193,000","61,395,000","97,314,000","136,213,000","1,062,000","69,952,000","21,249,000","3,844,000","7,020,000","9,942,000","39,703,000","2,438,000","1,269,000","555,000","472,975,000","466,155,000","363,605,000","369,982,000","310,837,000","294,067,000","190,410,000","135,577,000","61,256,000","104,657,000","73,549,000","73,953,000","98,209,000","98,623,000","97,449,000"
			CashAndCashEquivalents,"36,402,000","45,026,000","42,156,000","63,610,000","100,989,000","50,097,000","28,303,000","44,561,000","46,646,000","137,867,000","106,174,000","107,098,000","120,566,000","109,668,000","120,052,000","83,758,000","97,563,000","474,476,000","264,517,000","318,083,000","111,804,000","203,911,000","132,240,000","317,798,000","169,212,000","78,354,000","71,828,000","110,026,000","63,624,000","106,481,000","488,106,000","134,225,000","274,968,000","25,154,000","10,399,000","59,974,000","24,726,000","2,219,000","2,387,000","2,825,000","34,978,000","1,861,000","1,975,000","1,492,000","2,395,000","4,019,000","1,062,000","1,081,000","21,249,000","3,844,000","7,020,000","9,942,000","449,000","2,438,000","1,269,000","555,000","16,570,000","1,336,000","0","0","0","0","0","0","1,060,000","0","9,587,000","9,587,000","12,848,000","12,848,000","422,000"
				CashFinancial,"36,402,000","45,026,000","42,156,000","63,610,000","100,989,000","50,097,000","28,303,000","44,561,000","46,646,000","137,867,000","106,174,000","107,098,000","120,566,000","109,668,000","120,052,000","83,758,000","97,563,000","474,476,000","264,517,000","318,083,000","111,804,000","203,911,000","132,240,000",,,,,,,,,,,"25,154,000","10,399,000","59,974,000","24,726,000","2,219,000","2,387,000","2,825,000","34,978,000","1,861,000","1,975,000","1,492,000","2,395,000","4,019,000","1,062,000","1,081,000","21,249,000","3,844,000","7,020,000","9,942,000","449,000","2,438,000","1,269,000","555,000","16,570,000","1,336,000",,,,,,"0",,,,,,,
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,"317,798,000","169,212,000","78,354,000","71,828,000","110,026,000","63,624,000","106,481,000","488,106,000","134,225,000","274,968,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,025,000","60,705,000","48,218,000","59,903,000","94,919,000","132,194,000",,"68,871,000",,,,,"39,254,000",,,,"456,405,000","464,819,000","363,605,000","369,982,000","310,837,000","294,067,000","190,410,000","135,577,000","60,196,000","104,657,000","63,962,000","64,366,000","85,361,000","85,775,000","97,027,000"
		Receivables,"17,549,000","16,369,000","13,302,000","25,491,000","13,466,000","16,655,000","13,879,000","12,881,000","16,376,000","15,171,000","16,847,000","29,830,000","18,537,000","8,568,000","133,597,000","24,767,000","30,495,000","17,965,000","22,401,000","10,497,000","10,355,000","30,427,000","10,117,000","12,295,000","19,806,000","17,593,000","15,286,000","23,293,000","25,973,000","22,446,000","23,288,000","24,584,000","24,056,000","16,251,000","23,465,000","27,260,000","18,899,000","18,951,000","32,143,000","15,003,000","14,093,000","10,256,000","10,137,000","9,536,000","11,349,000","8,772,000","10,131,000","5,776,000","3,638,000","7,082,000","4,973,000","4,161,000","6,613,000","5,144,000","6,726,000","8,980,000","5,116,000","6,972,000","3,520,000","4,298,000","3,174,000","3,551,000","2,583,000","2,439,000","412,000","508,000","526,000","407,000","94,000","42,000","53,000"
			AccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,686,000","517,000","38,000","267,000","621,000","352,000","4,233,000","420,000","405,000","1,359,000","321,000","599,000","684,000",,,,"1,077,000","3,567,000","447,000","2,159,000","1,206,000",,,"402,000","33,000","25,000","24,000","201,000",,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
