name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
TotalAssets,"7,031,726,000","6,952,449,000","5,402,099,000","4,866,967,000","4,766,389,000","2,708,122,000","2,453,483,000","1,402,251,000"
	CurrentAssets,"5,837,703,000","5,798,022,000","4,393,543,000","3,876,737,000","4,096,639,000","2,482,893,000","2,128,869,000","1,340,338,000"
		CashCashEquivalentsAndShortTermInvestments,"2,878,960,000","3,042,780,000","1,895,797,000","1,466,558,000","1,623,672,000","520,741,000","684,423,000","267,059,000"
			CashAndCashEquivalents,"2,261,937,000","2,567,401,000","1,439,531,000","1,466,558,000","1,623,672,000","520,741,000","684,423,000","267,059,000"
			OtherShortTermInvestments,"617,023,000","475,379,000","456,266,000",,,,,
		Receivables,"2,486,672,000","2,446,669,000","2,220,256,000","2,051,758,000","2,177,967,000","1,837,003,000","1,342,995,000","1,005,804,000"
			AccountsReceivable,"124,614,000","134,571,000","100,951,000","91,575,000","66,080,000","67,046,000","49,026,000","59,001,000"
				GrossAccountsReceivable,"136,614,000","143,271,000","108,051,000","95,675,000",,,,
				AllowanceForDoubtfulAccountsReceivable,"-12,000,000","-8,700,000","-7,100,000","-4,100,000",,,,
			LoansReceivable,"2,347,003,000","2,294,624,000","2,094,613,000","1,917,590,000","2,094,414,000","1,769,569,000","1,293,969,000","943,634,000"
			NotesReceivable,,,,"16,170,000",,,,
			OtherReceivables,"15,055,000","17,474,000","24,692,000","26,423,000","17,473,000","388,000","448,000","3,169,000"
		PrepaidAssets,"58,443,000","61,171,000","41,208,000","132,347,000","111,670,000","9,100,000",,"6,406,000"
		RestrictedCash,"413,628,000","247,402,000","236,282,000","226,074,000","183,330,000","116,049,000","101,451,000","61,069,000"
		AssetsHeldForSaleCurrent,,"27,394,000","1,808,000","13,030,000","12,774,000","12,302,000","4,085,000","4,459,000"
	TotalNonCurrentAssets,"1,194,023,000","1,154,427,000","1,008,556,000","990,230,000","669,750,000","225,229,000","324,614,000","61,913,000"
		NetPPE,"194,049,000","169,416,000","143,487,000","120,327,000","113,084,000","49,358,000","49,562,000","48,140,000"
