name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,09/30/2018,08/31/2018,06/30/2018,05/31/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
MarketCap,"6,558,311,656","7,908,459,656","8,535,599,791","9,152,286,976","9,075,793,853","7,937,128,681","7,259,649,138","5,676,829,819","4,547,172,822","3,938,358,591","5,516,361,616","6,267,335,835","5,592,052,080","5,136,436,356","6,046,800,881","6,719,213,063","7,319,972,784","7,739,971,222","7,834,861,771","7,538,556,533","8,119,517,429","9,437,673,571","9,055,547,233","9,382,145,639","9,355,207,914","8,370,510,453","6,848,142,275","6,245,816,934","5,858,863,487","6,305,916,985","7,339,921,268","8,901,436,164","8,174,221,231","8,239,318,948","8,784,184,430","9,663,018,587","10,191,018,656","10,331,101,377","9,930,795,219","9,554,250,502","6,708,900,388","5,818,619,768","5,564,253,877","5,202,271,646","6,383,605,546","5,561,808,051","5,547,133,095","8,339,925,250","9,174,015,139","7,114,321,729","5,747,157,153","4,747,122,610","6,036,276,820","5,787,825,183","6,010,177,802","5,139,541,363","3,551,244,124","4,722,272,240","10,582,370,966","10,929,453,131","10,523,004,390","10,483,326,774","10,728,761,266","7,636,319,066","6,371,878,832","6,101,111,341","5,661,262,987","6,311,620,651","6,448,624,521","5,127,056,719","4,656,105,154","4,159,893,878","3,696,534,991","4,966,437,486","4,056,476,660","3,528,786,412","3,781,703,364","3,271,344,639","2,257,952,802","2,213,714,007","2,130,936,456","2,174,000,421","1,881,809,661","1,752,186,069","1,977,808,225","1,597,038,079","1,725,836,018","1,794,910,322","1,779,217,439","1,959,577,798","1,479,159,825","1,261,511,904","1,313,269,641","1,313,574,651","1,199,436,000","1,514,511,342","1,821,836,362","1,952,527,500","1,841,501,286","2,114,180,472","2,516,220,000","2,203,825,500","2,194,531,920","1,904,295,937","1,662,619,770","1,616,151,291","1,448,304,000","1,477,736,341","1,498,713,499","1,504,130,082","1,761,857,865","1,422,910,323","1,290,996,516","1,247,573,163","1,004,293,255","1,007,100,444","1,072,018,039","1,146,492,140","1,195,143,297","1,089,008,497","1,162,716,360","1,103,288,425","735,207,026","555,681,227","282,994,855","423,968,041","349,729,164","290,926,504","311,838,095","258,358,592","224,366,061","266,523,022","288,174,330","278,578,464","258,865,603","231,085,779","217,106,593","188,518,861","196,109,156","208,108,750","188,101,956","127,981,446","208,663,194","219,090,163","254,516,377","235,183,561","208,085,404","185,107,081","149,339,272","171,789,931","176,633,191"
EnterpriseValue,"17,023,147,656","18,373,295,656","16,247,468,791","16,908,332,976","17,706,329,853","16,327,023,681","16,347,331,138","14,457,550,819","15,694,282,822","15,440,916,591","-2,542,979,384","-90,250,165","377,607,080","-681,102,644","-1,312,026,119","394,674,063","137,142,784","557,141,222","1,995,952,771","1,699,647,533","3,722,255,429","5,503,362,571","6,078,947,233","6,113,578,639","5,084,324,914","5,063,556,453","3,002,099,275","4,407,997,934","1,529,891,487","794,344,985","2,478,574,268","3,850,543,164","2,013,273,231","2,251,622,948","5,313,300,430","4,904,479,587","5,815,448,656","8,597,518,377","5,739,363,219","3,598,606,502","6,640,738,388","5,750,457,768","6,594,468,877","6,335,944,646","8,062,938,546","5,916,963,051","5,902,288,095","8,652,244,250","10,168,028,139","8,099,537,729","7,393,656,153","6,393,621,610","7,699,813,820","7,519,361,183","7,475,840,802","6,554,655,363","5,125,553,124","6,199,761,240","12,306,503,966","12,649,110,131","12,079,910,390","11,179,707,774","11,245,520,266","8,001,119,066","6,340,167,832","5,976,664,341","5,434,895,987","6,085,253,651","5,549,453,521","5,132,782,719","4,661,831,154","4,215,019,878","3,617,712,991","5,208,853,486","4,090,932,660","3,736,281,412","4,042,469,364","4,450,178,639","2,871,525,802","2,662,096,007","2,367,086,456","2,454,580,421","2,128,225,661","2,086,359,069","2,321,084,225","1,940,314,079","2,131,617,018","2,157,043,322","2,153,740,439","2,341,817,798","2,066,312,825","1,848,664,904","1,803,308,641","1,796,874,651","1,682,536,000","2,091,011,342","2,504,436,362","2,675,127,500","2,275,101,286","2,486,580,472","2,869,420,000","2,556,725,500","2,573,731,920","2,633,695,937","2,336,319,770","2,141,851,291","1,942,604,000","1,971,636,341","2,019,613,499","2,029,930,082","2,299,757,865","1,960,810,323","1,720,396,516","1,672,973,163","1,429,693,255","1,442,300,444","1,468,418,039","1,547,792,140","1,602,443,297","1,408,408,497","1,485,316,360","1,328,888,425","1,017,607,026","3,762,881,227","584,894,855","644,668,041","793,929,164","629,726,504","630,938,095","577,458,592","561,466,061","543,323,022","532,674,330","787,678,464","746,465,603","718,685,779","217,106,593","188,518,861","196,109,156","208,108,750","188,101,956","127,981,446","208,663,194","219,090,163","254,516,377","235,183,561","543,085,404","520,107,081","484,339,272","506,789,931","382,433,191"
PeRatio,"6.42","6.314","5.798","6.253","6.659","7.286","10.958","10.379","13.389","4.494","6.505","38.704","34.519","32.722","37.537","40.463","732","774","758","729.333","50.511","17.201","14.941","15.479","76.471","211.364",,,"22.151","29.983","17.316","18.677","38.431","47.702","74.5","138","26.415","9.84","8.083","10.242","7.951","6.896","49.457","10.688","372.857","3.564","3.555","3.942","5.433","3.809","48.204","24.086","7.068","11.117",,,,,"16.955","20.233","27.914","22.536","229.619","135.577","49.033","58.75","46.732","52.125","5.229","3.952","3.589","3.277","22.402","33.086","30.144","29.408","37.259","33.715","12.054","17.185","15.607","13.717","15.814","17.989","30.556","24.675","20","25.754","15.541","26.878","22.479","19.171","18.41","7.094","5.981","8.484","10.182","43.151",,,,,"26.038","37.276","36.67","29.395","14.725","14","14.053","19.011","22.29","19.2","18.573",,,,"273.973","78.807","8.818","7.948","9.692","7.393","4.972","4.1","4.507","4.654","12.918","4.227","5.105","4.242","3.399","12.712","13.758","13.027","15.05","13.44","10.637","89.805","76.529",,,,,"393.566","42.026","22.358","8.999","7.887","7.401","9.078","3.892"
ForwardPeRatio,"10.091","8.897","9.452","10.741","12.285","9.98","11.299","16.722","12.438","47.17","20.121","13.477","10.965","14.025","16.475","12.563","11.877","7.143","7.267","19.724","12.987","16.26","16.611","17.212","15.291","16.835",,"57.804","161.29","18.904",,,"4.819",,,"5.669","6.053","7.163","5.889","7.53","5.549","23.202","74.074","19.92","14.925",,,"13.123","12.516","9.728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,"0.722","0.903","0.923","0.956","0.85","0.936",,"3.209","8.983","1.05",,,,,,,,,,,,,,,"7.457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.035","1.077","1.067","1.132","1.177","1.136","1.213","1.079","0.937","0.787","1.166","0.595","0.531","0.503","0.577","0.623","0.657","0.694","0.686","0.66","0.679","0.815","0.792","0.829","0.888","0.813","0.687","0.613","0.515","0.546","0.607","0.721","0.675","0.667","0.737","0.823","0.885","0.984","0.907","0.886","0.87","0.754","1.091","1.408","4.064","3","2.992","5.065","7.5","5.475","3.976","3.492","4.992","5.269","6.032","5.245","3.47","4.223","10.565","10.865","10.375","12.374","18.235","16.761","14.54","7.894",,,"16.995","2.384","2.165","2.091","2.015","2.627","2.037","2.296","3.262","4.509","6.859","8.254","7.683","7.061","6.33","5.034","5.109","4.125","2.403","2.61","2.496","3.283","2.704","2.306","2.437","1.944","1.742","2.335","2.773","3.749","3.624","8.035","3.926","3.335","1.342","1.222","1.16","1.081","0.938","0.95","0.969","0.994","1.193","1.027","0.962","0.937","0.755","0.771","0.8","0.853","0.857","0.721","0.798","0.614","0.49","0.381","0.392","0.404","0.417","0.429","0.494","0.411","0.354","0.42","0.471","0.37","0.311","0.278","0.256","0.302","0.258","0.335","0.381","0.352","0.683","0.693","0.756","0.765","0.48","0.479","0.449","0.603","0.693"
PbRatio,"0.645","0.754","0.809","0.882","0.901","0.814","0.762","0.603","0.488","0.419","0.57","0.608","0.567","0.517","0.601","0.633","0.691","0.734","0.739","0.735","0.803","0.903","0.857","0.902","0.924","0.831","0.679","0.619","0.563","0.608","0.689","0.836","0.793","0.793","0.849","0.948","1.009","1.023","0.991","0.951","1.475","0.86","0.913","0.809","1.034","0.923","0.921","1.226","1.329","1.023","1.446","1.194","1.321","1.327","1.414","1.394","1.342","1.764","1.816","1.56","1.968","1.882","2.533","1.9","1.637","1.595","1.493","1.665","1.715","1.447","1.314","1.191","1.65","2.199","1.834","1.653","1.763","1.533","1.369","1.396","1.388","1.462","1.525","1.443","1.654","1.336","1.447","1.53","1.477","1.636","1.288","1.098","1.177","1.171","0.983","1.224","0.931","1.054","0.994","1.12","1.34","1.183","1.491","1.602","1.503","1.445","1.293","1.345","1.348","1.421","1.806","1.459","1.39","1.408","1.134","1.16","1.229","1.263","1.42","1.363","1.503","1.785","1.677","1.358","0.757","1.16","1.169","1.032","1.161","0.962","0.824","1.099","1.118","1.25","1.226","1.095","1.049","1.045","1.087","1.154","1.043","0.709","0.972","1.021","1.186","1.096","1.378","1.226","0.989","1.138","1.401"
EnterprisesValueRevenueRatio,"2.341","13.42","8.363","8.332","8.272","7.537","6.047","7.016","8.597","11.209","-1.503","-0.063","0.309","-0.451","-1.098","0.518","0.094","0.716","1.605","2.066","1.263","1.722","1.935","2.045","1.651","1.721","1.041","1.551","0.693","0.296","0.966","1.26","0.596","0.781","1.653","1.583","1.852","2.848","2.093","1.235","3.097","4.19","3.053","2.958","3.326","19.907","25.004","13.179","79.614","13.83","39.78","15.501","20.563","24.773","26.623","23.054","20.474","23.216","46.016","46.048","44.498","44.199","43.963","33.382","49.01","55.508","51.577","38.378","25.984","-4.695","7.083","6.936","7.095","10.695","8.457","7.826","8.673","12.925","18.915","29.579","50.141","63.153","28.69","21.876","24.863","62.643","34.664","14.282","16.342","9.441","11.906","13.5","11.489","13.087","12.814","14.989","8.387","17.484","28.762","16.61","19.297","17.44","17.836","7.667","7.522","5.857","5.142","5.208","5.253","4.722","5.882","5.204","4.77","4.459","4.117","4.43","4.369","4.555","4.768","3.785","4.125","3.511","2.653","9.807","1.369","1.567","2.47","3.72","3.42","3.614","3.348","2.743","3.511","5.575","4.481","3.745","1.261","0.842","0.859","0.987","0.844","1.507","2.35","2.263","2.608","10.594","5.01","4.438","5.928","3.765","7.257"
EnterprisesValueEBITDARatio,"9.376","80.391","34.59","33.867","28.416","30.293","19.149","30.986","35.133","125.952","-9.592","-0.466","-19.729","-3.438","-23.455","4.074","0.479","5.265","55.34","12.19","29.027","16.44","26.97","37.903","8.824","20.976","11.282","31.863","-5.616","9.529","-10.416","148.693","3.361","-176.156","39.153","42.309","36.069","315.899","110.805","38.427","38.721","-6.28","32.413","46.141","18.432","51.27","70.258","15.297","77.279","22.843","21,618.878","46.212","76.267","158.449","363.965","-86.319","-1,443.818","-189.752","-331.587","-286.548","-346.288","-212.119","-245.809","-253.048","-126.447","-102.389","-132.239","-170.269","-150.911","-132.254","124.176","172.014","253.982","-862.393","281.435","243.819","849.615","393.995","50.105","106.676","-333.769","-91.347","514.81","50.722","73.114","19.553","-61.928","37.39","-158.015","22.171","34.384","59.915","33.127","92.147","40.641","52.015","12.963","81.064","-94.796","76.042","87.482","-103.094","-367.676","45.487","92.345","94.772","45.708","64.223","54.584","29.166","53.112","53.138","48.875","39.364","36.287","48.237","44.498","31.652","29.896","22.32","29.181","37.016","20.032","72.224","13.508","8.383","23.842","47.348","27.196","38.756","19.294","8.257","32.089","32.415","29.859","28.519","1.261","-0.324","0.859","0.987","0.844","-0.483","2.35","2.263","2.608","-0.885","5.01","4.438","5.928","-5.521","7.257"
