name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993
TotalAssets,"2,419,816,000","2,393,790,000","2,422,767,000","2,488,585,000","2,927,968,000","2,607,023,000","3,015,924,000","3,012,142,000","3,071,747,000","2,707,841,000","2,675,888,000","2,706,354,000","2,696,619,000","2,608,982,000","2,596,742,000","2,643,573,000","2,736,529,000","2,106,147,000","1,817,938,000","1,779,624,000","1,673,923,000","1,577,811,000","1,708,125,000","1,702,033,000","1,719,677,000","1,681,363,000","1,670,201,000","1,698,669,000","1,639,218,000","1,710,305,000","1,787,929,000","1,871,750,000","1,884,199,000","1,882,511,000","2,065,095,000","2,049,908,000","2,021,525,000","2,089,441,000","2,047,335,000","2,060,913,000","2,098,479,000","2,064,282,000","2,241,678,000","2,946,679,000","2,849,716,000","2,745,797,000","2,779,288,000","2,626,620,000","2,750,396,000","2,854,621,000","2,883,432,000","2,958,088,000","2,673,321,000","2,871,214,000","3,052,399,000","3,283,222,000","3,207,724,000","3,050,566,000","3,042,643,000","2,995,249,000","1,239,138,000","988,522,000","985,020,000","613,971,000","581,581,000","598,884,000","549,960,000","536,061,000","532,105,000","557,151,000","569,295,000","424,855,000","285,201,000","303,489,000","298,760,000","296,253,000","297,198,000","247,246,000","229,806,000","235,939,000","220,589,000","202,691,000","178,304,000","174,754,000","171,200,000","177,890,000","165,770,000","176,795,000","187,624,000","192,100,000","221,400,000","232,600,000","237,000,000","247,800,000","240,600,000","243,700,000","246,000,000","240,200,000","224,400,000","215,700,000","207,600,000","187,400,000","178,100,000","162,700,000","153,000,000","147,000,000","138,700,000","129,000,000","123,500,000","119,100,000","101,900,000","102,100,000","96,900,000","98,900,000"
	CurrentAssets,"792,527,000","749,929,000","802,387,000","842,900,000","1,260,101,000","930,262,000","1,352,171,000","1,354,828,000","1,387,726,000","997,251,000","967,023,000","962,596,000","934,977,000","896,141,000","868,185,000","896,750,000","932,638,000","849,742,000","834,395,000","798,960,000","805,823,000","732,466,000","831,680,000","804,748,000","801,053,000","758,940,000","806,152,000","811,773,000","758,419,000","758,686,000","795,072,000","825,941,000","822,409,000","799,366,000","816,788,000","811,468,000","784,410,000","820,950,000","817,421,000","844,349,000","900,432,000","840,354,000","880,353,000","958,839,000","891,715,000","882,217,000","853,029,000","791,694,000","749,044,000","725,916,000","726,182,000","845,649,000","663,378,000","717,717,000","743,721,000","766,913,000","714,803,000","653,436,000","666,454,000","677,030,000","840,197,000","596,445,000","607,742,000","239,837,000","220,731,000","221,657,000","175,085,000","159,285,000","161,742,000","175,390,000","162,968,000","93,420,000","88,535,000","109,289,000","101,663,000","92,482,000","89,662,000","114,492,000","112,901,000","114,886,000","95,715,000","116,733,000","97,292,000","91,209,000","86,584,000","97,076,000","82,590,000","92,385,000","103,781,000","108,100,000","83,900,000","91,100,000","98,100,000","108,400,000","105,400,000","110,500,000","113,800,000","112,500,000","96,600,000","98,400,000","97,400,000","90,700,000","90,000,000","89,700,000","90,900,000","92,500,000","90,100,000","93,000,000","88,700,000","85,200,000","69,000,000","69,500,000","65,600,000","68,600,000"
		CashCashEquivalentsAndShortTermInvestments,"203,997,000","162,579,000","188,691,000","207,131,000","574,592,000","206,933,000","586,167,000","544,823,000","554,520,000","149,904,000","140,938,000","135,736,000","110,828,000","120,221,000","109,044,000","162,882,000","143,951,000","176,274,000","137,584,000","127,880,000","187,928,000","133,565,000","151,380,000","132,014,000","132,615,000","131,018,000","109,458,000","128,814,000","118,084,000","112,371,000","122,475,000","114,780,000","146,327,000","124,805,000","122,047,000","103,662,000","101,561,000","136,411,000","91,474,000","102,800,000","154,438,000","133,086,000","129,514,000","168,284,000","133,412,000","169,477,000","148,114,000","137,371,000","123,418,000","121,893,000","124,721,000","276,128,000","102,091,000","144,390,000","147,391,000","152,179,000","95,519,000","91,988,000","85,135,000","105,873,000","621,871,000","395,988,000","406,254,000","46,587,000","40,661,000","33,638,000","11,896,000","9,958,000","15,628,000","11,624,000","11,324,000","2,227,000","5,289,000","6,240,000","10,549,000","9,909,000","12,863,000","32,564,000","38,383,000","42,442,000","23,088,000","42,781,000","28,718,000","31,415,000","23,090,000","21,216,000","19,699,000","32,949,000","36,032,000","1,500,000","2,800,000","2,900,000","1,900,000","2,700,000","4,400,000","5,800,000","1,700,000","3,000,000","5,000,000","20,400,000","18,900,000","2,200,000","1,600,000","5,900,000","7,700,000","6,400,000","3,100,000","9,300,000","13,400,000","11,000,000","11,900,000","26,300,000","10,700,000","12,300,000"
			CashAndCashEquivalents,"203,997,000","162,579,000","188,691,000","207,131,000","574,592,000","206,933,000","586,167,000","544,823,000","554,520,000","149,904,000","140,938,000","135,736,000","110,828,000","120,221,000","109,044,000","162,882,000","143,951,000","176,274,000","137,584,000","127,880,000","187,928,000","133,565,000","151,380,000","132,014,000","132,615,000","131,018,000","109,458,000","128,814,000","118,084,000","112,371,000","122,475,000","114,780,000","146,327,000","124,805,000","122,047,000","103,662,000","101,561,000","136,411,000","91,474,000","102,800,000","154,438,000","133,086,000","129,514,000","168,284,000","133,412,000","169,477,000","148,114,000","137,371,000","123,418,000","121,893,000","124,721,000","276,128,000","102,091,000","144,390,000","147,391,000","152,179,000","95,519,000","91,988,000","85,135,000","105,873,000","621,871,000","361,405,000","234,521,000","46,587,000","40,661,000","33,638,000","11,896,000","9,958,000","15,628,000","11,624,000","11,324,000","2,227,000","5,289,000","6,240,000","10,549,000","9,909,000","12,863,000","32,564,000","38,383,000","18,631,000","6,580,000","20,582,000","13,043,000","17,860,000","14,812,000","21,216,000","19,699,000","30,703,000","36,032,000","1,500,000","2,800,000","2,900,000","1,900,000","2,700,000","4,400,000","5,800,000","1,700,000","3,000,000","5,000,000","20,400,000","18,900,000","2,200,000","1,600,000","5,900,000","7,700,000","6,400,000","3,100,000","9,300,000","13,400,000","11,000,000","11,900,000","26,300,000","10,700,000","12,300,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,583,000","171,733,000",,,,,,,,,,,,,,,,,"23,811,000","16,508,000","22,199,000","15,675,000","13,555,000","8,278,000",,,"2,246,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"303,250,000","298,459,000","320,994,000","336,071,000","365,826,000","369,828,000","386,920,000","411,200,000","463,613,000","472,925,000","468,477,000","466,366,000","473,077,000","437,161,000","449,592,000","443,394,000","481,389,000","398,029,000","376,149,000","374,180,000","344,411,000","351,506,000","368,710,000","369,251,000","368,432,000","330,895,000","340,423,000","338,196,000","324,706,000","348,389,000","342,480,000","369,473,000","341,547,000","356,709,000","349,292,000","372,240,000","356,228,000","375,326,000","363,111,000","394,065,000","389,178,000","371,641,000","377,107,000","377,835,000","361,991,000","371,662,000","383,814,000","366,476,000","333,141,000","337,948,000","325,119,000","311,338,000","309,977,000","321,278,000","339,309,000","356,328,000","361,094,000","339,018,000","320,973,000","325,970,000","124,227,000","109,924,000","97,033,000","89,046,000","83,637,000","104,428,000","94,983,000","85,921,000","73,885,000","90,097,000","80,018,000","61,716,000","47,417,000","70,782,000","61,271,000","56,689,000","49,795,000","57,571,000","47,581,000","44,534,000","46,121,000","52,345,000","47,830,000","38,430,000","39,465,000","52,912,000","40,705,000","35,814,000","44,209,000","49,100,000","52,300,000","60,800,000","67,800,000","75,800,000","64,300,000","70,900,000","77,700,000","69,800,000","51,900,000","38,200,000","36,900,000","44,400,000","44,900,000","47,200,000","45,800,000","37,000,000","25,400,000","21,900,000","22,000,000","26,700,000","23,300,000","20,500,000","23,600,000","22,900,000"
			AccountsReceivable,"266,774,000","261,124,000","274,385,000","286,539,000","319,052,000","318,269,000","314,183,000","330,283,000","398,025,000","415,887,000","410,391,000","426,936,000","438,692,000","416,503,000","422,567,000","412,848,000","448,211,000","369,047,000","351,255,000","345,738,000","307,065,000","299,870,000","319,929,000","317,510,000","321,814,000","298,550,000","298,895,000","286,093,000","284,218,000","312,302,000","310,261,000","341,937,000","310,927,000","328,240,000","316,732,000","330,956,000","318,223,000","329,352,000","363,111,000","348,106,000","389,178,000","371,641,000","377,107,000","348,736,000","361,991,000","328,811,000","383,814,000","366,476,000","333,141,000","337,948,000","325,119,000","311,338,000","309,977,000","321,278,000","339,309,000","356,328,000","361,094,000","339,018,000","320,973,000","325,970,000","124,227,000","109,924,000","97,033,000","89,046,000","83,637,000","104,428,000","94,983,000","85,921,000","73,885,000","90,097,000","80,018,000","61,716,000","47,417,000","70,782,000","61,271,000","56,689,000","49,795,000","57,571,000","47,581,000","44,534,000","46,121,000","52,345,000","44,662,000","35,100,000","29,343,000",,,,"44,209,000","49,100,000",,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"272,372,000","266,854,000","277,183,000","287,646,000","320,188,000","319,581,000","316,029,000","332,385,000","401,071,000","418,951,000","414,177,000","431,296,000","442,738,000","422,834,000","426,389,000","417,400,000","448,211,000","373,004,000","355,246,000","349,240,000","310,489,000","303,190,000","324,183,000","321,449,000","326,355,000","304,499,000","303,854,000","291,515,000","290,157,000","318,497,000","316,785,000","349,292,000","319,685,000","336,608,000","324,959,000","337,904,000","324,367,000","336,724,000","368,466,000","353,487,000",,,"384,559,000","357,716,000",,"337,856,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,598,000","-5,730,000","-2,798,000","-1,107,000","-1,136,000","-1,312,000","-1,846,000","-2,102,000","-3,046,000","-3,064,000","-3,786,000","-4,360,000","-4,046,000","-6,331,000","-3,822,000","-4,552,000",,"-3,957,000","-3,991,000","-3,502,000","-3,424,000","-3,320,000","-4,254,000","-3,939,000","-4,541,000","-5,949,000","-4,959,000","-5,422,000","-5,939,000","-6,195,000","-6,524,000","-7,355,000","-8,758,000","-8,368,000","-8,227,000","-6,948,000","-6,144,000","-7,372,000","-5,355,000","-5,381,000",,,"-7,452,000","-8,980,000",,"-9,045,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"36,476,000","37,335,000","46,609,000","49,532,000","46,774,000","51,559,000","72,737,000","80,917,000","65,588,000","57,038,000","58,086,000","39,430,000","34,385,000","20,658,000","27,025,000","30,546,000","33,178,000","28,982,000","24,894,000","28,442,000","37,346,000","51,636,000","48,781,000","51,741,000","46,618,000","32,345,000","41,528,000","52,103,000","40,488,000","36,087,000","32,219,000","27,536,000","30,620,000","28,469,000","32,560,000","41,284,000","38,005,000","45,974,000",,"45,959,000",,,,"29,099,000",,"42,851,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,168,000","3,330,000","10,122,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
