name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000
TotalRevenue,"4,099,000,000","1,154,000,000","984,000,000","945,000,000","1,016,000,000","983,000,000","889,000,000","758,000,000","514,000,000","871,000,000","901,000,000","1,028,000,000","1,166,000,000","1,156,000,000","1,038,000,000","1,080,000,000","1,129,000,000","1,066,000,000","903,000,000","922,000,000","920,000,000","806,000,000","699,000,000","728,000,000","841,000,000","821,000,000","809,000,000","853,000,000","909,000,000","864,000,000","879,000,000","911,000,000","986,000,000","962,000,000","907,000,000","909,000,000","993,000,000","908,000,000","891,000,000","986,000,000","1,113,000,000","1,160,000,000","1,159,000,000","1,172,000,000","1,287,000,000","1,192,000,000","971,000,000","-38,000,000","1,275,000,000","1,207,000,000","1,146,000,000","828,000,000","993,000,000","1,110,000,000","1,370,000,000","1,720,000,000","2,003,000,000","1,781,000,000","1,663,000,000","1,592,000,000","1,662,000,000","1,627,000,000","2,340,000,000","2,318,000,000","2,477,000,000","2,314,000,000","2,086,000,000","2,126,000,000","2,411,000,000","2,276,000,000","2,090,000,000","1,211,000,000","2,388,000,000","2,254,000,000","2,180,000,000","1,977,000,000","2,109,000,000","1,993,000,000","1,709,000,000","1,746,000,000","1,883,000,000","1,687,000,000","1,566,000,000","1,565,000,000","1,794,000,000","1,787,000,000","1,659,000,000","1,680,000,000","1,141,000,000"
	OperatingRevenue,"4,099,000,000","1,154,000,000","984,000,000","945,000,000","1,016,000,000","983,000,000","889,000,000","758,000,000","514,000,000","871,000,000","901,000,000","1,028,000,000","1,166,000,000","1,156,000,000","1,038,000,000","1,080,000,000","1,129,000,000","1,066,000,000","903,000,000","922,000,000","920,000,000","806,000,000","699,000,000","728,000,000","841,000,000","821,000,000","809,000,000","853,000,000","909,000,000","864,000,000","879,000,000","911,000,000","986,000,000","962,000,000","907,000,000","909,000,000","993,000,000","908,000,000","891,000,000","986,000,000","1,113,000,000","1,160,000,000","1,159,000,000","1,172,000,000","1,287,000,000","1,192,000,000","971,000,000","-38,000,000","1,275,000,000","1,207,000,000","1,146,000,000","828,000,000","993,000,000","1,110,000,000","1,370,000,000","1,720,000,000","2,003,000,000","1,781,000,000","1,663,000,000","1,592,000,000","1,662,000,000","1,627,000,000","2,340,000,000","2,318,000,000","2,477,000,000","2,314,000,000","2,086,000,000","2,126,000,000","2,411,000,000","2,276,000,000","2,090,000,000","1,211,000,000","2,388,000,000","2,254,000,000","2,180,000,000","1,977,000,000","2,109,000,000","1,993,000,000","1,709,000,000","1,746,000,000","1,883,000,000","1,687,000,000","1,566,000,000","1,565,000,000","1,794,000,000","1,787,000,000","1,659,000,000","1,680,000,000","1,141,000,000"
CostOfRevenue,"3,593,000,000","1,017,000,000","857,000,000","835,000,000","884,000,000","835,000,000","774,000,000","699,000,000","486,000,000","757,000,000","774,000,000","882,000,000","987,000,000","982,000,000","897,000,000","921,000,000","952,000,000","888,000,000","763,000,000","790,000,000","778,000,000","685,000,000","610,000,000","644,000,000","714,000,000","700,000,000","705,000,000","745,000,000","785,000,000","749,000,000","764,000,000","766,000,000","863,000,000","846,000,000","804,000,000","803,000,000","884,000,000","813,000,000","808,000,000","873,000,000","981,000,000","1,026,000,000","1,053,000,000","1,052,000,000","1,153,000,000","1,074,000,000","867,000,000","-73,000,000","1,130,000,000","1,083,000,000","1,031,000,000","761,000,000","916,000,000","1,022,000,000","1,297,000,000","1,560,000,000","1,807,000,000","1,614,000,000","1,533,000,000","1,483,000,000","1,526,000,000","1,484,000,000","2,222,000,000","2,181,000,000","2,327,000,000","2,142,000,000","1,957,000,000","1,974,000,000","2,210,000,000","2,124,000,000","1,964,000,000","1,156,000,000","2,159,000,000","2,053,000,000","1,998,000,000","1,808,000,000","1,896,000,000","1,805,000,000","1,535,000,000","1,564,000,000","1,662,000,000","1,508,000,000","1,408,000,000","1,392,000,000","1,597,000,000","1,545,000,000","1,444,000,000","1,440,000,000","956,000,000"
GrossProfit,"506,000,000","137,000,000","127,000,000","110,000,000","132,000,000","148,000,000","115,000,000","59,000,000","28,000,000","114,000,000","127,000,000","146,000,000","179,000,000","174,000,000","141,000,000","159,000,000","177,000,000","178,000,000","140,000,000","132,000,000","142,000,000","121,000,000","89,000,000","84,000,000","127,000,000","121,000,000","104,000,000","108,000,000","124,000,000","115,000,000","115,000,000","145,000,000","123,000,000","116,000,000","103,000,000","106,000,000","109,000,000","95,000,000","83,000,000","113,000,000","132,000,000","134,000,000","106,000,000","120,000,000","134,000,000","118,000,000","104,000,000","35,000,000","145,000,000","124,000,000","115,000,000","67,000,000","77,000,000","88,000,000","73,000,000","160,000,000","196,000,000","167,000,000","130,000,000","109,000,000","136,000,000","143,000,000","118,000,000","137,000,000","150,000,000","172,000,000","129,000,000","152,000,000","201,000,000","152,000,000","126,000,000","55,000,000","229,000,000","201,000,000","182,000,000","169,000,000","213,000,000","188,000,000","174,000,000","182,000,000","221,000,000","179,000,000","158,000,000","173,000,000","197,000,000","242,000,000","215,000,000","240,000,000","185,000,000"
OperatingExpense,"280,000,000","71,000,000","65,000,000","71,000,000","73,000,000","71,000,000","72,000,000","48,000,000","69,000,000","-196,000,000","75,000,000","85,000,000","74,000,000","71,000,000","33,000,000","100,000,000","75,000,000","85,000,000","66,000,000","63,000,000","71,000,000","67,000,000","55,000,000","39,000,000","63,000,000","61,000,000","54,000,000","117,000,000","63,000,000","56,000,000","62,000,000","78,000,000","53,000,000","64,000,000","62,000,000","133,000,000","97,000,000","64,000,000","62,000,000","75,000,000","68,000,000","73,000,000","65,000,000","62,000,000","73,000,000","73,000,000","72,000,000","21,000,000","100,000,000","89,000,000","85,000,000","62,000,000","69,000,000","70,000,000","385,000,000","119,000,000","130,000,000","106,000,000","92,000,000","116,000,000","93,000,000","89,000,000","84,000,000","399,000,000","102,000,000","105,000,000","64,000,000","89,000,000","104,000,000","111,000,000","80,000,000","25,000,000","123,000,000","112,000,000","132,000,000","87,000,000","111,000,000","114,000,000","101,000,000","85,000,000","105,000,000","97,000,000","95,000,000","115,000,000","117,000,000","112,000,000","151,000,000","164,000,000","80,000,000"
	SellingGeneralAndAdministration,"268,000,000","70,000,000","62,000,000","67,000,000","69,000,000","69,000,000","65,000,000","40,000,000","52,000,000","59,000,000","70,000,000","75,000,000","71,000,000","71,000,000","64,000,000","78,000,000","72,000,000","72,000,000","63,000,000","50,000,000","69,000,000","63,000,000","53,000,000","65,000,000","63,000,000","58,000,000","59,000,000","116,000,000","64,000,000","56,000,000","63,000,000","58,000,000","52,000,000","64,000,000","61,000,000","125,000,000","97,000,000","63,000,000","61,000,000","53,000,000","68,000,000","72,000,000","65,000,000","62,000,000","73,000,000","71,000,000","72,000,000","21,000,000","94,000,000","89,000,000","85,000,000","62,000,000","69,000,000","69,000,000","106,000,000","117,000,000","130,000,000","105,000,000","92,000,000","114,000,000","93,000,000","99,000,000","86,000,000","86,000,000","105,000,000","102,000,000","87,000,000","88,000,000","104,000,000","106,000,000","84,000,000","22,000,000","123,000,000","124,000,000","116,000,000","109,000,000","111,000,000","114,000,000","101,000,000","91,000,000","105,000,000","97,000,000","95,000,000","111,000,000","111,000,000","104,000,000","102,000,000","110,000,000","75,000,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,"75,000,000","71,000,000","71,000,000","64,000,000","78,000,000","72,000,000","72,000,000","63,000,000","50,000,000","69,000,000","63,000,000","53,000,000","65,000,000","63,000,000","58,000,000","59,000,000","116,000,000","64,000,000","56,000,000","63,000,000","58,000,000","52,000,000","64,000,000","61,000,000","125,000,000","97,000,000","63,000,000","61,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,"17,000,000","16,000,000","10,000,000","11,000,000","17,000,000","16,000,000","15,000,000","12,000,000","16,000,000","18,000,000","9,000,000","8,000,000","6,000,000","9,000,000","7,000,000","8,000,000","65,000,000","9,000,000","4,000,000","8,000,000","10,000,000","11,000,000","7,000,000","6,000,000","75,000,000","43,000,000","6,000,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,"58,000,000","55,000,000","61,000,000","53,000,000","61,000,000","56,000,000","57,000,000","51,000,000","34,000,000","51,000,000","54,000,000","45,000,000","59,000,000","54,000,000","51,000,000","51,000,000","51,000,000","55,000,000","52,000,000","55,000,000","48,000,000","41,000,000","57,000,000","55,000,000","50,000,000","54,000,000","57,000,000","56,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000","6,000,000","61,000,000","49,000,000","54,000,000","5,000,000"
