name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994
OperatingCashFlow,"1,092,540,000","417,306,000","134,008,000","312,540,000","228,686,000","369,164,000","134,508,000","258,533,000","266,917,000","294,048,000","144,462,000","212,458,000","193,150,000","238,292,000","107,521,000","107,683,000","157,872,000","190,804,000","93,033,000","93,360,000","144,231,000","192,299,000","81,235,000","74,293,000","125,000,000","124,418,000","6,486,000","76,594,000","61,707,000","114,486,000","5,517,000","83,366,000","54,960,000","131,843,000","8,076,000","67,715,000","16,323,000","129,913,000","-22,225,000","75,315,000","32,722,000","106,603,000","26,161,000","64,187,000","42,282,000","107,327,000","15,785,000","77,538,000","25,424,000","91,179,000","5,113,000","77,691,000","48,782,000","109,757,000","-7,564,000","52,364,000","53,616,000","85,952,000","-1,197,000","55,692,000","54,788,000","65,651,000","7,626,000","53,988,000","49,530,000","66,390,000","-2,061,000","28,085,000","32,279,000","56,589,300","17,562,600","29,560,100","24,683,100","60,104,200","6,285,800","24,128,200","13,881,800","44,993,300","138,200","20,066,600","19,037,600","43,222,500","2,556,200","17,174,900","12,540,100","31,000,900","-271,000","13,628,400","3,716,000","16,979,200","-1,800,000","7,300,000","7,400,000","18,400,000","-2,200,000","7,100,000","2,700,000","12,900,000","-1,900,000","8,200,000","10,500,000","11,900,000","-2,400,000","4,600,000","1,600,000","7,100,000","-2,000,000","4,600,000","-1,800,000","5,200,000","400,000","1,400,000","1,400,000"
	CashFlowFromContinuingOperatingActivities,"1,092,540,000","417,306,000","134,008,000","312,540,000","228,686,000","369,164,000","134,508,000","258,533,000","266,917,000","294,048,000","144,462,000","212,458,000","193,150,000","238,292,000","107,521,000","107,683,000","157,872,000","190,804,000","93,033,000","93,360,000","144,231,000","192,299,000","81,235,000","74,293,000","125,000,000","124,418,000","6,486,000","76,594,000","61,707,000","114,486,000","5,517,000","83,366,000","54,960,000","131,843,000","8,076,000","67,715,000","16,323,000","129,913,000","-22,225,000","75,315,000","32,722,000","106,603,000","26,161,000","64,187,000","42,282,000","107,327,000","15,785,000","77,538,000","25,424,000","91,179,000","5,113,000","77,691,000","48,782,000","109,757,000","-7,564,000","52,364,000","53,616,000","85,952,000","-1,197,000","55,692,000","54,788,000","65,651,000","7,626,000","53,988,000","31,171,000","66,235,000","-2,185,000","28,085,000","32,279,000","56,589,300","17,562,600","29,560,100","24,683,100","60,104,200","6,285,800","24,128,200","13,881,800","44,993,300","138,200","20,066,600","19,037,600","43,222,500","2,556,200","17,174,900","12,540,100","31,000,900","-271,000","13,628,400","3,716,000","16,979,200","-1,800,000","7,300,000","7,400,000","18,400,000","-2,200,000","7,100,000","2,700,000","12,900,000","-1,900,000","8,200,000","10,500,000","11,900,000","-2,400,000","4,600,000","1,600,000","7,100,000","-2,000,000","4,600,000","-1,800,000","5,200,000","400,000","1,400,000","1,400,000"
		NetIncomeFromContinuingOperations,"1,082,369,000","278,620,000","287,412,000","260,363,000","255,974,000","286,796,000","193,440,000","200,285,000","165,533,000","147,487,000","168,707,000","218,180,000","153,496,000","192,741,000","131,373,000","114,083,000","109,741,000","127,405,000","103,301,000","77,560,000","70,369,000","90,546,000","66,066,000","167,280,000","84,968,000","74,016,000","58,963,000","52,413,000","57,412,000","57,563,000","52,193,000","52,615,000","51,043,000","40,877,000","45,345,000","41,422,000","41,304,000","53,236,000","39,640,000","45,845,000",,,,,,,"37,896,000","37,823,000","36,233,000","44,389,000","35,735,000","35,270,000","34,627,000","39,629,000","27,153,000","37,254,000","40,821,000","46,475,000","32,026,000","37,610,000","36,735,000","38,868,000","30,390,000","30,345,000","31,573,000","34,707,000","7,854,000","22,813,000","24,989,000","30,904,600","23,552,600","22,669,800","21,449,200","25,162,100","17,367,900","15,241,100","13,336,400","15,422,800","13,756,500","14,706,500","15,535,200","16,600,300","12,495,500","12,758,200","12,931,400","11,485,200","9,349,200","8,919,200","8,162,200","8,366,900","6,600,000","6,300,000","6,700,000","6,300,000","4,800,000","4,200,000","4,300,000","4,300,000","3,500,000","3,100,000","3,400,000","3,300,000","3,000,000","2,300,000","2,800,000","2,800,000","3,000,000","2,600,000","2,200,000","1,900,000","1,500,000","1,300,000","2,800,000"
		OperatingGainsLosses,"-1,828,000","-416,000","202,000","-272,000","-1,342,000","-890,000","483,000","-2,971,000","-685,000","-1,636,000","1,226,000","583,000","2,951,000","-1,201,000","-4,118,000","-286,000","-733,000","-167,000","539,000","4,351,000","396,000","130,000","-58,000","387,000","261,000","203,000","279,000","98,000","-183,000","-278,000","-196,000","-261,000","235,000","47,000","-1,069,000","-674,000","-40,000","-739,000","21,000","-204,000","1,155,000","-335,000","-675,000","-288,000","-194,000","-180,000","983,000","1,273,000","-1,743,000","2,479,000","-59,000","-18,000","-73,000","-10,000","203,000","527,000","-548,000","912,000","-214,000","-27,000","159,000","-356,000","378,000","2,254,000","-17,182,000","-181,000","24,105,000","697,000","-672,000","111,500","-181,500","-540,000","511,800","801,900","-1,900,000","33,000","-330,400","-61,400","-3,700","-158,700","180,800","-243,400","-82,000","-125,900","-131,200","193,800","-105,700","-212,200","117,800","-74,800",,,,,"-100,000","-100,000","200,000","100,000","100,000","100,000","0","0","200,000","100,000",,,,,,,,,
			GainLossOnSaleOfPPE,"-1,503,000","-525,000","-315,000","-440,000","-223,000","-112,000","85,000","-1,230,000","-168,000","-430,000","-1,043,000","-272,000","680,000","137,000","-3,788,000","-102,000","-804,000","-595,000","179,000","4,460,000","309,000","-46,000","-117,000","38,000","134,000","-82,000","-46,000","-60,000","-183,000","-278,000","-196,000","-261,000","235,000","47,000","-1,069,000","-674,000","-40,000","-739,000","21,000","-204,000","1,155,000","-335,000","-675,000","-288,000","-194,000","-180,000","983,000","1,273,000","-1,743,000","2,479,000","-59,000","-18,000","-73,000","-10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-325,000","109,000","517,000","168,000","-1,119,000","-778,000","398,000","-1,741,000","-517,000","-1,206,000","2,269,000","855,000","2,271,000","-1,338,000","-330,000","-184,000","71,000","428,000","360,000","-109,000","87,000","176,000","59,000","349,000","127,000","285,000","325,000","158,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"132,276,000","36,706,000","33,578,000","32,049,000","29,943,000","32,243,000","31,671,000","29,227,000","27,501,000","28,659,000","24,393,000","23,704,000","21,625,000","21,222,000","20,509,000","21,978,000","28,362,000","16,684,000","17,982,000","16,012,000","13,490,000","13,805,000","15,326,000","14,820,000","13,743,000","12,606,000","11,732,000","11,562,000","11,314,000","12,212,000","11,400,000","13,967,000","13,377,000","12,769,000","13,076,000","14,504,000","14,480,000","14,797,000","14,612,000","12,839,000","11,851,000","12,069,000","12,220,000","12,027,000","11,331,000","11,274,000","11,367,000","11,722,000","11,151,000","11,013,000","10,464,000","10,614,000","10,622,000","9,898,000","10,125,000","10,709,000","11,048,000","9,670,000","11,082,000","11,004,000","10,329,000","9,221,000","8,799,000","8,740,000","8,536,000","8,103,000","7,525,000","7,292,000","7,042,000","9,053,900","7,594,800","7,605,300","7,675,500","7,651,800","8,081,400","7,399,600","7,152,700","6,398,300","6,363,200","5,630,800","4,906,800","4,241,000","3,686,600","3,473,800","3,916,700","3,603,300","3,459,900","3,370,100","3,072,900","2,906,100","2,700,000","2,800,000","2,600,000","2,500,000","2,400,000","2,300,000","2,000,000","1,900,000","2,000,000","1,900,000","2,000,000","1,900,000","1,800,000","1,800,000","1,600,000","1,600,000","1,400,000","1,400,000","1,400,000","700,000","700,000","600,000","-2,300,000"
			DepreciationAndAmortization,"132,276,000","36,706,000","33,578,000","32,049,000","29,943,000","32,243,000","31,671,000","29,227,000","27,501,000","28,659,000","24,393,000","23,704,000","21,625,000","21,222,000","20,509,000","21,978,000","28,362,000","16,684,000","17,982,000","16,012,000","13,490,000","13,805,000","15,326,000","14,820,000","13,743,000","12,606,000","11,732,000","11,562,000","11,314,000","12,212,000","11,400,000","13,967,000","13,377,000","12,769,000","13,076,000","14,504,000","14,480,000","14,797,000","14,612,000","12,839,000","11,851,000","12,069,000","12,220,000","12,027,000","11,331,000","11,274,000","11,367,000","11,722,000","11,151,000","11,013,000","10,464,000","10,614,000","10,622,000","9,898,000","10,125,000","10,709,000","11,048,000","9,670,000","11,082,000","11,004,000","10,329,000","9,221,000","8,799,000","8,740,000","8,536,000","8,103,000","7,525,000","7,292,000","7,042,000","9,053,900","7,594,800","7,605,300","7,675,500","7,651,800","8,081,400","7,399,600","7,152,700","6,398,300","6,363,200","5,630,800","4,906,800","4,241,000","3,686,600","3,473,800","3,916,700","3,603,300","3,459,900","3,370,100","3,072,900","2,906,100","2,700,000","2,800,000","2,600,000","2,500,000","2,400,000","2,300,000","2,000,000","1,900,000","2,000,000","1,900,000","2,000,000","1,900,000","1,800,000","1,800,000","1,600,000","1,600,000","1,400,000","1,400,000","1,400,000","700,000","700,000","600,000","-2,300,000"
		DeferredTax,"20,761,000","8,579,000","-2,316,000","8,319,000","6,179,000","-23,572,000","3,203,000","6,239,000","13,817,000","2,546,000","1,880,000","4,839,000","8,584,000","7,951,000","7,520,000","-888,000","16,734,000","-2,683,000","-93,000","2,759,000","-1,890,000","-1,675,000","1,378,000","22,088,000","6,065,000","-219,000","764,000","-870,000","724,000","5,958,000","-1,022,000","-1,295,000","1,771,000","-6,627,000","-2,972,000","-3,010,000","-233,000","3,614,000","-3,208,000","-3,778,000","-5,874,000","-2,637,000",,,"1,056,000","279,000","-3,039,000","-395,000","2,786,000","-2,292,000","-2,953,000","-2,053,000","-778,000","1,946,000","-5,282,000","1,721,000","12,064,000","-2,583,000","-1,843,000","-1,948,000","-2,004,000","-4,930,000","-672,000","-1,342,000","-866,000","1,698,000","-3,547,000","-1,405,000","-7,351,000","651,200","-1,993,000","3,072,800","-2,551,800","-1,620,400","4,727,000","-677,000","1,321,700","3,366,000","1,190,400","1,327,800","1,817,600","-1,501,300",,,,,,,,,,,,,,,,,,,"100,000",,,,,,,,,,,,"300,000"
			DeferredIncomeTax,"20,761,000","8,579,000","-2,316,000","8,319,000","6,179,000","-23,572,000","3,203,000","6,239,000","13,817,000","2,546,000","1,880,000","4,839,000","8,584,000","7,951,000","7,520,000","-888,000","16,734,000","-2,683,000","-93,000","2,759,000","-1,890,000","-1,675,000","1,378,000","22,088,000","6,065,000","-219,000","764,000","-870,000","724,000","5,958,000","-1,022,000","-1,295,000","1,771,000","-6,627,000","-2,972,000","-3,010,000","-233,000","3,614,000","-3,208,000","-3,778,000","-5,874,000","-2,637,000",,,"1,056,000","279,000","-3,039,000","-395,000","2,786,000","-2,292,000","-2,953,000","-2,053,000","-778,000","1,946,000","-5,282,000","1,721,000","12,064,000","-2,583,000","-1,843,000","-1,948,000","-2,004,000","-4,930,000","-672,000","-1,342,000","-866,000","1,698,000","-3,547,000","-1,405,000","-7,351,000","651,200","-1,993,000","3,072,800","-2,551,800","-1,620,400","4,727,000","-677,000","1,321,700","3,366,000","1,190,400","1,327,800","1,817,600","-1,501,300",,,,,,,,,,,,,,,,,,,"100,000",,,,,,,,,,,,"300,000"
