name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,02/28/1989,11/30/1988,08/31/1988,05/31/1988,02/29/1988,11/30/1987,08/31/1987
MarketCap,"1,105,860,174","1,147,684,373","1,044,406,356","1,272,781,493","1,515,196,187","1,649,244,332","1,478,815,379","1,339,497,982","1,243,730,072","1,069,498,060","1,283,319,595","1,472,446,711","1,364,978,426","1,360,272,079","1,501,036,771","1,563,225,139","1,795,983,217","1,417,270,466","1,376,720,269","1,582,864,747","1,437,244,257","1,549,020,297","1,583,011,252","1,532,408,197","1,404,872,842","1,608,154,671","1,382,569,434","1,463,043,565","1,269,377,797","1,399,640,847","1,569,103,202","1,857,917,124","2,318,252,747","2,523,208,748","2,495,196,218","2,861,311,684","2,616,737,396","2,492,209,724","2,223,956,892","2,096,790,225","2,048,832,423","1,924,609,423","1,923,505,348","1,562,129,744","1,378,637,258","1,725,130,858","1,940,794,048","1,616,214,328","1,348,877,590","1,373,681,651","1,228,960,102","1,108,030,034","956,858,264","696,916,586","580,280,913","1,011,493,080","1,766,870,293","2,040,870,080","1,500,880,792","1,765,950,109","1,693,340,875","1,536,903,750","1,430,471,678","1,480,841,523","1,231,021,277","1,610,359,296","1,497,489,892","1,438,512,765","1,146,797,336","1,213,799,580","1,456,251,043","1,130,939,804","899,172,772","813,127,077","943,822,410","731,918,362","605,326,892","507,048,945","432,470,985","501,835,493","443,524,700","462,401,100","457,683,840","224,567,100","169,962,220","117,021,760","117,549,310","143,711,991","195,616,647","1,082,848,920","945,332,854","1,245,076,165","1,193,718,062","944,244,378","937,855,487","1,377,838,644","958,448,088","956,782,968","1,002,067,515","845,919,441","877,389,694","607,001,796","539,585,738","498,226,560","409,603,670","400,480,283","407,763,834","437,735,069","444,123,035","342,902,186","310,403,134","291,015,449","292,643,125","251,934,375","242,696,780","195,187,500","219,472,380","219,151,736","227,097,500","204,214,500","237,072,500","207,168,000","232,902,000","171,322,500","206,512,000","189,980,000","196,526,750","239,977,384","226,667,500","339,756,500","297,437,250","263,919,250","272,491,000","253,440,000","259,776,000","214,642,000","216,232,876","195,043,732","157,216,500","65,633,304","108,990,000"
EnterpriseValue,"1,187,155,174","1,189,254,373","1,092,873,356","1,307,429,493","1,573,917,187","1,743,990,332","1,575,247,379","1,442,327,982","1,366,624,072","1,192,428,060","1,362,775,595","1,721,740,711","1,638,878,426","1,675,457,079","1,822,977,771","1,845,430,139","2,146,500,217","1,810,993,466","1,766,299,269","1,915,233,747","1,807,542,257","1,950,438,297","1,983,009,252","1,937,113,197","1,855,842,842","2,041,542,671","1,798,674,434","1,882,475,565","1,761,252,797","1,898,893,847","1,995,697,202","2,138,905,124","2,578,627,747","2,758,191,748","2,888,654,218","3,272,325,684","2,847,819,396","2,796,386,724","2,551,895,892","2,424,729,225","2,378,148,423","2,243,210,423","2,390,132,348","2,044,043,744","1,859,833,258","2,124,047,858","2,263,923,048","1,939,343,328","1,676,035,590","1,732,517,651","1,619,588,102","1,498,658,034","1,350,572,264","1,355,211,586","1,250,447,913","1,463,101,080","2,262,920,293","2,528,299,080","1,988,309,792","2,270,643,109","2,168,317,875","2,018,386,750","2,000,187,678","1,935,929,523","1,685,614,277","2,070,385,296","1,914,204,892","1,856,660,765","1,579,259,336","1,686,663,580","1,860,909,043","1,335,963,804","1,087,030,772","1,020,199,077","1,164,993,410","897,159,362","790,098,892","698,837,945","624,259,985","691,356,493","655,730,700","674,607,100","658,448,840","530,604,100","470,728,220","505,608,760","530,207,310","562,289,991","618,194,647","1,532,947,920","1,733,158,854","2,019,691,165","1,980,128,062","1,775,085,378","1,801,878,487","2,241,861,644","1,464,747,088","1,237,619,968","1,228,596,515","963,164,441","1,011,254,694","751,861,796","684,445,738","589,841,560","507,660,670","498,537,283","499,310,834","522,157,069","530,175,035","439,040,186","408,315,134","385,712,449","394,191,125","358,504,375","357,845,780","306,063,500","336,472,380","339,151,736","344,797,500","321,914,500","358,772,500","341,868,000","363,902,000","303,122,500","352,112,000","335,580,000","363,626,750","405,777,384","415,367,500","535,756,500","492,837,250","444,719,250","444,191,000","296,340,000","302,676,000","257,542,000","259,132,876","202,943,732","165,116,500","73,533,304","116,890,000"
PeRatio,"73.154","31.484","26.953","31.507","44.929","456.667","411.667","248.778","520","31.964","41.902","188.923",,,,,,,,,"28.631","31.646",,,,,"117.05","77.375","45.617","41.228","13.46","15.056","16.534","18.128","17.443","19.737","26.265","30.909","26.216","24.802","24.034","13.774","14.372","12.593","11.952","17.338","21.278","20.728","20.433","50.55","47.658","42.974","35.325","8.835","6.089","9.295","16.693","20.686","15.229","18.466","18.044","17.384","16.785","17.327","14.983","20.933","21.031","21.22","17.521","20.93","30.365","28.156","39.01","29.132","35.794","26.314","22.884","20.121","17.209","18.071","10.775","11.239","13.126","9.394","7.239","63.913","17.619","7.838","7.054","13.343","10.798","14.786","15.467","36.74","40.89","60.383","37.597","21.474","23.684","21.181","23.09","16.667","14.822","15.041","7.286","7.164","7.593","8.608","9.1","8.752","8.324","8.089","8.76","25","27.717","25","25.57","21.095","21.875","19.688","20.946","21.622","30","22.083","20","18.438","14.951","14.111","11.993","18.151","14.715","13.301","14.145","13.333","15.53","13.71","15.023","11.997","11.793","6.28","13.672"
ForwardPeRatio,"19.011","18.587","19.157","21.097","24.57","31.348","46.948","35.842","28.902","22.371","28.49","32.787","17.762","16.103","21.277","21.322","22.676","19.455","21.231","23.866","21.882","20.747","22.779","23.585","18.762","18.149","14.451","19.048","14.065","13.831","11.834","13.908","15.974","13.793","13.717","16.475","16.129","13.123","11.249","9.862","11.013","11.39","12.771","10.753","10.373","13.193","14.948","14.43",,,,,,"13.369",,"15.974",,"40.984","30.121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,"0.404","0.566","0.889","0.677","2.368","1.61","1.549","1.78","1.269","1.193","1.446","1.325",,"1.081","1.141","3.273","3.644",,"37.983","10.257","4.811",,"4.516","5.952","3.429","1.471","1.259","1.8","2.068","1.737","1.356","1.3","1.563","1.877","1.492","1.246","0.946","0.814","0.946","0.687","0.68","0.868","0.923","1.017",,,,,,"0.915",,"1.065",,"2.804","2.064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.042","2.129","1.933","2.412","3.064","3.631","3.187","2.736","2.333","1.78","2.044","2.311","1.17","1.141","1.252","1.308","1.531","1.232","1.211","1.432","1.312","1.394","1.411","1.332","1.216","1.379","1.156","1.23","1.049","1.153","1.285","1.52","1.815","1.98","1.999","2.277","1.657","1.602","1.429","1.352","1.313","1.228","1.353","1.137","1.046","1.396","1.667","1.458","1.267","1.221","1.056","0.952","0.753","0.519","0.409","0.699","1.235","1.476","1.086","1.323","1.33","1.266","1.248","1.358","1.187","1.623","1.574","1.562","1.322","1.447","1.783","1.525","1.285","1.322","1.622","1.298","1.128","0.999","0.854","0.987","0.782","0.815","0.723","0.489","0.366","0.238","0.244","0.251","0.296","0.727","0.52","0.723","0.703","0.722","0.671","0.991","0.81","1.251","1.456","1.326","1.439","1.029","0.915","0.887","0.743","0.73","0.76","0.832","0.86","0.69","0.727","0.644","0.679","0.528","0.476","0.463","0.515","0.692","0.673","0.606","0.571","0.502","0.546","0.397","0.476","0.439","0.439","0.552","0.528","0.812","0.822","0.864","1.138","1.205","1.278","1.124","1.23","1.187","1.047","0.519","0.676"
PbRatio,"3.019","2.779","2.549","3.088","3.634","4.324","4.033","3.729","3.698","3.019","3.644","4.889","2.211","2.323","2.792","2.798","2.988","2.405","2.666","3.162","2.515","2.95","3.103","2.942","2.682","3.299","2.081","2.174","1.885","2.097","1.784","1.848","2.06","2.232","2.205","2.641","2.528","2.217","2.018","1.903","1.948","1.787","2.011","1.707","1.5","1.965","2.476","2.062","1.823","1.831","1.581","1.425","1.28","1.221","0.999","1.607","2.923","3.629","2.669","3.286","3.387","3.389","3.421","3.73","3.392","4.841","5.217","5.49","4.684","5.285","6.754","17.563","28.296","131.255",,,,,,,,,,,,,,,,"2.34","2.056","2.808","2.857","2.48","2.584","3.796","2.803","4.201","4.611","4.144","4.514","3.295","2.929","2.958","2.601","2.543","2.81","3.157","3.373","2.778","2.717","2.554","2.727","2.516","2.603","2.171","2.494","2.292","2.408","2.166","2.454","1.68","1.915","1.467","1.78","1.638","1.65","2.01","1.962","3.22","2.977","2.805","3.143","3.621","3.711","3.066","3.089","3.422","2.758","1.151","1.912"
EnterprisesValueRevenueRatio,"2.102","7.83","8.001","9.988","10.823","12.183","13.056","12.077","12.273","11.704","10.217","11.739","-7.997","5.674","6.704","6.308","7.122","5.711","6.419","6.628","6.556","6.602","7.66","7.288","6.73","6.686","6.832","6.172","5.863","5.932","6.63","6.526","7.277","7.293","8.813","9.637","8.702","8.124","6.89","6.427","5.868","5.226","6.323","5.204","4.61","5.408","6.846","6.091","7.399","5.178","5.505","4.911","5.007","4.667","4.173","3.85","5.594","5.686","4.975","5.47","5.565","5.241","5.865","5.644","5.193","6.538","6.935","6.54","5.862","6.207","7.91","6.691","5.789","5.192","6.618","5.386","5.33","4.748","4.393","4.676","5.403","5.621","6.072","4.69","3.702","4.08","4.678","4.785","4.546","8.587","3.758","4.37","4.372","4.03","4.27","5.146","2.601","5.121","5.658","4.615","5.373","4.325","4.355","3.853","3.447","3.378","3.642","3.749","3.858","3.151","3.28","3.066","3.374","3.22","3.513","3.36","3.747","3.663","3.991","3.511","3.917","3.692","3.462","2.786","3.435","3.073","3.354","3.563","3.739","4.716","4.48","4.017","5.269","5.208","5.647","5.011","5.354","4.075","4.008","1.956","3.283"
EnterprisesValueEBITDARatio,"23.743","106.089","118.791","117.765","85.132","63.008","151.016","101.188","139.537","263.113","93.143","91.436","-186.809","29.789","78.75","-1,378.215","-77.735","41.933","90.501","61.01","-17.32","50.855","76.185","96.88","61.886","52.41","-11.244","44.584","42.759","34.074","-46.852","40.846","34.635","37.717","54.078","55.737","45.183","39.935","45.252","37.083","-322.855","28.524","38.122","29.132","27.365","29.574","45.799","36.3","23.999","34.657","49.927","40.528","22.475","-231.779","44.438","39.109","33.231","34.652","34.119","33.79","33.366","32.309","40.082","37.382","32.857","41.5","45.647","41.174","40.684","40.308","54.854","42.248","37.604","34.55","46.798","35.843","33.65","30.289","30.876","30.63","28.985","29.033","34.94","25.116","35.881","22.577","24.359","24.496","41.417","49.025","23.606","27.039","27.422","25.622","27.28","38.092","28.267","32.182","38.373","31.404","39.997","29.432","27.515","24.436","22.995","22.708","26.003","27.066","29.4","23.607","24.129","22.517","22.886","25.422","24.192","25.705","70.098","23.717","28.262","24.574","36.609","28.254","25.271","18.945","22.571","20.974","26.35","23.321","21.301","25.882","23.694","23.655","-3.545","5.208","5.647","5.011","-2.504","4.075","4.008","1.956","-1.441"
