name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalAssets,"1,663,000,000","1,636,000,000","1,625,000,000","1,605,000,000","1,572,000,000","1,571,000,000","1,628,000,000","1,702,000,000","1,715,000,000","1,593,000,000","1,594,000,000","1,549,000,000","1,479,000,000","1,805,000,000","1,913,000,000","1,939,000,000","1,947,000,000","1,866,000,000","1,803,000,000","1,734,000,000","1,658,000,000","1,548,000,000","1,369,000,000","1,285,000,000","999,000,000"
	CurrentAssets,"399,000,000","330,000,000","311,000,000","287,000,000","243,000,000","244,000,000","294,000,000","366,000,000","377,000,000","267,000,000","293,000,000","254,000,000","223,000,000","257,000,000","259,000,000","269,000,000","276,000,000","220,000,000","203,000,000","209,000,000","152,000,000","139,000,000","164,000,000","224,000,000","76,000,000"
		CashCashEquivalentsAndShortTermInvestments,"311,000,000","142,000,000","134,000,000","168,000,000","181,000,000","151,000,000","213,000,000","308,000,000","321,000,000","142,000,000","142,000,000","127,000,000","163,000,000","107,000,000","78,000,000","113,000,000","114,000,000","132,000,000","129,000,000","128,000,000","115,000,000","107,000,000","109,000,000","149,000,000","44,000,000"
			CashAndCashEquivalents,"311,000,000","142,000,000","134,000,000","168,000,000","181,000,000","151,000,000","213,000,000","308,000,000","321,000,000","142,000,000","142,000,000","127,000,000","163,000,000","107,000,000","78,000,000","113,000,000","114,000,000","132,000,000","129,000,000","128,000,000","115,000,000","107,000,000","109,000,000","149,000,000","44,000,000"
		Receivables,"43,000,000","40,000,000","50,000,000","55,000,000","25,000,000","30,000,000","41,000,000","29,000,000","30,000,000","28,000,000","49,000,000","83,000,000","26,000,000","21,000,000","41,000,000","67,000,000","80,000,000","32,000,000","51,000,000","59,000,000","9,000,000","15,000,000","39,000,000","48,000,000","12,000,000"
			AccountsReceivable,"43,000,000","40,000,000","50,000,000","55,000,000","25,000,000","30,000,000","41,000,000","29,000,000","30,000,000","28,000,000","49,000,000","83,000,000","26,000,000","21,000,000","41,000,000","67,000,000","80,000,000","32,000,000","51,000,000","59,000,000","9,000,000","15,000,000","39,000,000","48,000,000","12,000,000"
		OtherCurrentAssets,"45,000,000","148,000,000","127,000,000","64,000,000","37,000,000","63,000,000","40,000,000","29,000,000","26,000,000","97,000,000","102,000,000","44,000,000","34,000,000","129,000,000","140,000,000","89,000,000","82,000,000","56,000,000","23,000,000","22,000,000","28,000,000","17,000,000","16,000,000","27,000,000","20,000,000"
	TotalNonCurrentAssets,"1,264,000,000","1,306,000,000","1,314,000,000","1,318,000,000","1,329,000,000","1,327,000,000","1,334,000,000","1,336,000,000","1,338,000,000","1,326,000,000","1,301,000,000","1,295,000,000","1,256,000,000","1,548,000,000","1,654,000,000","1,670,000,000","1,671,000,000","1,646,000,000","1,600,000,000","1,525,000,000","1,506,000,000","1,409,000,000","1,205,000,000","1,061,000,000","923,000,000"
		NetPPE,"758,000,000","777,000,000","777,000,000","791,000,000","802,000,000","799,000,000","823,000,000","817,000,000","804,000,000","795,000,000","766,000,000","752,000,000","729,000,000","1,041,000,000","1,145,000,000","1,156,000,000","1,174,000,000","1,099,000,000","1,084,000,000","1,058,000,000","1,037,000,000","930,000,000","737,000,000","602,000,000","459,000,000"
			GrossPPE,"998,000,000","1,008,000,000","997,000,000","997,000,000","994,000,000","977,000,000","991,000,000","972,000,000","945,000,000","923,000,000","883,000,000","857,000,000","821,000,000","1,137,000,000","1,238,000,000","1,234,000,000","1,238,000,000","1,150,000,000","1,120,000,000","1,083,000,000","1,051,000,000","943,000,000","783,000,000","647,000,000","504,000,000"
