name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007
MarketCap,"1,755,189,035","1,857,468,749","1,994,282,013","1,937,652,667","2,123,869,109","2,010,395,523","1,781,731,780","1,781,854,302","1,564,231,844","1,159,939,790","1,148,320,556","1,211,084,312","1,358,857,052","1,594,567,562","1,897,614,845","1,809,841,387","1,991,134,288","1,578,256,944","2,337,346,104","2,117,908,206","2,366,491,274","2,675,597,578","2,908,596,553","3,081,437,522","3,019,259,664","2,180,506,824","2,030,345,574","2,113,252,318","1,533,734,255","1,582,117,040","1,604,544,540","1,478,434,852","1,754,266,254","1,615,392,075","1,812,350,808","1,826,774,726","1,799,841,186","1,611,663,958","1,487,995,257","1,466,616,789","1,286,636,387","1,088,803,950","1,148,142,177","799,272,790","987,702,886","899,087,448","654,037,337","520,181,188","513,329,154","499,043,556","434,831,740","293,753,121","303,038,009","180,408,737","187,347,535","248,062,014","324,041,847","381,633,868","354,225,617","444,083,046","457,960,641"
EnterpriseValue,"4,061,044,035","4,159,564,749","4,431,645,013","4,264,841,667","4,444,228,109","4,327,292,523","3,565,590,780","3,518,545,302","3,457,843,844","3,070,217,790","3,059,206,556","3,039,135,312","3,024,755,052","3,218,800,562","3,946,751,845","3,820,875,387","3,969,887,288","3,589,324,944","4,167,663,104","3,887,702,206","4,104,296,274","4,372,547,578","4,216,474,553","4,521,008,522","4,499,904,664","3,934,876,824","2,963,268,574","2,999,159,318","2,542,216,255","2,606,484,040","2,643,874,540","2,519,689,852","2,611,940,254","2,482,170,075","2,664,642,808","2,488,989,726","2,414,807,186","2,230,133,958","2,106,465,257","2,160,806,789","1,984,541,387","1,792,172,950","1,528,023,177","1,179,153,790","1,364,079,886","1,277,343,448","1,033,047,337","910,324,188","910,417,154","907,193,556","834,442,740","705,666,121","809,244,009","682,710,737","690,588,535","751,963,014","835,755,847","884,107,868","853,419,617","942,457,046","1,065,714,641"
PeRatio,"26.821","26.451","24.008","17.686","16.318","15.225","13.728","15.689","18.059","15.462","6.641","7.004","8.157","9.392","10.108","9.564","9.714","7.27","23.433","21.093","21.446","23.266","25.465","31.325","33.944","28.533","28.242","44.451","36.114","38.724","33.222","21.693","34.777","30.724","41.864","40.174","27.91","25.408","23.592","25.471","23.75","21.644","22.287","15.444","20.216","20.183","20.493","29.514","37.172","36.138","20.864","126","22.427","24.186","20.377","9.167","19.061","20","18.907","25.6","32.195"
ForwardPeRatio,"15.432","15.848","14.925","13.831","15.48","13.87","11.403","14.62","12.392","11.737","11.521","10.627","11.682","13.908","14.706","14.085","14.62","12.469","15.361",,,"18.215","18.182","20.79","24.57","17.153","16.447",,,"15.291","15.528","14.306","16.978","16.287","18.215","17.331","17.271","18.149","18.692","19.763","17.513","15.823","18.939","15.129","18.762","17.637","15.748","12.69","12.788","13.175",,"11.933","11.962","7.391",,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,"4.553","4.544",,"6.148","4.287","4.11",,,"1.273","1.294","1.192","1.414","1.358","1.518","1.445","1.438","1.513","1.558","1.646","1.458","1.387","1.67","1.513","2.205","2.074","1.852","1.494","1.505","1.551",,"1.193","1.196","0.739",,,,,,,
PsRatio,"0.816","0.863","1.005","0.985","1.051","1.019","0.925","0.973","0.929","0.709","0.713","0.747","0.816","0.951","1.11","1.066","1.182","0.948","1.458","1.391","1.597","1.835","2.033","2.41","2.536","2.041","2.258","2.316","1.769","1.865","1.956","1.86","2.32","2.209","2.608","2.709","2.666","2.384","2.214","2.494","2.262","2.009","2.177","1.509","1.895","1.752","1.291","1.045","0.976","0.88","0.728","0.599","0.62","0.389","0.407",,"0.708","0.836","0.715","0.835","0.921"
PbRatio,"1.92","2.018","2.401","2.302","2.527","2.417","2.113","2.181","1.964","1.428","1.362","1.395","1.55","1.772","2.279","2.188","2.259","1.792","2.954","2.689","2.992","3.406","3.614","4.95","4.879","4.764","4.35","4.535","4.521","4.681","4.543","3.937","4.66","4.269","5.205","5.242","4.948","4.462","4.12","6.066","5.417","4.622","4.84","3.369","4.156","3.848","2.836","2.347","2.342","2.294","1.927","1.281","2.097","1.305","1.374","1.628","2.05","2.411","2.15","2.567","6.504"
EnterprisesValueRevenueRatio,"1.949","7.813","7.75","8.282","9.57","8.567","6.988","7.097","6.746","6.832","6.507","7.48","8.149","7.799","8.616","9.041","10.222","8.314","8.798","9.52","11.149","10.464","10.193","14.206","14.688","11.148","8.657","14.061","13.128","12.005","11.109","12.056","12.874","12.527","12.596","13.725","15.01","13.027","12.127","14.017","13.354","11.391","10.187","8.865","10.537","9.721","7.282","7.274","7.515","7.247","6.153","5.697","6.585","5.755","5.121","6.454","7.012","7.599","-0.292","8.055","9.016"
EnterprisesValueEBITDARatio,"13.873","50.821","92.416","53.936","52.996","50.016","55.518","32.836","33.22","38.771","48.953","36.105","46.37","51.874","22.077","44.816","76.786","52.384","84.671","44.374","59.26","52.73","79.534","57.799","58.755","48.599","52.047","61.586","54.124","53.831","71.475","225.334","59.5","54.298","56.693","61.035","180.966","48.845","65.02","50.428","50.144","42.066","43.36","37.883","45.004","38.67","31.495","31.502","32.491","61.305","50.624","26.892","31.789","24.944","32.694","35.94","35.964","36.608","-0.282","37.982","41.334"
